category,subcategory,brand,product,model,generation,gender,variant,manufacturer_url,manufacturer_status,retailer_urls,NL_available,EU_available,current_status,existing_in_kitletics,kitletics_product_id,evidence,research_status
bags,PADEL_RACKET_BAG,Bullpadel,Hack Padel Bag,Hack BPP26012,2026,unisex,Black (Paquito Navarro),,current_retail,"https://www.bandeja-shop.com/en/bullpadel-hack-black-2026-padel-bag.html",yes,yes,current,no,,"Hack 2026 Paquito Navarro; 2 thermo / 4 rackets; ventilated clothing/shoes; semi-rigid side hull. Hack collection.",confirmed
bags,BACKPACK,Bullpadel,Hack Backpack,BPM26002 Hack,2026,unisex,Grey-Green (Paquito Navarro),,current_retail,"https://www.padelmq.com/en/products/bullpadel-hack-backpack-grey-green-2026",yes,yes,current,no,,"Hack backpack: thermo 2 rackets + laptop + ventilated shoes. Distinct from Hack paletero.",confirmed
bags,PADEL_RACKET_BAG,Bullpadel,XPLO Padel Bag,BPP26022 XPLO,2026,unisex,Black (Martín Di Nenno),,current_retail,"https://www.padelmq.com/en-eu/products/bullpadel-xplo-padel-bag-black-2026-martin-di-nenno|https://www.zonadepadel.nl/bullpadel/13841-bullpadel-padeltas-bpp26022-xplo-zwart-2026.html",yes,yes,current,no,,"XPLO Di Nenno paletero; 2 thermo / 4 rackets; ventilated shoes; ~60×30×40 cm. XPLO collection.",confirmed
bags,BACKPACK,Bullpadel,XPLO Backpack,BPM26022 XPLO,2026,unisex,Black (Di Nenno),,current_retail,"https://www.zonadepadel.com/bullpadel/13845-backpack-bullpadel-bpm26022-xplo-black-2026.html",yes,yes,current,no,,"XPLO backpack with reinforced thermo compartment; distinct form from BPP26022 bag.",confirmed
bags,PADEL_RACKET_BAG,Bullpadel,Flow Padel Bag,Flow BPP26006,2026,unisex,Black (Alejandra Salazar),,current_retail,"https://www.padelshack.com/product/bullpadel-flow-black-padel-racket-bag-2026/",yes,yes,current,no,,"Flow Salazar signature; ~58×30×35 cm; 2 thermal compartments; ventilated shoe/clothing; lighter mid profile. Flow collection.",confirmed
bags,PADEL_RACKET_BAG,Bullpadel,Ionic / Vertex Geo related bag,BPP26005 Ionic,2026,unisex,,,current_retail,"https://www.bandeja-shop.com/en/bullpadel-hack-black-2026-padel-bag.html",yes,yes,current,no,,"Retailer SKU lists cite Ionic BPP26005 in 2026 bag matrix alongside Vertex/Hack/Flow/XPLO — verify PDP before publish.",needs_pdp
bags,TOURNAMENT_BAG,HEAD,Pro X Padel Bag L,Pro X Bag L,2026,unisex,Black,https://www.head.com/nl_NL/product/pro-x-padel-bag-l-bk-260045,current,"https://www.head.com/nl_NL/product/pro-x-padel-bag-l-bk-260045|https://www.head.com/en/product/pro-x-padel-bag-l-bk-260045",yes,yes,current,no,,"45 L; up to 6 rackets; 2 racket comps CCT+; shoe pocket; rPET. Pro X line.",confirmed
bags,DUFFEL,HEAD,Pro X Padel Duffle Bag L,Pro X Duffle L,2026,unisex,Black/Dark Grey,https://www.head.com/en_SE/product/pro-x-padel-duffle-bag-l-bkdg-260135,current,"https://www.head.com/en_SE/product/pro-x-padel-duffle-bag-l-bkdg-260135",yes,yes,current,no,,"~59.5–60 L duffle form; CCT+; 6 rackets; shoe compartment; 2-way carry. Distinct from Pro X Bag L.",confirmed
bags,DUFFEL,HEAD,Coello Pro X Padel Duffle Bag L,Coello Pro X Duffle L,2026,unisex,Dark Grey / Gold / Red,https://www.head.com/en_GB/product/coello-pro-x-padel-duffle-bag-l-261906,current,"https://www.head.com/en_GB/product/coello-pro-x-padel-duffle-bag-l-261906|https://www.zonadepadel.nl/head-padel/14839-head-padeltas-coello-pro-x-duffle-zwart-2026.html|https://www.extreme-tennis.eu/head-padel-bags/23135-head-coello-2026-pro-x-padel-duffle-bag-l.html",yes,yes,current,no,,"Arturo Coello signature 60 L duffle; CCT+; up to 6 rackets; shoe + laundry; Coello crown collection — distinct branding from generic Pro X Duffle.",confirmed
bags,BACKPACK,HEAD,Coello Pro X Backpack 30L,Coello Pro X Backpack,2026,unisex,Dark Grey,https://www.head.com/product/coello-pro-x-padel-backpack-30l-261916,current,"https://www.head.com/product/coello-pro-x-padel-backpack-30l-261916",yes,yes,current,no,,"30 L Coello Pro X backpack; 2 rackets; shoe compartment. Coello collection.",confirmed
bags,BACKPACK,HEAD,Coello Tour Backpack 25L,Coello Tour Backpack,2026,unisex,Dark Grey / Gold / Red,https://www.head.com/product/coello-tour-padel-backpack-25l-261936,current,"https://www.head.com/product/coello-tour-padel-backpack-25l-261936",yes,yes,current,no,,"25 L Coello Tour backpack — smaller than Pro X 30 L. Coello Tour tier.",confirmed
bags,TOURNAMENT_BAG,HEAD,Tour Padel Bag L,Tour Padel Bag L,2026,unisex,Navy/Black,https://www.head.com/product/tour-padel-bag-l-nv-260865-cp,current,"https://www.head.com/product/tour-padel-bag-l-nv-260865-cp|https://wholesale.racketcentral.com/product/head-padel-bag-tour-padel-racket-bag-2026-large-black/",yes,yes,current,yes,prod-head-tour-team-padel,"40 L; up to ~7 rackets; 3 compartments with CCT+; shoe pocket; backpack straps. Kitletics Tour Team likely maps to this Tour L family (confirm vs older Tour Team naming).",confirmed
bags,TOURNAMENT_BAG,HEAD,Coello Tour Padel Bag,Coello Tour Bag,2026,unisex,Dark Grey / Gold / Red,,current_retail,"https://elpadel.ae/product/head-coello-tour-padel-bag-2026/",yes,yes,current,no,,"Coello-branded Tour L architecture (40 L / 7 rackets / CCT+) — signature collection variant of Tour Bag L.",confirmed
bags,BACKPACK,HEAD,Tour Team Elite Backpack,Tour Team Elite,legacy-current,unisex,Lime/Blue,,current_retail,"https://www.tennis-point.co.uk/products/head-tour-team-elite-backpack-limeblue-00637502591000",yes,yes,current,yes,prod-head-elite-backpack,"~2-racket Elite backpack with shoe compartment; Kitletics existing. May coexist with newer Coello backpacks as value/legacy Tour Team SKU.",confirmed
bags,PADEL_RACKET_BAG,Joma,Pro Padel Bag,Pro,2025,unisex,Blue/Black,https://www.joma-sport.com/en_IE/padel-racket-bag-pro-blue-black/401375.713.html,current,"https://www.joma-sport.com/en_IE/padel-racket-bag-pro-blue-black/401375.713.html|https://www.zonadepadel.uk/joma/12652-joma-pro-blue-black-2025-padel-bag.html",yes,yes,current,no,,"Joma Pro paletero: main double-zip + shoe compartment + side racket space; backpack straps. 2026 racket launch noted; bag still sold as 2025 Pro.",confirmed
bags,PALETERO,Kuikma,Insulated Padel Bag Elite / PL 900,PL 900 Elite,current,unisex,colorways collapsed (Frozen Green; Asphalt Grey/Black),https://www.decathlon.nl/search?Ntt=kuikma%20paletero,current,"https://padelmad.co.uk/equipment/accessories/kuikma-insulated-padel-bag-elite-review/|https://www.decathlon.nl/search?Ntt=kuikma%20paletero",yes,yes,current,yes,prod-kuikma-paletero,"35 L isothermal elite paletero; 2-racket thermo; ventilated shoes; backpack straps. Best match for Kitletics generic Kuikma paletero.",confirmed
bags,BACKPACK,Kuikma,PBP Elite Isothermal Backpack 30L,PBP Elite,current,unisex,Grey/Yellow,https://www.decathlon.nl/p/isotherme-padelrugzak-30-liter-pbp-elite-grijs-geel/334599/c71c346m8817438,current,"https://www.decathlon.nl/p/isotherme-padelrugzak-30-liter-pbp-elite-grijs-geel/334599/c71c346m8817438",yes,yes,current,no,,"30 L isothermal backpack; thermo racket + ventilated shoes + laptop — distinct from PL 900 paletero.",confirmed
bags,BACKPACK,Lok,Maxx Gen 2 Backpack,Maxx Gen 2,2026,unisex,Black/Orange,,current_retail,"https://padelmarket.com/en-eu/products/lok-maxx-gen-2-black-orange-2026-backpack|https://www.padelshack.com/product/lok-backpack-maxx-gen-2-blackorange-2026/",yes,yes,current,no,,"32 L hybrid; 1 racket or laptop padded; mini bag accessory. Maxx Gen 2.",confirmed
bags,BACKPACK,Lok,Aventure / Adventure Gen 2 Backpack,Aventure Gen 2,2026,unisex,Black/Green-Yellow,,current_retail,"https://padelmarket.com/en-worldwide/products/lok-aventure-gen-2-2026-backpack",yes,yes,current,no,,"35 L; racket + laptop sleeve; dual front pockets + mesh sides. Distinct from Maxx 32 L.",confirmed
bags,PALETERO,Nox,AT10 Team Paletero,AT10 Team,2025-2026,unisex,colorways collapsed (Grey/Black; White; Grey/Orange; Grey/Green),https://noxsport.com/en/products/paletero-at10-team-grey-black,current,"https://noxsport.com/en/products/paletero-at10-team-grey-black|https://noxsport.com/en/collections/paleteros-padel",yes,yes,current,yes,prod-nox-at10-team-bag,"42 L Agustín Tapia Team; 3 main + 2 ThermoTech; ventilated shoes; laundry; removable backpack straps. AT10 Team collection.",confirmed
bags,TOURNAMENT_BAG,Nox,AT10 XXL,AT10 XXL,2024-2025,unisex,colorways collapsed (Black/Red; Black/Orange),https://noxsport.com/en/collections/paleteros-padel,current,"https://noxsport.com/en/collections/paleteros-padel|https://www.padelmq.com/en-eu/products/nox-at10-xxl-padel-bag-black-red-agustin-tapia|https://www.zonadepadel.com/nox/10555-nox-at10-xxl-black-orange-padel-bag.html",yes,yes,current,yes,prod-nox-at10-xxl-bag,"90 L Tapia XXL; up to 5 rackets + ThermoTech; ventilated shoes; AT10 collection flagship travel bag.",confirmed
bags,TOURNAMENT_BAG,Nox,AT10 Competition XL Compact,AT10 Competition XL Compact,current,unisex,Grey/Black,https://noxsport.com/en/collections/paleteros-padel,current,"https://noxsport.com/en/collections/paleteros-padel",yes,yes,current,no,,"Competition XL Compact on Nox bags collection — larger competition AT10 tier vs Team 42 L; confirm liters (~80 L cited in secondary sources).",probable
bags,TOURNAMENT_BAG,Nox,AT10 Competition Trolley,AT10 Competition Trolley,2024-current,unisex,Olive/Grey,https://noxsport.com/en/products/paletero-at10-competition-trolley-2024,current,"https://noxsport.com/en/products/paletero-at10-competition-trolley-2024|https://www.tenniswarehouse-europe.com/Nox_AT10_Competition_Trolley_Padel_Racket_Bag/descpageBGNOXPAD-NPBAT10CTRO-EN.html",yes,yes,current,no,,"60 L wheeled trolley; ThermoTech side; shoes; convertible backpack/shoulder/trolley. AT10 Competition travel.",confirmed
bags,BACKPACK,Nox,AT10 Team Backpack,AT10 Team Backpack,current,unisex,Grey,https://noxsport.com/en/collections/paleteros-y-mochilas-padel,current,"https://noxsport.com/en/collections/paleteros-y-mochilas-padel",yes,yes,current,no,,"AT10 Team backpack (~28 L class) distinct from AT10 Team paletero.",confirmed
bags,PALETERO,Nox,ML10 Team Paletero,ML10 Team,current,unisex,colorways collapsed (Black/Clay; White/Grey; Black/Blue),https://noxsport.com/en/collections/paleteros-padel,current,"https://noxsport.com/en/collections/paleteros-padel",yes,yes,current,no,,"Miguel Lamperti ML10 Team paletero — parallel Team architecture to AT10 Team; ML10 collection.",confirmed
bags,TOURNAMENT_BAG,Nox,ML10 Competition XL Compact,ML10 Competition XL Compact,current,unisex,,https://noxsport.com/en/collections/paleteros-padel,current,"https://noxsport.com/en/collections/paleteros-padel",yes,yes,current,no,,"ML10 Competition XL Compact on official bags collection.",confirmed
bags,BACKPACK,Nox,ML10 Team Backpack,ML10 Team Backpack,current,unisex,Black,https://noxsport.com/en/collections/paleteros-y-mochilas-padel,current,"https://noxsport.com/en/collections/paleteros-y-mochilas-padel",yes,yes,current,no,,"ML10 Team backpack distinct from ML10 Team paletero.",confirmed
bags,PADEL_RACKET_BAG,Nox,Pro Series Paletero,Pro Series,current,unisex,colorways collapsed (Black; Navy; Camel; White; Red),https://noxsport.com/en/collections/paleteros-padel,current,"https://noxsport.com/en/collections/paleteros-padel|https://padelshop.com/products/nox-pro-series-white-backpack",yes,yes,current,yes,prod-nox-pro-series-bag,"Pro Series racket bag (~45 L class / ThermoTech on retailer PDPs). Kitletics collection URL seed — pin specific PDP.",confirmed
bags,BACKPACK,Nox,Pro Series Backpack,Pro Series Backpack,current,unisex,colorways collapsed (White; Black; Camel; Navy),https://noxsport.com/en/products/mochila-pro-series-white,current,"https://noxsport.com/en/products/mochila-pro-series-white|https://padelshop.com/products/nox-pro-series-white-backpack",yes,yes,current,no,,"28 L Pro Series backpack; padded racket/laptop + ventilated shoes. Distinct from Pro Series paletero.",confirmed
bags,TOURNAMENT_BAG,Nox,Luxury Master Series Paletero,Luxury Master Series,2024-current,unisex,Black/White (Tapia),https://noxsport.com/en/collections/paleteros-padel,current,"https://noxsport.com/en/collections/paleteros-padel|https://www.padelmq.com/en-eu/products/nox-luxury-master-series-padel-bag-black-white-agustin-tapia",yes,yes,current,no,,"60 L Luxury Master; ThermoTech; shoes; Tapia Luxury Master collection.",confirmed
bags,TOURNAMENT_BAG,Nox,Luxury Open Series Paletero,Luxury Open Series,2024-current,unisex,colorways collapsed (Black/Red; Black/Brown),https://noxsport.com/en/collections/paleteros-padel,current,"https://noxsport.com/en/collections/paleteros-padel|https://www.padelmq.com/en-eu/products/nox-luxury-open-series-padel-bag-black-red-agustin-tapia",yes,yes,current,no,,"60 L Luxury Open; ThermoTech; Tapia Luxury Open collection — distinct design line from Master.",confirmed
bags,BACKPACK,Nox,Luxury Master Series Backpack,Luxury Master Backpack,2024-current,unisex,Black/White,https://noxsport.com/en/products/backpack-luxury-master-series,current,"https://noxsport.com/en/products/backpack-luxury-master-series",yes,yes,current,no,,"30 L Luxury Master backpack; rigid outer racket/laptop well; ventilated shoes.",confirmed
bags,BACKPACK,Nox,Luxury Open Series Backpack,Luxury Open Backpack,2024-current,unisex,colorways collapsed (Black/Red; Black/Brown),https://noxsport.com/en/products/backpack-luxury-open-series-black-red,current,"https://noxsport.com/en/products/backpack-luxury-open-series-black-red",yes,yes,current,no,,"30 L Luxury Open backpack; 2 racket capacity class.",confirmed
bags,COURT_BAG,Nox,Street Series Paletero,Street Series,current,unisex,colorways collapsed (Black/Grey; Sky Blue; Grey/Pink),https://noxsport.com/en/collections/paleteros-padel,current,"https://noxsport.com/en/collections/paleteros-padel",yes,yes,current,no,,"Entry Street Series racket bags on official collection.",confirmed
bags,PADEL_RACKET_BAG,Nox,Thermo Bag 10 / 10-racket thermo,Thermo Bag 10,unclear,unisex,,https://noxsport.com/en/collections/bags,insufficient,"https://noxsport.com/en/collections/bags",unknown,unknown,unclear,yes,prod-nox-bag-10,"Kitletics seed from collection URL only — no verified current 10-racket SKU on Sep 2026 manufacturer bag list; may be legacy/misnamed. Do not expand until PDP found.",needs_pdp
bags,PADEL_RACKET_BAG,Oxdog,Hyper Pro Thermo Padel Bag,Hyper Pro Thermo,current,unisex,Black (+ FEP co-branded),https://www.oxdog.net/en/articles/15/padel-bags,current,"https://www.oxdog.net/en/articles/15/padel-bags|https://oxdogpadel.com/en-us/collections/paleteros-bolsas|https://www.tradeinn.com/smashinn/en/oxdog-hyper-pro-thermo-padel-racket-bag/140678829/p",yes,yes,current,no,,"48 L; dual thermo / up to 4 rackets; ventilated shoes. Hyper Pro line; FEP Hyper Pro Thermo is co-brand finish variant.",confirmed
bags,PADEL_RACKET_BAG,Oxdog,X Padel Pro Thermo / Ultra Tour Pro Thermo,X Padel Pro Thermo,current,unisex,White/Black,https://www.oxdog.net/en/articles/15/padel-bags,current,"https://www.oxdog.net/en/articles/15/padel-bags|https://oxdogpadel.com/en-us/collections/paleteros-bolsas",yes,yes,current,no,,"42 L thermo paletero; 2-racket thermo class; ventilated shoes. Distinct from Hyper Pro 48 L.",confirmed
bags,BACKPACK,Oxdog,Hyper Tour Thermo Padel Backpack,Hyper Tour Thermo Backpack,current,unisex,Black,https://www.oxdog.net/en/articles/15/padel-bags,current,"https://www.oxdog.net/en/articles/15/padel-bags|https://oxdogpadel.com/en-us/collections/paleteros-bolsas",yes,yes,current,no,,"42 L thermo backpack; 2 rackets. Hyper Tour line.",confirmed
bags,BACKPACK,Oxdog,Cube Backpack,Cube,current,unisex,Black,https://www.oxdog.net/en/articles/2.15.928/cube-backpack,current,"https://www.oxdog.net/en/articles/2.15.928/cube-backpack|https://oxdogpadel.com/en-us/collections/paleteros-bolsas",yes,yes,current,no,,"37 L self-standing; thermo racket/laptop pocket; included gym/shoe bag.",confirmed
bags,PADEL_RACKET_BAG,Royal Padel,Force Padel Bag,Force,2026,unisex,Black,,current_retail,"https://www.padelmq.com/en-eu/products/royal-padel-force-black-padel-bag-2026",yes,yes,current,no,,"42 L PU-leather; Royal Tech thermal; up to 3 rackets; 2-in-1 hand/backpack; ~58×34×26 cm. Force 2026.",confirmed
bags,PADEL_RACKET_BAG,Siux,Electra Stupa Paletero,Electra Stupa,2026,unisex,Red/Black,https://www.siuxpadel.com/products/paletero-siux-electra-stupa-2026,current,"https://www.siuxpadel.com/products/paletero-siux-electra-stupa-2026|https://www.padelnuestro.com/int/padelbag-siux-electra-stupa-2026-200000",yes,yes,current,yes,prod-siux-paletero,"63 L Franco Stupaczuk Electra signature; thermal; up to 4 rackets. Best specific PDP for Kitletics generic Siux paletero seed.",confirmed
bags,BACKPACK,Siux,Tour Backpack,Tour,2026,unisex,Black,,current_retail,"https://www.padelmq.com/en-eu/products/siux-tour-backpack-black-2026|https://padelproshop.com/en/products/backpack-siux-tour-black-2026",yes,yes,current,no,,"30 L; 1 racket; laptop + ventilated shoes. Tour line.",confirmed
bags,BACKPACK,Siux,Nomad Backpack,Nomad,2026,unisex,Black/Blue,,current_retail,"https://www.padelmq.com/en/products/siux-nomad-backpack-black-blue-2026|https://www.padelnuestro.com/int/backpack-siux-nomad-200008",yes,yes,current,no,,"31 L; thermal 2 rackets; shoes; trolley strap. Nomad travel line.",confirmed
bags,BACKPACK,Siux,Trail Backpack,Trail,2026,unisex,Grey,,current_retail,"https://www.padelmq.com/en/products/siux-trail-backpack-grey-2026",yes,yes,current,no,,"27 L; thermal 2 rackets; ventilated shoes. Trail compact line.",confirmed
bags,PADEL_RACKET_BAG,Siux,Trilogy Paletero,Trilogy,2024,female-leaning,Green/Black,,clearance_or_prior,"https://www.padelnuestro.com/paletero-siux-trilogy-2024-109437-p",yes,yes,prior_gen_still_sold,no,,"Patty Llaguno Trilogy 2024 large thermo paletero — prior gen still on EU retail; prefer Electra Stupa for current flagship.",probable
bags,PADEL_RACKET_BAG,StarVie,Pro Master,Pro Master,2026,unisex,Blue/Orange,https://starvie.com/en/products/,current,"https://www.padelmq.com/en/products/starvie-pro-master-padel-bag|https://padelmarket.com/en-gb/products/starvie-pro-master-2026-racket-bag",yes,yes,current,no,,"Dual ThermoTech (~2 rackets); ventilated shoes; ~62×32×35 cm. Pro Master 2026.",confirmed
bags,PADEL_RACKET_BAG,StarVie,Tactic Pro,Tactic Pro,current,unisex,White/Navy/Orange,https://starvie.com/en/products/tactic-pro,current,"https://starvie.com/en/products/tactic-pro|https://www.tiendapadelpoint.com/en/paleteros-star-vie-en",yes,yes,current,no,,"Dual Thermotech; ventilated shoes; ball pocket; ~60×34×33 cm. Tactic Pro.",confirmed
bags,PADEL_RACKET_BAG,StarVie,Hard Eva Black,Hard Eva,current,unisex,Black/Red accents,https://starvie.com/en/products/hard-eva-black,current,"https://starvie.com/en/products/hard-eva-black",yes,yes,current,no,,"Hard EVA rigid side pocket; Thermotech; ventilated shoes; ~62×35×35 cm.",confirmed
bags,BACKPACK,StarVie,Hard Eva Black Backpack,Hard Eva Backpack,current,unisex,Black/Red,https://starvie.com/en/,current,"https://www.tiendapadelpoint.com/en/paleteros-star-vie-en",yes,yes,current,no,,"Hard Eva backpack companion to Hard Eva paletero.",confirmed
bags,TOURNAMENT_BAG,Tecnifibre,Tour Endurance Ultra Padel Bag,Tour Endurance Ultra,2025,unisex,Black,,current_retail,"https://www.zonadepadel.com/tecnifibre/13598-tecnifibre-tour-endu-ultra-black-2025-padel-bag.html",yes,yes,current,no,,"Vertical Tour Endurance Ultra paletero; rip-stop tarpaulin; dual side racket pockets; backpack straps.",confirmed
bags,BACKPACK,Tecnifibre,Tour Endurance Backpack,Tour Endurance Backpack,current,unisex,Khaki/Black,https://www.tecnifibre.com/en-ue/products/sac-a-dos-tour-endurance-backpack-khaki,current,"https://www.tecnifibre.com/en-ue/products/sac-a-dos-tour-endurance-backpack-khaki|https://padelmania.com/en/padel-accessories/26488-tecnifibre-tour-endurance-khaki-backpack-tecnifibre-3490150220712.html",yes,yes,current,yes,prod-tecnifibre-tour-endurance-backpack,"Tarpaulin Tour Endurance backpack; 2 rackets + shoe pocket; tennis/squash/padel multi-sport. Kitletics existing.",confirmed
bags,PADEL_RACKET_BAG,Varlion,Ambassador Padel Bag,Ambassador,2025/2026,unisex,Black,https://www.varlion.com/gb/padel/bags/padel-racket-bags/padel-bag-ambassador-.html,current,"https://www.varlion.com/gb/padel/bags/padel-racket-bags/padel-bag-ambassador-.html",yes,yes,current,no,,"46 L perforated synthetic leather; dual side racket comps; ventilated shoes.",confirmed
bags,TOURNAMENT_BAG,Varlion,Summum Pro Padel Bag,Summum Pro,2025/2026,unisex,,https://www.varlion.com/gb/padel/bags/padel-racket-bags/padel-bag-summum-pro-.html,current,"https://www.varlion.com/gb/padel/bags/padel-racket-bags/padel-bag-summum-pro-.html",yes,yes,current,no,,"54 L / up to 4 paddles; one thermal side; ventilated shoes. Summum Pro.",confirmed
