productId,slug,vertical,family,descriptionClass,wordCount,galleryCount,hasVerdict,strengthCount,weaknessCount,hasOffers,hasAlternatives,sectionCount
prod-bullpadel-hack-04,bullpadel-hack-04-2026,padel,RACKETS,GOOD,112,1,true,3,2,true,true,7
prod-nox-at10-12k-2026,nox-at10-genius-12k-alum-xtrem-2026,padel,RACKETS,GOOD,119,1,true,3,2,true,true,7
prod-adidas-metalbone-3-3-2026,adidas-metalbone-3-3,padel,RACKETS,GOOD,93,1,true,2,2,true,true,7
prod-head-extreme-motion-2026,head-extreme-motion,padel,RACKETS,GOOD,98,1,true,2,2,true,true,7
prod-tecnifibre-wall-breaker-365-2026,tecnifibre-wall-breaker-365,padel,RACKETS,GOOD,105,1,true,2,2,true,true,7
prod-oxdog-sense-pro-2026,oxdog-sense-pro,padel,RACKETS,UNHELPFUL,65,1,true,2,2,true,true,7
prod-royal-padel-rp-m27-2026,royal-padel-m27-poly-2026,padel,RACKETS,UNHELPFUL,66,1,true,2,2,false,false,0
prod-black-crown-special-one-soft,black-crown-special-one-soft,padel,RACKETS,UNHELPFUL,54,1,true,2,2,false,false,0
prod-lok-maxx-flow,lok-maxx-flow,padel,RACKETS,UNHELPFUL,79,1,true,2,2,true,true,7
prod-nox-at10-attack-18k-2026,nox-at10-genius-attack-18k-2026,padel,RACKETS,GOOD,125,1,true,3,2,false,true,7
prod-nox-equation-soft-2026,nox-equation-soft-advanced-2026,padel,RACKETS,GOOD,137,1,true,3,2,false,true,7
prod-bullpadel-vertex-05-hybrid,bullpadel-vertex-05-hybrid-2026,padel,RACKETS,GOOD,128,1,true,3,2,false,true,7
prod-bullpadel-vertex-05-w,bullpadel-vertex-05-w-2026,padel,RACKETS,GOOD,123,1,true,3,2,false,true,7
prod-bullpadel-hack-04-hybrid,bullpadel-hack-04-hybrid-2026,padel,RACKETS,GOOD,103,1,true,3,2,false,true,7
prod-bullpadel-hack-04-comfort,bullpadel-hack-04-comfort-2026,padel,RACKETS,GOOD,110,1,true,3,2,false,true,7
prod-bullpadel-neuron-02,bullpadel-neuron-02-2026,padel,RACKETS,GOOD,86,1,true,3,2,false,true,7
prod-bullpadel-neuron-02-edge,bullpadel-neuron-02-edge-2026,padel,RACKETS,GOOD,96,1,true,3,2,false,true,7
prod-bullpadel-xplo,bullpadel-xplo-2026,padel,RACKETS,GOOD,98,1,true,3,2,false,true,7
prod-bullpadel-xplo-comfort,bullpadel-xplo-comfort-2026,padel,RACKETS,GOOD,97,1,true,3,2,false,true,7
prod-bullpadel-ionic-light,bullpadel-ionic-light-2026,padel,RACKETS,GOOD,115,1,true,3,2,false,true,7
prod-bullpadel-indiga-ctr,bullpadel-indiga-ctr-2026,padel,RACKETS,GOOD,109,1,true,3,2,false,true,7
prod-bullpadel-vertex-advance,bullpadel-vertex-advance-2026,padel,RACKETS,GOOD,102,1,true,3,2,false,true,7
prod-adidas-courtstabil,adidas-courtquick-padel,padel,SHOES,UNHELPFUL,74,1,true,3,1,true,true,0
prod-asics-gel-resolution-padel,asics-gel-resolution-padel,padel,SHOES,GOOD,82,1,true,3,1,true,true,0
prod-asics-gel-challenger-court,asics-gel-challenger-court,padel,SHOES,GOOD,83,1,true,3,1,true,true,0
prod-babolat-jet-premura,babolat-jet-premura,padel,SHOES,GOOD,83,1,true,3,1,true,true,0
prod-joma-t-slam,joma-t-slam,padel,SHOES,UNHELPFUL,55,1,true,3,1,false,false,0
prod-head-revolt-pro-court,head-revolt-pro-court,padel,SHOES,GOOD,80,1,true,3,1,true,true,0
prod-adidas-crazyquick-boost-m,adidas-crazyquick-boost-padel,padel,SHOES,UNHELPFUL,54,1,true,3,1,false,false,0
prod-adidas-courtquick-w,adidas-courtquick-padel-women,padel,SHOES,UNHELPFUL,53,1,true,3,1,false,false,0
prod-adidas-crazyquick-boost-w,adidas-crazyquick-boost-padel-women,padel,SHOES,UNHELPFUL,51,1,true,3,1,false,false,0
prod-asics-gel-dedicate-8-padel,asics-gel-dedicate-8-padel,padel,SHOES,UNHELPFUL,50,1,true,3,1,false,false,0
prod-asics-game-ff-padel,asics-game-ff-padel,padel,SHOES,UNHELPFUL,55,1,true,3,1,false,false,0
prod-asics-solution-swift-ff2-padel,asics-solution-swift-ff2-padel,padel,SHOES,UNHELPFUL,50,1,true,3,1,false,false,0
prod-bullpadel-hybrid-fly,bullpadel-hybrid-fly,padel,SHOES,UNHELPFUL,60,1,true,3,1,false,false,0
prod-bullpadel-ionic-woman,bullpadel-ionic-woman,padel,SHOES,UNHELPFUL,51,1,true,3,1,false,false,0
prod-nox-at10-lux,nox-at10-lux,padel,SHOES,UNHELPFUL,60,1,true,3,1,false,false,0
prod-nox-ml10-hexa,nox-ml10-hexa,padel,SHOES,UNHELPFUL,51,1,true,3,1,false,false,0
prod-babolat-movea-2,babolat-movea-2,padel,SHOES,UNHELPFUL,50,1,true,3,1,false,false,0
prod-babolat-sensa-women,babolat-sensa-women,padel,SHOES,UNHELPFUL,53,1,true,3,1,false,false,0
prod-joma-slam-lady,joma-slam-lady,padel,SHOES,UNHELPFUL,52,1,true,3,1,false,false,0
prod-joma-spin-men,joma-spin-men,padel,SHOES,UNHELPFUL,55,1,true,3,1,false,false,0
prod-head-padel-pro-s,head-padel-pro-s-balls,padel,BALLS,GOOD,97,1,true,3,1,true,true,0
prod-head-padel-pro-plus,head-padel-pro-plus,padel,BALLS,GOOD,82,1,true,3,1,true,true,0
prod-head-padel-team,head-padel-team,padel,BALLS,UNHELPFUL,71,1,true,3,1,false,true,0
prod-head-padel-one,head-padel-one,padel,BALLS,UNHELPFUL,60,1,true,2,1,false,true,0
prod-kuikma-pb-speed,kuikma-pb-speed,padel,BALLS,GOOD,82,1,true,3,1,false,true,0
prod-kuikma-pb-control,kuikma-pb-control,padel,BALLS,UNHELPFUL,74,1,true,3,1,false,true,0
prod-kuikma-pb-club,kuikma-pb-club,padel,BALLS,UNHELPFUL,61,1,true,3,1,false,true,0
prod-wilson-padel-premier,wilson-padel-premier,padel,BALLS,UNHELPFUL,78,1,true,2,1,true,true,0
prod-wilson-padel-premier-speed,wilson-padel-premier-speed,padel,BALLS,GOOD,86,1,true,2,1,true,true,0
prod-bullpadel-premium-pro,bullpadel-premium-pro,padel,BALLS,UNHELPFUL,77,1,true,2,1,true,true,0
prod-bullpadel-premium-gold,bullpadel-premium-gold,padel,BALLS,THIN,26,1,false,1,1,false,false,0
prod-adidas-aditour-padel,adidas-aditour-padel-balls,padel,BALLS,THIN,28,1,false,1,1,false,false,0
prod-adidas-speed-rx,adidas-speed-rx-padel-balls,padel,BALLS,GOOD,83,1,true,2,1,true,true,0
prod-babolat-court-padel-balls,babolat-court-padel-balls,padel,BALLS,UNHELPFUL,77,1,true,2,1,true,true,0
prod-dunlop-pro-padel,dunlop-pro-padel,padel,BALLS,UNHELPFUL,70,1,true,3,1,true,true,0
prod-tecnifibre-padel-team,tecnifibre-padel-team-balls,padel,BALLS,UNHELPFUL,66,1,true,2,1,true,true,0
prod-adidas-pro-bounce,adidas-pro-bounce,padel,BALLS,GOOD,100,1,true,3,2,false,false,0
prod-adidas-serie-tour,adidas-serie-tour,padel,BALLS,GOOD,100,1,true,3,2,false,false,0
prod-babolat-ace,babolat-ace,padel,BALLS,GOOD,99,1,true,3,2,false,false,0
prod-babolat-court,babolat-court,padel,BALLS,GOOD,126,1,true,3,2,false,true,0
prod-nox-bag-10,nox-thermo-bag-10,padel,BAGS,GOOD,86,1,true,3,1,false,false,0
prod-nox-at10-team-bag,nox-at10-team-paletero,padel,BAGS,GOOD,86,1,true,3,1,false,true,0
prod-babolat-rh-pro-padel,babolat-rh-pro-padel,padel,BAGS,UNHELPFUL,68,1,true,3,1,false,true,0
prod-bullpadel-vertex-backpack,bullpadel-vertex-geo-backpack,padel,BAGS,UNHELPFUL,72,1,true,2,1,true,true,0
prod-tecnifibre-tour-endurance-backpack,tecnifibre-tour-endurance-padel-backpack,padel,BAGS,UNHELPFUL,76,1,true,3,1,true,true,0
prod-babolat-court-backpack,babolat-court-backpack,padel,BAGS,UNHELPFUL,65,1,true,2,1,false,true,0
prod-adidas-protour-padel,adidas-protour-padel-bag,padel,BAGS,UNHELPFUL,77,1,true,2,1,true,true,0
prod-head-tour-team-padel,head-tour-team-padel-bag,padel,BAGS,GOOD,96,1,true,3,1,false,true,0
prod-head-elite-backpack,head-elite-padel-backpack,padel,BAGS,UNHELPFUL,62,1,true,2,1,false,true,0
prod-wilson-super-tour-padel,wilson-super-tour-padel-bag,padel,BAGS,UNHELPFUL,73,1,true,2,1,true,true,0
prod-kuikma-paletero,kuikma-padel-paletero,padel,BAGS,UNHELPFUL,71,1,true,3,1,false,false,0
prod-nox-pro-series-bag,nox-pro-series-padel-bag,padel,BAGS,UNHELPFUL,75,1,true,3,1,false,false,0
prod-nox-at10-xxl-bag,nox-at10-xxl-padel-bag,padel,BAGS,GOOD,84,1,true,3,1,true,true,0
prod-siux-paletero,siux-padel-paletero,padel,BAGS,UNHELPFUL,68,1,true,3,1,false,false,0
prod-adidas-control-2026,adidas-control-2026,padel,BAGS,GOOD,107,1,true,3,2,false,true,0
prod-adidas-metalbone-bag,adidas-metalbone-bag,padel,BAGS,GOOD,85,1,true,3,2,false,false,0
prod-adidas-multigame-backpack-2026,adidas-multigame-backpack-2026,padel,BAGS,GOOD,86,1,true,3,2,false,false,0
prod-adidas-multigame-2026,adidas-multigame-2026,padel,BAGS,GOOD,85,1,true,3,2,false,false,0
prod-adidas-protour-backpack-2026,adidas-protour-backpack-2026,padel,BAGS,GOOD,112,1,true,3,2,false,true,0
prod-adidas-tour,adidas-tour,padel,BAGS,GOOD,110,1,true,3,2,false,true,0
prod-adidas-weekend,adidas-weekend,padel,BAGS,GOOD,84,1,true,3,2,false,false,0
prod-babolat-backpack-kids,babolat-backpack-kids,padel,BAGS,GOOD,85,1,true,3,2,false,false,0
prod-babolat-court-backpack-lite,babolat-court-backpack-lite,padel,BAGS,GOOD,86,1,true,3,2,false,false,0
prod-babolat-rh-perf,babolat-rh-perf,padel,BAGS,GOOD,107,1,true,3,2,false,true,0
prod-black-crown-spartan,black-crown-spartan,padel,BAGS,GOOD,109,1,true,3,2,true,true,0
prod-wilson-overgrip,wilson-padel-overgrip-pack,padel,GRIPS,UNHELPFUL,75,1,true,3,1,true,true,0
prod-bullpadel-gb1200,bullpadel-hac-overgrip,padel,GRIPS,UNHELPFUL,55,1,true,2,1,false,true,0
prod-nox-pro-overgrip,nox-pro-overgrip,padel,GRIPS,UNHELPFUL,66,1,true,2,1,true,true,0
prod-head-xtreme-soft,head-xtreme-soft-overgrip,padel,GRIPS,GOOD,83,1,true,2,1,true,true,0
prod-babolat-pro-response,babolat-pro-response-overgrip,padel,GRIPS,GOOD,82,1,true,2,1,false,true,0
prod-kuikma-overgrip,kuikma-padel-overgrip,padel,GRIPS,GOOD,81,1,true,2,1,false,true,0
prod-head-hydrosorb,head-hydrosorb-replacement-grip,padel,GRIPS,UNHELPFUL,71,1,true,3,1,false,false,0
prod-babolat-syntec-pro,babolat-syntec-pro-replacement-grip,padel,GRIPS,GOOD,82,1,true,2,1,false,true,0
prod-hesacore-padel,hesacore-padel-grip,padel,GRIPS,GOOD,85,1,true,2,1,true,true,0
prod-adidas-padel-overgrip,adidas-padel-overgrip,padel,GRIPS,GOOD,95,1,true,3,1,false,true,0
prod-adidas-perforated-ac2ba1wh,adidas-perforated-ac2ba1wh,padel,GRIPS,GOOD,82,1,true,3,2,false,false,0
prod-adidas-tacky-feeling,adidas-tacky-feeling,padel,GRIPS,UNHELPFUL,79,1,true,3,2,false,false,0
prod-babolat-pro-tour,babolat-pro-tour,padel,GRIPS,GOOD,81,1,true,3,2,false,false,0
prod-babolat-syntec-team,babolat-syntec-team,padel,GRIPS,GOOD,89,1,true,3,2,false,false,0
prod-babolat-vs-original,babolat-vs-original,padel,GRIPS,GOOD,110,1,true,3,2,false,true,0
prod-black-crown-black-crown-perforated,black-crown-black-crown-perforated,padel,GRIPS,GOOD,112,1,true,3,2,false,true,0
prod-bullpadel-comfort-overgrip,bullpadel-comfort-overgrip,padel,GRIPS,GOOD,110,1,true,3,2,false,true,0
prod-bullpadel-gb-1705,bullpadel-gb-1705,padel,GRIPS,GOOD,80,1,true,3,2,false,false,0
prod-bullpadel-gb1201,bullpadel-gb1201,padel,GRIPS,GOOD,80,1,true,3,2,false,false,0
prod-bullpadel-gb1200-hac,bullpadel-gb1200-hac,padel,GRIPS,GOOD,81,1,true,3,2,false,false,0
prod-bullpadel-frame-protector,bullpadel-frame-protector-3-pack,padel,ACCESSORIES,GOOD,81,1,true,2,1,true,true,0
prod-nox-frame-protector,nox-transparent-frame-protector,padel,ACCESSORIES,UNHELPFUL,70,1,true,2,1,true,true,0
prod-bullpadel-pascal-box,bullpadel-pascal-box-3b,padel,ACCESSORIES,GOOD,100,1,true,3,1,true,true,0
prod-head-x3-pressurizer,head-x3-ball-pressurizer,padel,ACCESSORIES,GOOD,90,1,true,2,1,false,true,0
prod-bullpadel-custom-weight,bullpadel-protector-custom-weight,padel,ACCESSORIES,GOOD,81,1,true,2,1,true,true,0
prod-head-wristband,head-padel-wristband,padel,ACCESSORIES,UNHELPFUL,60,0,true,2,1,false,false,0
prod-wilson-wristband,wilson-padel-wristband,padel,ACCESSORIES,UNHELPFUL,51,0,true,2,1,false,false,0
prod-nox-wristband,nox-padel-wristband,padel,ACCESSORIES,UNHELPFUL,48,0,true,2,1,false,false,0
prod-bullpadel-wristband,bullpadel-padel-wristband,padel,ACCESSORIES,UNHELPFUL,48,0,true,2,1,false,false,0
prod-head-smartsorb,head-smartsorb,padel,ACCESSORIES,UNHELPFUL,57,0,true,2,1,false,false,0
prod-4on-totalgrip,4on-totalgrip,padel,ACCESSORIES,GOOD,83,1,true,2,2,false,true,0
prod-adidas-adidas-protector,adidas-adidas-protector,padel,ACCESSORIES,UNHELPFUL,73,0,true,2,2,false,false,0
prod-adidas-adidas-wristband,adidas-adidas-wristband,padel,ACCESSORIES,UNHELPFUL,71,0,true,2,2,false,false,0
prod-alacran-alacran-basket,alacran-alacran-basket,padel,ACCESSORIES,UNHELPFUL,71,0,true,2,2,false,false,0
prod-alacran-wide-ancha,alacran-wide-ancha,padel,ACCESSORIES,UNHELPFUL,72,0,true,2,2,false,false,0
prod-babolat-babolat-protector,babolat-babolat-protector,padel,ACCESSORIES,UNHELPFUL,73,0,true,2,2,false,false,0
prod-babolat-babolat-wristband,babolat-babolat-wristband,padel,ACCESSORIES,UNHELPFUL,71,0,true,2,2,false,false,0
prod-ball-rescuer-ball-rescuer,ball-rescuer-ball-rescuer,padel,ACCESSORIES,GOOD,123,1,true,2,2,false,true,0
prod-ball-rescuer-premium,ball-rescuer-premium,padel,ACCESSORIES,GOOD,94,0,true,2,2,false,false,0
prod-black-crown-vibranium-transparent,black-crown-vibranium-transparent,padel,ACCESSORIES,UNHELPFUL,74,0,true,2,2,false,false,0
prod-kuikma-ps-990,kuikma-ps-990,padel,SHOES,UNHELPFUL,78,1,true,3,1,true,true,0
prod-adidas-metalbone-3-5-2026,adidas-metalbone-3-5-2026,padel,RACKETS,GOOD,119,1,true,3,2,false,true,7
prod-adidas-metalbone-ctrl,adidas-metalbone-ctrl-2026,padel,RACKETS,GOOD,97,1,true,3,2,false,true,7
prod-adidas-metalbone-team-light,adidas-metalbone-team-light-2026,padel,RACKETS,GOOD,89,1,true,3,2,false,true,7
prod-adidas-cross-it-light,adidas-cross-it-light-2026,padel,RACKETS,GOOD,102,1,true,3,2,false,true,7
prod-adidas-cross-it-ctrl,adidas-cross-it-ctrl-2026,padel,RACKETS,GOOD,103,1,true,3,2,false,true,7
prod-adidas-arrow-hit-ctrl,adidas-arrow-hit-ctrl-2026,padel,RACKETS,GOOD,94,1,true,3,2,false,true,7
prod-adidas-arrow-hit-attk,adidas-arrow-hit-2026,padel,RACKETS,UNHELPFUL,77,1,true,2,2,false,true,7
prod-adidas-match-light,adidas-match-light-2026,padel,RACKETS,GOOD,101,1,true,3,2,false,true,7
prod-head-coello-motion,head-coello-motion-2026,padel,RACKETS,GOOD,91,1,true,2,2,false,true,7
prod-head-coello-team,head-coello-team-2026,padel,RACKETS,GOOD,98,1,true,3,2,false,true,7
prod-head-gravity-pro,head-gravity-pro,padel,RACKETS,GOOD,87,1,true,2,2,false,true,7
prod-head-gravity-motion,head-gravity-motion,padel,RACKETS,GOOD,94,1,true,2,2,false,true,7
prod-head-speed-pro,head-speed-pro,padel,RACKETS,GOOD,98,1,true,2,2,false,true,7
prod-head-one-ultralight,head-one-ultralight,padel,RACKETS,GOOD,81,1,true,2,2,false,true,7
prod-babolat-air-viper,babolat-air-viper-2-6,padel,RACKETS,GOOD,84,1,true,2,2,false,true,7
prod-babolat-air-veron,babolat-air-veron-2-6,padel,RACKETS,UNHELPFUL,75,1,true,2,2,false,true,7
prod-siux-electra,siux-electra-pro-2026,padel,RACKETS,GOOD,96,1,true,2,2,false,true,7
prod-siux-fenix,siux-fenix-pro-2026,padel,RACKETS,UNHELPFUL,71,1,true,2,2,false,true,7
prod-starvie-astrum,starvie-astrum-plus-2026,padel,RACKETS,GOOD,82,1,true,2,2,false,true,7
prod-kuikma-pr-hybrid-carbon,kuikma-pr-hybrid-carbon,padel,RACKETS,GOOD,115,1,true,2,2,false,true,7
prod-kuikma-pr-comfort-soft,kuikma-pr-comfort-soft,padel,RACKETS,GOOD,116,1,true,2,2,false,true,7
prod-black-crown-black-crown-wristband,black-crown-black-crown-wristband,padel,ACCESSORIES,GOOD,86,1,true,2,2,false,true,0
prod-bullpadel-custom-weight-grip,bullpadel-custom-weight-grip,padel,ACCESSORIES,GOOD,96,1,true,2,2,false,true,0
prod-bullpadel-frame-protector-uni,bullpadel-frame-protector-uni,padel,ACCESSORIES,GOOD,96,1,true,2,2,false,true,0
prod-enebe-enebe-protector-line,enebe-enebe-protector-line,padel,ACCESSORIES,GOOD,96,1,true,2,2,false,true,0
prod-head-antishock-skin,head-antishock-skin,padel,ACCESSORIES,GOOD,95,1,true,2,2,false,true,0
prod-head-x3-pump,head-x3-pump,padel,ACCESSORIES,GOOD,122,1,true,2,2,false,true,0
prod-nox-weight-balancer-2-4g,nox-weight-balancer-2-4g,padel,ACCESSORIES,GOOD,96,1,true,2,2,false,true,0
prod-shockout-gravity,shockout-gravity,padel,ACCESSORIES,GOOD,94,1,true,2,2,false,true,0
prod-softee-softee-protector,softee-softee-protector,padel,ACCESSORIES,GOOD,95,1,true,2,2,false,true,0
prod-starvie-transparent-protector-2026,starvie-transparent-protector-2026,padel,ACCESSORIES,GOOD,96,1,true,2,2,false,true,0
prod-vibora-vibor-a-transparent,vibora-vibor-a-transparent,padel,ACCESSORIES,GOOD,95,1,true,2,2,false,true,0
prod-black-crown-thunder,black-crown-thunder,padel,BAGS,GOOD,109,1,true,3,2,false,true,0
prod-black-crown-ultimate-pro-2-0,black-crown-ultimate-pro-2-0,padel,BAGS,GOOD,113,1,true,3,2,false,true,0
prod-bullpadel-casual-bpp26016,bullpadel-casual-bpp26016,padel,BAGS,GOOD,107,1,true,3,2,false,true,0
prod-bullpadel-elite-bpp26019,bullpadel-elite-bpp26019,padel,BAGS,GOOD,107,1,true,3,2,false,true,0
prod-bullpadel-icon-bpp26023,bullpadel-icon-bpp26023,padel,BAGS,GOOD,107,1,true,3,2,false,true,0
prod-bullpadel-ionic-bpp26005,bullpadel-ionic-bpp26005,padel,BAGS,GOOD,107,1,true,3,2,false,true,0
prod-bullpadel-neuron-bpm26020,bullpadel-neuron-bpm26020,padel,BAGS,GOOD,107,1,true,3,2,false,true,0
prod-bullpadel-pearl-bpm27017,bullpadel-pearl-bpm27017,padel,BAGS,GOOD,107,1,true,3,2,false,true,0
prod-bullpadel-tour-bpp26015,bullpadel-tour-bpp26015,padel,BAGS,GOOD,111,1,true,3,2,false,true,0
prod-bullpadel-wonder-bpp26024,bullpadel-wonder-bpp26024,padel,BAGS,GOOD,107,1,true,3,2,false,true,0
prod-bullpadel-xplo-bpp26022,bullpadel-xplo-bpp26022,padel,BAGS,GOOD,107,1,true,3,2,false,true,0
prod-bullpadel-bpm26002-hack,bullpadel-bpm26002-hack,padel,BAGS,GOOD,107,1,true,3,2,true,true,0
prod-bullpadel-bpm26007-bpm26008-vertex,bullpadel-bpm26007-bpm26008-vertex,padel,BAGS,GOOD,109,1,true,3,2,true,true,0
prod-bullpadel-bpp26001-vertex,bullpadel-bpp26001-vertex,padel,BAGS,GOOD,107,1,true,3,2,false,true,0
prod-bullpadel-bpp26022-xplo,bullpadel-bpp26022-xplo,padel,BAGS,GOOD,107,1,true,3,2,true,true,0
prod-drop-shot-blitz,drop-shot-blitz,padel,BAGS,GOOD,109,1,true,3,2,false,true,0
prod-head-coello-pro-x-backpack,head-coello-pro-x-backpack,padel,BAGS,GOOD,113,1,true,3,2,false,true,0
prod-head-coello-pro-x-duffle-l,head-coello-pro-x-duffle-l,padel,BAGS,GOOD,114,1,true,3,2,false,true,0
prod-head-coello-tour-backpack,head-coello-tour-backpack,padel,BAGS,GOOD,112,1,true,3,2,false,true,0
