category,subcategory,brand,product,model,generation,gender,variant,manufacturer_url,manufacturer_status,retailer_urls,NL_available,EU_available,current_status,existing_in_kitletics,kitletics_product_id,evidence,research_status
bags,TOURNAMENT_BAG,Head,HEAD Pro X Padel Bag L,Pro X Bag L,2026,unisex,Black,https://www.head.com/en/product/pro-x-padel-bag-l-bk-260045,current,"https://www.head.com/nl_NL/product/pro-x-padel-bag-l-bk-260045|https://www.head.com/en/shop-padel/bags",yes,yes,CURRENT,no,,"45 L; up to 6 rackets; 2 CCT+ racket comps; shoe pocket; rPET. Pro X line — distinct from Tour Team.",verified
bags,DUFFEL,Head,HEAD Pro X Padel Duffle Bag L,Pro X Duffle L,2026,unisex,Black/Dark Grey,https://www.head.com/en/shop-padel/bags,current,"https://www.head.com/en/shop-padel/bags",yes,yes,CURRENT,no,,"~59.5–60 L Pro X duffle; CCT+; 6 rackets; shoe compartment; 2-way carry. Distinct from Pro X Bag L.",verified
bags,BACKPACK,Head,HEAD Pro X Backpack 30L,Pro X Backpack 30L,2026,unisex,,https://www.head.com/en/shop-padel/bags,current,"https://www.head.com/en/shop-padel/bags",yes,yes,CURRENT,no,,"30 L Pro X backpack on official bags shop — distinct from Elite and Tour 25L.",verified
bags,BACKPACK,Head,HEAD Pro X Backpack 25L,Pro X Backpack 25L,2026,unisex,,https://www.head.com/en/shop-padel/bags,current,"https://www.head.com/en/shop-padel/bags",yes,yes,CURRENT,no,,"25 L Pro X backpack — distinct from Tour Backpack 25L and Pro X 30L.",verified
bags,DUFFEL,Head,HEAD Coello Pro X Padel Duffle Bag L,Coello Pro X Duffle L,2026,unisex,Dark Grey / Gold / Red,https://www.head.com/product/coello-pro-x-padel-duffle-bag-l-261906,current,"https://www.head.com/product/coello-pro-x-padel-duffle-bag-l-261906|https://www.zonadepadel.nl/head-padel/14839-head-padeltas-coello-pro-x-duffle-zwart-2026.html",yes,yes,CURRENT,no,,"Arturo Coello signature 60 L duffle; CCT+; 6 rackets; shoe + laundry. Coello collection — distinct from generic Pro X Duffle.",verified
bags,BACKPACK,Head,HEAD Coello Pro X Backpack 30L,Coello Pro X Backpack 30L,2026,unisex,Dark Grey,https://www.head.com/product/coello-pro-x-padel-backpack-30l-261916,current,"https://www.head.com/product/coello-pro-x-padel-backpack-30l-261916",yes,yes,CURRENT,no,,"30 L Coello Pro X backpack; 2 rackets; shoe compartment. Coello collection.",verified
bags,TOURNAMENT_BAG,Head,HEAD Coello Tour Padel Bag L,Coello Tour Bag L,2026,unisex,Dark Grey / Gold / Red,https://www.head.com/en/product/coello-tour-padel-bag-l-261926,current,"https://www.head.com/en/product/coello-tour-padel-bag-l-261926",yes,yes,CURRENT,no,,"Coello-branded Tour L architecture; CCT+; up to ~7 rackets class. Distinct signature from Tour Team CB.",verified
bags,BACKPACK,Head,HEAD Coello Tour Padel Backpack 25L,Coello Tour Backpack 25L,2026,unisex,Dark Grey / Gold / Red,https://www.head.com/product/coello-tour-padel-backpack-25l-261936,current,"https://www.head.com/product/coello-tour-padel-backpack-25l-261936|https://www.head.com/en/shop-padel/bags",yes,yes,CURRENT,no,,"Coello Tour 25L backpack — signature sibling to existing Tour Backpack 25L.",verified
bags,TOURNAMENT_BAG,Head,HEAD Tour Padel Bag L,Tour Padel Bag L,2026,unisex,Navy/Black,https://www.head.com/product/tour-padel-bag-l-nv-260865-cp,current,"https://www.head.com/product/tour-padel-bag-l-nv-260865-cp|https://www.head.com/en/shop-padel/bags",yes,yes,CURRENT,no,,"Official Tour Padel Bag L 40 L / CCT+ / 3 comps — verify vs inventory Tour Team CB 2026 (may be same architecture with naming drift); listed separately on head.com shop.",likely
bags,COURT_BAG,Head,HEAD Base Padel Bag M,Base Padel Bag M,current,unisex,,https://www.head.com/en/shop-padel/bags,current,"https://www.head.com/en/shop-padel/bags",yes,yes,CURRENT,no,,"Base mid court bag on official HEAD padel bags shop.",verified
bags,COURT_BAG,Head,HEAD Tour Court Bag 40L,Tour Court Bag 40L,current,unisex,,https://www.head.com/en/shop-padel/bags,current,"https://www.head.com/en/shop-padel/bags",yes,yes,CURRENT,no,,"Tour Court Bag 40L on official shop — court/day format distinct from Tour Team paletero.",verified
bags,TOURNAMENT_BAG,Head,HEAD Pro Padel Bag L,Pro Padel Bag L,current,unisex,,https://www.head.com/en/shop-padel/bags,current,"https://www.head.com/en/shop-padel/bags",yes,yes,CURRENT,no,,"Pro Padel Bag L on official shop — below Pro X tier.",verified
bags,COURT_BAG,Head,HEAD Pro X Tote Bag 22L,Pro X Tote 22L,current,unisex,,https://www.head.com/en/shop-padel/bags,current,"https://www.head.com/en/shop-padel/bags",yes,yes,CURRENT,no,,"22 L Pro X tote on official bags shop.",verified
bags,SHOE_BAG,Head,HEAD Tour Shoe Bag,Tour Shoe Bag,current,unisex,,https://www.head.com/en/shop-padel/bags,current,"https://www.head.com/en/shop-padel/bags",yes,yes,CURRENT,no,,"Dedicated Tour shoe bag accessory.",verified
bags,BACKPACK,Wilson,Wilson Super Tour Padel Backpack 2026,Super Tour Backpack,2026,unisex,Red,https://en.sportland.fi/product/wilson_2026_super_tour_padel_backpack_wr8912901001,current,"https://en.sportland.fi/product/wilson_2026_super_tour_padel_backpack_wr8912901001",yes,yes,CURRENT,no,,"WR8912901 Super Tour 2026 backpack (non-Bela); Thermoguard / laptop / ventilated shoe class — distinct from existing Bela backpack and Super Tour racketbag.",verified
bags,BACKPACK,Siux,Siux Electra Stupa Backpack,Electra Stupa Backpack,2026,unisex,Black,https://www.siuxpadel.com,current,"https://padelproshop.com/en-gb/products/backpack-siux-electra-stupa-2026",yes,yes,CURRENT,no,,"39 L Electra Stupa backpack; thermal; 2 rackets; shoes; Franco Stupaczuk. Distinct from Electra Stupa paletero / existing Siux paletero seed.",verified
bags,PADEL_RACKET_BAG,Siux,Siux Electra Stupa Paletero,Electra Stupa,2026,unisex,Red/Black,https://www.siuxpadel.com/products/paletero-siux-electra-stupa-2026,current,"https://www.siuxpadel.com/products/paletero-siux-electra-stupa-2026|https://www.padelnuestro.com/int/padelbag-siux-electra-stupa-2026-200000",yes,yes,CURRENT,yes,prod-siux-padel-paletero,"63 L Stupa Electra signature paletero; thermal; up to 4 rackets. Real SKU for inventory Electra placeholder + existing Siux paletero seed.",verified
bags,BACKPACK,Siux,Siux Tour Backpack,Tour,2026,unisex,Black,,current,"https://www.padelmq.com/en-eu/products/siux-tour-backpack-black-2026|https://padelproshop.com/en/products/backpack-siux-tour-black-2026",yes,yes,CURRENT,no,,"30 L; 1 racket; laptop + ventilated shoes.",verified
bags,BACKPACK,Siux,Siux Nomad Backpack,Nomad,2026,unisex,Black/Blue,,current,"https://www.padelmq.com/en/products/siux-nomad-backpack-black-blue-2026|https://www.padelnuestro.com/int/backpack-siux-nomad-200008",yes,yes,CURRENT,no,,"31 L; thermal 2 rackets; shoes; trolley strap. Nomad travel line.",verified
bags,BACKPACK,Siux,Siux Trail Backpack,Trail,2026,unisex,Black/Grey,,current,"https://padelproshop.com/en-gb/products/backpack-siux-trail-black-2026|https://www.padelmq.com/en/products/siux-trail-backpack-grey-2026",yes,yes,CURRENT,no,,"27 L compact Trail backpack; thermal 2 rackets; ventilated shoes.",verified
bags,PADEL_RACKET_BAG,Siux,Siux Trail Paletero,Trail Paletero,2026,unisex,Black,,current,"https://getpadel.eu/en/padel-bag-siux-trail-black",yes,yes,CURRENT,no,,"60 L Trail paletero; thermal up to 4 rackets; ventilated shoes — distinct from Trail backpack.",verified
bags,PADEL_RACKET_BAG,StarVie,StarVie Pro Master,Pro Master,2026,unisex,Blue/Orange,https://starvie.com/en/collections/bags,current,"https://starvie.com/en/collections/bags|https://www.padelmq.com/en/products/starvie-pro-master-padel-bag",yes,yes,CURRENT,no,,"Dual ThermoTech (~2 rackets); ventilated shoes; ~62×32×35 cm. Official bags collection.",verified
bags,PADEL_RACKET_BAG,StarVie,StarVie Tactic Pro,Tactic Pro,2026,unisex,White/Navy/Orange,https://starvie.com/en/products/tactic-pro,current,"https://starvie.com/en/products/tactic-pro|https://starvie.com/en/collections/bags",yes,yes,CURRENT,no,,"Dual Thermotech; ventilated shoes; ball pocket; ~60×34×33 cm.",verified
bags,PADEL_RACKET_BAG,StarVie,StarVie Hard Eva Black,Hard Eva Black,2026,unisex,Black,https://starvie.com/en/products/hard-eva-black,current,"https://starvie.com/en/products/hard-eva-black|https://starvie.com/en/collections/bags",yes,yes,CURRENT,no,,"Hard EVA rigid side pocket; Thermotech; ventilated shoes; ~62×35×35 cm.",verified
bags,PADEL_RACKET_BAG,StarVie,StarVie Hard Eva Eternal,Hard Eva Eternal,current,unisex,,https://starvie.com/en/collections/bags,current,"https://starvie.com/en/collections/bags",yes,yes,CURRENT,no,,"Hard Eva Eternal paletero on official StarVie bags collection — distinct Eternal SKU vs Hard Eva Black.",verified
bags,PADEL_RACKET_BAG,StarVie,StarVie T-One Pro,T-One Pro,current,unisex,,https://starvie.com/en/collections/bags,current,"https://starvie.com/en/collections/bags",yes,yes,CURRENT,no,,"T-One Pro padel bag on official StarVie bags collection.",verified
bags,COURT_BAG,StarVie,StarVie Star Padel Bag,Star,current,unisex,,https://starvie.com/en/collections/bags,current,"https://starvie.com/en/collections/bags",yes,yes,CURRENT,no,,"Entry Star padel bag on official collection.",verified
bags,COURT_BAG,StarVie,StarVie Neon Strike,Neon Strike,current,unisex,,https://starvie.com/en/collections/bags,current,"https://starvie.com/en/collections/bags",yes,yes,CURRENT,no,,"Compact Neon Strike bag on official collection.",verified
bags,BACKPACK,StarVie,StarVie Hard Eva Black Backpack,Hard Eva Backpack,2026,unisex,Black,https://starvie.com/en/collections/bags,current,"https://starvie.com/en/collections/bags|https://padelproshop.com/en-la/collections/padel-bags-star-fri",yes,yes,CURRENT,no,,"Hard Eva backpack companion to Hard Eva paletero.",verified
bags,BACKPACK,StarVie,StarVie Artic Sport / White Sport Backpack,Artic Sport Backpack,2026,unisex,White,,current,"https://starvie.com/en/collections/bags",yes,yes,CURRENT,no,,"Artic Sport / White Sport backpack on official bags collection.",verified
bags,BACKPACK,StarVie,StarVie Black Voltage Backpack,Black Voltage,current,unisex,Black,https://starvie.com/en/collections/bags,current,"https://starvie.com/en/collections/bags",yes,yes,CURRENT,no,,"Black Voltage backpack on official StarVie bags collection.",verified
bags,BACKPACK,StarVie,StarVie Urban Backpack,Urban,2026,unisex,,https://starvie.com/en/collections/bags,current,"https://starvie.com/en/collections/bags",yes,yes,CURRENT,no,,"Urban lifestyle padel backpack on StarVie / retail 2026 listings.",verified
bags,PADEL_RACKET_BAG,Varlion,Varlion Ambassador Padel Bag,Ambassador,2025/2026,unisex,Black,https://www.varlion.com/gb/padel/bags/padel-racket-bags/padel-bag-ambassador-.html,current,"https://www.varlion.com/gb/padel/bags/padel-racket-bags/padel-bag-ambassador-.html",yes,yes,CURRENT,no,,"46 L perforated synthetic leather; dual side racket comps; ventilated shoes. Catalog 2025/26.",verified
bags,BACKPACK,Varlion,Varlion Ambassador Backpack,Ambassador Backpack,2025/2026,unisex,,https://www.varlion.com/gb/padel/bags/backpacks/ambassador-backpack-.html,current,"https://www.varlion.com/gb/padel/bags/backpacks/ambassador-backpack-.html",yes,yes,CURRENT,no,,"26 L Ambassador synthetic leather backpack; racket/laptop; ventilated shoes.",verified
bags,TOURNAMENT_BAG,Varlion,Varlion Summum Pro Padel Bag,Summum Pro,2025/2026,unisex,,https://www.varlion.com/gb/padel/bags/padel-racket-bags/padel-bag-summum-pro-.html,current,"https://www.varlion.com/gb/padel/bags/padel-racket-bags/padel-bag-summum-pro-.html",yes,yes,CURRENT,no,,"54 L / up to 4 paddles; one thermal side; ventilated shoes.",verified
bags,PADEL_RACKET_BAG,Varlion,Varlion Summum Padel Bag,Summum,2025/2026,unisex,,https://www.varlion.com/gb/padel/bags/padel-racket-bags/padel-bag-summum-.html,current,"https://www.varlion.com/gb/padel/bags/padel-racket-bags/padel-bag-summum-.html",yes,yes,CURRENT,no,,"46 L Summum (non-Pro); two padded racket pockets; ventilated shoes — distinct from Summum Pro 54 L.",verified
bags,BACKPACK,Varlion,Varlion Summum Backpack,Summum Backpack,2025/2026,unisex,,https://usa.varlion.com/gb/padel/bags/backpacks/summum-backpack-.html,current,"https://usa.varlion.com/gb/padel/bags/backpacks/summum-backpack-.html",yes,yes,CURRENT,no,,"26 L waterproof nylon Summum backpack; racket/laptop + ventilated shoe bottom.",verified
bags,PADEL_RACKET_BAG,Joma,Joma Pro Padel Bag,Pro,2025,unisex,Blue/Black,https://www.joma-sport.com/en_IE/padel-racket-bag-pro-blue-black/401375.713.html,current,"https://www.joma-sport.com/en_IE/padel-racket-bag-pro-blue-black/401375.713.html|https://www.zonadepadel.uk/joma/12652-joma-pro-blue-black-2025-padel-bag.html",yes,yes,CURRENT,no,,"Official Joma Pro paletero; main double-zip + shoe compartment + side racket space; backpack straps.",verified
bags,PADEL_RACKET_BAG,Joma,Joma Tournament / Torneo,Tournament,2025,unisex,Black/Coral,,current,"https://www.zonadepadel.com/joma/12653-joma-torneo-black-coral-2025-padel-bag.html",yes,yes,CURRENT,no,,"Joma Torneo/Tournament 2025; ventilated shoe compartment; padded straps — distinct from Pro.",verified
bags,PADEL_RACKET_BAG,Joma,Joma Vero Virseda Padel Bag,Vero Virseda,2026,unisex,Green/White,,current,"https://padel-spain.es/gb/paddle/216311-joma-vero-virseda-green-white-padel-bag-8447628364961.html",yes,yes,CURRENT,no,,"Vero Virseda signature 2026; thermal side; expandable main (+10 cm); shoe compartment; 3D mesh back. Ref 401856AA402A.",verified
bags,PADEL_RACKET_BAG,Joma,Joma Juanlu Esbri Padel Bag,Juanlu Esbri,2026,unisex,Black/Green,,current,"https://padelproshop.com/en/products/padel-bag-joma-juanlu-esbri-black-green",yes,yes,CURRENT,no,,"Juanlu Esbrí signature 2026; thermal pocket; handles + shoulder strap.",verified
bags,PADEL_RACKET_BAG,Drop Shot,Drop Shot Axion Padel Bag,Axion,2025,unisex,Blue (Jon Sanz),,current,"https://www.zonadepadel.com/drop-shot/12289-drop-shot-axion-blue-2025-padel-bag.html",yes,yes,CURRENT,no,,"Axion Jon Sanz signature; dual thermal; ventilated shoes; rigid fronts. Axion collection.",verified
bags,BACKPACK,Drop Shot,Drop Shot Axion Backpack,Axion Backpack,2025,unisex,Blue,,current,"https://www.zonadepadel.com/drop-shot/12289-drop-shot-axion-blue-2025-padel-bag.html",yes,yes,CURRENT,no,,"Axion backpack companion listed with Axion bag on EU retail.",verified
bags,BACKPACK,Drop Shot,Drop Shot Blitz Backpack,Blitz,2025,unisex,Black/Red,,current,"https://padelmarket.com/en-worldwide/products/drop-shot-blitz-2025-mochila",yes,yes,CURRENT,no,,"Blitz 2025 backpack; dual thermal; ventilated shoes; rigid front.",verified
bags,PADEL_RACKET_BAG,Drop Shot,Drop Shot Fenix Padel Bag,Fenix,2025,unisex,colorways collapsed,,current,"https://www.zonadepadel.com/drop-shot/12289-drop-shot-axion-blue-2025-padel-bag.html",yes,yes,CURRENT,no,,"Fenix 2025 paletero listed in Drop Shot bag matrix on Zona — confirm capacity vs Axion.",likely
bags,PADEL_RACKET_BAG,Drop Shot,Drop Shot LCP Padel Bag,LCP,2025,unisex,Black,,current,"https://www.zonadepadel.com/drop-shot/12289-drop-shot-axion-blue-2025-padel-bag.html",yes,yes,CURRENT,no,,"LCP Black 2025 bag listed in Drop Shot accessories matrix.",likely
bags,PADEL_RACKET_BAG,Oxdog,Oxdog X Padel Pro Thermo Bag,X Padel Pro Thermo,current,unisex,,https://www.oxdog.net/en/articles/15/padel-bags,current,"https://www.oxdog.net/en/articles/15/padel-bags",yes,yes,CURRENT,no,,"42 L thermo; 2 rackets; ventilated shoes. Distinct from Hyper Pro Thermo 48 L (already in inventory).",verified
bags,PADEL_RACKET_BAG,Oxdog,Oxdog Court 42 Padel Bag,Court 42,current,unisex,,https://www.oxdog.net/en/articles/15/padel-bags,current,"https://www.oxdog.net/en/articles/15/padel-bags",yes,yes,CURRENT,no,,"42 L Court bag; thermo for 2 rackets; mid active-player format.",verified
bags,COURT_BAG,Oxdog,Oxdog Court 24 Tote Bag,Court 24 Tote,current,unisex,,https://www.oxdog.net/en/articles/15/padel-bags,current,"https://www.oxdog.net/en/articles/15/padel-bags",yes,yes,CURRENT,no,,"24 L tote; 1 racket + laptop essentials.",verified
bags,COURT_BAG,Oxdog,Oxdog X Padel Bag,X Padel Bag,current,unisex,,https://www.oxdog.net/en/articles/15/padel-bags,current,"https://www.oxdog.net/en/articles/15/padel-bags",yes,yes,CURRENT,no,,"32 L X Padel Bag; 2 rackets; dual carry — non-thermo sibling to X Pro Thermo.",verified
bags,BACKPACK,Oxdog,Oxdog X Padel Thermo Backpack,X Padel Thermo Backpack,current,unisex,,https://www.oxdog.net/en/articles/15/padel-bags,current,"https://www.oxdog.net/en/articles/15/padel-bags",yes,yes,CURRENT,no,,"28 L X thermo backpack; 2 rackets.",verified
bags,BACKPACK,Oxdog,Oxdog Hyper Match Thermo Backpack,Hyper Match Thermo Backpack,current,unisex,,https://www.oxdog.net/en/articles/15/padel-bags,current,"https://www.oxdog.net/en/articles/15/padel-bags",yes,yes,CURRENT,no,,"35 L Hyper Match thermo backpack; 2 rackets.",verified
bags,BACKPACK,Oxdog,Oxdog Hyper Tour Thermo Backpack,Hyper Tour Thermo Backpack,current,unisex,,https://www.oxdog.net/en/articles/15/padel-bags,current,"https://www.oxdog.net/en/articles/15/padel-bags|https://oxdogpadel.com/en-us/collections/paleteros-bolsas",yes,yes,CURRENT,no,,"42 L Hyper Tour thermo backpack; 2 rackets.",verified
bags,BACKPACK,Oxdog,Oxdog Cube Backpack,Cube,current,unisex,Black,https://www.oxdog.net/en/articles/2.15.928/cube-backpack,current,"https://www.oxdog.net/en/articles/2.15.928/cube-backpack|https://oxdogpadel.com/en-us/collections/paleteros-bolsas",yes,yes,CURRENT,no,,"37 L self-standing Cube; thermo racket/laptop pocket; included gym/shoe bag.",verified
bags,PADEL_RACKET_BAG,Oxdog,Oxdog Ultra Tour Pro Thermo,Ultra Tour Pro Thermo,current,unisex,White,https://oxdogpadel.com/en-us/collections/paleteros-bolsas,current,"https://oxdogpadel.com/en-us/collections/paleteros-bolsas",yes,yes,CURRENT,no,,"Ultra Tour Pro Thermo on Oxdog padel bags collection — distinct from Hyper Pro / X Pro Thermo.",verified
bags,PALETERO,Kuikma,Kuikma PL 900 Insulated Padel Bag,PL 900,current,unisex,colorways collapsed,https://www.decathlon.nl,current,"https://decathlon.bh/products/35-l-insulated-padel-bag-kuikma-pl-900|https://padelmad.co.uk/equipment/accessories/kuikma-insulated-padel-bag-elite-review/",yes,yes,CURRENT,yes,prod-kuikma-padel-paletero,"35 L PL 900 Elite isothermal paletero; 2-racket thermo; ventilated shoes; backpack straps. Specific SKU for existing Kuikma paletero seed.",verified
bags,BACKPACK,Kuikma,Kuikma PBP Elite 30L Insulated Backpack,PBP Elite,current,unisex,colorways collapsed (Grey/Yellow; Blue/Black),https://www.decathlon.nl/p/isotherme-padelrugzak-30-liter-pbp-elite-grijs-geel/334599/c71c346m8817438,current,"https://www.decathlon.nl/p/isotherme-padelrugzak-30-liter-pbp-elite-grijs-geel/334599/c71c346m8817438|https://www.decathlon.ie/p/334599-8164479-30-l-insulated-padel-backpackpbp-elite-blue-black.html",yes,yes,CURRENT,no,,"30 L PBP Elite isothermal backpack; thermo racket + ventilated shoes + laptop — real SKU for Kuikma backpack placeholder.",verified
bags,TOURNAMENT_BAG,Tecnifibre,Tecnifibre Tour Endurance Ultra Padel Bag,Tour Endurance Ultra,2025,unisex,Black,,current,"https://www.tennis-warehouse.com/Tecnifibre_Tour_Endurance_Ultra_Padel_Bag/descpageBGTFUSA-TFTEULTPAD.html|https://www.zonadepadel.com/tecnifibre/13598-tecnifibre-tour-endu-ultra-black-2025-padel-bag.html",yes,yes,CURRENT,no,,"Vertical Ultra paletero; tarpaulin; dual side pockets (~2+2 rackets); backpack straps. Real SKU for Tour Endurance Bag placeholder.",verified
bags,BACKPACK,Tecnifibre,Tecnifibre Tour Endurance Ultra Backpack,Tour Endurance Ultra Backpack,current,unisex,Black,https://b2b.tecnifibre.com/en/p/40ULTBLKBA.html,current,"https://b2b.tecnifibre.com/en/p/40ULTBLKBA.html",yes,yes,CURRENT,no,,"Ultra Black backpack 32×50×20 cm; distinct from existing khaki Tour Endurance backpack.",verified
bags,BACKPACK,Bullpadel,Bullpadel XPLO 2026 Backpack,XPLO BPM26022,2026,unisex,Black (Di Nenno),,current,"https://padelmarket.com/en-eu/products/bullpadel-bpm-26022-xplo-black-2026-di-nenno-backpack|https://www.zonadepadel.com/bullpadel/13845-backpack-bullpadel-bpm26022-xplo-black-2026.html",yes,yes,CURRENT,no,,"BPM26022 XPLO backpack (Di Nenno); thermo racket/laptop; missing from inventory (paletero BPP26022 already present).",verified
bags,BACKPACK,Bullpadel,Bullpadel Advance 2026 Backpack,Advance BPM26004,2026,unisex,Black/Orange,,current,"https://www.zonadepadel.uk/bullpadel/14355-bullpadel-bpm26004-advance-black-orange-2026-backpack.html",yes,yes,CURRENT,no,,"BPM26004 Advance backpack; padded racket pocket; ball-can side — missing companion to Advance paletero BPP26014.",verified
bags,BACKPACK,Bullpadel,Bullpadel Vertex 2026 Backpack,Vertex BPM26007,2026,unisex,Black (Juan Tello),,current,"https://www.padelmq.com/en-eu/products/bullpadel-vertex-backpack-black-2026-juan-tello",yes,yes,CURRENT,no,,"BPM26007 Vertex 2026 Tello backpack (thermo 2 + laptop + shoes). Distinct SKU from inventory Vertex Geo / Geo Premier BPM26008.",verified
bags,PADEL_RACKET_BAG,Royal Padel,Royal Padel Force,Force,2026,unisex,Black,,current,"https://www.padelmq.com/en/products/royal-padel-force-black-padel-bag-2026|https://www.padelnuestro.com/int/bag-royal-padel-force-black-2026",yes,yes,CURRENT,no,,"42 L Force 2026; Royal Tech thermal (~2–3 rackets); PU leather; backpack/hand carry.",verified
bags,PADEL_RACKET_BAG,Black Crown,Black Crown Ultimate Pro 2.0,Ultimate Pro 2.0,2025,unisex,colorways collapsed (Black; Navy),,current,"https://www.padelshack.com/product/black-crown-ultimate-pro-20-padel-racket-bag-2025-navy/",yes,yes,CURRENT,no,,"58×33×29 cm; thermal 2 rackets; ventilated shoes; backpack straps.",verified
bags,PADEL_RACKET_BAG,Black Crown,Black Crown Thunder,Thunder,2026,unisex,Black,,current,"https://www.padelshack.com/product/black-crown-thunder-padel-bag-2026-blackblack/",yes,yes,CURRENT,no,,"2026 Thunder; thermal 2 rackets; clothing + ventilated shoes.",verified
bags,BACKPACK,Black Crown,Black Crown Spartan Backpack,Spartan,current,unisex,Black/Red,,current,"https://www.padelmq.com/en/products/black-crown-spartan-backpack-black-red",yes,yes,CURRENT,no,,"Compact Spartan backpack; 2-racket compartment; bottom shoe well; ~31×20×49 cm.",verified
bags,BACKPACK,Lok,Lok Maxx Gen 2 Backpack,Maxx Gen 2,2026,unisex,Black/Orange,,current,"https://padelmarket.com/en-eu/products/lok-maxx-gen-2-black-orange-2026-backpack|https://www.padelshack.com/product/lok-backpack-maxx-gen-2-blackorange-2026/",yes,yes,CURRENT,no,,"32 L Maxx Gen 2; 1 racket or laptop padded; mini bag accessory.",verified
bags,BACKPACK,Lok,Lok Aventure Gen 2 Backpack,Aventure Gen 2,2026,unisex,Black/Yellow-Green,,current,"https://padelmarket.com/en-eu/products/lok-aventure-gen-2-2026-backpack",yes,yes,CURRENT,no,,"35 L Aventure/Adventure Gen 2; racket + laptop; dual front + mesh sides — distinct from Maxx 32 L.",verified
