kind,id,slug,family,contentClass,indexable
product,prod-head-x3-pressurizer,head-x3-ball-pressurizer,Accessories,GOOD,true
product,prod-bullpadel-custom-weight,bullpadel-protector-custom-weight,Accessories,EXCELLENT,true
product,prod-4on-totalgrip,4on-totalgrip,Accessories,EXCELLENT,true
product,prod-ball-rescuer-ball-rescuer,ball-rescuer-ball-rescuer,Accessories,GOOD,true
product,prod-black-crown-black-crown-wristband,black-crown-black-crown-wristband,Accessories,EXCELLENT,true
product,prod-bullpadel-custom-weight-grip,bullpadel-custom-weight-grip,Accessories,EXCELLENT,true
product,prod-bullpadel-frame-protector-uni,bullpadel-frame-protector-uni,Accessories,EXCELLENT,true
product,prod-enebe-enebe-protector-line,enebe-enebe-protector-line,Accessories,EXCELLENT,true
product,prod-head-antishock-skin,head-antishock-skin,Accessories,EXCELLENT,true
product,prod-head-x3-pump,head-x3-pump,Accessories,GOOD,true
product,prod-nox-weight-balancer-2-4g,nox-weight-balancer-2-4g,Accessories,EXCELLENT,true
product,prod-shockout-gravity,shockout-gravity,Accessories,EXCELLENT,true
product,prod-softee-softee-protector,softee-softee-protector,Accessories,EXCELLENT,true
product,prod-starvie-transparent-protector-2026,starvie-transparent-protector-2026,Accessories,EXCELLENT,true
product,prod-vibora-vibor-a-transparent,vibora-vibor-a-transparent,Accessories,EXCELLENT,true
product,prod-adidas-control-2026,adidas-control-2026,Bags,GOOD,true
product,prod-adidas-protour-backpack-2026,adidas-protour-backpack-2026,Bags,GOOD,true
product,prod-adidas-tour,adidas-tour,Bags,GOOD,true
product,prod-babolat-rh-perf,babolat-rh-perf,Bags,GOOD,true
product,prod-black-crown-spartan,black-crown-spartan,Bags,GOOD,true
product,prod-black-crown-thunder,black-crown-thunder,Bags,GOOD,true
product,prod-black-crown-ultimate-pro-2-0,black-crown-ultimate-pro-2-0,Bags,GOOD,true
product,prod-bullpadel-casual-bpp26016,bullpadel-casual-bpp26016,Bags,GOOD,true
product,prod-bullpadel-elite-bpp26019,bullpadel-elite-bpp26019,Bags,GOOD,true
product,prod-bullpadel-icon-bpp26023,bullpadel-icon-bpp26023,Bags,GOOD,true
product,prod-bullpadel-ionic-bpp26005,bullpadel-ionic-bpp26005,Bags,GOOD,true
product,prod-bullpadel-neuron-bpm26020,bullpadel-neuron-bpm26020,Bags,GOOD,true
product,prod-bullpadel-pearl-bpm27017,bullpadel-pearl-bpm27017,Bags,GOOD,true
product,prod-bullpadel-tour-bpp26015,bullpadel-tour-bpp26015,Bags,GOOD,true
product,prod-bullpadel-wonder-bpp26024,bullpadel-wonder-bpp26024,Bags,GOOD,true
product,prod-bullpadel-xplo-bpp26022,bullpadel-xplo-bpp26022,Bags,GOOD,true
product,prod-bullpadel-bpm26002-hack,bullpadel-bpm26002-hack,Bags,GOOD,true
product,prod-bullpadel-bpm26007-bpm26008-vertex,bullpadel-bpm26007-bpm26008-vertex,Bags,GOOD,true
product,prod-bullpadel-bpp26001-vertex,bullpadel-bpp26001-vertex,Bags,GOOD,true
product,prod-bullpadel-bpp26022-xplo,bullpadel-bpp26022-xplo,Bags,GOOD,true
product,prod-drop-shot-blitz,drop-shot-blitz,Bags,GOOD,true
product,prod-head-coello-pro-x-backpack,head-coello-pro-x-backpack,Bags,GOOD,true
product,prod-head-coello-pro-x-duffle-l,head-coello-pro-x-duffle-l,Bags,GOOD,true
product,prod-head-coello-tour-backpack,head-coello-tour-backpack,Bags,GOOD,true
product,prod-head-coello-tour-bag,head-coello-tour-bag,Bags,GOOD,true
product,prod-head-tour-backpack-25l,head-tour-backpack-25l,Bags,GOOD,true
product,prod-head-pro-x-bag-l,head-pro-x-bag-l,Bags,GOOD,true
product,prod-kuikma-pl-900-elite,kuikma-pl-900-elite,Bags,GOOD,true
product,prod-lok-aventure-gen-2,lok-aventure-gen-2,Bags,GOOD,true
product,prod-lok-maxx-gen-2,lok-maxx-gen-2-paletero,Bags,EXCELLENT,true
product,prod-nox-at10-competition-trolley,nox-at10-competition-trolley,Bags,GOOD,true
product,prod-nox-at10-team,nox-at10-team,Bags,GOOD,true
product,prod-nox-luxury-master-backpack,nox-luxury-master-backpack,Bags,GOOD,true
product,prod-nox-luxury-master-series,nox-luxury-master-series,Bags,GOOD,true
product,prod-nox-luxury-open-backpack,nox-luxury-open-backpack,Bags,GOOD,true
product,prod-nox-luxury-open-series,nox-luxury-open-series,Bags,GOOD,true
product,prod-nox-pro-series-backpack,nox-pro-series-backpack,Bags,GOOD,true
product,prod-oxdog-hyper-tour-thermo-backpack,oxdog-hyper-tour-thermo-backpack,Bags,EXCELLENT,true
product,prod-royal-padel-force,royal-padel-force,Bags,GOOD,true
product,prod-siux-nomad,siux-nomad,Bags,GOOD,true
product,prod-siux-electra-stupa-2026,siux-electra-stupa-2026,Bags,GOOD,true
product,prod-siux-tour,siux-tour,Bags,GOOD,true
product,prod-siux-trail,siux-trail,Bags,GOOD,true
product,prod-starvie-hard-eva,starvie-hard-eva,Bags,EXCELLENT,true
product,prod-starvie-hard-eva-backpack,starvie-hard-eva-backpack,Bags,EXCELLENT,true
product,prod-starvie-pro-master,starvie-pro-master,Bags,GOOD,true
product,prod-starvie-tactic-pro,starvie-tactic-pro,Bags,GOOD,true
product,prod-tecnifibre-tour-endurance-bag,tecnifibre-tour-endurance-bag,Bags,GOOD,true
product,prod-varlion-summum-pro,varlion-summum-pro,Bags,GOOD,true
product,prod-wilson-bela-super-tour-backpack,wilson-bela-super-tour-backpack,Bags,GOOD,true
product,prod-wilson-super-tour-2026,wilson-super-tour-2026,Bags,GOOD,true
product,prod-babolat-court,babolat-court,Balls,GOOD,true
product,prod-black-crown-one,black-crown-one,Balls,GOOD,true
product,prod-black-crown-pro,black-crown-pro,Balls,GOOD,true
product,prod-bullpadel-fip-next-pro,bullpadel-fip-next-pro,Balls,GOOD,true
product,prod-bullpadel-next,bullpadel-next,Balls,GOOD,true
product,prod-drop-shot-speed-tech,drop-shot-speed-tech,Balls,GOOD,true
product,prod-drop-shot-tournament-tech,drop-shot-tournament-tech,Balls,GOOD,true
product,prod-drop-shot-training-tech,drop-shot-training-tech,Balls,GOOD,true
product,prod-dunlop-eco,dunlop-eco,Balls,GOOD,true
product,prod-dunlop-pro,dunlop-pro,Balls,GOOD,true
product,prod-fila-premium-pro,fila-premium-pro,Balls,GOOD,true
product,prod-nox-nerbo,nox-nerbo,Balls,GOOD,true
product,prod-nox-nerbo-speed,nox-nerbo-speed,Balls,GOOD,true
product,prod-nox-pro-titanium,nox-pro-titanium,Balls,GOOD,true
product,prod-osaka-pro-tour,osaka-pro-tour,Balls,GOOD,true
product,prod-osaka-vision,osaka-vision,Balls,GOOD,true
product,prod-oxdog-boost,oxdog-boost,Balls,GOOD,true
product,prod-rs-champions-choice,rs-champions-choice,Balls,GOOD,true
product,prod-rs-nova-x,rs-nova-x,Balls,GOOD,true
product,prod-siux-neo,siux-neo,Balls,GOOD,true
product,prod-siux-neo-speed-neo-s,siux-neo-speed-neo-s,Balls,GOOD,true
product,prod-tecnifibre-padel-tour,tecnifibre-padel-tour,Balls,GOOD,true
product,prod-tretorn-serie-padel-control,tretorn-serie-padel-control,Balls,GOOD,true
product,prod-tretorn-serie-padel-tour,tretorn-serie-padel-tour,Balls,GOOD,true
product,prod-varlion-summum-pro-s,varlion-summum-pro-s,Balls,GOOD,true
product,prod-varlion-summum-pro-w,varlion-summum-pro-w,Balls,GOOD,true
product,prod-volt-premium,volt-premium,Balls,GOOD,true
product,prod-wilson-premier-padel,wilson-premier-padel,Balls,GOOD,true
product,prod-wilson-rush-100,wilson-rush-100,Balls,GOOD,true
product,prod-babolat-vs-original,babolat-vs-original,Grips,EXCELLENT,true
product,prod-black-crown-black-crown-perforated,black-crown-black-crown-perforated,Grips,EXCELLENT,true
product,prod-bullpadel-comfort-overgrip,bullpadel-comfort-overgrip,Grips,EXCELLENT,true
product,prod-drop-shot-club,drop-shot-club,Grips,EXCELLENT,true
product,prod-drop-shot-super-tacky,drop-shot-super-tacky,Grips,EXCELLENT,true
product,prod-head-xtreme-soft-xtremesoft,head-xtreme-soft-xtremesoft,Grips,EXCELLENT,true
product,prod-hesacore-pro-carbon,hesacore-pro-carbon,Grips,EXCELLENT,true
product,prod-hesacore-tour-original,hesacore-tour-original,Grips,EXCELLENT,true
product,prod-siux-elite-overgrip,siux-elite-overgrip,Grips,EXCELLENT,true
product,prod-starvie-premier-soft,starvie-premier-soft,Grips,EXCELLENT,true
product,prod-tecnifibre-players-pro-feel,tecnifibre-players-pro-feel,Grips,EXCELLENT,true
product,prod-wilson-wilson-replacement-grip,wilson-wilson-replacement-grip,Grips,EXCELLENT,true
product,prod-wilson-profile-padel,wilson-profile-padel,Grips,EXCELLENT,true
product,prod-yonex-super-grap,yonex-super-grap,Grips,EXCELLENT,true
product,prod-adidas-accessory-pouch-2026,adidas-accessory-pouch-2026,Accessories,EXCELLENT,true
product,prod-adidas-shoe-bag-ale-gal-n,adidas-shoe-bag-ale-gal-n,Accessories,EXCELLENT,true
product,prod-oxdog-gold-pro,oxdog-gold-pro,Grips,EXCELLENT,true
product,prod-oxdog-gold-sticky,oxdog-gold-sticky,Grips,EXCELLENT,true
product,prod-black-crown-plus,black-crown-plus,Bags,GOOD,true
product,prod-lok-one-gen-2,lok-one-gen-2,Bags,GOOD,true
product,prod-lok-accessory-bag-gen-2,lok-accessory-bag-gen-2,Bags,GOOD,true
product,prod-volt-volt-padelbag,volt-volt-padelbag,Bags,GOOD,true
product,prod-volt-volt-premium,volt-volt-premium,Grips,EXCELLENT,true
product,prod-royal-padel-royal-overgrip,royal-padel-royal-overgrip,Grips,EXCELLENT,true
product,prod-4on-totalgrip-paste,4on-totalgrip-paste,Accessories,EXCELLENT,true
product,prod-4on-swiftgrip,4on-swiftgrip,Grips,EXCELLENT,true
product,prod-4on-pro-t1,4on-pro-t1,Balls,GOOD,true
product,prod-head-prime-tour,head-prime-tour,Grips,EXCELLENT,true
product,prod-bullpadel-vertex-w,bullpadel-vertex-w,Shoes,EXCELLENT,true
review,review-bullpadel-vertex-05,bullpadel-vertex-05-2026,Rackets,EXCELLENT,true
review,review-bullpadel-hack-04,bullpadel-hack-04-2026,Rackets,EXCELLENT,true
review,review-bullpadel-vertex-05-hybrid,bullpadel-vertex-05-hybrid-2026,Rackets,EXCELLENT,true
review,review-bullpadel-indiga-ctr,bullpadel-indiga-ctr-2026,Rackets,EXCELLENT,true
review,review-nox-at10-18k-2026,nox-at10-genius-18k-2026,Rackets,EXCELLENT,true
review,review-nox-at10-12k-2026,nox-at10-genius-12k-alum-xtrem-2026,Rackets,EXCELLENT,true
review,review-nox-ml10-pro-cup,nox-ml10-pro-cup,Rackets,EXCELLENT,true
review,review-adidas-metalbone-3-5-2026,adidas-metalbone-3-5-2026,Rackets,EXCELLENT,true
review,review-head-coello-pro,head-coello-pro-2026,Rackets,EXCELLENT,true
review,review-head-gravity-pro,head-gravity-pro,Rackets,EXCELLENT,true
review,review-babolat-technical-viper,babolat-technical-viper-3-0,Rackets,EXCELLENT,true
review,review-kuikma-pr-comfort-soft,kuikma-pr-comfort-soft,Rackets,EXCELLENT,true
review,review-asics-gel-resolution-padel,asics-gel-resolution-padel,Shoes,EXCELLENT,true
review,review-adidas-crazyquick-boost-m,adidas-crazyquick-boost-padel,Shoes,EXCELLENT,true
review,review-adidas-courtquick,adidas-courtquick-padel,Shoes,EXCELLENT,true
review,review-joma-t-slam,joma-t-slam,Shoes,EXCELLENT,true
review,review-babolat-jet-premura,babolat-jet-premura,Shoes,EXCELLENT,true
review,review-nox-at10-lux,nox-at10-lux,Shoes,EXCELLENT,true
review,review-head-sprint-pro-4-padel,head-sprint-pro-4-padel,Shoes,EXCELLENT,true
review,review-kuikma-ps-990,kuikma-ps-990,Shoes,EXCELLENT,true
review,review-wilson-overgrip,wilson-padel-overgrip-pack,Grips,EXCELLENT,true
review,review-hesacore-padel,hesacore-padel-grip,Grips,EXCELLENT,true
review,review-bullpadel-hac-overgrip,bullpadel-hac-overgrip,Grips,EXCELLENT,true
review,review-head-padel-pro-s,head-padel-pro-s,Balls,GOOD,true
review,review-nox-at10-team-bag,nox-at10-team-bag,Bags,EXCELLENT,true
review,review-bullpadel-pascal-box,bullpadel-pascal-box-3b,Accessories,EXCELLENT,true
best,best-padel-rackets,padel-rackets,Best,EXCELLENT,true
best,best-padel-rackets-beginners,padel-rackets-beginners,Best,EXCELLENT,true
best,best-padel-rackets-intermediate,padel-rackets-intermediate,Best,EXCELLENT,true
best,best-padel-rackets-advanced,padel-rackets-advanced,Best,EXCELLENT,true
best,best-padel-rackets-control,padel-rackets-control,Best,EXCELLENT,true
best,best-padel-rackets-power,padel-rackets-power,Best,EXCELLENT,true
best,best-padel-rackets-all-round,padel-rackets-all-round,Best,EXCELLENT,true
best,best-padel-rackets-lightweight,padel-rackets-lightweight,Best,EXCELLENT,true
best,best-padel-rackets-comfort,padel-rackets-comfort,Best,EXCELLENT,true
best,best-padel-rackets-maneuverability,padel-rackets-maneuverability,Best,EXCELLENT,true
best,best-padel-rackets-women,padel-rackets-women,Best,EXCELLENT,true
best,best-padel-rackets-value,padel-rackets-value,Best,EXCELLENT,true
best,best-padel-shoes,padel-shoes,Best,EXCELLENT,true
best,best-padel-shoes-men,padel-shoes-men,Best,EXCELLENT,true
best,best-padel-shoes-women,padel-shoes-women,Best,EXCELLENT,true
best,best-padel-shoes-stability,padel-shoes-stability,Best,EXCELLENT,true
best,best-padel-shoes-comfort,padel-shoes-comfort,Best,EXCELLENT,true
best,best-padel-shoes-lightweight,padel-shoes-lightweight,Best,EXCELLENT,true
best,best-padel-shoes-value,padel-shoes-value,Best,EXCELLENT,true
best,best-padel-balls,padel-balls,Best,EXCELLENT,true
best,best-padel-overgrips,padel-overgrips,Best,EXCELLENT,true
best,best-padel-overgrips-sweaty,padel-overgrips-sweaty-hands,Best,EXCELLENT,true
best,best-padel-tacky-overgrips,padel-tacky-overgrips,Best,EXCELLENT,true
best,best-padel-ergonomic-grips,padel-ergonomic-grip-systems,Best,EXCELLENT,true
best,best-padel-bags,padel-bags,Best,EXCELLENT,true
best,best-padel-ball-pressurizers,padel-ball-pressurizers,Best,EXCELLENT,true
buying,guide-choose-padel-racket,how-to-choose-a-padel-racket,Buying,EXCELLENT,true
buying,guide-padel-racket-shapes,padel-racket-shapes-explained,Buying,EXCELLENT,true
buying,guide-round-vs-teardrop-vs-diamond,round-vs-teardrop-vs-diamond-padel-rackets,Buying,EXCELLENT,true
buying,guide-padel-racket-balance,padel-racket-balance-explained,Buying,EXCELLENT,true
buying,guide-padel-racket-weight,padel-racket-weight-explained,Buying,EXCELLENT,true
buying,guide-padel-racket-materials,padel-racket-materials-explained,Buying,EXCELLENT,true
buying,guide-carbon-vs-fiberglass-padel,carbon-vs-fiberglass-padel-rackets,Buying,EXCELLENT,true
buying,guide-padel-racket-cores-eva,padel-racket-cores-eva-foam-explained,Buying,EXCELLENT,true
buying,guide-soft-vs-hard-padel-rackets,soft-vs-hard-padel-rackets,Buying,EXCELLENT,true
buying,guide-padel-racket-sweet-spots,how-padel-racket-sweet-spots-work,Buying,EXCELLENT,true
buying,guide-choose-padel-shoes,how-to-choose-padel-shoes,Buying,EXCELLENT,true
buying,guide-padel-vs-tennis-shoes,padel-vs-tennis-shoes,Buying,EXCELLENT,true
buying,guide-padel-shoe-outsoles,padel-shoe-outsoles-explained,Buying,EXCELLENT,true
buying,guide-how-long-padel-balls-last,how-long-do-padel-balls-last,Buying,GOOD,true
buying,guide-choose-padel-balls,how-to-choose-padel-balls,Buying,GOOD,true
buying,guide-choose-padel-bag,how-to-choose-a-padel-bag,Buying,EXCELLENT,true
buying,guide-padel-grips,padel-grips-overgrips-explained,Buying,EXCELLENT,true
buying,guide-padel-grip-vs-overgrip,padel-grip-vs-overgrip,Buying,EXCELLENT,true
buying,guide-how-often-replace-padel-overgrip,how-often-should-you-replace-a-padel-overgrip,Buying,EXCELLENT,true
buying,guide-beginner-padel-gear,beginner-padel-gear-guide,Buying,EXCELLENT,true
buying,guide-complete-padel-gear-checklist,complete-padel-gear-checklist,Buying,EXCELLENT,true
