family,productId,slug,status,published,indexable,listable,exactHero,usefulGallery,galleryCount,mediaBlocked,placeholder,heroSrc,contentClass
Rackets,prod-babolat-counter-viper,babolat-counter-viper,published,true,true,true,true,true,1,false,false,/images/padel/products/babolat-counter-viper-hero.png,EXCELLENT
Rackets,prod-head-extreme-pro-padel,head-extreme-pro-padel,published,true,true,true,true,true,1,false,false,/images/padel/products/head-extreme-pro-padel-hero.png,EXCELLENT
Rackets,prod-wilson-blade-pro-padel,wilson-blade-pro-v3-padel,published,true,true,true,true,true,1,false,false,/images/padel/products/wilson-blade-pro-padel-hero.png,EXCELLENT
Rackets,prod-starvie-basalto-osiris,starvie-basalto-osiris,published,true,true,true,true,true,1,false,false,/images/padel/products/starvie-basalto-osiris-2026-hero.jpg,EXCELLENT
Rackets,prod-bullpadel-vertex-05,bullpadel-vertex-05-2026,published,true,true,true,true,true,1,false,false,/images/padel/products/bullpadel-vertex-05-hero.png,EXCELLENT
Rackets,prod-bullpadel-hack-04,bullpadel-hack-04-2026,published,true,true,true,true,true,1,false,false,/images/padel/products/bullpadel-hack-04-hero.png,EXCELLENT
Rackets,prod-nox-at10-12k-2026,nox-at10-genius-12k-alum-xtrem-2026,published,true,true,true,true,true,1,false,false,/images/padel/products/nox-at10-genius-12k-alum-xtrem-2026-hero.jpg,EXCELLENT
Rackets,prod-adidas-metalbone-3-3-2026,adidas-metalbone-3-3,published,true,true,true,true,true,1,false,false,/images/padel/products/adidas-metalbone-3-3-hero.jpg,EXCELLENT
Rackets,prod-head-extreme-motion-2026,head-extreme-motion,published,true,true,true,true,true,1,false,false,/images/padel/products/head-extreme-motion-2026-hero.png,EXCELLENT
Rackets,prod-tecnifibre-wall-breaker-365-2026,tecnifibre-wall-breaker-365,published,true,true,true,true,true,1,false,false,/images/padel/products/tecnifibre-wall-breaker-365-hero.jpg,EXCELLENT
Rackets,prod-oxdog-sense-pro-2026,oxdog-sense-pro,published,true,true,true,true,true,1,false,false,/images/padel/products/oxdog-sense-pro-hero.jpg,EXCELLENT
Rackets,prod-royal-padel-rp-m27-2026,royal-padel-m27-poly-2026,draft,false,false,false,false,false,0,true,true,,EXCELLENT
Rackets,prod-black-crown-special-one-soft,black-crown-special-one-soft,draft,false,false,false,false,false,0,true,true,,EXCELLENT
Rackets,prod-lok-maxx-flow,lok-maxx-flow,published,true,true,true,true,true,1,false,false,/images/padel/products/lok-maxx-flow-hero.jpg,EXCELLENT
Shoes,prod-asics-gel-resolution-padel,asics-gel-resolution-padel,published,true,true,true,true,true,1,false,false,/images/padel/products/asics-gel-resolution-padel-hero.jpg,EXCELLENT
Shoes,prod-asics-gel-challenger-court,asics-gel-challenger-court,published,true,true,true,true,true,1,false,false,/images/padel/products/asics-gel-challenger-court-hero.jpg,EXCELLENT
Shoes,prod-babolat-jet-premura,babolat-jet-premura,published,true,true,true,true,true,1,false,false,/images/padel/products/babolat-jet-premura-hero.jpg,EXCELLENT
Shoes,prod-joma-t-slam,joma-t-slam,published,true,true,true,true,true,1,false,false,/images/padel/products/joma-t-slam-hero.jpg,EXCELLENT
Shoes,prod-head-revolt-pro-court,head-revolt-pro-court,published,true,true,true,true,true,1,false,false,/images/padel/products/head-revolt-pro-court-hero.jpg,GOOD
Shoes,prod-adidas-crazyquick-boost-m,adidas-crazyquick-boost-padel,published,true,true,true,true,true,1,false,false,/images/padel/products/adidas-crazyquick-boost-padel-hero.jpg,GOOD
Shoes,prod-adidas-courtquick-w,adidas-courtquick-padel-women,published,true,true,true,true,true,1,false,false,/images/padel/products/adidas-courtquick-padel-women-hero.jpg,EXCELLENT
Shoes,prod-adidas-crazyquick-boost-w,adidas-crazyquick-boost-padel-women,published,true,true,true,true,true,1,false,false,/images/padel/products/adidas-crazyquick-boost-padel-women-hero.jpg,GOOD
Shoes,prod-asics-gel-dedicate-8-padel,asics-gel-dedicate-8-padel,published,true,true,true,true,true,1,false,false,/images/padel/products/asics-gel-dedicate-8-padel-hero.jpg,EXCELLENT
Shoes,prod-asics-game-ff-padel,asics-game-ff-padel,published,true,true,true,true,true,1,false,false,/images/padel/products/asics-game-ff-padel-hero.jpg,GOOD
Shoes,prod-asics-solution-swift-ff2-padel,asics-solution-swift-ff2-padel,published,true,true,true,true,true,1,false,false,/images/padel/products/asics-solution-swift-ff2-padel-hero.jpg,GOOD
Shoes,prod-bullpadel-hybrid-fly,bullpadel-hybrid-fly,published,true,true,true,true,true,1,false,false,/images/padel/products/bullpadel-hybrid-fly-hero.jpg,EXCELLENT
Shoes,prod-bullpadel-ionic-woman,bullpadel-ionic-woman,published,true,true,true,true,true,1,false,false,/images/padel/products/bullpadel-ionic-woman-hero.jpg,EXCELLENT
Shoes,prod-nox-at10-lux,nox-at10-lux,published,true,true,true,true,true,1,false,false,/images/padel/products/nox-at10-lux-hero.jpg,GOOD
Shoes,prod-nox-ml10-hexa,nox-ml10-hexa,published,true,true,true,true,true,1,false,false,/images/padel/products/nox-ml10-hexa-hero.jpg,GOOD
Shoes,prod-babolat-movea-2,babolat-movea-2,published,true,true,true,true,true,1,false,false,/images/padel/products/babolat-movea-2-hero.jpg,EXCELLENT
Shoes,prod-babolat-sensa-women,babolat-sensa-women,published,true,true,true,true,true,1,false,false,/images/padel/products/babolat-sensa-women-hero.jpg,EXCELLENT
Shoes,prod-joma-slam-lady,joma-slam-lady,published,true,true,true,true,true,1,false,false,/images/padel/products/joma-slam-lady-hero.jpg,GOOD
Shoes,prod-joma-spin-men,joma-spin-men,published,true,true,true,true,true,1,false,false,/images/padel/products/joma-spin-men-hero.jpg,GOOD
Shoes,prod-head-sprint-pro-4-padel,head-sprint-pro-4-padel,published,true,true,true,true,true,1,false,false,/images/padel/products/head-sprint-pro-4-padel-hero.jpg,GOOD
Shoes,prod-wilson-rush-pro-5-padel,wilson-rush-pro-5-padel,published,true,true,true,true,true,1,false,false,/images/padel/products/wilson-rush-pro-5-padel-hero.jpg,GOOD
Shoes,prod-siux-diablo-pro,siux-diablo-pro-padel,draft,false,false,false,false,false,0,true,true,,EXCELLENT
Shoes,prod-siux-comodo-woman,siux-comodo-woman,draft,false,false,false,false,false,0,true,true,,GOOD
Shoes,prod-starvie-absolute-padel,starvie-absolute-padel,draft,false,false,false,false,false,0,true,true,,EXCELLENT
Shoes,prod-kuikma-ps-990,kuikma-ps-990,published,true,true,true,true,true,1,false,false,/images/padel/products/kuikma-ps-990-hero.jpg,GOOD
Shoes,prod-kuikma-ps-560-women,kuikma-ps-560-women,draft,false,false,false,false,false,0,true,true,,GOOD
Shoes,prod-oxdog-hyper-court,oxdog-hyper-court,draft,false,false,false,false,false,0,true,true,,GOOD
Shoes,prod-asics-gel-resolution-padel-w,asics-gel-resolution-padel-women,published,true,true,true,true,true,1,false,false,/images/padel/products/asics-gel-resolution-padel-women-hero.jpg,GOOD
Shoes,prod-asics-solution-swift-padel-w,asics-solution-swift-ff-padel-women,draft,false,false,false,false,false,0,true,true,,GOOD
Shoes,prod-adidas-solecourt-boost-padel,adidas-solecourt-boost-padel,draft,false,false,false,false,false,0,true,true,,EXCELLENT
Shoes,prod-head-revolt-court,head-revolt-court-padel,draft,false,false,false,false,false,0,true,true,,GOOD
Shoes,prod-wilson-bela-pro-padel,wilson-bela-pro-padel,draft,false,false,false,false,false,0,true,true,,GOOD
Shoes,prod-joma-spin-lady,joma-spin-lady,published,true,true,true,true,true,1,false,false,/images/padel/products/joma-spin-lady-hero.jpg,GOOD
Shoes,prod-bullpadel-hack-hybrid,bullpadel-hack-hybrid,draft,false,false,false,false,false,0,true,true,,GOOD
Shoes,prod-nox-at10-pro-shoe,nox-at10-pro,draft,false,false,false,false,false,0,true,true,,GOOD
Shoes,prod-babolat-jet-premura-2-men,babolat-jet-premura-2,published,true,true,true,true,true,1,false,false,/images/padel/products/babolat-jet-premura-2-hero.jpg,EXCELLENT
Shoes,prod-tecnifibre-t-fight-padel,tecnifibre-wall-shooter,draft,false,false,false,false,false,0,true,true,,GOOD
Shoes,prod-varlion-bourne-padel-shoe,varlion-bourne-padel,draft,false,false,false,false,false,0,true,true,,EXCELLENT
Shoes,prod-lok-padel-one,lok-padel-one,draft,false,false,false,false,false,0,true,true,,EXCELLENT
Rackets,prod-nox-at10-attack-18k-2026,nox-at10-genius-attack-18k-2026,published,true,true,true,true,true,1,false,false,/images/padel/products/nox-at10-genius-attack-18k-2026-hero.jpg,EXCELLENT
Rackets,prod-nox-equation-soft-2026,nox-equation-soft-advanced-2026,published,true,true,true,true,true,1,false,false,/images/padel/products/nox-equation-soft-advanced-2026-hero.jpg,EXCELLENT
Rackets,prod-bullpadel-vertex-05-hybrid,bullpadel-vertex-05-hybrid-2026,published,true,true,true,true,true,1,false,false,/images/padel/products/bullpadel-vertex-05-hybrid-hero.jpg,EXCELLENT
Rackets,prod-bullpadel-vertex-05-w,bullpadel-vertex-05-w-2026,published,true,true,true,true,true,1,false,false,/images/padel/products/bullpadel-vertex-05-w-hero.jpg,EXCELLENT
Rackets,prod-bullpadel-hack-04-hybrid,bullpadel-hack-04-hybrid-2026,published,true,true,true,true,true,1,false,false,/images/padel/products/bullpadel-hack-04-hybrid-hero.jpg,EXCELLENT
Rackets,prod-bullpadel-hack-04-comfort,bullpadel-hack-04-comfort-2026,published,true,true,true,true,true,1,false,false,/images/padel/products/bullpadel-hack-04-comfort-hero.jpg,EXCELLENT
Rackets,prod-bullpadel-neuron-02,bullpadel-neuron-02-2026,published,true,true,true,true,true,1,false,false,/images/padel/products/bullpadel-neuron-02-hero.jpg,EXCELLENT
Rackets,prod-bullpadel-neuron-02-edge,bullpadel-neuron-02-edge-2026,published,true,true,true,true,true,1,false,false,/images/padel/products/bullpadel-neuron-02-edge-hero.jpg,EXCELLENT
Rackets,prod-bullpadel-xplo,bullpadel-xplo-2026,published,true,true,true,true,true,1,false,false,/images/padel/products/bullpadel-xplo-hero.jpg,EXCELLENT
Rackets,prod-bullpadel-xplo-comfort,bullpadel-xplo-comfort-2026,published,true,true,true,true,true,1,false,false,/images/padel/products/bullpadel-xplo-comfort-hero.jpg,EXCELLENT
Rackets,prod-bullpadel-ionic-light,bullpadel-ionic-light-2026,published,true,true,true,true,true,1,false,false,/images/padel/products/bullpadel-ionic-light-hero.jpg,EXCELLENT
Rackets,prod-bullpadel-indiga-ctr,bullpadel-indiga-ctr-2026,published,true,true,true,true,true,1,false,false,/images/padel/products/bullpadel-indiga-ctr-hero.jpg,EXCELLENT
Rackets,prod-bullpadel-vertex-advance,bullpadel-vertex-advance-2026,published,true,true,true,true,true,1,false,false,/images/padel/products/bullpadel-vertex-advance-hero.jpg,EXCELLENT
Rackets,prod-adidas-metalbone-3-5-2026,adidas-metalbone-3-5-2026,published,true,true,true,true,true,1,false,false,/images/padel/products/adidas-metalbone-3-5-2026-hero.jpg,EXCELLENT
Rackets,prod-adidas-metalbone-ctrl,adidas-metalbone-ctrl-2026,published,true,true,true,true,true,1,false,false,/images/padel/products/adidas-metalbone-ctrl-2026-hero.jpg,EXCELLENT
Rackets,prod-adidas-metalbone-team-light,adidas-metalbone-team-light-2026,published,true,true,true,true,true,1,false,false,/images/padel/products/adidas-metalbone-team-light-2026-hero.jpg,EXCELLENT
Rackets,prod-adidas-cross-it-light,adidas-cross-it-light-2026,published,true,true,true,true,true,1,false,false,/images/padel/products/adidas-cross-it-light-2026-hero.jpg,EXCELLENT
Rackets,prod-adidas-cross-it-ctrl,adidas-cross-it-ctrl-2026,published,true,true,true,true,true,1,false,false,/images/padel/products/adidas-cross-it-ctrl-2026-hero.jpg,EXCELLENT
Rackets,prod-adidas-arrow-hit-ctrl,adidas-arrow-hit-ctrl-2026,published,true,true,true,true,true,1,false,false,/images/padel/products/adidas-arrow-hit-ctrl-2026-hero.jpg,EXCELLENT
Rackets,prod-adidas-arrow-hit-attk,adidas-arrow-hit-2026,published,true,true,true,true,true,1,false,false,/images/padel/products/adidas-arrow-hit-attk-2026-hero.jpg,EXCELLENT
Rackets,prod-adidas-match-light,adidas-match-light-2026,published,true,true,true,true,true,1,false,false,/images/padel/products/adidas-match-light-2026-hero.jpg,EXCELLENT
Rackets,prod-head-coello-motion,head-coello-motion-2026,published,true,true,true,true,true,1,false,false,/images/padel/products/head-coello-motion-hero.jpg,EXCELLENT
Rackets,prod-head-coello-team,head-coello-team-2026,published,true,true,true,true,true,1,false,false,/images/padel/products/head-coello-team-hero.jpg,EXCELLENT
Rackets,prod-head-gravity-pro,head-gravity-pro,published,true,true,true,true,true,1,false,false,/images/padel/products/head-gravity-pro-hero.jpg,EXCELLENT
Rackets,prod-head-gravity-motion,head-gravity-motion,published,true,true,true,true,true,1,false,false,/images/padel/products/head-gravity-motion-hero.jpg,EXCELLENT
Rackets,prod-head-speed-pro,head-speed-pro,published,true,true,true,true,true,1,false,false,/images/padel/products/head-speed-pro-hero.jpg,EXCELLENT
Rackets,prod-head-one-ultralight,head-one-ultralight,published,true,true,true,true,true,1,false,false,/images/padel/products/head-one-ultralight-hero.jpg,EXCELLENT
Rackets,prod-babolat-air-viper,babolat-air-viper-2-6,published,true,true,true,true,true,1,false,false,/images/padel/products/babolat-air-viper-hero.jpg,EXCELLENT
Rackets,prod-babolat-air-veron,babolat-air-veron-2-6,published,true,true,true,true,true,1,false,false,/images/padel/products/babolat-air-veron-hero.jpg,EXCELLENT
Rackets,prod-siux-electra,siux-electra-pro-2026,published,true,true,true,true,true,1,false,false,/images/padel/products/siux-electra-pro-2026-hero.jpg,EXCELLENT
Rackets,prod-siux-fenix,siux-fenix-pro-2026,published,true,true,true,true,true,1,false,false,/images/padel/products/siux-fenix-pro-2026-hero.jpg,EXCELLENT
Rackets,prod-starvie-astrum,starvie-astrum-plus-2026,published,true,true,true,true,true,1,false,false,/images/padel/products/starvie-astrum-hero.jpg,EXCELLENT
Rackets,prod-nox-at10-attack-12k-2026,nox-at10-genius-attack-12k-2026,draft,false,false,false,false,false,0,true,true,,EXCELLENT
Rackets,prod-kuikma-pr-hybrid-carbon,kuikma-pr-hybrid-carbon,published,true,true,true,true,true,1,false,false,/images/padel/products/kuikma-pr-hybrid-carbon-hero.jpg,EXCELLENT
Rackets,prod-kuikma-pr-comfort-soft,kuikma-pr-comfort-soft,published,true,true,true,true,true,1,false,false,/images/padel/products/kuikma-pr-comfort-soft-hero.jpg,EXCELLENT
Balls,prod-head-padel-pro-plus,head-padel-pro-plus,published,true,true,true,true,true,1,false,false,/images/padel/products/head-padel-pro-plus-hero.jpg,EXCELLENT
Balls,prod-head-padel-team,head-padel-team,published,true,true,true,true,true,1,false,false,/images/padel/products/head-padel-team-hero.jpg,GOOD
Balls,prod-head-padel-one,head-padel-one,published,true,true,true,true,true,1,false,false,/images/padel/products/head-padel-one-hero.jpg,GOOD
Balls,prod-kuikma-pb-speed,kuikma-pb-speed,published,true,true,true,true,true,1,false,false,/images/padel/products/kuikma-pb-speed-hero.jpg,EXCELLENT
Balls,prod-kuikma-pb-control,kuikma-pb-control,published,true,true,true,true,true,1,false,false,/images/padel/products/kuikma-pb-control-hero.jpg,GOOD
Balls,prod-kuikma-pb-club,kuikma-pb-club,published,true,true,true,true,true,1,false,false,/images/padel/balls/kuikma-pb-club-hero.jpg,GOOD
Balls,prod-wilson-padel-premier,wilson-padel-premier,published,true,true,true,true,true,1,false,false,/images/padel/products/wilson-padel-premier-hero.jpg,GOOD
Balls,prod-wilson-padel-premier-speed,wilson-padel-premier-speed,published,true,true,true,true,true,1,false,false,/images/padel/products/wilson-padel-premier-speed-hero.jpg,EXCELLENT
Balls,prod-bullpadel-premium-pro,bullpadel-premium-pro,published,true,true,true,true,true,1,false,false,/images/padel/products/bullpadel-premium-pro-hero.jpg,GOOD
Balls,prod-bullpadel-premium-gold,bullpadel-premium-gold,draft,false,false,false,false,false,0,true,true,,GOOD
Balls,prod-adidas-aditour-padel,adidas-aditour-padel-balls,draft,false,false,false,false,false,0,true,true,,GOOD
Balls,prod-adidas-speed-rx,adidas-speed-rx-padel-balls,published,true,true,true,true,true,1,false,false,/images/padel/products/adidas-speed-rx-padel-balls-hero.jpg,GOOD
Balls,prod-babolat-court-padel-balls,babolat-court-padel-balls,published,true,true,true,true,true,1,false,false,/images/padel/products/babolat-court-padel-balls-hero.jpg,GOOD
Balls,prod-dunlop-pro-padel,dunlop-pro-padel,published,true,true,true,true,true,1,false,false,/images/padel/products/dunlop-pro-padel-hero.jpg,GOOD
Balls,prod-tecnifibre-padel-team,tecnifibre-padel-team-balls,published,true,true,true,true,true,1,false,false,/images/padel/products/tecnifibre-padel-team-balls-hero.jpg,GOOD
Bags,prod-nox-at10-team-bag,nox-at10-team-paletero,published,true,true,true,true,true,1,false,false,/images/padel/products/nox-at10-team-paletero-hero.jpg,EXCELLENT
Bags,prod-babolat-rh-pro-padel,babolat-rh-pro-padel,published,true,true,true,true,true,1,false,false,/images/padel/products/babolat-rh-pro-padel-hero.jpg,GOOD
Bags,prod-bullpadel-vertex-backpack,bullpadel-vertex-geo-backpack,published,true,true,true,true,true,1,false,false,/images/padel/products/bullpadel-vertex-geo-backpack-hero.jpg,EXCELLENT
Bags,prod-tecnifibre-tour-endurance-backpack,tecnifibre-tour-endurance-padel-backpack,published,true,true,true,true,true,1,false,false,/images/padel/products/tecnifibre-tour-endurance-padel-backpack-hero.jpg,EXCELLENT
Bags,prod-babolat-court-backpack,babolat-court-backpack,published,true,true,true,true,true,1,false,false,/images/padel/products/babolat-court-backpack-hero.jpg,GOOD
Bags,prod-adidas-protour-padel,adidas-protour-padel-bag,published,true,true,true,true,true,1,false,false,/images/padel/products/adidas-protour-padel-bag-hero.jpg,EXCELLENT
Bags,prod-head-tour-team-padel,head-tour-team-padel-bag,published,true,true,true,true,true,1,false,false,/images/padel/bags/head-tour-team-padel-hero.jpg,EXCELLENT
Bags,prod-head-elite-backpack,head-elite-padel-backpack,published,true,true,true,true,true,1,false,false,/images/padel/products/head-elite-padel-backpack-hero.jpg,EXCELLENT
Bags,prod-wilson-super-tour-padel,wilson-super-tour-padel-bag,published,true,true,true,true,true,1,false,false,/images/padel/products/wilson-super-tour-padel-bag-hero.jpg,EXCELLENT
Bags,prod-kuikma-paletero,kuikma-padel-paletero,draft,false,false,false,false,false,0,true,true,,EXCELLENT
Bags,prod-nox-pro-series-bag,nox-pro-series-padel-bag,draft,false,false,false,false,false,0,true,true,,EXCELLENT
Bags,prod-nox-at10-xxl-bag,nox-at10-xxl-padel-bag,published,true,true,true,true,true,1,false,false,/images/padel/products/nox-at10-xxl-padel-bag-hero.jpg,EXCELLENT
Bags,prod-siux-paletero,siux-padel-paletero,draft,false,false,false,false,false,0,true,true,,EXCELLENT
Grips,prod-bullpadel-gb1200,bullpadel-hac-overgrip,published,true,true,true,true,true,1,false,false,/images/padel/products/bullpadel-hac-overgrip-hero.jpg,EXCELLENT
Grips,prod-nox-pro-overgrip,nox-pro-overgrip,published,true,true,true,true,true,1,false,false,/images/padel/products/nox-pro-overgrip-hero.jpg,EXCELLENT
Grips,prod-head-xtreme-soft,head-xtreme-soft-overgrip,published,true,true,true,true,true,1,false,false,/images/padel/products/head-xtreme-soft-overgrip-hero.jpg,EXCELLENT
Grips,prod-babolat-pro-response,babolat-pro-response-overgrip,published,true,true,true,true,true,1,false,false,/images/padel/products/babolat-pro-response-overgrip-hero.jpg,EXCELLENT
Grips,prod-kuikma-overgrip,kuikma-padel-overgrip,published,true,true,true,true,true,1,false,false,/images/padel/products/kuikma-padel-overgrip-hero.jpg,EXCELLENT
Grips,prod-head-hydrosorb,head-hydrosorb-replacement-grip,draft,false,false,false,false,false,0,true,true,,EXCELLENT
Grips,prod-babolat-syntec-pro,babolat-syntec-pro-replacement-grip,published,true,true,true,true,true,1,false,false,/images/padel/products/babolat-syntec-pro-replacement-grip-hero.jpg,EXCELLENT
Grips,prod-hesacore-padel,hesacore-padel-grip,published,true,true,true,true,true,1,false,false,/images/padel/products/hesacore-padel-grip-hero.jpg,EXCELLENT
Grips,prod-adidas-padel-overgrip,adidas-padel-overgrip,published,true,true,true,true,true,1,false,false,/images/padel/grips/adidas-padel-overgrip-hero.jpg,EXCELLENT
Accessories,prod-bullpadel-frame-protector,bullpadel-frame-protector-3-pack,published,true,true,true,true,true,1,false,false,/images/padel/products/bullpadel-frame-protector-3-pack-hero.jpg,GOOD
Accessories,prod-nox-frame-protector,nox-transparent-frame-protector,published,true,true,true,true,true,1,false,false,/images/padel/products/nox-transparent-frame-protector-hero.jpg,EXCELLENT
Accessories,prod-bullpadel-pascal-box,bullpadel-pascal-box-3b,published,true,true,true,true,true,1,false,false,/images/padel/products/bullpadel-pascal-box-3b-hero.jpg,GOOD
Accessories,prod-head-x3-pressurizer,head-x3-ball-pressurizer,published,true,true,true,true,true,1,false,false,/images/padel/products/head-x3-ball-pressurizer-hero.jpg,GOOD
Accessories,prod-bullpadel-custom-weight,bullpadel-protector-custom-weight,published,true,true,true,true,true,1,false,false,/images/padel/products/bullpadel-protector-custom-weight-hero.jpg,EXCELLENT
Accessories,prod-head-wristband,head-padel-wristband,draft,false,false,false,false,false,0,true,true,,GOOD
Accessories,prod-wilson-wristband,wilson-padel-wristband,draft,false,false,false,false,false,0,true,true,,GOOD
Accessories,prod-nox-wristband,nox-padel-wristband,draft,false,false,false,false,false,0,true,true,,GOOD
Accessories,prod-bullpadel-wristband,bullpadel-padel-wristband,draft,false,false,false,false,false,0,true,true,,GOOD
Accessories,prod-head-smartsorb,head-smartsorb,draft,false,false,false,false,false,0,true,true,,GOOD
Accessories,prod-4on-totalgrip,4on-totalgrip,published,true,true,true,true,true,1,false,false,/images/padel/accessories/4on-totalgrip-hero.jpg,EXCELLENT
Accessories,prod-adidas-adidas-protector,adidas-adidas-protector,draft,false,false,false,false,false,0,true,true,,EXCELLENT
Accessories,prod-adidas-adidas-wristband,adidas-adidas-wristband,draft,false,false,false,false,false,0,true,true,,EXCELLENT
Accessories,prod-alacran-alacran-basket,alacran-alacran-basket,draft,false,false,false,false,false,0,true,true,,EXCELLENT
Accessories,prod-alacran-wide-ancha,alacran-wide-ancha,draft,false,false,false,false,false,0,true,true,,EXCELLENT
Accessories,prod-babolat-babolat-protector,babolat-babolat-protector,draft,false,false,false,false,false,0,true,true,,EXCELLENT
Accessories,prod-babolat-babolat-wristband,babolat-babolat-wristband,draft,false,false,false,false,false,0,true,true,,EXCELLENT
Accessories,prod-ball-rescuer-ball-rescuer,ball-rescuer-ball-rescuer,published,true,true,true,true,true,1,false,false,/images/padel/accessories/ball-rescuer-ball-rescuer-hero.jpg,GOOD
Accessories,prod-ball-rescuer-premium,ball-rescuer-premium,draft,false,false,false,false,false,0,true,true,,GOOD
Accessories,prod-black-crown-vibranium-transparent,black-crown-vibranium-transparent,draft,false,false,false,false,false,0,true,true,,EXCELLENT
Accessories,prod-black-crown-black-crown-wristband,black-crown-black-crown-wristband,published,true,true,true,true,true,1,false,false,/images/padel/accessories/black-crown-black-crown-wristband-hero.jpg,EXCELLENT
Accessories,prod-bounce-bounce-padel-x4,bounce-bounce-padel-x4,draft,false,false,false,false,false,0,true,true,,GOOD
Accessories,prod-bullpadel-bpmu252-bpmu253,bullpadel-bpmu252-bpmu253,draft,false,false,false,false,false,0,true,true,,EXCELLENT
Accessories,prod-bullpadel-pascal-box-switch-3b,bullpadel-pascal-box-switch-3b,draft,false,false,false,false,false,0,true,true,,GOOD
Accessories,prod-bullpadel-custom-weight-grip,bullpadel-custom-weight-grip,published,true,true,true,true,true,1,false,false,/images/padel/accessories/bullpadel-custom-weight-grip-hero.jpg,EXCELLENT
Accessories,prod-bullpadel-frame-protector-uni,bullpadel-frame-protector-uni,published,true,true,true,true,true,1,false,false,/images/padel/accessories/bullpadel-frame-protector-uni-hero.jpg,EXCELLENT
Accessories,prod-bullpadel-bullpadel-headband,bullpadel-bullpadel-headband,draft,false,false,false,false,false,0,true,true,,EXCELLENT
Accessories,prod-bullpadel-metalshield,bullpadel-metalshield,draft,false,false,false,false,false,0,true,true,,EXCELLENT
Accessories,prod-bullpadel-pascal-box-4b,bullpadel-pascal-box-4b,draft,false,false,false,false,false,0,true,true,,GOOD
Accessories,prod-bullpadel-pascal-box-pro,bullpadel-pascal-box-pro,draft,false,false,false,false,false,0,true,true,,GOOD
Accessories,prod-bullpadel-pascal-box-switch,bullpadel-pascal-box-switch,draft,false,false,false,false,false,0,true,true,,GOOD
Accessories,prod-bullpadel-custom-weight-protector,bullpadel-custom-weight-protector,draft,false,false,false,false,false,0,true,true,,EXCELLENT
Accessories,prod-enebe-enebe-protector-line,enebe-enebe-protector-line,published,true,true,true,true,true,1,false,false,/images/padel/accessories/enebe-enebe-protector-line-hero.jpg,EXCELLENT
Accessories,prod-head-antishock-skin,head-antishock-skin,published,true,true,true,true,true,1,false,false,/images/padel/accessories/head-antishock-skin-hero.jpg,EXCELLENT
Accessories,prod-head-head-ball-cart,head-head-ball-cart,draft,false,false,false,false,false,0,true,true,,EXCELLENT
