"url","page_type","product_or_category","segment","unique_product_images","unique_section_images","price_visible","offer_count","decision_copy_status","content_quality_status","visual_storytelling_status","duplicate_image_status","generator_residue_status","parity_status"
"/products/head-sprint-pro-4-padel","pdp","cat-padel-shoes","LONG_TAIL","1","0","no","0","NEEDS_FIX","SEE_REVIEW","WEAK","OK","CLEAN","FAIL"
"/products/wilson-rush-pro-5-padel","pdp","cat-padel-shoes","LONG_TAIL","1","0","no","0","NEEDS_FIX","SEE_REVIEW","WEAK","OK","CLEAN","FAIL"
"/products/kuikma-ps-990","pdp","cat-padel-shoes","LONG_TAIL","1","0","no","0","NEEDS_FIX","SEE_REVIEW","WEAK","OK","CLEAN","FAIL"
"/products/asics-gel-resolution-padel-women","pdp","cat-padel-shoes","LONG_TAIL","1","0","no","0","NEEDS_FIX","SEE_REVIEW","WEAK","OK","CLEAN","FAIL"
"/products/joma-spin-lady","pdp","cat-padel-shoes","LONG_TAIL","1","0","no","0","NEEDS_FIX","SEE_REVIEW","WEAK","OK","CLEAN","FAIL"
"/products/babolat-jet-premura-2","pdp","cat-padel-shoes","LONG_TAIL","1","0","no","0","NEEDS_FIX","SEE_REVIEW","WEAK","OK","CLEAN","FAIL"
"/products/nox-at10-genius-attack-18k-2026","pdp","cat-padel-rackets","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/nox-equation-soft-advanced-2026","pdp","cat-padel-rackets","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/bullpadel-vertex-05-hybrid-2026","pdp","cat-padel-rackets","LONG_TAIL","6","0","no","0","OK","SEE_REVIEW","OK","HAS_DERIVED","CLEAN","IN_PROGRESS"
"/products/bullpadel-vertex-05-w-2026","pdp","cat-padel-rackets","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/bullpadel-hack-04-hybrid-2026","pdp","cat-padel-rackets","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/bullpadel-hack-04-comfort-2026","pdp","cat-padel-rackets","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/bullpadel-neuron-02-2026","pdp","cat-padel-rackets","LONG_TAIL","3","0","no","0","OK","SEE_REVIEW","OK","HAS_DERIVED","CLEAN","IN_PROGRESS"
"/products/bullpadel-neuron-02-edge-2026","pdp","cat-padel-rackets","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/bullpadel-xplo-2026","pdp","cat-padel-rackets","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/bullpadel-xplo-comfort-2026","pdp","cat-padel-rackets","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/bullpadel-ionic-light-2026","pdp","cat-padel-rackets","LONG_TAIL","6","0","no","0","OK","SEE_REVIEW","OK","HAS_DERIVED","CLEAN","IN_PROGRESS"
"/products/bullpadel-indiga-ctr-2026","pdp","cat-padel-rackets","EDITORIAL_PRIORITY","2","0","no","0","OK","SEE_REVIEW","PARTIAL","HAS_DERIVED","CLEAN","IN_PROGRESS"
"/products/bullpadel-vertex-advance-2026","pdp","cat-padel-rackets","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/adidas-metalbone-3-5-2026","pdp","cat-padel-rackets","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/adidas-metalbone-ctrl-2026","pdp","cat-padel-rackets","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/adidas-metalbone-team-light-2026","pdp","cat-padel-rackets","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/adidas-cross-it-light-2026","pdp","cat-padel-rackets","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/adidas-cross-it-ctrl-2026","pdp","cat-padel-rackets","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/adidas-arrow-hit-ctrl-2026","pdp","cat-padel-rackets","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/adidas-arrow-hit-2026","pdp","cat-padel-rackets","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/adidas-match-light-2026","pdp","cat-padel-rackets","EDITORIAL_PRIORITY","4","0","no","0","OK","SEE_REVIEW","OK","HAS_DERIVED","CLEAN","IN_PROGRESS"
"/products/head-coello-motion-2026","pdp","cat-padel-rackets","LONG_TAIL","5","0","no","0","OK","SEE_REVIEW","OK","HAS_DERIVED","CLEAN","IN_PROGRESS"
"/products/head-coello-team-2026","pdp","cat-padel-rackets","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/head-gravity-pro","pdp","cat-padel-rackets","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/head-gravity-motion","pdp","cat-padel-rackets","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/head-speed-pro","pdp","cat-padel-rackets","LONG_TAIL","1","0","no","0","NEEDS_FIX","SEE_REVIEW","WEAK","OK","CLEAN","FAIL"
"/products/head-one-ultralight","pdp","cat-padel-rackets","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/babolat-air-viper-2-6","pdp","cat-padel-rackets","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/babolat-air-veron-2-6","pdp","cat-padel-rackets","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/siux-electra-pro-2026","pdp","cat-padel-rackets","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/siux-fenix-pro-2026","pdp","cat-padel-rackets","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/starvie-astrum-plus-2026","pdp","cat-padel-rackets","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/kuikma-pr-hybrid-carbon","pdp","cat-padel-rackets","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/kuikma-pr-comfort-soft","pdp","cat-padel-rackets","EDITORIAL_PRIORITY","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/head-padel-pro-plus","pdp","cat-padel-balls","LONG_TAIL","1","0","no","0","NEEDS_FIX","SEE_REVIEW","WEAK","OK","CLEAN","FAIL"
"/products/head-padel-team","pdp","cat-padel-balls","LONG_TAIL","1","0","no","0","NEEDS_FIX","SEE_REVIEW","WEAK","OK","CLEAN","FAIL"
"/products/head-padel-one","pdp","cat-padel-balls","LONG_TAIL","1","0","no","0","NEEDS_FIX","SEE_REVIEW","WEAK","OK","CLEAN","FAIL"
"/products/kuikma-pb-speed","pdp","cat-padel-balls","LONG_TAIL","1","0","no","0","NEEDS_FIX","SEE_REVIEW","WEAK","OK","CLEAN","FAIL"
"/products/kuikma-pb-control","pdp","cat-padel-balls","LONG_TAIL","1","0","no","0","NEEDS_FIX","SEE_REVIEW","WEAK","OK","CLEAN","FAIL"
"/products/kuikma-pb-club","pdp","cat-padel-balls","LONG_TAIL","1","0","no","0","NEEDS_FIX","SEE_REVIEW","WEAK","OK","CLEAN","FAIL"
"/products/wilson-padel-premier","pdp","cat-padel-balls","LONG_TAIL","1","0","no","0","NEEDS_FIX","SEE_REVIEW","WEAK","OK","CLEAN","FAIL"
"/products/wilson-padel-premier-speed","pdp","cat-padel-balls","LONG_TAIL","1","0","no","0","NEEDS_FIX","SEE_REVIEW","WEAK","OK","CLEAN","FAIL"
"/products/bullpadel-premium-pro","pdp","cat-padel-balls","LONG_TAIL","1","0","no","0","NEEDS_FIX","SEE_REVIEW","WEAK","OK","CLEAN","FAIL"
"/products/adidas-speed-rx-padel-balls","pdp","cat-padel-balls","LONG_TAIL","1","0","no","0","NEEDS_FIX","SEE_REVIEW","WEAK","OK","CLEAN","FAIL"
"/products/babolat-court-padel-balls","pdp","cat-padel-balls","LONG_TAIL","1","0","no","0","NEEDS_FIX","SEE_REVIEW","WEAK","OK","CLEAN","FAIL"
"/products/dunlop-pro-padel","pdp","cat-padel-balls","LONG_TAIL","1","0","no","0","NEEDS_FIX","SEE_REVIEW","WEAK","OK","CLEAN","FAIL"
"/products/tecnifibre-padel-team-balls","pdp","cat-padel-balls","LONG_TAIL","1","0","no","0","NEEDS_FIX","SEE_REVIEW","WEAK","OK","CLEAN","FAIL"
"/products/nox-at10-team-paletero","pdp","cat-padel-bags","EDITORIAL_PRIORITY","5","0","no","0","NEEDS_FIX","SEE_REVIEW","OK","HAS_DERIVED","CLEAN","FAIL"
"/products/babolat-rh-pro-padel","pdp","cat-padel-bags","LONG_TAIL","1","0","no","0","NEEDS_FIX","SEE_REVIEW","WEAK","OK","CLEAN","FAIL"
"/products/bullpadel-vertex-geo-backpack","pdp","cat-padel-bags","LONG_TAIL","1","0","no","0","NEEDS_FIX","SEE_REVIEW","WEAK","OK","CLEAN","FAIL"
"/products/tecnifibre-tour-endurance-padel-backpack","pdp","cat-padel-bags","LONG_TAIL","1","0","no","0","NEEDS_FIX","SEE_REVIEW","WEAK","OK","CLEAN","FAIL"
"/products/babolat-court-backpack","pdp","cat-padel-bags","LONG_TAIL","1","0","no","0","NEEDS_FIX","SEE_REVIEW","WEAK","OK","CLEAN","FAIL"
"/products/adidas-protour-padel-bag","pdp","cat-padel-bags","LONG_TAIL","1","0","no","0","NEEDS_FIX","SEE_REVIEW","WEAK","OK","CLEAN","FAIL"
"/products/head-tour-team-padel-bag","pdp","cat-padel-bags","LONG_TAIL","1","0","no","0","NEEDS_FIX","SEE_REVIEW","WEAK","OK","CLEAN","FAIL"
"/products/head-elite-padel-backpack","pdp","cat-padel-bags","LONG_TAIL","1","0","no","0","NEEDS_FIX","SEE_REVIEW","WEAK","OK","CLEAN","FAIL"
"/products/wilson-super-tour-padel-bag","pdp","cat-padel-bags","LONG_TAIL","1","0","no","0","NEEDS_FIX","SEE_REVIEW","WEAK","OK","CLEAN","FAIL"
"/products/nox-at10-xxl-padel-bag","pdp","cat-padel-bags","LONG_TAIL","1","0","no","0","NEEDS_FIX","SEE_REVIEW","WEAK","OK","CLEAN","FAIL"
"/products/bullpadel-hac-overgrip","pdp","cat-padel-grips","LONG_TAIL","1","0","no","0","NEEDS_FIX","SEE_REVIEW","WEAK","OK","CLEAN","FAIL"
"/products/nox-pro-overgrip","pdp","cat-padel-grips","LONG_TAIL","1","0","no","0","NEEDS_FIX","SEE_REVIEW","WEAK","OK","CLEAN","FAIL"
"/products/head-xtreme-soft-overgrip","pdp","cat-padel-grips","LONG_TAIL","1","0","no","0","NEEDS_FIX","SEE_REVIEW","WEAK","OK","CLEAN","FAIL"
"/products/babolat-pro-response-overgrip","pdp","cat-padel-grips","LONG_TAIL","1","0","no","0","NEEDS_FIX","SEE_REVIEW","WEAK","OK","CLEAN","FAIL"
"/products/kuikma-padel-overgrip","pdp","cat-padel-grips","LONG_TAIL","1","0","no","0","NEEDS_FIX","SEE_REVIEW","WEAK","OK","CLEAN","FAIL"
"/products/babolat-syntec-pro-replacement-grip","pdp","cat-padel-grips","LONG_TAIL","1","0","no","0","NEEDS_FIX","SEE_REVIEW","WEAK","OK","CLEAN","FAIL"
"/products/hesacore-padel-grip","pdp","cat-padel-grips","LONG_TAIL","1","0","no","0","NEEDS_FIX","SEE_REVIEW","WEAK","OK","CLEAN","FAIL"
"/products/adidas-padel-overgrip","pdp","cat-padel-grips","LONG_TAIL","1","0","no","0","NEEDS_FIX","SEE_REVIEW","WEAK","OK","CLEAN","FAIL"
"/products/bullpadel-frame-protector-3-pack","pdp","cat-padel-accessories","LONG_TAIL","1","0","no","0","NEEDS_FIX","SEE_REVIEW","WEAK","OK","CLEAN","FAIL"
"/products/nox-transparent-frame-protector","pdp","cat-padel-accessories","LONG_TAIL","1","0","no","0","NEEDS_FIX","SEE_REVIEW","WEAK","OK","CLEAN","FAIL"
"/products/bullpadel-pascal-box-3b","pdp","cat-padel-accessories","LONG_TAIL","1","0","no","0","NEEDS_FIX","SEE_REVIEW","WEAK","OK","CLEAN","FAIL"
"/products/head-x3-ball-pressurizer","pdp","cat-padel-accessories","LONG_TAIL","1","0","no","0","NEEDS_FIX","SEE_REVIEW","WEAK","OK","CLEAN","FAIL"
"/products/bullpadel-protector-custom-weight","pdp","cat-padel-accessories","LONG_TAIL","1","0","no","0","NEEDS_FIX","SEE_REVIEW","WEAK","OK","CLEAN","FAIL"
"/products/4on-totalgrip","pdp","cat-padel-accessories","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/ball-rescuer-ball-rescuer","pdp","cat-padel-accessories","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/black-crown-black-crown-wristband","pdp","cat-padel-accessories","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/bullpadel-custom-weight-grip","pdp","cat-padel-accessories","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/bullpadel-frame-protector-uni","pdp","cat-padel-accessories","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/enebe-enebe-protector-line","pdp","cat-padel-accessories","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/head-antishock-skin","pdp","cat-padel-accessories","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/head-x3-pump","pdp","cat-padel-accessories","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/nox-weight-balancer-2-4g","pdp","cat-padel-accessories","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/shockout-gravity","pdp","cat-padel-accessories","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/softee-softee-protector","pdp","cat-padel-accessories","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/starvie-transparent-protector-2026","pdp","cat-padel-accessories","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/vibora-vibor-a-transparent","pdp","cat-padel-accessories","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/adidas-control-2026","pdp","cat-padel-bags","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/adidas-protour-backpack-2026","pdp","cat-padel-bags","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/adidas-tour","pdp","cat-padel-bags","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/babolat-rh-perf","pdp","cat-padel-bags","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/black-crown-spartan","pdp","cat-padel-bags","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/black-crown-thunder","pdp","cat-padel-bags","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/black-crown-ultimate-pro-2-0","pdp","cat-padel-bags","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/bullpadel-casual-bpp26016","pdp","cat-padel-bags","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/bullpadel-elite-bpp26019","pdp","cat-padel-bags","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/bullpadel-icon-bpp26023","pdp","cat-padel-bags","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/bullpadel-ionic-bpp26005","pdp","cat-padel-bags","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/bullpadel-neuron-bpm26020","pdp","cat-padel-bags","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/bullpadel-pearl-bpm27017","pdp","cat-padel-bags","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/bullpadel-tour-bpp26015","pdp","cat-padel-bags","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/bullpadel-wonder-bpp26024","pdp","cat-padel-bags","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/bullpadel-xplo-bpp26022","pdp","cat-padel-bags","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/bullpadel-bpm26002-hack","pdp","cat-padel-bags","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/bullpadel-bpm26007-bpm26008-vertex","pdp","cat-padel-bags","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/bullpadel-bpp26001-vertex","pdp","cat-padel-bags","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/bullpadel-bpp26022-xplo","pdp","cat-padel-bags","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/drop-shot-blitz","pdp","cat-padel-bags","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/head-coello-pro-x-backpack","pdp","cat-padel-bags","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
"/products/head-coello-pro-x-duffle-l","pdp","cat-padel-bags","LONG_TAIL","1","0","no","0","OK","SEE_REVIEW","WEAK","OK","CLEAN","IN_PROGRESS"
