issue_id,severity,url,path,page_type,issue_class,issue_subclass,rendered_excerpt,image_path,root_cause,status
PADEL-00011,BLOCKER,http://127.0.0.1:3011/products/4on-pro-t1,/products/4on-pro-t1,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Pro T1 Padel Balls: Specs, Performance & Best Uses · Kitletics",/images/padel/products/head-padel-pro-s-hero.jpg,Primary product image does not match 4on-pro-t1,OPEN
PADEL-00012,BLOCKER,http://127.0.0.1:3011/products/4on-swiftgrip,/products/4on-swiftgrip,product,IMAGE_WRONG_BRAND,adidas-padel,"SwiftGrip: Specs, Performance & Best Uses · Kitletics",/images/padel/products/wilson-padel-overgrip-hero.jpg,"Primary image path signals adidas-padel, expected 4on",OPEN
PADEL-00013,BLOCKER,http://127.0.0.1:3011/products/4on-swiftgrip,/products/4on-swiftgrip,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"SwiftGrip: Specs, Performance & Best Uses · Kitletics",/images/padel/products/wilson-padel-overgrip-hero.jpg,Primary product image does not match 4on-swiftgrip,OPEN
PADEL-00014,BLOCKER,http://127.0.0.1:3011/products/4on-totalgrip,/products/4on-totalgrip,product,IMAGE_WRONG_BRAND,bullpadel,"TotalGrip Spray: Specs, Performance & Best Uses · Kitletics",/images/padel/products/bullpadel-frame-protector-3-pack-hero.jpg,"Primary image path signals bullpadel, expected 4on",OPEN
PADEL-00015,BLOCKER,http://127.0.0.1:3011/products/4on-totalgrip,/products/4on-totalgrip,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"TotalGrip Spray: Specs, Performance & Best Uses · Kitletics",/images/padel/products/bullpadel-frame-protector-3-pack-hero.jpg,Primary product image does not match 4on-totalgrip,OPEN
PADEL-00016,BLOCKER,http://127.0.0.1:3011/products/4on-totalgrip-paste,/products/4on-totalgrip-paste,product,IMAGE_WRONG_BRAND,bullpadel,"TotalGrip Paste: Specs, Performance & Best Uses · Kitletics",/images/padel/products/bullpadel-frame-protector-3-pack-hero.jpg,"Primary image path signals bullpadel, expected 4on",OPEN
PADEL-00017,BLOCKER,http://127.0.0.1:3011/products/4on-totalgrip-paste,/products/4on-totalgrip-paste,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"TotalGrip Paste: Specs, Performance & Best Uses · Kitletics",/images/padel/products/bullpadel-frame-protector-3-pack-hero.jpg,Primary product image does not match 4on-totalgrip-paste,OPEN
PADEL-00018,BLOCKER,http://127.0.0.1:3011/products/adidas-accessory-pouch-2026,/products/adidas-accessory-pouch-2026,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Adidas Accessory Pouch 2026: Specs, Performance & Best Uses · Kitletics",/images/padel/products/bullpadel-frame-protector-3-pack-hero.jpg,Primary product image does not match adidas-accessory-pouch-2026,OPEN
PADEL-00019,BLOCKER,http://127.0.0.1:3011/products/adidas-adidas-protector,/products/adidas-adidas-protector,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Frame Protector / Protection Tape: Specs, Performance & Best Uses · Kitletics",/images/padel/products/bullpadel-frame-protector-3-pack-hero.jpg,Primary product image does not match adidas-adidas-protector,OPEN
PADEL-00020,BLOCKER,http://127.0.0.1:3011/products/adidas-adidas-wristband,/products/adidas-adidas-wristband,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Padel Wristband: Specs, Performance & Best Uses · Kitletics",/images/padel/products/bullpadel-frame-protector-3-pack-hero.jpg,Primary product image does not match adidas-adidas-wristband,OPEN
PADEL-00021,BLOCKER,http://127.0.0.1:3011/products/adidas-control-2026,/products/adidas-control-2026,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Adidas Control Padel Bag 2026: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,Primary product image does not match adidas-control-2026,OPEN
PADEL-00022,HIGH,http://127.0.0.1:3011/products/adidas-courtquick-padel-women,/products/adidas-courtquick-padel-women,product,RAW_SCHEMA_KEY,raw_public_spec_key,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLETICS Home Padel Pade…,,Raw catalog/schema key is visible to users,OPEN
PADEL-00023,HIGH,http://127.0.0.1:3011/products/adidas-crazyquick-boost-padel-women,/products/adidas-crazyquick-boost-padel-women,product,RAW_SCHEMA_KEY,raw_public_spec_key,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLETICS Home Padel Pade…,,Raw catalog/schema key is visible to users,OPEN
PADEL-00024,BLOCKER,http://127.0.0.1:3011/products/adidas-metalbone-bag,/products/adidas-metalbone-bag,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Adidas Metalbone Padel Bag: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,Primary product image does not match adidas-metalbone-bag,OPEN
PADEL-00025,BLOCKER,http://127.0.0.1:3011/products/adidas-padel-overgrip,/products/adidas-padel-overgrip,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Adidas Padel Overgrip: Specs, Performance & Best Uses · Kitletics",/images/padel/products/head-xtreme-soft-overgrip-hero.jpg,Primary product image does not match adidas-padel-overgrip,OPEN
PADEL-00026,BLOCKER,http://127.0.0.1:3011/products/adidas-pro-bounce,/products/adidas-pro-bounce,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Adidas / AFP Pro Bounce: Specs, Performance & Best Uses · Kitletics",/images/padel/products/head-padel-pro-s-hero.jpg,Primary product image does not match adidas-pro-bounce,OPEN
PADEL-00027,BLOCKER,http://127.0.0.1:3011/products/adidas-protour-backpack-2026,/products/adidas-protour-backpack-2026,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Adidas ProTour Backpack 2026: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,Primary product image does not match adidas-protour-backpack-2026,OPEN
PADEL-00028,BLOCKER,http://127.0.0.1:3011/products/adidas-shoe-bag-ale-gal-n,/products/adidas-shoe-bag-ale-gal-n,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Adidas Shoe Bag Ale Galán: Specs, Performance & Best Uses · Kitletics",/images/padel/products/bullpadel-frame-protector-3-pack-hero.jpg,Primary product image does not match adidas-shoe-bag-ale-gal-n,OPEN
PADEL-00029,BLOCKER,http://127.0.0.1:3011/products/adidas-shoe-bag-ale-gal-n/alternatives,/products/adidas-shoe-bag-ale-gal-n/alternatives,alternatives,IMAGE_WRONG_SPORT,guide_running_shoes,Alternatives to Adidas Shoe Bag Ale Galán · Kitletics,/images/home/guide-running-shoes.jpg,Padel page renders a tennis/running/filler image,OPEN
PADEL-00030,BLOCKER,http://127.0.0.1:3011/products/adidas-tacky-feeling,/products/adidas-tacky-feeling,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Tacky Feeling Overgrip: Specs, Performance & Best Uses · Kitletics",/images/padel/products/wilson-padel-overgrip-hero.jpg,Primary product image does not match adidas-tacky-feeling,OPEN
PADEL-00031,BLOCKER,http://127.0.0.1:3011/products/adidas-tour,/products/adidas-tour,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Tour Padel Bag: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,Primary product image does not match adidas-tour,OPEN
PADEL-00032,BLOCKER,http://127.0.0.1:3011/products/adidas-weekend-bag-martita-ortega-2026,/products/adidas-weekend-bag-martita-ortega-2026,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Adidas Weekend Bag Martita Ortega 2026: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,Primary product image does not match adidas-weekend-bag-martita-ortega-2026,OPEN
PADEL-00033,BLOCKER,http://127.0.0.1:3011/products/alacran-alacran-basket,/products/alacran-alacran-basket,product,IMAGE_WRONG_BRAND,bullpadel,"Training Ball Basket EasyPick: Specs, Performance & Best Uses · Kitletics",/images/padel/products/bullpadel-frame-protector-3-pack-hero.jpg,"Primary image path signals bullpadel, expected alacran",OPEN
PADEL-00034,BLOCKER,http://127.0.0.1:3011/products/alacran-alacran-basket,/products/alacran-alacran-basket,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Training Ball Basket EasyPick: Specs, Performance & Best Uses · Kitletics",/images/padel/products/bullpadel-frame-protector-3-pack-hero.jpg,Primary product image does not match alacran-alacran-basket,OPEN
PADEL-00035,HIGH,http://127.0.0.1:3011/products/alacran-alacran-basket,/products/alacran-alacran-basket,product,RAW_SCHEMA_KEY,raw_public_spec_key,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLETICS Home Padel Acce…,,Raw catalog/schema key is visible to users,OPEN
PADEL-00036,HIGH,http://127.0.0.1:3011/products/alacran-alacran-basket/alternatives,/products/alacran-alacran-basket/alternatives,alternatives,RAW_SCHEMA_KEY,raw_public_spec_key,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLETICS Home Padel Acce…,,Raw catalog/schema key is visible to users,OPEN
PADEL-00037,BLOCKER,http://127.0.0.1:3011/products/alacran-wide-ancha,/products/alacran-wide-ancha,product,IMAGE_WRONG_BRAND,bullpadel,"Wide Wristband: Specs, Performance & Best Uses · Kitletics",/images/padel/products/bullpadel-frame-protector-3-pack-hero.jpg,"Primary image path signals bullpadel, expected alacran",OPEN
PADEL-00038,BLOCKER,http://127.0.0.1:3011/products/alacran-wide-ancha,/products/alacran-wide-ancha,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Wide Wristband: Specs, Performance & Best Uses · Kitletics",/images/padel/products/bullpadel-frame-protector-3-pack-hero.jpg,Primary product image does not match alacran-wide-ancha,OPEN
PADEL-00039,HIGH,http://127.0.0.1:3011/products/asics-gel-resolution-padel-women,/products/asics-gel-resolution-padel-women,product,RAW_SCHEMA_KEY,raw_public_spec_key,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLETICS Home Padel Pade…,,Raw catalog/schema key is visible to users,OPEN
PADEL-00040,BLOCKER,http://127.0.0.1:3011/products/babolat-babolat-protector,/products/babolat-babolat-protector,product,IMAGE_WRONG_BRAND,bullpadel,"Frame Protector: Specs, Performance & Best Uses · Kitletics",/images/padel/products/bullpadel-frame-protector-3-pack-hero.jpg,"Primary image path signals bullpadel, expected babolat",OPEN
PADEL-00041,BLOCKER,http://127.0.0.1:3011/products/babolat-babolat-protector,/products/babolat-babolat-protector,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Frame Protector: Specs, Performance & Best Uses · Kitletics",/images/padel/products/bullpadel-frame-protector-3-pack-hero.jpg,Primary product image does not match babolat-babolat-protector,OPEN
PADEL-00042,BLOCKER,http://127.0.0.1:3011/products/babolat-babolat-wristband,/products/babolat-babolat-wristband,product,IMAGE_WRONG_BRAND,bullpadel,"Wristband: Specs, Performance & Best Uses · Kitletics",/images/padel/products/bullpadel-frame-protector-3-pack-hero.jpg,"Primary image path signals bullpadel, expected babolat",OPEN
PADEL-00043,BLOCKER,http://127.0.0.1:3011/products/babolat-babolat-wristband,/products/babolat-babolat-wristband,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Wristband: Specs, Performance & Best Uses · Kitletics",/images/padel/products/bullpadel-frame-protector-3-pack-hero.jpg,Primary product image does not match babolat-babolat-wristband,OPEN
PADEL-00044,BLOCKER,http://127.0.0.1:3011/products/babolat-court,/products/babolat-court,product,IMAGE_WRONG_BRAND,adidas-padel,"Babolat Court: Specs, Performance & Best Uses · Kitletics",/images/padel/products/head-padel-pro-s-hero.jpg,"Primary image path signals adidas-padel, expected babolat",OPEN
PADEL-00045,BLOCKER,http://127.0.0.1:3011/products/babolat-court,/products/babolat-court,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Babolat Court: Specs, Performance & Best Uses · Kitletics",/images/padel/products/head-padel-pro-s-hero.jpg,Primary product image does not match babolat-court,OPEN
PADEL-00046,BLOCKER,http://127.0.0.1:3011/products/babolat-jet-premura,/products/babolat-jet-premura,product,HTTP,EXPECTED_INDEXABLE_NON_200,This operation was aborted,,Expected-indexable URL did not return HTTP 200,OPEN
PADEL-00047,BLOCKER,http://127.0.0.1:3011/products/babolat-jet-premura-2,/products/babolat-jet-premura-2,product,HTTP,EXPECTED_INDEXABLE_NON_200,This operation was aborted,,Expected-indexable URL did not return HTTP 200,OPEN
PADEL-00048,BLOCKER,http://127.0.0.1:3011/products/babolat-jet-premura-2/alternatives,/products/babolat-jet-premura-2/alternatives,alternatives,HTTP,EXPECTED_INDEXABLE_NON_200,This operation was aborted,,Expected-indexable URL did not return HTTP 200,OPEN
PADEL-00049,BLOCKER,http://127.0.0.1:3011/products/babolat-pro-tour,/products/babolat-pro-tour,product,IMAGE_WRONG_BRAND,adidas-padel,"Pro Tour: Specs, Performance & Best Uses · Kitletics",/images/padel/products/wilson-padel-overgrip-hero.jpg,"Primary image path signals adidas-padel, expected babolat",OPEN
PADEL-00050,BLOCKER,http://127.0.0.1:3011/products/babolat-pro-tour,/products/babolat-pro-tour,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Pro Tour: Specs, Performance & Best Uses · Kitletics",/images/padel/products/wilson-padel-overgrip-hero.jpg,Primary product image does not match babolat-pro-tour,OPEN
PADEL-00051,BLOCKER,http://127.0.0.1:3011/products/babolat-rh-perf,/products/babolat-rh-perf,product,IMAGE_WRONG_BRAND,nox,"RH Perf Padel: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,"Primary image path signals nox, expected babolat",OPEN
PADEL-00052,BLOCKER,http://127.0.0.1:3011/products/babolat-rh-perf,/products/babolat-rh-perf,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"RH Perf Padel: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,Primary product image does not match babolat-rh-perf,OPEN
PADEL-00053,HIGH,http://127.0.0.1:3011/products/babolat-sensa-women,/products/babolat-sensa-women,product,RAW_SCHEMA_KEY,raw_public_spec_key,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLETICS Home Padel Pade…,,Raw catalog/schema key is visible to users,OPEN
PADEL-00054,BLOCKER,http://127.0.0.1:3011/products/babolat-short,/products/babolat-short,product,IMAGE_WRONG_BRAND,adidas-padel,"Babolat Short: Specs, Performance & Best Uses · Kitletics",/images/padel/products/head-padel-pro-s-hero.jpg,"Primary image path signals adidas-padel, expected babolat",OPEN
PADEL-00055,BLOCKER,http://127.0.0.1:3011/products/babolat-short,/products/babolat-short,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Babolat Short: Specs, Performance & Best Uses · Kitletics",/images/padel/products/head-padel-pro-s-hero.jpg,Primary product image does not match babolat-short,OPEN
PADEL-00056,BLOCKER,http://127.0.0.1:3011/products/babolat-vs-original,/products/babolat-vs-original,product,IMAGE_WRONG_BRAND,adidas-padel,"VS Original: Specs, Performance & Best Uses · Kitletics",/images/padel/products/wilson-padel-overgrip-hero.jpg,"Primary image path signals adidas-padel, expected babolat",OPEN
PADEL-00057,BLOCKER,http://127.0.0.1:3011/products/babolat-vs-original,/products/babolat-vs-original,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"VS Original: Specs, Performance & Best Uses · Kitletics",/images/padel/products/wilson-padel-overgrip-hero.jpg,Primary product image does not match babolat-vs-original,OPEN
PADEL-00058,BLOCKER,http://127.0.0.1:3011/products/ball-rescuer-ball-rescuer,/products/ball-rescuer-ball-rescuer,product,IMAGE_WRONG_BRAND,bullpadel,"Ball Rescuer: Specs, Performance & Best Uses · Kitletics",/images/padel/products/bullpadel-frame-protector-3-pack-hero.jpg,"Primary image path signals bullpadel, expected ball-rescuer",OPEN
PADEL-00059,BLOCKER,http://127.0.0.1:3011/products/ball-rescuer-ball-rescuer,/products/ball-rescuer-ball-rescuer,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Ball Rescuer: Specs, Performance & Best Uses · Kitletics",/images/padel/products/bullpadel-frame-protector-3-pack-hero.jpg,Primary product image does not match ball-rescuer-ball-rescuer,OPEN
PADEL-00060,BLOCKER,http://127.0.0.1:3011/products/black-crown-black-crown-perforated,/products/black-crown-black-crown-perforated,product,IMAGE_WRONG_BRAND,adidas-padel,"Perforated Overgrip: Specs, Performance & Best Uses · Kitletics",/images/padel/products/wilson-padel-overgrip-hero.jpg,"Primary image path signals adidas-padel, expected black-crown",OPEN
PADEL-00061,BLOCKER,http://127.0.0.1:3011/products/black-crown-black-crown-perforated,/products/black-crown-black-crown-perforated,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Perforated Overgrip: Specs, Performance & Best Uses · Kitletics",/images/padel/products/wilson-padel-overgrip-hero.jpg,Primary product image does not match black-crown-black-crown-perforated,OPEN
PADEL-00062,BLOCKER,http://127.0.0.1:3011/products/black-crown-black-crown-wristband,/products/black-crown-black-crown-wristband,product,IMAGE_WRONG_BRAND,bullpadel,"Wristband: Specs, Performance & Best Uses · Kitletics",/images/padel/products/bullpadel-frame-protector-3-pack-hero.jpg,"Primary image path signals bullpadel, expected black-crown",OPEN
PADEL-00063,BLOCKER,http://127.0.0.1:3011/products/black-crown-black-crown-wristband,/products/black-crown-black-crown-wristband,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Wristband: Specs, Performance & Best Uses · Kitletics",/images/padel/products/bullpadel-frame-protector-3-pack-hero.jpg,Primary product image does not match black-crown-black-crown-wristband,OPEN
PADEL-00064,BLOCKER,http://127.0.0.1:3011/products/black-crown-one,/products/black-crown-one,product,IMAGE_WRONG_BRAND,adidas-padel,"Black Crown One: Specs, Performance & Best Uses · Kitletics",/images/padel/products/head-padel-pro-s-hero.jpg,"Primary image path signals adidas-padel, expected black-crown",OPEN
PADEL-00065,BLOCKER,http://127.0.0.1:3011/products/black-crown-one,/products/black-crown-one,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Black Crown One: Specs, Performance & Best Uses · Kitletics",/images/padel/products/head-padel-pro-s-hero.jpg,Primary product image does not match black-crown-one,OPEN
PADEL-00066,BLOCKER,http://127.0.0.1:3011/products/black-crown-plus,/products/black-crown-plus,product,IMAGE_WRONG_BRAND,nox,"Plus Padel Bag 2026: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,"Primary image path signals nox, expected black-crown",OPEN
PADEL-00067,BLOCKER,http://127.0.0.1:3011/products/black-crown-plus,/products/black-crown-plus,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Plus Padel Bag 2026: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,Primary product image does not match black-crown-plus,OPEN
PADEL-00068,BLOCKER,http://127.0.0.1:3011/products/black-crown-pro,/products/black-crown-pro,product,IMAGE_WRONG_BRAND,adidas-padel,"Black Crown Pro: Specs, Performance & Best Uses · Kitletics",/images/padel/products/head-padel-pro-s-hero.jpg,"Primary image path signals adidas-padel, expected black-crown",OPEN
PADEL-00069,BLOCKER,http://127.0.0.1:3011/products/black-crown-pro,/products/black-crown-pro,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Black Crown Pro: Specs, Performance & Best Uses · Kitletics",/images/padel/products/head-padel-pro-s-hero.jpg,Primary product image does not match black-crown-pro,OPEN
PADEL-00070,BLOCKER,http://127.0.0.1:3011/products/black-crown-spartan,/products/black-crown-spartan,product,IMAGE_WRONG_BRAND,nox,"Spartan Backpack: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,"Primary image path signals nox, expected black-crown",OPEN
PADEL-00071,BLOCKER,http://127.0.0.1:3011/products/black-crown-spartan,/products/black-crown-spartan,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Spartan Backpack: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,Primary product image does not match black-crown-spartan,OPEN
PADEL-00072,BLOCKER,http://127.0.0.1:3011/products/black-crown-thunder,/products/black-crown-thunder,product,IMAGE_WRONG_BRAND,nox,"Thunder Padel Bag: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,"Primary image path signals nox, expected black-crown",OPEN
PADEL-00073,BLOCKER,http://127.0.0.1:3011/products/black-crown-thunder,/products/black-crown-thunder,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Thunder Padel Bag: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,Primary product image does not match black-crown-thunder,OPEN
PADEL-00074,BLOCKER,http://127.0.0.1:3011/products/black-crown-ultimate-pro-2-0,/products/black-crown-ultimate-pro-2-0,product,IMAGE_WRONG_BRAND,nox,"Ultimate Pro 2.0: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,"Primary image path signals nox, expected black-crown",OPEN
PADEL-00075,BLOCKER,http://127.0.0.1:3011/products/black-crown-ultimate-pro-2-0,/products/black-crown-ultimate-pro-2-0,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Ultimate Pro 2.0: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,Primary product image does not match black-crown-ultimate-pro-2-0,OPEN
PADEL-00076,BLOCKER,http://127.0.0.1:3011/products/black-crown-vibranium-transparent,/products/black-crown-vibranium-transparent,product,IMAGE_WRONG_BRAND,bullpadel,"Vibranium Transparent Protector: Specs, Performance & Best Uses · Kitletics",/images/padel/products/bullpadel-frame-protector-3-pack-hero.jpg,"Primary image path signals bullpadel, expected black-crown",OPEN
