productId,categoryId,brandId,name,lifecycleStatus,publicationStatus,availabilityClass,offerPresence,researchState,nlOfferCount,euOfferCount,affiliateMapped,freshOfferCount,staleOfferCount,anyOffer,evidenceUrlCount,packUnitLabel,notes
prod-head-extreme-pro-padel,cat-padel-rackets,brand-head-padel,Extreme Pro,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,1,true,3,0,true,0,,
prod-wilson-blade-pro-padel,cat-padel-rackets,brand-wilson-padel,Blade Pro V3,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,1,true,3,0,true,0,,
prod-starvie-basalto-osiris,cat-padel-rackets,brand-starvie,Basalto Osiris,previous-generation,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,1,true,3,0,true,0,,
prod-bullpadel-vertex-05,cat-padel-rackets,brand-bullpadel,Vertex 05,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,1,true,3,0,true,0,,
prod-bullpadel-hack-04,cat-padel-rackets,brand-bullpadel,Hack 04,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,1,true,3,0,true,0,,
prod-nox-at10-12k-2026,cat-padel-rackets,brand-nox,AT10 Genius 12K Alum XTREM 2026,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,1,true,3,0,true,0,,
prod-adidas-metalbone-3-3-2026,cat-padel-rackets,brand-adidas-padel,Metalbone 3.3,previous-generation,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,1,true,3,0,true,0,,
prod-head-extreme-motion-2026,cat-padel-rackets,brand-head-padel,Extreme Motion,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,1,true,3,0,true,0,,
prod-tecnifibre-wall-breaker-365-2026,cat-padel-rackets,brand-tecnifibre-padel,Wall Breaker 365,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,1,true,3,0,true,0,,
prod-oxdog-sense-pro-2026,cat-padel-rackets,brand-oxdog,Sense Pro,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,1,true,3,0,true,0,,
prod-royal-padel-rp-m27-2026,cat-padel-rackets,brand-royal-padel,M27 Poly,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,1,true,3,0,true,0,,
prod-black-crown-special-one-soft,cat-padel-rackets,brand-black-crown,Special One Soft,current,draft,NL_AVAILABLE,NL_OFFER,RESEARCHED,2,1,true,4,0,true,0,,
prod-lok-maxx-flow,cat-padel-rackets,brand-lok,Maxx Flow,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,2,1,true,4,0,true,0,,
prod-asics-gel-resolution-padel,cat-padel-shoes,brand-asics,Gel-Resolution Padel,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,1,true,3,0,true,0,,
prod-asics-gel-challenger-court,cat-padel-shoes,brand-asics,Gel-Challenger Court,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,2,1,true,4,0,true,0,,
prod-babolat-jet-premura,cat-padel-shoes,brand-babolat-padel,Jet Premura,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,1,true,3,0,true,0,,
prod-joma-t-slam,cat-padel-shoes,brand-joma,T.Slam,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,2,1,true,4,0,true,0,,
prod-head-revolt-pro-court,cat-padel-shoes,brand-head-padel,Revolt Pro Court,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,1,true,3,0,true,0,,
prod-adidas-crazyquick-boost-m,cat-padel-shoes,brand-adidas-padel,Crazyquick Boost Padel,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,1,true,3,0,true,0,,
prod-adidas-courtquick-w,cat-padel-shoes,brand-adidas-padel,Courtquick Padel Women,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,2,1,true,4,0,true,0,,
prod-adidas-crazyquick-boost-w,cat-padel-shoes,brand-adidas-padel,Crazyquick Boost Padel Women,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,1,true,3,0,true,0,,
prod-asics-gel-dedicate-8-padel,cat-padel-shoes,brand-asics,Gel-Dedicate 8 Padel,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,2,1,true,4,0,true,0,,
prod-asics-game-ff-padel,cat-padel-shoes,brand-asics,Game FF Padel,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,1,true,3,0,true,0,,
prod-asics-solution-swift-ff2-padel,cat-padel-shoes,brand-asics,Solution Swift FF 2 Padel,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,1,true,3,0,true,0,,
prod-bullpadel-hybrid-fly,cat-padel-shoes,brand-bullpadel,Fastgear,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,1,true,3,0,true,0,,
prod-bullpadel-ionic-woman,cat-padel-shoes,brand-bullpadel,Ionic Woman,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,1,true,3,0,true,0,,
prod-nox-at10-lux,cat-padel-shoes,brand-nox,AT10 Lux,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,1,true,3,0,true,0,,
prod-nox-ml10-hexa,cat-padel-shoes,brand-nox,ML10 Hexa,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,1,true,3,0,true,0,,
prod-babolat-movea-2,cat-padel-shoes,brand-babolat-padel,Movea 2,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,1,true,3,0,true,0,,
prod-babolat-sensa-women,cat-padel-shoes,brand-babolat-padel,Sensa Women,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,1,true,3,0,true,0,,
prod-joma-slam-lady,cat-padel-shoes,brand-joma,Slam Lady,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,2,1,true,4,0,true,0,,
prod-joma-spin-men,cat-padel-shoes,brand-joma,Spin Men,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,1,true,3,0,true,0,,
prod-head-sprint-pro-4-padel,cat-padel-shoes,brand-head-padel,Sprint Pro 4.0 Padel,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,1,true,3,0,true,0,,
prod-wilson-rush-pro-5-padel,cat-padel-shoes,brand-wilson-padel,Rush Pro 5 Padel,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,1,true,3,0,true,0,,
prod-siux-diablo-pro,cat-padel-shoes,brand-siux,Diablo Pro,current,draft,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,1,true,3,0,true,0,,
prod-siux-comodo-woman,cat-padel-shoes,brand-siux,Comodo Woman,current,draft,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,1,true,3,0,true,0,,
prod-starvie-absolute-padel,cat-padel-shoes,brand-starvie,Absolute Padel,current,draft,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,1,true,3,0,true,0,,
prod-kuikma-ps-990,cat-padel-shoes,brand-kuikma,PS 990,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,1,true,3,0,true,0,,
prod-kuikma-ps-560-women,cat-padel-shoes,brand-kuikma,PS 560 Women,current,draft,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,1,true,3,0,true,0,,
prod-oxdog-hyper-court,cat-padel-shoes,brand-oxdog,Hyper Court,current,draft,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,1,true,3,0,true,0,,
prod-asics-gel-resolution-padel-w,cat-padel-shoes,brand-asics,Gel-Resolution Padel Women,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,1,true,3,0,true,0,,
prod-asics-solution-swift-padel-w,cat-padel-shoes,brand-asics,Solution Swift FF Padel Women,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,1,true,3,0,true,0,,
prod-adidas-solecourt-boost-padel,cat-padel-shoes,brand-adidas-padel,Solecourt Boost Padel,current,draft,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,1,true,3,0,true,0,,
prod-head-revolt-court,cat-padel-shoes,brand-head-padel,Revolt Court,current,draft,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,1,true,3,0,true,0,,
prod-wilson-bela-pro-padel,cat-padel-shoes,brand-wilson-padel,Bela Pro Padel,current,draft,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,1,true,3,0,true,0,,
prod-joma-spin-lady,cat-padel-shoes,brand-joma,Spin Lady,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,1,true,3,0,true,0,,
prod-bullpadel-hack-hybrid,cat-padel-shoes,brand-bullpadel,Hack Hybrid,current,draft,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,1,true,3,0,true,0,,
prod-nox-at10-pro-shoe,cat-padel-shoes,brand-nox,AT10 Pro,current,draft,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,1,true,3,0,true,0,,
prod-babolat-jet-premura-2-men,cat-padel-shoes,brand-babolat-padel,Jet Premura 2,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,1,true,3,0,true,0,,
prod-tecnifibre-t-fight-padel,cat-padel-shoes,brand-tecnifibre-padel,Wall Shooter,current,draft,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,1,true,3,0,true,0,,
prod-varlion-bourne-padel-shoe,cat-padel-shoes,brand-varlion,Bourne Padel,current,draft,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,1,true,3,0,true,0,,
prod-lok-padel-one,cat-padel-shoes,brand-lok,Padel One,current,draft,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,1,true,3,0,true,0,,
prod-nox-at10-attack-18k-2026,cat-padel-rackets,brand-nox,AT10 Genius Attack 18K Alum 2026,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-nox-equation-soft-2026,cat-padel-rackets,brand-nox,Equation Soft Advanced 2026,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-bullpadel-vertex-05-hybrid,cat-padel-rackets,brand-bullpadel,Vertex 05 Hybrid,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-bullpadel-vertex-05-w,cat-padel-rackets,brand-bullpadel,Vertex 05 W,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-bullpadel-hack-04-hybrid,cat-padel-rackets,brand-bullpadel,Hack 04 Hybrid,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-bullpadel-hack-04-comfort,cat-padel-rackets,brand-bullpadel,Hack 04 Comfort,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-bullpadel-neuron-02,cat-padel-rackets,brand-bullpadel,Neuron 02,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-bullpadel-neuron-02-edge,cat-padel-rackets,brand-bullpadel,Neuron 02 Edge,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-bullpadel-xplo,cat-padel-rackets,brand-bullpadel,XPLO,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-bullpadel-xplo-comfort,cat-padel-rackets,brand-bullpadel,XPLO Comfort,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-bullpadel-ionic-light,cat-padel-rackets,brand-bullpadel,Ionic Light,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-bullpadel-indiga-ctr,cat-padel-rackets,brand-bullpadel,Indiga CTR,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-bullpadel-vertex-advance,cat-padel-rackets,brand-bullpadel,Vertex Advance,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-adidas-metalbone-3-5-2026,cat-padel-rackets,brand-adidas-padel,Metalbone 3.5,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-adidas-metalbone-ctrl,cat-padel-rackets,brand-adidas-padel,Metalbone CTRL,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-adidas-metalbone-team-light,cat-padel-rackets,brand-adidas-padel,Metalbone Team Light,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-adidas-cross-it-light,cat-padel-rackets,brand-adidas-padel,Cross It Light,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-adidas-cross-it-ctrl,cat-padel-rackets,brand-adidas-padel,Cross It CTRL,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-adidas-arrow-hit-ctrl,cat-padel-rackets,brand-adidas-padel,Arrow Hit CTRL,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-adidas-arrow-hit-attk,cat-padel-rackets,brand-adidas-padel,Arrow Hit,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-adidas-match-light,cat-padel-rackets,brand-adidas-padel,Match Light,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-head-coello-motion,cat-padel-rackets,brand-head-padel,Coello Motion,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-head-coello-team,cat-padel-rackets,brand-head-padel,Coello Team,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-head-gravity-pro,cat-padel-rackets,brand-head-padel,Gravity Pro,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-head-gravity-motion,cat-padel-rackets,brand-head-padel,Gravity Motion,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-head-speed-pro,cat-padel-rackets,brand-head-padel,Speed Pro,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-head-one-ultralight,cat-padel-rackets,brand-head-padel,One Ultralight,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-babolat-air-viper,cat-padel-rackets,brand-babolat-padel,Air Viper,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-babolat-air-veron,cat-padel-rackets,brand-babolat-padel,Air Veron,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-siux-electra,cat-padel-rackets,brand-siux,Electra Pro,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-siux-fenix,cat-padel-rackets,brand-siux,Fenix Pro,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-starvie-astrum,cat-padel-rackets,brand-starvie,Astrum+,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-nox-at10-attack-12k-2026,cat-padel-rackets,brand-nox,AT10 Genius Attack 12K Alum XTREM 2026,current,draft,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-kuikma-pr-hybrid-carbon,cat-padel-rackets,brand-kuikma,PR Hybrid Carbon,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-kuikma-pr-comfort-soft,cat-padel-rackets,brand-kuikma,PR Comfort Soft,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-head-padel-pro-plus,cat-padel-balls,brand-head-padel,Padel Pro+,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,0,false,1,0,true,0,€5.79 / 24 cans · €0.24 / can · €0.08 / ball,
prod-head-padel-team,cat-padel-balls,brand-head-padel,Padel Team,current,published,EU_AVAILABLE_TO_NL,NO_OFFER,RESEARCHED,0,0,false,0,0,false,2,,Product listing URL researched in inventory — Kitletics Offer price not yet verified (no invented price).; Inventory NL_available=yes without priced Kitletics Offer.
prod-head-padel-one,cat-padel-balls,brand-head-padel,Padel One,current,published,EU_AVAILABLE_TO_NL,NO_OFFER,RESEARCHED,0,0,false,0,0,false,2,,Product listing URL researched in inventory — Kitletics Offer price not yet verified (no invented price).
prod-kuikma-pb-speed,cat-padel-balls,brand-kuikma,Padel Speed,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,Inventory NL_available=yes without priced Kitletics Offer.
prod-kuikma-pb-control,cat-padel-balls,brand-kuikma,PB Control,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,Inventory NL_available=yes without priced Kitletics Offer.
prod-kuikma-pb-club,cat-padel-balls,brand-kuikma,PB Club,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,Inventory NL_available=yes without priced Kitletics Offer.
prod-wilson-padel-premier,cat-padel-balls,brand-wilson-padel,Padel Premier,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,0,false,1,0,true,0,€6.25 / 24 cans · €0.26 / can · €0.09 / ball,
prod-wilson-padel-premier-speed,cat-padel-balls,brand-wilson-padel,Premier Padel Speed,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,0,false,1,0,true,2,€6.19 / 24 cans · €0.26 / can · €0.09 / ball,
prod-bullpadel-premium-pro,cat-padel-balls,brand-bullpadel,Premium Pro,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,0,false,1,0,true,0,€5.95 / 3-ball can · €1.98 / ball,
prod-adidas-speed-rx,cat-padel-balls,brand-adidas-padel,Speed RX,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,0,false,1,0,true,0,€5.89 / 24 cans · €0.25 / can · €0.08 / ball,
prod-babolat-court-padel-balls,cat-padel-balls,brand-babolat-padel,Court Padel,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,0,false,1,0,true,0,€5.45 / 3-ball can · €1.82 / ball,
prod-dunlop-pro-padel,cat-padel-balls,brand-dunlop-padel,Fort Padel,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,0,false,1,0,true,0,€5.99 / 3-ball can · €2.00 / ball,
prod-tecnifibre-padel-team,cat-padel-balls,brand-tecnifibre-padel,Padel Team,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,0,false,1,0,true,1,€4.90 / 24 cans · €0.20 / can · €0.07 / ball,
prod-nox-at10-team-bag,cat-padel-bags,brand-nox,AT10 Team Paletero,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-babolat-rh-pro-padel,cat-padel-bags,brand-babolat-padel,RH Pro Padel,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-bullpadel-vertex-backpack,cat-padel-bags,brand-bullpadel,Vertex Geo Backpack,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,0,false,1,0,true,0,,
prod-tecnifibre-tour-endurance-backpack,cat-padel-bags,brand-tecnifibre-padel,Tour Endurance Backpack,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,0,false,1,0,true,0,,
prod-babolat-court-backpack,cat-padel-bags,brand-babolat-padel,Court S,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,Inventory NL_available=yes without priced Kitletics Offer.
prod-adidas-protour-padel,cat-padel-bags,brand-adidas-padel,ProTour 3.5,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,0,false,1,0,true,1,,
prod-head-tour-team-padel,cat-padel-bags,brand-head-padel,Tour Team Padel,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-head-elite-backpack,cat-padel-bags,brand-head-padel,Elite Backpack,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-wilson-super-tour-padel,cat-padel-bags,brand-wilson-padel,Bela Super Tour,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,0,false,1,0,true,4,,
prod-kuikma-paletero,cat-padel-bags,brand-kuikma,Kuikma Paletero,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-nox-pro-series-bag,cat-padel-bags,brand-nox,Pro Series Bag,current,draft,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-nox-at10-xxl-bag,cat-padel-bags,brand-nox,AT10 XXL,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,0,false,1,0,true,1,,
prod-siux-paletero,cat-padel-bags,brand-siux,Siux Paletero,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-bullpadel-gb1200,cat-padel-grips,brand-bullpadel,HaC,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-nox-pro-overgrip,cat-padel-grips,brand-nox,Pro Overgrip,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,0,false,1,0,true,2,€9.95 / 3-pack · €3.32 / grip,
prod-head-xtreme-soft,cat-padel-grips,brand-head-padel,Xtreme Soft,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,0,false,1,0,true,0,€2.29 / 1-pack · €2.29 / grip,
prod-babolat-pro-response,cat-padel-grips,brand-babolat-padel,Pro Response,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,Inventory NL_available=yes without priced Kitletics Offer.
prod-kuikma-overgrip,cat-padel-grips,brand-kuikma,Kuikma Overgrip Pro,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-head-hydrosorb,cat-padel-grips,brand-head-padel,Hydrosorb,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-babolat-syntec-pro,cat-padel-grips,brand-babolat-padel,Syntec Pro,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,Inventory NL_available=yes without priced Kitletics Offer.
prod-hesacore-padel,cat-padel-grips,brand-hesacore,Hesacore,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,0,false,1,0,true,0,€17.99 / 1-pack · €17.99 / grip,
prod-adidas-padel-overgrip,cat-padel-grips,brand-adidas-padel,Adidas Padel Overgrip,current,published,NO_CURRENT_OFFER_FOUND,NO_OFFER,RESEARCHED,0,0,false,0,0,false,0,,
prod-bullpadel-frame-protector,cat-padel-accessories,brand-bullpadel,Frame Protector,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,0,false,1,0,true,0,,
prod-nox-frame-protector,cat-padel-accessories,brand-nox,Transparent Protector,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,0,false,1,0,true,0,,
prod-bullpadel-pascal-box,cat-padel-accessories,brand-bullpadel,Pascal Box 3B,current,published,NL_AVAILABLE,NL_OFFER,RESEARCHED,1,0,false,1,0,true,1,,
