productId,url,status,indexable,expectedBrand,expectedCategory,heroSrc,mediaIdentity,semanticResult,alternativesHero
"prod-bullpadel-hack-04-hybrid","/products/bullpadel-hack-04-hybrid-2026","published","yes","bullpadel","rackets","/images/padel/products/bullpadel-hack-04-hybrid-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-bullpadel-hack-04-comfort","/products/bullpadel-hack-04-comfort-2026","published","yes","bullpadel","rackets","/images/padel/products/bullpadel-hack-04-comfort-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-bullpadel-neuron-02","/products/bullpadel-neuron-02-2026","published","yes","bullpadel","rackets","/images/padel/products/bullpadel-neuron-02-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-bullpadel-neuron-02-edge","/products/bullpadel-neuron-02-edge-2026","published","yes","bullpadel","rackets","/images/padel/products/bullpadel-neuron-02-edge-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-bullpadel-xplo","/products/bullpadel-xplo-2026","published","yes","bullpadel","rackets","/images/padel/products/bullpadel-xplo-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-bullpadel-xplo-comfort","/products/bullpadel-xplo-comfort-2026","published","yes","bullpadel","rackets","/images/padel/products/bullpadel-xplo-comfort-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-bullpadel-ionic-light","/products/bullpadel-ionic-light-2026","published","yes","bullpadel","rackets","/images/padel/products/bullpadel-ionic-light-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-bullpadel-indiga-ctr","/products/bullpadel-indiga-ctr-2026","published","yes","bullpadel","rackets","/images/padel/products/bullpadel-indiga-ctr-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-bullpadel-vertex-advance","/products/bullpadel-vertex-advance-2026","published","yes","bullpadel","rackets","/images/padel/products/bullpadel-vertex-advance-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-adidas-metalbone-3-5-2026","/products/adidas-metalbone-3-5-2026","published","yes","adidas-padel","rackets","/images/padel/products/adidas-metalbone-3-5-2026-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-adidas-metalbone-ctrl","/products/adidas-metalbone-ctrl-2026","published","yes","adidas-padel","rackets","/images/padel/products/adidas-metalbone-ctrl-2026-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-adidas-metalbone-team-light","/products/adidas-metalbone-team-light-2026","published","yes","adidas-padel","rackets","/images/padel/products/adidas-metalbone-team-light-2026-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-adidas-cross-it-light","/products/adidas-cross-it-light-2026","published","yes","adidas-padel","rackets","/images/padel/products/adidas-cross-it-light-2026-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-adidas-cross-it-ctrl","/products/adidas-cross-it-ctrl-2026","published","yes","adidas-padel","rackets","/images/padel/products/adidas-cross-it-ctrl-2026-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-adidas-arrow-hit-ctrl","/products/adidas-arrow-hit-ctrl-2026","published","yes","adidas-padel","rackets","/images/padel/products/adidas-arrow-hit-ctrl-2026-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-adidas-arrow-hit-attk","/products/adidas-arrow-hit-2026","published","yes","adidas-padel","rackets","/images/padel/products/adidas-arrow-hit-attk-2026-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-adidas-match-light","/products/adidas-match-light-2026","published","yes","adidas-padel","rackets","/images/padel/products/adidas-match-light-2026-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-head-coello-motion","/products/head-coello-motion-2026","published","yes","head","rackets","/images/padel/products/head-coello-motion-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-head-coello-team","/products/head-coello-team-2026","published","yes","head","rackets","/images/padel/products/head-coello-team-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-head-gravity-pro","/products/head-gravity-pro","published","yes","head","rackets","/images/padel/products/head-gravity-pro-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-head-gravity-motion","/products/head-gravity-motion","published","yes","head","rackets","/images/padel/products/head-gravity-motion-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-head-speed-pro","/products/head-speed-pro","published","yes","head","rackets","/images/padel/products/head-speed-pro-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-head-one-ultralight","/products/head-one-ultralight","published","yes","head","rackets","/images/padel/products/head-one-ultralight-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-babolat-air-viper","/products/babolat-air-viper-2-6","published","yes","babolat","rackets","/images/padel/products/babolat-air-viper-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-babolat-air-veron","/products/babolat-air-veron-2-6","published","yes","babolat","rackets","/images/padel/products/babolat-air-veron-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-siux-electra","/products/siux-electra-pro-2026","published","yes","siux","rackets","/images/padel/products/siux-electra-pro-2026-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-siux-fenix","/products/siux-fenix-pro-2026","published","yes","siux","rackets","/images/padel/products/siux-fenix-pro-2026-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-starvie-astrum","/products/starvie-astrum-plus-2026","published","yes","starvie","rackets","/images/padel/products/starvie-astrum-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-kuikma-pr-hybrid-carbon","/products/kuikma-pr-hybrid-carbon","published","yes","kuikma","rackets","/images/padel/products/kuikma-pr-hybrid-carbon-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-kuikma-pr-comfort-soft","/products/kuikma-pr-comfort-soft","published","yes","kuikma","rackets","/images/padel/products/kuikma-pr-comfort-soft-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-head-padel-pro-plus","/products/head-padel-pro-plus","published","yes","head","balls","/images/padel/products/head-padel-pro-plus-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-head-padel-team","/products/head-padel-team","published","yes","head","balls","/images/padel/products/head-padel-team-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-head-padel-one","/products/head-padel-one","published","yes","head","balls","/images/padel/products/head-padel-one-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-kuikma-pb-speed","/products/kuikma-pb-speed","published","yes","kuikma","balls","/images/padel/products/kuikma-pb-speed-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-kuikma-pb-control","/products/kuikma-pb-control","published","yes","kuikma","balls","/images/padel/products/kuikma-pb-control-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-kuikma-pb-club","/products/kuikma-pb-club","published","yes","kuikma","balls","/images/padel/balls/kuikma-pb-club-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-wilson-padel-premier","/products/wilson-padel-premier","published","yes","wilson","balls","/images/padel/products/wilson-padel-premier-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-wilson-padel-premier-speed","/products/wilson-padel-premier-speed","published","yes","wilson","balls","/images/padel/products/wilson-padel-premier-speed-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-bullpadel-premium-pro","/products/bullpadel-premium-pro","published","yes","bullpadel","balls","/images/padel/products/bullpadel-premium-pro-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-adidas-speed-rx","/products/adidas-speed-rx-padel-balls","published","yes","adidas-padel","balls","/images/padel/products/adidas-speed-rx-padel-balls-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-babolat-court-padel-balls","/products/babolat-court-padel-balls","published","yes","babolat","balls","/images/padel/products/babolat-court-padel-balls-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-dunlop-pro-padel","/products/dunlop-pro-padel","published","yes","dunlop-padel","balls","/images/padel/products/dunlop-pro-padel-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-tecnifibre-padel-team","/products/tecnifibre-padel-team-balls","published","yes","tecnifibre-padel","balls","/images/padel/products/tecnifibre-padel-team-balls-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-nox-at10-team-bag","/products/nox-at10-team-paletero","published","yes","nox","bags","/images/padel/products/nox-at10-team-paletero-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-babolat-rh-pro-padel","/products/babolat-rh-pro-padel","published","yes","babolat","bags","/images/padel/products/babolat-rh-pro-padel-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-bullpadel-vertex-backpack","/products/bullpadel-vertex-geo-backpack","published","yes","bullpadel","bags","/images/padel/products/bullpadel-vertex-geo-backpack-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-tecnifibre-tour-endurance-backpack","/products/tecnifibre-tour-endurance-padel-backpack","published","yes","tecnifibre-padel","bags","/images/padel/products/tecnifibre-tour-endurance-padel-backpack-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-babolat-court-backpack","/products/babolat-court-backpack","published","yes","babolat","bags","/images/padel/products/babolat-court-backpack-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-adidas-protour-padel","/products/adidas-protour-padel-bag","published","yes","adidas-padel","bags","/images/padel/products/adidas-protour-padel-bag-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-head-tour-team-padel","/products/head-tour-team-padel-bag","published","yes","head","bags","/images/padel/bags/head-tour-team-padel-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-head-elite-backpack","/products/head-elite-padel-backpack","published","yes","head","bags","/images/padel/products/head-elite-padel-backpack-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-wilson-super-tour-padel","/products/wilson-super-tour-padel-bag","published","yes","wilson","bags","/images/padel/products/wilson-super-tour-padel-bag-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-nox-at10-xxl-bag","/products/nox-at10-xxl-padel-bag","published","yes","nox","bags","/images/padel/products/nox-at10-xxl-padel-bag-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-bullpadel-gb1200","/products/bullpadel-hac-overgrip","published","yes","bullpadel","grips","/images/padel/products/bullpadel-hac-overgrip-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-nox-pro-overgrip","/products/nox-pro-overgrip","published","yes","nox","grips","/images/padel/products/nox-pro-overgrip-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-head-xtreme-soft","/products/head-xtreme-soft-overgrip","published","yes","head","grips","/images/padel/products/head-xtreme-soft-overgrip-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-babolat-pro-response","/products/babolat-pro-response-overgrip","published","yes","babolat","grips","/images/padel/products/babolat-pro-response-overgrip-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-kuikma-overgrip","/products/kuikma-padel-overgrip","published","yes","kuikma","grips","/images/padel/products/kuikma-padel-overgrip-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-babolat-syntec-pro","/products/babolat-syntec-pro-replacement-grip","published","yes","babolat","grips","/images/padel/products/babolat-syntec-pro-replacement-grip-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-hesacore-padel","/products/hesacore-padel-grip","published","yes","hesacore","grips","/images/padel/products/hesacore-padel-grip-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-adidas-padel-overgrip","/products/adidas-padel-overgrip","published","yes","adidas-padel","grips","/images/padel/grips/adidas-padel-overgrip-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-bullpadel-frame-protector","/products/bullpadel-frame-protector-3-pack","published","yes","bullpadel","accessories","/images/padel/products/bullpadel-frame-protector-3-pack-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-nox-frame-protector","/products/nox-transparent-frame-protector","published","yes","nox","accessories","/images/padel/products/nox-transparent-frame-protector-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-bullpadel-pascal-box","/products/bullpadel-pascal-box-3b","published","yes","bullpadel","accessories","/images/padel/products/bullpadel-pascal-box-3b-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-head-x3-pressurizer","/products/head-x3-ball-pressurizer","published","yes","head","accessories","/images/padel/products/head-x3-ball-pressurizer-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-bullpadel-custom-weight","/products/bullpadel-protector-custom-weight","published","yes","bullpadel","accessories","/images/padel/products/bullpadel-protector-custom-weight-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-4on-totalgrip","/products/4on-totalgrip","published","yes","4on","accessories","/images/padel/accessories/4on-totalgrip-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-ball-rescuer-ball-rescuer","/products/ball-rescuer-ball-rescuer","published","yes","ball-rescuer","accessories","/images/padel/accessories/ball-rescuer-ball-rescuer-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-black-crown-black-crown-wristband","/products/black-crown-black-crown-wristband","published","yes","black-crown","accessories","/images/padel/accessories/black-crown-black-crown-wristband-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-bullpadel-custom-weight-grip","/products/bullpadel-custom-weight-grip","published","yes","bullpadel","accessories","/images/padel/accessories/bullpadel-custom-weight-grip-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-bullpadel-frame-protector-uni","/products/bullpadel-frame-protector-uni","published","yes","bullpadel","accessories","/images/padel/accessories/bullpadel-frame-protector-uni-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-enebe-enebe-protector-line","/products/enebe-enebe-protector-line","published","yes","enebe","accessories","/images/padel/accessories/enebe-enebe-protector-line-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-head-antishock-skin","/products/head-antishock-skin","published","yes","head","accessories","/images/padel/accessories/head-antishock-skin-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-head-x3-pump","/products/head-x3-pump","published","yes","head","accessories","/images/padel/accessories/head-x3-pump-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-nox-weight-balancer-2-4g","/products/nox-weight-balancer-2-4g","published","yes","nox","accessories","/images/padel/accessories/nox-weight-balancer-2-4g-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-shockout-gravity","/products/shockout-gravity","published","yes","shockout","accessories","/images/padel/accessories/shockout-gravity-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-softee-softee-protector","/products/softee-softee-protector","published","yes","softee","accessories","/images/padel/accessories/softee-softee-protector-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-starvie-transparent-protector-2026","/products/starvie-transparent-protector-2026","published","yes","starvie","accessories","/images/padel/accessories/starvie-transparent-protector-2026-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-vibora-vibor-a-transparent","/products/vibora-vibor-a-transparent","published","yes","vibora","accessories","/images/padel/accessories/vibora-vibor-a-transparent-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-adidas-control-2026","/products/adidas-control-2026","published","yes","adidas-padel","bags","/images/padel/bags/adidas-control-2026-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-adidas-protour-backpack-2026","/products/adidas-protour-backpack-2026","published","yes","adidas-padel","bags","/images/padel/bags/adidas-protour-backpack-2026-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-adidas-tour","/products/adidas-tour","published","yes","adidas-padel","bags","/images/padel/bags/adidas-tour-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-babolat-rh-perf","/products/babolat-rh-perf","published","yes","babolat","bags","/images/padel/bags/babolat-rh-perf-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-black-crown-spartan","/products/black-crown-spartan","published","yes","black-crown","bags","/images/padel/bags/black-crown-spartan-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-black-crown-thunder","/products/black-crown-thunder","published","yes","black-crown","bags","/images/padel/bags/black-crown-thunder-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-black-crown-ultimate-pro-2-0","/products/black-crown-ultimate-pro-2-0","published","yes","black-crown","bags","/images/padel/bags/black-crown-ultimate-pro-2-0-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-bullpadel-casual-bpp26016","/products/bullpadel-casual-bpp26016","published","yes","bullpadel","bags","/images/padel/bags/bullpadel-casual-bpp26016-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-bullpadel-elite-bpp26019","/products/bullpadel-elite-bpp26019","published","yes","bullpadel","bags","/images/padel/bags/bullpadel-elite-bpp26019-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-bullpadel-icon-bpp26023","/products/bullpadel-icon-bpp26023","published","yes","bullpadel","bags","/images/padel/bags/bullpadel-icon-bpp26023-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-bullpadel-ionic-bpp26005","/products/bullpadel-ionic-bpp26005","published","yes","bullpadel","bags","/images/padel/bags/bullpadel-ionic-bpp26005-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-bullpadel-neuron-bpm26020","/products/bullpadel-neuron-bpm26020","published","yes","bullpadel","bags","/images/padel/bags/bullpadel-neuron-bpm26020-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-bullpadel-pearl-bpm27017","/products/bullpadel-pearl-bpm27017","published","yes","bullpadel","bags","/images/padel/bags/bullpadel-pearl-bpm27017-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-bullpadel-tour-bpp26015","/products/bullpadel-tour-bpp26015","published","yes","bullpadel","bags","/images/padel/bags/bullpadel-tour-bpp26015-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-bullpadel-wonder-bpp26024","/products/bullpadel-wonder-bpp26024","published","yes","bullpadel","bags","/images/padel/bags/bullpadel-wonder-bpp26024-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-bullpadel-xplo-bpp26022","/products/bullpadel-xplo-bpp26022","published","yes","bullpadel","bags","/images/padel/bags/bullpadel-xplo-bpp26022-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-bullpadel-bpm26002-hack","/products/bullpadel-bpm26002-hack","published","yes","bullpadel","bags","/images/padel/bags/bullpadel-bpm26002-hack-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-bullpadel-bpm26007-bpm26008-vertex","/products/bullpadel-bpm26007-bpm26008-vertex","published","yes","bullpadel","bags","/images/padel/bags/bullpadel-bpm26007-bpm26008-vertex-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-bullpadel-bpp26001-vertex","/products/bullpadel-bpp26001-vertex","published","yes","bullpadel","bags","/images/padel/bags/bullpadel-bpp26001-vertex-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-bullpadel-bpp26022-xplo","/products/bullpadel-bpp26022-xplo","published","yes","bullpadel","bags","/images/padel/bags/bullpadel-bpp26022-xplo-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
