productId,slug,category,brand,status,revokedWrongMedia,priorHeroSrc,priorSourceUrl,identityReasons,researchPriority,sourcePriority
"prod-bullpadel-wristband","bullpadel-padel-wristband","accessories","bullpadel","draft","yes","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-head-smartsorb","head-smartsorb","accessories","head","draft","yes","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-adidas-adidas-protector","adidas-adidas-protector","accessories","adidas-padel","draft","yes","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-adidas-adidas-wristband","adidas-adidas-wristband","accessories","adidas-padel","draft","yes","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-alacran-alacran-basket","alacran-alacran-basket","accessories","alacran","draft","yes","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-alacran-wide-ancha","alacran-wide-ancha","accessories","alacran","draft","yes","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-babolat-babolat-protector","babolat-babolat-protector","accessories","babolat","draft","yes","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-babolat-babolat-wristband","babolat-babolat-wristband","accessories","babolat","draft","yes","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-ball-rescuer-premium","ball-rescuer-premium","accessories","ball-rescuer","draft","no","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-black-crown-vibranium-transparent","black-crown-vibranium-transparent","accessories","black-crown","draft","yes","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-bounce-bounce-padel-x4","bounce-bounce-padel-x4","accessories","bounce-tube","draft","no","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-bullpadel-bpmu252-bpmu253","bullpadel-bpmu252-bpmu253","accessories","bullpadel","draft","yes","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-bullpadel-pascal-box-switch-3b","bullpadel-pascal-box-switch-3b","accessories","bullpadel","draft","no","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-bullpadel-bullpadel-headband","bullpadel-bullpadel-headband","accessories","bullpadel","draft","yes","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-bullpadel-metalshield","bullpadel-metalshield","accessories","bullpadel","draft","yes","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-bullpadel-pascal-box-4b","bullpadel-pascal-box-4b","accessories","bullpadel","draft","no","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-bullpadel-pascal-box-pro","bullpadel-pascal-box-pro","accessories","bullpadel","draft","no","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-bullpadel-pascal-box-switch","bullpadel-pascal-box-switch","accessories","bullpadel","draft","no","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-bullpadel-custom-weight-protector","bullpadel-custom-weight-protector","accessories","bullpadel","draft","no","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-head-head-ball-cart","head-head-ball-cart","accessories","head","draft","no","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-head-pick-up-tube","head-pick-up-tube","accessories","head","draft","yes","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-head-court-basket-70","head-court-basket-70","accessories","head","draft","no","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-head-ball-basket","head-ball-basket","accessories","head","draft","no","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-head-protector-tape","head-protector-tape","accessories","head","draft","no","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-head-headband","head-headband","accessories","head","draft","no","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-head-x100","head-x100","accessories","head","draft","no","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-head-head-logo-wristband","head-head-logo-wristband","accessories","head","draft","no","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-head-coaching-kit","head-coaching-kit","accessories","head","draft","yes","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-head-dome-cones","head-dome-cones","accessories","head","draft","yes","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-head-performance-headband","head-performance-headband","accessories","head","draft","no","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-head-head-targets","head-head-targets","accessories","head","draft","no","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-head-x4-pump","head-x4-pump","accessories","head","draft","no","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-nox-nox-pickup-tube","nox-nox-pickup-tube","accessories","nox","draft","no","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-nox-nox-color-pack","nox-nox-color-pack","accessories","nox","draft","yes","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-nox-texture-protector","nox-texture-protector","accessories","nox","draft","no","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-nox-transparent-protection-tape","nox-transparent-protection-tape","accessories","nox","draft","no","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-pascal-box-compressor","pascal-box-compressor","accessories","pascal-box","draft","yes","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-pascal-box-compressor-pro","pascal-box-compressor-pro","accessories","pascal-box","draft","no","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-shockout-shockout-protector","shockout-shockout-protector","accessories","shockout","draft","no","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-shockout-padel-balls-design","shockout-padel-balls-design","accessories","shockout","draft","no","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-siux-siux-logo-transparent","siux-siux-logo-transparent","accessories","siux","draft","no","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-softee-softee-basket","softee-softee-basket","accessories","softee","draft","yes","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-softee-cube-pro","softee-cube-pro","accessories","softee","draft","yes","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-softee-max-tube","softee-max-tube","accessories","softee","draft","no","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-softee-press-pro-x3","softee-press-pro-x3","accessories","softee","draft","no","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-tuboplus-tuboplus-29psi-x3","tuboplus-tuboplus-29psi-x3","accessories","tuboplus","draft","no","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-tuboplus-29psi-x3e","tuboplus-29psi-x3e","accessories","tuboplus","draft","no","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-tuboplus-29psi-x4e","tuboplus-29psi-x4e","accessories","tuboplus","draft","no","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-tuboplus-boost","tuboplus-boost","accessories","tuboplus","draft","no","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-tuboplus-r3play","tuboplus-r3play","accessories","tuboplus","draft","yes","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-tuboplus-r3set","tuboplus-r3set","accessories","tuboplus","draft","no","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-tuboplus-repl4y","tuboplus-repl4y","accessories","tuboplus","draft","no","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-tuboplus-tuboplus-x4","tuboplus-tuboplus-x4","accessories","tuboplus","draft","no","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-tuboplus-tubox3","tuboplus-tubox3","accessories","tuboplus","draft","no","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-wilson-wilson-weight-tape","wilson-wilson-weight-tape","accessories","wilson","draft","yes","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-wilson-wilson-protector","wilson-wilson-protector","accessories","wilson","draft","no","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-adidas-metalbone-bag","adidas-metalbone-bag","bags","adidas-padel","draft","yes","/images/padel/products/bag.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-adidas-multigame-backpack-2026","adidas-multigame-backpack-2026","bags","adidas-padel","draft","no","/images/padel/products/bag.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-adidas-multigame-2026","adidas-multigame-2026","bags","adidas-padel","draft","no","/images/padel/products/bag.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-adidas-weekend","adidas-weekend","bags","adidas-padel","draft","no","/images/padel/products/bag.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-babolat-backpack-kids","babolat-backpack-kids","bags","babolat","draft","no","/images/padel/products/bag.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-babolat-court-backpack-lite","babolat-court-backpack-lite","bags","babolat","draft","no","/images/padel/products/bag.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-bullpadel-advance-bpp26014","bullpadel-advance-bpp26014","bags","bullpadel","draft","yes","/images/padel/products/bag.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-bullpadel-hack-bpm26002","bullpadel-hack-bpm26002","bags","bullpadel","draft","yes","/images/padel/products/bag.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-bullpadel-neuron-bpp26020","bullpadel-neuron-bpp26020","bags","bullpadel","draft","no","/images/padel/products/bag.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-bullpadel-pearl-bpp26021","bullpadel-pearl-bpp26021","bags","bullpadel","draft","no","/images/padel/products/bag.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-bullpadel-trolley-bpp26011","bullpadel-trolley-bpp26011","bags","bullpadel","draft","no","/images/padel/products/bag.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-bullpadel-vertex-bpp26001","bullpadel-vertex-bpp26001","bags","bullpadel","draft","yes","/images/padel/products/bag.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-bullpadel-vertex-geo-premier-bpm26008","bullpadel-vertex-geo-premier-bpm26008","bags","bullpadel","draft","yes","/images/padel/products/bag.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-bullpadel-flow-bpp26006","bullpadel-flow-bpp26006","bags","bullpadel","draft","yes","/images/padel/products/bag.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-bullpadel-hack-bpp26012","bullpadel-hack-bpp26012","bags","bullpadel","draft","yes","/images/padel/products/bag.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-bullpadel-bpp26005-ionic","bullpadel-bpp26005-ionic","bags","bullpadel","draft","no","/images/padel/products/bag.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-bullpadel-bpm26022-xplo","bullpadel-bpm26022-xplo","bags","bullpadel","draft","no","/images/padel/products/bag.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-drop-shot-axion-backpack","drop-shot-axion-backpack","bags","drop-shot","draft","no","/images/padel/products/bag.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-drop-shot-axion","drop-shot-axion","bags","drop-shot","draft","no","/images/padel/products/bag.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-drop-shot-fenix","drop-shot-fenix","bags","drop-shot","draft","no","/images/padel/products/bag.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-drop-shot-lcp","drop-shot-lcp","bags","drop-shot","draft","yes","/images/padel/products/bag.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-head-elite-supercombi","head-elite-supercombi","bags","head","draft","no","/images/padel/products/bag.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-head-tour-team-cb-2026","head-tour-team-cb-2026","bags","head","draft","no","/images/padel/products/bag.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-head-pro-x-duffle-l","head-pro-x-duffle-l","bags","head","draft","no","/images/padel/products/bag.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-head-tour-padel-bag-l","head-tour-padel-bag-l","bags","head","draft","no","/images/padel/products/bag.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-head-tour-team-elite","head-tour-team-elite","bags","head","draft","no","/images/padel/products/bag.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-joma-pro","joma-pro","bags","joma","draft","yes","/images/padel/products/bag.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-kuikma-backpack","kuikma-backpack","bags","kuikma","draft","no","/images/padel/products/bag.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-kuikma-pbp-elite","kuikma-pbp-elite","bags","kuikma","draft","no","/images/padel/products/bag.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-nox-at10-team-backpack","nox-at10-team-backpack","bags","nox","draft","no","/images/padel/products/bag.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-nox-ml10-competition-xl-compact","nox-ml10-competition-xl-compact","bags","nox","draft","no","/images/padel/products/bag.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-nox-ml10-team-backpack","nox-ml10-team-backpack","bags","nox","draft","no","/images/padel/products/bag.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-nox-ml10-team","nox-ml10-team","bags","nox","draft","no","/images/padel/products/bag.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-nox-at10-competition-xl-compact","nox-at10-competition-xl-compact","bags","nox","draft","no","/images/padel/products/bag.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-nox-pro-series","nox-pro-series","bags","nox","draft","no","/images/padel/products/bag.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-nox-street-series","nox-street-series","bags","nox","draft","no","/images/padel/products/bag.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-oxdog-cube","oxdog-cube","bags","oxdog","draft","yes","/images/padel/products/bag.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-oxdog-hyper-pro-thermo","oxdog-hyper-pro-thermo","bags","oxdog","draft","yes","/images/padel/products/bag.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-oxdog-x-padel-pro-thermo","oxdog-x-padel-pro-thermo","bags","oxdog","draft","no","/images/padel/products/bag.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-tecnifibre-tour-endurance-ultra","tecnifibre-tour-endurance-ultra","bags","tecnifibre-padel","draft","no","/images/padel/products/bag.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-varlion-ambassador","varlion-ambassador","bags","varlion","draft","no","/images/padel/products/bag.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-varlion-summum-backpack","varlion-summum-backpack","bags","varlion","draft","yes","/images/padel/products/bag.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-wilson-bela-backpack","wilson-bela-backpack","bags","wilson","draft","yes","/images/padel/products/bag.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-adidas-pro-bounce","adidas-pro-bounce","balls","adidas-padel","draft","yes","/images/padel/products/balls.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-adidas-serie-tour","adidas-serie-tour","balls","adidas-padel","draft","no","/images/padel/products/balls.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-babolat-ace","babolat-ace","balls","babolat","draft","no","/images/padel/products/balls.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-babolat-short","babolat-short","balls","babolat","draft","yes","/images/padel/products/balls.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-bullpadel-fip-next","bullpadel-fip-next","balls","bullpadel","draft","no","/images/padel/products/balls.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
