heroSrc,productIds,slugs,reuseClass,notes
/images/padel/products/joma-slam-lady-hero.jpg,prod-joma-slam-lady,joma-slam-lady,UNIQUE,
/images/padel/products/joma-spin-men-hero.jpg,prod-joma-spin-men,joma-spin-men,UNIQUE,
/images/padel/products/head-sprint-pro-4-padel-hero.jpg,prod-head-sprint-pro-4-padel,head-sprint-pro-4-padel,UNIQUE,
/images/padel/products/wilson-rush-pro-5-padel-hero.jpg,prod-wilson-rush-pro-5-padel,wilson-rush-pro-5-padel,UNIQUE,
/images/padel/products/kuikma-ps-990-hero.jpg,prod-kuikma-ps-990,kuikma-ps-990,UNIQUE,
/images/padel/products/asics-gel-resolution-padel-women-hero.jpg,prod-asics-gel-resolution-padel-w,asics-gel-resolution-padel-women,UNIQUE,
/images/padel/products/asics-solution-swift-ff-padel-women-hero.jpg,prod-asics-solution-swift-padel-w,asics-solution-swift-ff-padel-women,UNIQUE,
/images/padel/products/joma-spin-lady-hero.jpg,prod-joma-spin-lady,joma-spin-lady,UNIQUE,
/images/padel/products/babolat-jet-premura-2-hero.jpg,prod-babolat-jet-premura-2-men,babolat-jet-premura-2,UNIQUE,
/images/padel/products/nox-at10-genius-attack-18k-2026-hero.jpg,prod-nox-at10-attack-18k-2026,nox-at10-genius-attack-18k-2026,UNIQUE,
/images/padel/products/nox-equation-soft-advanced-2026-hero.jpg,prod-nox-equation-soft-2026,nox-equation-soft-advanced-2026,UNIQUE,
/images/padel/products/bullpadel-vertex-05-hybrid-hero.jpg,prod-bullpadel-vertex-05-hybrid,bullpadel-vertex-05-hybrid-2026,UNIQUE,
/images/padel/products/bullpadel-vertex-05-w-hero.jpg,prod-bullpadel-vertex-05-w,bullpadel-vertex-05-w-2026,UNIQUE,
/images/padel/products/bullpadel-hack-04-hybrid-hero.jpg,prod-bullpadel-hack-04-hybrid,bullpadel-hack-04-hybrid-2026,UNIQUE,
/images/padel/products/bullpadel-hack-04-comfort-hero.jpg,prod-bullpadel-hack-04-comfort,bullpadel-hack-04-comfort-2026,UNIQUE,
/images/padel/products/bullpadel-neuron-02-hero.jpg,prod-bullpadel-neuron-02,bullpadel-neuron-02-2026,UNIQUE,
/images/padel/products/bullpadel-neuron-02-edge-hero.jpg,prod-bullpadel-neuron-02-edge,bullpadel-neuron-02-edge-2026,UNIQUE,
/images/padel/products/bullpadel-xplo-hero.jpg,prod-bullpadel-xplo,bullpadel-xplo-2026,UNIQUE,
/images/padel/products/bullpadel-xplo-comfort-hero.jpg,prod-bullpadel-xplo-comfort,bullpadel-xplo-comfort-2026,UNIQUE,
/images/padel/products/bullpadel-ionic-light-hero.jpg,prod-bullpadel-ionic-light,bullpadel-ionic-light-2026,UNIQUE,
/images/padel/products/bullpadel-indiga-ctr-hero.jpg,prod-bullpadel-indiga-ctr,bullpadel-indiga-ctr-2026,UNIQUE,
/images/padel/products/bullpadel-vertex-advance-hero.jpg,prod-bullpadel-vertex-advance,bullpadel-vertex-advance-2026,UNIQUE,
/images/padel/products/adidas-metalbone-3-5-2026-hero.jpg,prod-adidas-metalbone-3-5-2026,adidas-metalbone-3-5-2026,UNIQUE,
/images/padel/products/adidas-metalbone-ctrl-2026-hero.jpg,prod-adidas-metalbone-ctrl,adidas-metalbone-ctrl-2026,UNIQUE,
/images/padel/products/adidas-metalbone-team-light-2026-hero.jpg,prod-adidas-metalbone-team-light,adidas-metalbone-team-light-2026,UNIQUE,
/images/padel/products/adidas-cross-it-light-2026-hero.jpg,prod-adidas-cross-it-light,adidas-cross-it-light-2026,UNIQUE,
/images/padel/products/adidas-cross-it-ctrl-2026-hero.jpg,prod-adidas-cross-it-ctrl,adidas-cross-it-ctrl-2026,UNIQUE,
/images/padel/products/adidas-arrow-hit-ctrl-2026-hero.jpg,prod-adidas-arrow-hit-ctrl,adidas-arrow-hit-ctrl-2026,UNIQUE,
/images/padel/products/adidas-arrow-hit-attk-2026-hero.jpg,prod-adidas-arrow-hit-attk,adidas-arrow-hit-2026,UNIQUE,
/images/padel/products/adidas-match-light-2026-hero.jpg,prod-adidas-match-light,adidas-match-light-2026,UNIQUE,
/images/padel/products/head-coello-motion-hero.jpg,prod-head-coello-motion,head-coello-motion-2026,UNIQUE,
/images/padel/products/head-coello-team-hero.jpg,prod-head-coello-team,head-coello-team-2026,UNIQUE,
/images/padel/products/head-gravity-pro-hero.jpg,prod-head-gravity-pro,head-gravity-pro,UNIQUE,
/images/padel/products/head-gravity-motion-hero.jpg,prod-head-gravity-motion,head-gravity-motion,UNIQUE,
/images/padel/products/head-speed-pro-hero.jpg,prod-head-speed-pro,head-speed-pro,UNIQUE,
/images/padel/products/head-one-ultralight-hero.jpg,prod-head-one-ultralight,head-one-ultralight,UNIQUE,
/images/padel/products/babolat-air-viper-hero.jpg,prod-babolat-air-viper,babolat-air-viper-2-6,UNIQUE,
/images/padel/products/babolat-air-veron-hero.jpg,prod-babolat-air-veron,babolat-air-veron-2-6,UNIQUE,
/images/padel/products/siux-electra-pro-2026-hero.jpg,prod-siux-electra,siux-electra-pro-2026,UNIQUE,
/images/padel/products/siux-fenix-pro-2026-hero.jpg,prod-siux-fenix,siux-fenix-pro-2026,UNIQUE,
/images/padel/products/starvie-astrum-hero.jpg,prod-starvie-astrum,starvie-astrum-plus-2026,UNIQUE,
/images/padel/products/kuikma-pr-hybrid-carbon-hero.jpg,prod-kuikma-pr-hybrid-carbon,kuikma-pr-hybrid-carbon,UNIQUE,
/images/padel/products/kuikma-pr-comfort-soft-hero.jpg,prod-kuikma-pr-comfort-soft,kuikma-pr-comfort-soft,UNIQUE,
/images/padel/products/head-padel-pro-plus-hero.jpg,prod-head-padel-pro-plus,head-padel-pro-plus,UNIQUE,
/images/padel/products/head-padel-team-hero.jpg,prod-head-padel-team,head-padel-team,UNIQUE,
/images/padel/products/head-padel-one-hero.jpg,prod-head-padel-one,head-padel-one,UNIQUE,
/images/padel/products/kuikma-pb-speed-hero.jpg,prod-kuikma-pb-speed,kuikma-pb-speed,UNIQUE,
/images/padel/products/kuikma-pb-control-hero.jpg,prod-kuikma-pb-control,kuikma-pb-control,UNIQUE,
/images/padel/balls/kuikma-pb-club-hero.jpg,prod-kuikma-pb-club,kuikma-pb-club,UNIQUE,
/images/padel/products/wilson-padel-premier-hero.jpg,prod-wilson-padel-premier,wilson-padel-premier,UNIQUE,
/images/padel/products/wilson-padel-premier-speed-hero.jpg,prod-wilson-padel-premier-speed,wilson-padel-premier-speed,UNIQUE,
/images/padel/products/bullpadel-premium-pro-hero.jpg,prod-bullpadel-premium-pro,bullpadel-premium-pro,UNIQUE,
/images/padel/products/adidas-speed-rx-padel-balls-hero.jpg,prod-adidas-speed-rx,adidas-speed-rx-padel-balls,UNIQUE,
/images/padel/products/babolat-court-padel-balls-hero.jpg,prod-babolat-court-padel-balls,babolat-court-padel-balls,UNIQUE,
/images/padel/products/dunlop-pro-padel-hero.jpg,prod-dunlop-pro-padel,dunlop-pro-padel,UNIQUE,
/images/padel/products/tecnifibre-padel-team-balls-hero.jpg,prod-tecnifibre-padel-team,tecnifibre-padel-team-balls,UNIQUE,
/images/padel/products/nox-at10-team-paletero-hero.jpg,prod-nox-at10-team-bag,nox-at10-team-paletero,UNIQUE,
/images/padel/products/babolat-rh-pro-padel-hero.jpg,prod-babolat-rh-pro-padel,babolat-rh-pro-padel,UNIQUE,
/images/padel/products/bullpadel-vertex-geo-backpack-hero.jpg,prod-bullpadel-vertex-backpack,bullpadel-vertex-geo-backpack,UNIQUE,
/images/padel/products/tecnifibre-tour-endurance-padel-backpack-hero.jpg,prod-tecnifibre-tour-endurance-backpack,tecnifibre-tour-endurance-padel-backpack,UNIQUE,
/images/padel/products/babolat-court-backpack-hero.jpg,prod-babolat-court-backpack,babolat-court-backpack,UNIQUE,
/images/padel/products/adidas-protour-padel-bag-hero.jpg,prod-adidas-protour-padel,adidas-protour-padel-bag,UNIQUE,
/images/padel/bags/head-tour-team-padel-hero.jpg,prod-head-tour-team-padel,head-tour-team-padel-bag,UNIQUE,
/images/padel/products/head-elite-padel-backpack-hero.jpg,prod-head-elite-backpack,head-elite-padel-backpack,UNIQUE,
/images/padel/products/wilson-super-tour-padel-bag-hero.jpg,prod-wilson-super-tour-padel,wilson-super-tour-padel-bag,UNIQUE,
/images/padel/products/nox-at10-xxl-padel-bag-hero.jpg,prod-nox-at10-xxl-bag,nox-at10-xxl-padel-bag,UNIQUE,
/images/padel/products/bullpadel-hac-overgrip-hero.jpg,prod-bullpadel-gb1200,bullpadel-hac-overgrip,UNIQUE,
/images/padel/products/nox-pro-overgrip-hero.jpg,prod-nox-pro-overgrip,nox-pro-overgrip,UNIQUE,
/images/padel/products/head-xtreme-soft-overgrip-hero.jpg,prod-head-xtreme-soft,head-xtreme-soft-overgrip,UNIQUE,
/images/padel/products/babolat-pro-response-overgrip-hero.jpg,prod-babolat-pro-response,babolat-pro-response-overgrip,UNIQUE,
/images/padel/products/kuikma-padel-overgrip-hero.jpg,prod-kuikma-overgrip,kuikma-padel-overgrip,UNIQUE,
/images/padel/products/babolat-syntec-pro-replacement-grip-hero.jpg,prod-babolat-syntec-pro,babolat-syntec-pro-replacement-grip,UNIQUE,
/images/padel/products/hesacore-padel-grip-hero.jpg,prod-hesacore-padel,hesacore-padel-grip,UNIQUE,
/images/padel/grips/adidas-padel-overgrip-hero.jpg,prod-adidas-padel-overgrip,adidas-padel-overgrip,UNIQUE,
/images/padel/products/bullpadel-frame-protector-3-pack-hero.jpg,prod-bullpadel-frame-protector,bullpadel-frame-protector-3-pack,UNIQUE,
/images/padel/products/nox-transparent-frame-protector-hero.jpg,prod-nox-frame-protector,nox-transparent-frame-protector,UNIQUE,
/images/padel/products/bullpadel-pascal-box-3b-hero.jpg,prod-bullpadel-pascal-box,bullpadel-pascal-box-3b,UNIQUE,
/images/padel/products/head-x3-ball-pressurizer-hero.jpg,prod-head-x3-pressurizer,head-x3-ball-pressurizer,UNIQUE,
/images/padel/products/bullpadel-protector-custom-weight-hero.jpg,prod-bullpadel-custom-weight,bullpadel-protector-custom-weight,UNIQUE,
/images/padel/accessories/4on-totalgrip-hero.jpg,prod-4on-totalgrip,4on-totalgrip,UNIQUE,
/images/padel/accessories/ball-rescuer-ball-rescuer-hero.jpg,prod-ball-rescuer-ball-rescuer,ball-rescuer-ball-rescuer,UNIQUE,
/images/padel/accessories/black-crown-black-crown-wristband-hero.jpg,prod-black-crown-black-crown-wristband,black-crown-black-crown-wristband,UNIQUE,
/images/padel/accessories/bullpadel-custom-weight-grip-hero.jpg,prod-bullpadel-custom-weight-grip,bullpadel-custom-weight-grip,UNIQUE,
/images/padel/accessories/bullpadel-frame-protector-uni-hero.jpg,prod-bullpadel-frame-protector-uni,bullpadel-frame-protector-uni,UNIQUE,
/images/padel/accessories/enebe-enebe-protector-line-hero.jpg,prod-enebe-enebe-protector-line,enebe-enebe-protector-line,UNIQUE,
/images/padel/accessories/head-antishock-skin-hero.jpg,prod-head-antishock-skin,head-antishock-skin,UNIQUE,
/images/padel/accessories/head-x3-pump-hero.jpg,prod-head-x3-pump,head-x3-pump,UNIQUE,
/images/padel/accessories/nox-weight-balancer-2-4g-hero.jpg,prod-nox-weight-balancer-2-4g,nox-weight-balancer-2-4g,UNIQUE,
/images/padel/accessories/shockout-gravity-hero.jpg,prod-shockout-gravity,shockout-gravity,UNIQUE,
/images/padel/accessories/softee-softee-protector-hero.jpg,prod-softee-softee-protector,softee-softee-protector,UNIQUE,
/images/padel/accessories/starvie-transparent-protector-2026-hero.jpg,prod-starvie-transparent-protector-2026,starvie-transparent-protector-2026,UNIQUE,
/images/padel/accessories/vibora-vibor-a-transparent-hero.jpg,prod-vibora-vibor-a-transparent,vibora-vibor-a-transparent,UNIQUE,
/images/padel/bags/adidas-control-2026-hero.jpg,prod-adidas-control-2026,adidas-control-2026,UNIQUE,
/images/padel/bags/adidas-protour-backpack-2026-hero.jpg,prod-adidas-protour-backpack-2026,adidas-protour-backpack-2026,UNIQUE,
/images/padel/bags/adidas-tour-hero.jpg,prod-adidas-tour,adidas-tour,UNIQUE,
/images/padel/bags/babolat-rh-perf-hero.jpg,prod-babolat-rh-perf,babolat-rh-perf,UNIQUE,
/images/padel/bags/black-crown-spartan-hero.jpg,prod-black-crown-spartan,black-crown-spartan,UNIQUE,
/images/padel/bags/black-crown-thunder-hero.jpg,prod-black-crown-thunder,black-crown-thunder,UNIQUE,
/images/padel/bags/black-crown-ultimate-pro-2-0-hero.jpg,prod-black-crown-ultimate-pro-2-0,black-crown-ultimate-pro-2-0,UNIQUE,
/images/padel/bags/bullpadel-casual-bpp26016-hero.jpg,prod-bullpadel-casual-bpp26016,bullpadel-casual-bpp26016,UNIQUE,
/images/padel/bags/bullpadel-elite-bpp26019-hero.jpg,prod-bullpadel-elite-bpp26019,bullpadel-elite-bpp26019,UNIQUE,
/images/padel/bags/bullpadel-icon-bpp26023-hero.jpg,prod-bullpadel-icon-bpp26023,bullpadel-icon-bpp26023,UNIQUE,
/images/padel/bags/bullpadel-ionic-bpp26005-hero.jpg,prod-bullpadel-ionic-bpp26005,bullpadel-ionic-bpp26005,UNIQUE,
/images/padel/bags/bullpadel-neuron-bpm26020-hero.jpg,prod-bullpadel-neuron-bpm26020,bullpadel-neuron-bpm26020,UNIQUE,
/images/padel/bags/bullpadel-pearl-bpm27017-hero.jpg,prod-bullpadel-pearl-bpm27017,bullpadel-pearl-bpm27017,UNIQUE,
/images/padel/bags/bullpadel-tour-bpp26015-hero.jpg,prod-bullpadel-tour-bpp26015,bullpadel-tour-bpp26015,UNIQUE,
/images/padel/bags/bullpadel-wonder-bpp26024-hero.jpg,prod-bullpadel-wonder-bpp26024,bullpadel-wonder-bpp26024,UNIQUE,
/images/padel/bags/bullpadel-xplo-bpp26022-hero.jpg,prod-bullpadel-xplo-bpp26022,bullpadel-xplo-bpp26022,UNIQUE,
/images/padel/bags/bullpadel-bpm26002-hack-hero.jpg,prod-bullpadel-bpm26002-hack,bullpadel-bpm26002-hack,UNIQUE,
/images/padel/bags/bullpadel-bpm26007-bpm26008-vertex-hero.jpg,prod-bullpadel-bpm26007-bpm26008-vertex,bullpadel-bpm26007-bpm26008-vertex,UNIQUE,
/images/padel/bags/bullpadel-bpp26001-vertex-hero.jpg,prod-bullpadel-bpp26001-vertex,bullpadel-bpp26001-vertex,UNIQUE,
/images/padel/bags/bullpadel-bpp26022-xplo-hero.jpg,prod-bullpadel-bpp26022-xplo,bullpadel-bpp26022-xplo,UNIQUE,
/images/padel/bags/drop-shot-blitz-hero.jpg,prod-drop-shot-blitz,drop-shot-blitz,UNIQUE,
/images/padel/bags/head-coello-pro-x-backpack-hero.jpg,prod-head-coello-pro-x-backpack,head-coello-pro-x-backpack,UNIQUE,
/images/padel/bags/head-coello-pro-x-duffle-l-hero.jpg,prod-head-coello-pro-x-duffle-l,head-coello-pro-x-duffle-l,UNIQUE,
/images/padel/bags/head-coello-tour-backpack-hero.jpg,prod-head-coello-tour-backpack,head-coello-tour-backpack,UNIQUE,
/images/padel/bags/head-coello-tour-bag-hero.jpg,prod-head-coello-tour-bag,head-coello-tour-bag,UNIQUE,
/images/padel/bags/head-tour-backpack-25l-hero.jpg,prod-head-tour-backpack-25l,head-tour-backpack-25l,UNIQUE,
/images/padel/bags/head-pro-x-bag-l-hero.jpg,prod-head-pro-x-bag-l,head-pro-x-bag-l,UNIQUE,
/images/padel/bags/kuikma-pl-900-elite-hero.jpg,prod-kuikma-pl-900-elite,kuikma-pl-900-elite,UNIQUE,
/images/padel/bags/lok-aventure-gen-2-hero.jpg,prod-lok-aventure-gen-2,lok-aventure-gen-2,UNIQUE,
/images/padel/bags/lok-maxx-gen-2-hero.jpg,prod-lok-maxx-gen-2,lok-maxx-gen-2-paletero,UNIQUE,
/images/padel/bags/nox-at10-competition-trolley-hero.jpg,prod-nox-at10-competition-trolley,nox-at10-competition-trolley,UNIQUE,
/images/padel/bags/nox-at10-team-hero.jpg,prod-nox-at10-team,nox-at10-team,UNIQUE,
/images/padel/bags/nox-luxury-master-backpack-hero.jpg,prod-nox-luxury-master-backpack,nox-luxury-master-backpack,UNIQUE,
/images/padel/bags/nox-luxury-master-series-hero.jpg,prod-nox-luxury-master-series,nox-luxury-master-series,UNIQUE,
/images/padel/bags/nox-luxury-open-backpack-hero.jpg,prod-nox-luxury-open-backpack,nox-luxury-open-backpack,UNIQUE,
/images/padel/bags/nox-luxury-open-series-hero.jpg,prod-nox-luxury-open-series,nox-luxury-open-series,UNIQUE,
/images/padel/bags/nox-pro-series-backpack-hero.jpg,prod-nox-pro-series-backpack,nox-pro-series-backpack,UNIQUE,
/images/padel/bags/oxdog-hyper-tour-thermo-backpack-hero.jpg,prod-oxdog-hyper-tour-thermo-backpack,oxdog-hyper-tour-thermo-backpack,UNIQUE,
/images/padel/bags/royal-padel-force-hero.jpg,prod-royal-padel-force,royal-padel-force,UNIQUE,
/images/padel/bags/siux-nomad-hero.jpg,prod-siux-nomad,siux-nomad,UNIQUE,
/images/padel/bags/siux-electra-stupa-2026-hero.jpg,prod-siux-electra-stupa-2026,siux-electra-stupa-2026,UNIQUE,
/images/padel/bags/siux-tour-hero.jpg,prod-siux-tour,siux-tour,UNIQUE,
/images/padel/bags/siux-trail-hero.jpg,prod-siux-trail,siux-trail,UNIQUE,
/images/padel/bags/starvie-hard-eva-hero.jpg,prod-starvie-hard-eva,starvie-hard-eva,UNIQUE,
/images/padel/bags/starvie-hard-eva-backpack-hero.jpg,prod-starvie-hard-eva-backpack,starvie-hard-eva-backpack,UNIQUE,
/images/padel/bags/starvie-pro-master-hero.jpg,prod-starvie-pro-master,starvie-pro-master,UNIQUE,
/images/padel/bags/starvie-tactic-pro-hero.jpg,prod-starvie-tactic-pro,starvie-tactic-pro,UNIQUE,
/images/padel/bags/tecnifibre-tour-endurance-bag-hero.jpg,prod-tecnifibre-tour-endurance-bag,tecnifibre-tour-endurance-bag,UNIQUE,
/images/padel/bags/varlion-summum-pro-hero.jpg,prod-varlion-summum-pro,varlion-summum-pro,UNIQUE,
/images/padel/bags/wilson-bela-super-tour-backpack-hero.jpg,prod-wilson-bela-super-tour-backpack,wilson-bela-super-tour-backpack,UNIQUE,
/images/padel/bags/wilson-super-tour-2026-hero.jpg,prod-wilson-super-tour-2026,wilson-super-tour-2026,UNIQUE,
/images/padel/balls/babolat-court-hero.jpg,prod-babolat-court,babolat-court,UNIQUE,
/images/padel/balls/black-crown-one-hero.jpg,prod-black-crown-one,black-crown-one,UNIQUE,
/images/padel/balls/black-crown-pro-hero.jpg,prod-black-crown-pro,black-crown-pro,UNIQUE,
/images/padel/balls/bullpadel-fip-next-pro-hero.jpg,prod-bullpadel-fip-next-pro,bullpadel-fip-next-pro,UNIQUE,
/images/padel/balls/bullpadel-next-hero.jpg,prod-bullpadel-next,bullpadel-next,UNIQUE,
/images/padel/balls/drop-shot-speed-tech-hero.jpg,prod-drop-shot-speed-tech,drop-shot-speed-tech,UNIQUE,
/images/padel/balls/drop-shot-tournament-tech-hero.jpg,prod-drop-shot-tournament-tech,drop-shot-tournament-tech,UNIQUE,
/images/padel/balls/drop-shot-training-tech-hero.jpg,prod-drop-shot-training-tech,drop-shot-training-tech,UNIQUE,
/images/padel/balls/dunlop-eco-hero.jpg,prod-dunlop-eco,dunlop-eco,UNIQUE,
/images/padel/balls/dunlop-pro-hero.jpg,prod-dunlop-pro,dunlop-pro,UNIQUE,
/images/padel/balls/fila-premium-pro-hero.jpg,prod-fila-premium-pro,fila-premium-pro,UNIQUE,
/images/padel/balls/nox-nerbo-hero.jpg,prod-nox-nerbo,nox-nerbo,UNIQUE,
/images/padel/balls/nox-nerbo-speed-hero.jpg,prod-nox-nerbo-speed,nox-nerbo-speed,UNIQUE,
/images/padel/balls/nox-pro-titanium-hero.jpg,prod-nox-pro-titanium,nox-pro-titanium,UNIQUE,
/images/padel/balls/osaka-pro-tour-hero.jpg,prod-osaka-pro-tour,osaka-pro-tour,UNIQUE,
/images/padel/balls/osaka-vision-hero.jpg,prod-osaka-vision,osaka-vision,UNIQUE,
/images/padel/balls/oxdog-boost-hero.jpg,prod-oxdog-boost,oxdog-boost,UNIQUE,
/images/padel/balls/rs-champions-choice-hero.jpg,prod-rs-champions-choice,rs-champions-choice,UNIQUE,
/images/padel/balls/rs-nova-x-hero.jpg,prod-rs-nova-x,rs-nova-x,UNIQUE,
/images/padel/balls/siux-neo-hero.jpg,prod-siux-neo,siux-neo,UNIQUE,
/images/padel/balls/siux-neo-speed-neo-s-hero.jpg,prod-siux-neo-speed-neo-s,siux-neo-speed-neo-s,UNIQUE,
/images/padel/balls/tecnifibre-padel-tour-hero.jpg,prod-tecnifibre-padel-tour,tecnifibre-padel-tour,UNIQUE,
/images/padel/balls/tretorn-serie-padel-control-hero.jpg,prod-tretorn-serie-padel-control,tretorn-serie-padel-control,UNIQUE,
/images/padel/balls/tretorn-serie-padel-tour-hero.jpg,prod-tretorn-serie-padel-tour,tretorn-serie-padel-tour,UNIQUE,
/images/padel/balls/varlion-summum-pro-s-hero.jpg,prod-varlion-summum-pro-s,varlion-summum-pro-s,UNIQUE,
/images/padel/balls/varlion-summum-pro-w-hero.jpg,prod-varlion-summum-pro-w,varlion-summum-pro-w,UNIQUE,
/images/padel/balls/volt-premium-hero.jpg,prod-volt-premium,volt-premium,UNIQUE,
/images/padel/balls/wilson-premier-padel-hero.jpg,prod-wilson-premier-padel,wilson-premier-padel,UNIQUE,
/images/padel/balls/wilson-rush-100-hero.jpg,prod-wilson-rush-100,wilson-rush-100,UNIQUE,
/images/padel/grips/babolat-vs-original-hero.jpg,prod-babolat-vs-original,babolat-vs-original,UNIQUE,
/images/padel/grips/black-crown-black-crown-perforated-hero.jpg,prod-black-crown-black-crown-perforated,black-crown-black-crown-perforated,UNIQUE,
/images/padel/grips/bullpadel-comfort-overgrip-hero.jpg,prod-bullpadel-comfort-overgrip,bullpadel-comfort-overgrip,UNIQUE,
/images/padel/grips/drop-shot-club-hero.jpg,prod-drop-shot-club,drop-shot-club,UNIQUE,
/images/padel/grips/drop-shot-super-tacky-hero.jpg,prod-drop-shot-super-tacky,drop-shot-super-tacky,UNIQUE,
/images/padel/grips/head-xtreme-soft-xtremesoft-hero.jpg,prod-head-xtreme-soft-xtremesoft,head-xtreme-soft-xtremesoft,UNIQUE,
