path,page_type,entity_id,entity_slug,launch_disposition,robots_expectation,in_sitemap_expected,notes
/guides/complete-padel-gear-checklist,buying-guide,guide-complete-padel-gear-checklist,complete-padel-gear-checklist,INDEXABLE,"index,follow",yes,guide_complete|editorial_ready
/guides/how-long-do-padel-balls-last,buying-guide,guide-how-long-padel-balls-last,how-long-do-padel-balls-last,INDEXABLE,"index,follow",yes,guide_complete|editorial_ready
/guides/how-often-should-you-replace-a-padel-overgrip,buying-guide,guide-how-often-replace-padel-overgrip,how-often-should-you-replace-a-padel-overgrip,INDEXABLE,"index,follow",yes,guide_complete|editorial_ready
/guides/how-padel-racket-sweet-spots-work,buying-guide,guide-padel-racket-sweet-spots,how-padel-racket-sweet-spots-work,INDEXABLE,"index,follow",yes,guide_complete|editorial_ready
/guides/how-to-choose-a-padel-bag,buying-guide,guide-choose-padel-bag,how-to-choose-a-padel-bag,INDEXABLE,"index,follow",yes,guide_complete|editorial_ready
/guides/how-to-choose-a-padel-racket,buying-guide,guide-choose-padel-racket,how-to-choose-a-padel-racket,INDEXABLE,"index,follow",yes,guide_complete|editorial_ready
/guides/how-to-choose-padel-balls,buying-guide,guide-choose-padel-balls,how-to-choose-padel-balls,INDEXABLE,"index,follow",yes,guide_complete|editorial_ready
/guides/how-to-choose-padel-shoes,buying-guide,guide-choose-padel-shoes,how-to-choose-padel-shoes,INDEXABLE,"index,follow",yes,guide_complete|editorial_ready
/guides/padel-grip-vs-overgrip,buying-guide,guide-padel-grip-vs-overgrip,padel-grip-vs-overgrip,INDEXABLE,"index,follow",yes,guide_complete|editorial_ready
/guides/padel-grips-overgrips-explained,buying-guide,guide-padel-grips,padel-grips-overgrips-explained,INDEXABLE,"index,follow",yes,guide_complete|editorial_ready
/guides/padel-racket-balance-explained,buying-guide,guide-padel-racket-balance,padel-racket-balance-explained,INDEXABLE,"index,follow",yes,guide_complete|editorial_ready
/guides/padel-racket-cores-eva-foam-explained,buying-guide,guide-padel-racket-cores-eva,padel-racket-cores-eva-foam-explained,INDEXABLE,"index,follow",yes,guide_complete|editorial_ready
/guides/padel-racket-materials-explained,buying-guide,guide-padel-racket-materials,padel-racket-materials-explained,INDEXABLE,"index,follow",yes,guide_complete|editorial_ready
/guides/padel-racket-shapes-explained,buying-guide,guide-padel-racket-shapes,padel-racket-shapes-explained,INDEXABLE,"index,follow",yes,guide_complete|editorial_ready
/guides/padel-racket-weight-explained,buying-guide,guide-padel-racket-weight,padel-racket-weight-explained,INDEXABLE,"index,follow",yes,guide_complete|editorial_ready
/guides/padel-shoe-outsoles-explained,buying-guide,guide-padel-shoe-outsoles,padel-shoe-outsoles-explained,INDEXABLE,"index,follow",yes,guide_complete|editorial_ready
/guides/padel-vs-tennis-shoes,buying-guide,guide-padel-vs-tennis-shoes,padel-vs-tennis-shoes,INDEXABLE,"index,follow",yes,guide_complete|editorial_ready
/guides/round-vs-teardrop-vs-diamond-padel-rackets,buying-guide,guide-round-vs-teardrop-vs-diamond,round-vs-teardrop-vs-diamond-padel-rackets,INDEXABLE,"index,follow",yes,few-products|editorial_ready
/guides/soft-vs-hard-padel-rackets,buying-guide,guide-soft-vs-hard-padel-rackets,soft-vs-hard-padel-rackets,INDEXABLE,"index,follow",yes,guide_complete|editorial_ready
/padel,sport-hub,sport-padel,padel,PUBLIC_NOINDEX,"noindex,follow",no,vertical_hub_hold:padel:selective
/padel/accessories,category,cat-padel-accessories,padel-accessories,PUBLIC_NOINDEX,"noindex,follow",no,soft_gated_category|padel_vertical_not_indexable
/padel/bags,category,cat-padel-bags,padel-bags,PUBLIC_NOINDEX,"noindex,follow",no,category_under_padel_sport|padel_vertical_not_indexable
/padel/balls,category,cat-padel-balls,padel-balls,PUBLIC_NOINDEX,"noindex,follow",no,category_under_padel_sport|padel_vertical_not_indexable
/padel/clothing,category,cat-padel-clothing,padel-clothing,PUBLIC_NOINDEX,"noindex,follow",no,soft_gated_category|padel_vertical_not_indexable
/padel/grips,category,cat-padel-grips,padel-grips,PUBLIC_NOINDEX,"noindex,follow",no,category_under_padel_sport|padel_vertical_not_indexable
/padel/rackets,category,cat-padel-rackets,padel-rackets,PUBLIC_NOINDEX,"noindex,follow",no,category_under_padel_sport|padel_vertical_not_indexable
/padel/rackets/database,database,padel-racket-database,padel-racket-database,PUBLIC_NOINDEX,"noindex,follow",no,public database; noindex while padel vertical is disabled
/padel/shoes,category,cat-padel-shoes,padel-shoes,PUBLIC_NOINDEX,"noindex,follow",no,category_under_padel_sport|padel_vertical_not_indexable
/products/adidas-aditour-padel-balls,product,prod-adidas-aditour-padel,adidas-aditour-padel-balls,HIDDEN_404,"noindex,nofollow",no,not_production_exposed:draft
/products/adidas-aditour-padel-balls/alternatives,alternatives,prod-adidas-aditour-padel,adidas-aditour-padel-balls,HIDDEN_404,"noindex,nofollow",no,alternatives_graph_gate:source product not published|need ≥3 alternatives (have 0)|need ≥2 distinct alternative types|need meaningful unique reasons on ≥3 alts|need switch/trade-off decision shape on ≥2 alts
/products/adidas-arrow-hit-2026,product,prod-adidas-arrow-hit-attk,adidas-arrow-hit-2026,PUBLIC_NOINDEX,"noindex,follow",no,decisionScore=90|missing:canBuy|publish:missing required spec: balance|minor_work_held
/products/adidas-arrow-hit-2026/alternatives,alternatives,prod-adidas-arrow-hit-attk,adidas-arrow-hit-2026,PUBLIC_NOINDEX,"noindex,follow",no,parent_product_not_indexable|decisionScore=90|missing:canBuy|publish:missing required spec: balance|minor_work_held
/products/adidas-arrow-hit-ctrl-2026,product,prod-adidas-arrow-hit-ctrl,adidas-arrow-hit-ctrl-2026,INDEXABLE,"index,follow",yes,decisionScore=90
/products/adidas-arrow-hit-ctrl-2026/alternatives,alternatives,prod-adidas-arrow-hit-ctrl,adidas-arrow-hit-ctrl-2026,INDEXABLE,"index,follow",yes,alternatives_ok|editorial_ready
/products/adidas-courtquick-padel-women,product,prod-adidas-courtquick-w,adidas-courtquick-padel-women,INDEXABLE,"index,follow",yes,decisionScore=100
/products/adidas-courtquick-padel-women/alternatives,alternatives,prod-adidas-courtquick-w,adidas-courtquick-padel-women,INDEXABLE,"index,follow",yes,alternatives_ok|editorial_ready
/products/adidas-courtstabil-padel,product,prod-adidas-courtstabil,adidas-courtstabil-padel,INDEXABLE,"index,follow",yes,decisionScore=100
/products/adidas-courtstabil-padel/alternatives,alternatives,prod-adidas-courtstabil,adidas-courtstabil-padel,INDEXABLE,"index,follow",yes,alternatives_ok|editorial_ready
/products/adidas-crazyquick-boost-padel,product,prod-adidas-crazyquick-boost-m,adidas-crazyquick-boost-padel,INDEXABLE,"index,follow",yes,decisionScore=100
/products/adidas-crazyquick-boost-padel-women,product,prod-adidas-crazyquick-boost-w,adidas-crazyquick-boost-padel-women,INDEXABLE,"index,follow",yes,decisionScore=100
/products/adidas-crazyquick-boost-padel-women/alternatives,alternatives,prod-adidas-crazyquick-boost-w,adidas-crazyquick-boost-padel-women,INDEXABLE,"index,follow",yes,alternatives_ok|editorial_ready
/products/adidas-crazyquick-boost-padel/alternatives,alternatives,prod-adidas-crazyquick-boost-m,adidas-crazyquick-boost-padel,INDEXABLE,"index,follow",yes,alternatives_ok|editorial_ready
/products/adidas-cross-it-ctrl-2026,product,prod-adidas-cross-it-ctrl,adidas-cross-it-ctrl-2026,PUBLIC_NOINDEX,"noindex,follow",no,decisionScore=90|missing:canBuy|publish:missing required spec: balance|minor_work_held
/products/adidas-cross-it-ctrl-2026/alternatives,alternatives,prod-adidas-cross-it-ctrl,adidas-cross-it-ctrl-2026,PUBLIC_NOINDEX,"noindex,follow",no,parent_product_not_indexable|decisionScore=90|missing:canBuy|publish:missing required spec: balance|minor_work_held
/products/adidas-cross-it-light-2026,product,prod-adidas-cross-it-light,adidas-cross-it-light-2026,PUBLIC_NOINDEX,"noindex,follow",no,decisionScore=90|missing:canBuy|publish:missing required spec: shape|minor_work_held
/products/adidas-cross-it-light-2026/alternatives,alternatives,prod-adidas-cross-it-light,adidas-cross-it-light-2026,PUBLIC_NOINDEX,"noindex,follow",no,parent_product_not_indexable|decisionScore=90|missing:canBuy|publish:missing required spec: shape|minor_work_held
/products/adidas-match-light-2026,product,prod-adidas-match-light,adidas-match-light-2026,INDEXABLE,"index,follow",yes,decisionScore=90
/products/adidas-match-light-2026/alternatives,alternatives,prod-adidas-match-light,adidas-match-light-2026,INDEXABLE,"index,follow",yes,alternatives_ok|editorial_ready
/products/adidas-metalbone-3-3,product,prod-adidas-metalbone-3-3-2026,adidas-metalbone-3-3,INDEXABLE,"index,follow",yes,decisionScore=100
/products/adidas-metalbone-3-3/alternatives,alternatives,prod-adidas-metalbone-3-3-2026,adidas-metalbone-3-3,INDEXABLE,"index,follow",yes,alternatives_ok|editorial_ready
/products/adidas-metalbone-3-5-2026,product,prod-adidas-metalbone-3-5-2026,adidas-metalbone-3-5-2026,INDEXABLE,"index,follow",yes,decisionScore=90
/products/adidas-metalbone-3-5-2026/alternatives,alternatives,prod-adidas-metalbone-3-5-2026,adidas-metalbone-3-5-2026,INDEXABLE,"index,follow",yes,alternatives_ok|editorial_ready
/products/adidas-metalbone-ctrl-2026,product,prod-adidas-metalbone-ctrl,adidas-metalbone-ctrl-2026,INDEXABLE,"index,follow",yes,decisionScore=90
/products/adidas-metalbone-ctrl-2026/alternatives,alternatives,prod-adidas-metalbone-ctrl,adidas-metalbone-ctrl-2026,INDEXABLE,"index,follow",yes,alternatives_ok|editorial_ready
/products/adidas-metalbone-hrd-2026,product,prod-adidas-metalbone-hrd,adidas-metalbone-hrd-2026,INDEXABLE,"index,follow",yes,decisionScore=100
/products/adidas-metalbone-hrd-2026/alternatives,alternatives,prod-adidas-metalbone-hrd,adidas-metalbone-hrd-2026,INDEXABLE,"index,follow",yes,alternatives_ok|editorial_ready
/products/adidas-metalbone-team-light-2026,product,prod-adidas-metalbone-team-light,adidas-metalbone-team-light-2026,PUBLIC_NOINDEX,"noindex,follow",no,decisionScore=90|missing:canBuy|publish:missing required spec: balance|minor_work_held
/products/adidas-metalbone-team-light-2026/alternatives,alternatives,prod-adidas-metalbone-team-light,adidas-metalbone-team-light-2026,PUBLIC_NOINDEX,"noindex,follow",no,parent_product_not_indexable|decisionScore=90|missing:canBuy|publish:missing required spec: balance|minor_work_held
/products/adidas-padel-overgrip,product,prod-adidas-padel-overgrip,adidas-padel-overgrip,HIDDEN_404,"noindex,nofollow",no,not_production_exposed:draft
/products/adidas-padel-overgrip/alternatives,alternatives,prod-adidas-padel-overgrip,adidas-padel-overgrip,HIDDEN_404,"noindex,nofollow",no,alternatives_graph_gate:source product not published|need ≥3 alternatives (have 0)|need ≥2 distinct alternative types|need meaningful unique reasons on ≥3 alts|need switch/trade-off decision shape on ≥2 alts
/products/adidas-protour-padel-bag,product,prod-adidas-protour-padel,adidas-protour-padel-bag,HIDDEN_404,"noindex,nofollow",no,not_production_exposed:draft
/products/adidas-protour-padel-bag/alternatives,alternatives,prod-adidas-protour-padel,adidas-protour-padel-bag,HIDDEN_404,"noindex,nofollow",no,alternatives_graph_gate:source product not published|need ≥3 alternatives (have 0)|need ≥2 distinct alternative types|need meaningful unique reasons on ≥3 alts|need switch/trade-off decision shape on ≥2 alts
/products/adidas-solecourt-boost-padel,product,prod-adidas-solecourt-boost-padel,adidas-solecourt-boost-padel,HIDDEN_404,"noindex,nofollow",no,not_production_exposed:draft
/products/adidas-solecourt-boost-padel/alternatives,alternatives,prod-adidas-solecourt-boost-padel,adidas-solecourt-boost-padel,HIDDEN_404,"noindex,nofollow",no,alternatives_graph_gate:source product not published|need ≥3 alternatives (have 0)|need ≥2 distinct alternative types|need meaningful unique reasons on ≥3 alts|need switch/trade-off decision shape on ≥2 alts
/products/asics-game-ff-padel,product,prod-asics-game-ff-padel,asics-game-ff-padel,INDEXABLE,"index,follow",yes,decisionScore=100
/products/asics-game-ff-padel/alternatives,alternatives,prod-asics-game-ff-padel,asics-game-ff-padel,INDEXABLE,"index,follow",yes,alternatives_ok|editorial_ready
/products/asics-gel-challenger-court,product,prod-asics-gel-challenger-court,asics-gel-challenger-court,INDEXABLE,"index,follow",yes,decisionScore=100
/products/asics-gel-challenger-court/alternatives,alternatives,prod-asics-gel-challenger-court,asics-gel-challenger-court,INDEXABLE,"index,follow",yes,alternatives_ok|editorial_ready
/products/asics-gel-dedicate-8-padel,product,prod-asics-gel-dedicate-8-padel,asics-gel-dedicate-8-padel,INDEXABLE,"index,follow",yes,decisionScore=100
/products/asics-gel-dedicate-8-padel/alternatives,alternatives,prod-asics-gel-dedicate-8-padel,asics-gel-dedicate-8-padel,INDEXABLE,"index,follow",yes,alternatives_ok|editorial_ready
/products/asics-gel-resolution-padel,product,prod-asics-gel-resolution-padel,asics-gel-resolution-padel,INDEXABLE,"index,follow",yes,decisionScore=100
/products/asics-gel-resolution-padel-women,product,prod-asics-gel-resolution-padel-w,asics-gel-resolution-padel-women,INDEXABLE,"index,follow",yes,decisionScore=100
/products/asics-gel-resolution-padel-women/alternatives,alternatives,prod-asics-gel-resolution-padel-w,asics-gel-resolution-padel-women,INDEXABLE,"index,follow",yes,alternatives_ok|editorial_ready
/products/asics-gel-resolution-padel/alternatives,alternatives,prod-asics-gel-resolution-padel,asics-gel-resolution-padel,INDEXABLE,"index,follow",yes,alternatives_ok|editorial_ready
/products/asics-solution-swift-ff-padel-women,product,prod-asics-solution-swift-padel-w,asics-solution-swift-ff-padel-women,INDEXABLE,"index,follow",yes,decisionScore=100
/products/asics-solution-swift-ff-padel-women/alternatives,alternatives,prod-asics-solution-swift-padel-w,asics-solution-swift-ff-padel-women,INDEXABLE,"index,follow",yes,alternatives_ok|editorial_ready
/products/asics-solution-swift-ff2-padel,product,prod-asics-solution-swift-ff2-padel,asics-solution-swift-ff2-padel,INDEXABLE,"index,follow",yes,decisionScore=100
/products/asics-solution-swift-ff2-padel/alternatives,alternatives,prod-asics-solution-swift-ff2-padel,asics-solution-swift-ff2-padel,INDEXABLE,"index,follow",yes,alternatives_ok|editorial_ready
/products/babolat-air-veron-2-6,product,prod-babolat-air-veron,babolat-air-veron-2-6,PUBLIC_NOINDEX,"noindex,follow",no,decisionScore=90|missing:canBuy|publish:missing required spec: balance|minor_work_held
/products/babolat-air-veron-2-6/alternatives,alternatives,prod-babolat-air-veron,babolat-air-veron-2-6,PUBLIC_NOINDEX,"noindex,follow",no,parent_product_not_indexable|decisionScore=90|missing:canBuy|publish:missing required spec: balance|minor_work_held
/products/babolat-air-viper-2-6,product,prod-babolat-air-viper,babolat-air-viper-2-6,PUBLIC_NOINDEX,"noindex,follow",no,decisionScore=90|missing:canBuy|publish:missing required spec: balance|minor_work_held
/products/babolat-air-viper-2-6/alternatives,alternatives,prod-babolat-air-viper,babolat-air-viper-2-6,PUBLIC_NOINDEX,"noindex,follow",no,parent_product_not_indexable|decisionScore=90|missing:canBuy|publish:missing required spec: balance|minor_work_held
/products/babolat-counter-viper,product,prod-babolat-counter-viper,babolat-counter-viper,INDEXABLE,"index,follow",yes,decisionScore=100
/products/babolat-counter-viper/alternatives,alternatives,prod-babolat-counter-viper,babolat-counter-viper,INDEXABLE,"index,follow",yes,alternatives_ok|editorial_ready
/products/babolat-court-backpack,product,prod-babolat-court-backpack,babolat-court-backpack,HIDDEN_404,"noindex,nofollow",no,not_production_exposed:draft
/products/babolat-court-backpack/alternatives,alternatives,prod-babolat-court-backpack,babolat-court-backpack,HIDDEN_404,"noindex,nofollow",no,alternatives_graph_gate:source product not published|need ≥3 alternatives (have 0)|need ≥2 distinct alternative types|need meaningful unique reasons on ≥3 alts|need switch/trade-off decision shape on ≥2 alts
/products/babolat-court-padel-balls,product,prod-babolat-court-padel-balls,babolat-court-padel-balls,HIDDEN_404,"noindex,nofollow",no,not_production_exposed:draft
/products/babolat-court-padel-balls/alternatives,alternatives,prod-babolat-court-padel-balls,babolat-court-padel-balls,HIDDEN_404,"noindex,nofollow",no,alternatives_graph_gate:source product not published|need ≥3 alternatives (have 0)|need ≥2 distinct alternative types|need meaningful unique reasons on ≥3 alts|need switch/trade-off decision shape on ≥2 alts
/products/babolat-jet-premura,product,prod-babolat-jet-premura,babolat-jet-premura,INDEXABLE,"index,follow",yes,decisionScore=100
/products/babolat-jet-premura-2,product,prod-babolat-jet-premura-2-men,babolat-jet-premura-2,INDEXABLE,"index,follow",yes,decisionScore=100
/products/babolat-jet-premura-2/alternatives,alternatives,prod-babolat-jet-premura-2-men,babolat-jet-premura-2,INDEXABLE,"index,follow",yes,alternatives_ok|editorial_ready
/products/babolat-jet-premura/alternatives,alternatives,prod-babolat-jet-premura,babolat-jet-premura,INDEXABLE,"index,follow",yes,alternatives_ok|editorial_ready
/products/babolat-movea-2,product,prod-babolat-movea-2,babolat-movea-2,INDEXABLE,"index,follow",yes,decisionScore=100
/products/babolat-movea-2/alternatives,alternatives,prod-babolat-movea-2,babolat-movea-2,INDEXABLE,"index,follow",yes,alternatives_ok|editorial_ready
/products/babolat-pro-response-overgrip,product,prod-babolat-pro-response,babolat-pro-response-overgrip,HIDDEN_404,"noindex,nofollow",no,not_production_exposed:draft
/products/babolat-pro-response-overgrip/alternatives,alternatives,prod-babolat-pro-response,babolat-pro-response-overgrip,HIDDEN_404,"noindex,nofollow",no,alternatives_graph_gate:source product not published|need ≥3 alternatives (have 0)|need ≥2 distinct alternative types|need meaningful unique reasons on ≥3 alts|need switch/trade-off decision shape on ≥2 alts
/products/babolat-rh-pro-padel,product,prod-babolat-rh-pro-padel,babolat-rh-pro-padel,PUBLIC_NOINDEX,"noindex,follow",no,decisionScore=70|missing:alternatives|missing:canCompare|missing:canBuy|minor_work_held
/products/babolat-rh-pro-padel/alternatives,alternatives,prod-babolat-rh-pro-padel,babolat-rh-pro-padel,HIDDEN_404,"noindex,nofollow",no,alternatives_graph_gate:need ≥3 alternatives (have 0)|need ≥2 distinct alternative types|need meaningful unique reasons on ≥3 alts|need switch/trade-off decision shape on ≥2 alts
/products/babolat-sensa-women,product,prod-babolat-sensa-women,babolat-sensa-women,INDEXABLE,"index,follow",yes,decisionScore=100
/products/babolat-sensa-women/alternatives,alternatives,prod-babolat-sensa-women,babolat-sensa-women,INDEXABLE,"index,follow",yes,alternatives_ok|editorial_ready
/products/babolat-syntec-pro-replacement-grip,product,prod-babolat-syntec-pro,babolat-syntec-pro-replacement-grip,HIDDEN_404,"noindex,nofollow",no,not_production_exposed:draft
/products/babolat-syntec-pro-replacement-grip/alternatives,alternatives,prod-babolat-syntec-pro,babolat-syntec-pro-replacement-grip,HIDDEN_404,"noindex,nofollow",no,alternatives_graph_gate:source product not published|need ≥3 alternatives (have 0)|need ≥2 distinct alternative types|need meaningful unique reasons on ≥3 alts|need switch/trade-off decision shape on ≥2 alts
/products/babolat-technical-viper-3-0,product,prod-babolat-technical-viper,babolat-technical-viper-3-0,INDEXABLE,"index,follow",yes,decisionScore=100
/products/babolat-technical-viper-3-0/alternatives,alternatives,prod-babolat-technical-viper,babolat-technical-viper-3-0,INDEXABLE,"index,follow",yes,alternatives_ok|editorial_ready
/products/black-crown-special-one-soft,product,prod-black-crown-special-one-soft,black-crown-special-one-soft,HIDDEN_404,"noindex,nofollow",no,not_production_exposed:draft
/products/black-crown-special-one-soft/alternatives,alternatives,prod-black-crown-special-one-soft,black-crown-special-one-soft,HIDDEN_404,"noindex,nofollow",no,alternatives_graph_gate:source product not published
/products/bullpadel-frame-protector-3-pack,product,prod-bullpadel-frame-protector,bullpadel-frame-protector-3-pack,HIDDEN_404,"noindex,nofollow",no,not_production_exposed:draft
/products/bullpadel-frame-protector-3-pack/alternatives,alternatives,prod-bullpadel-frame-protector,bullpadel-frame-protector-3-pack,HIDDEN_404,"noindex,nofollow",no,alternatives_graph_gate:source product not published|need ≥3 alternatives (have 0)|need ≥2 distinct alternative types|need meaningful unique reasons on ≥3 alts|need switch/trade-off decision shape on ≥2 alts
/products/bullpadel-hac-overgrip,product,prod-bullpadel-gb1200,bullpadel-hac-overgrip,PUBLIC_NOINDEX,"noindex,follow",no,decisionScore=70|missing:alternatives|missing:canCompare|missing:canBuy|minor_work_held
