productId,category,brandId,brand,model,generation,variant,identityKey,lifecycleStatus,publicationStatus,currentHero,currentHeroSource,status,candidateSource,candidateImage,identityConfidence,semanticChecks,hasOffer,notes
prod-nox-pro-overgrip,grips,brand-nox,nox,Pro Overgrip,current,white perforated; 1/3/5 packs (also club cans),padel|grips|nox|pro-overgrip|current|white-perforated-1-3-5-packs-also-club-cans,current,published,/images/padel/products/nox-pro-overgrip-hero.jpg,PadeLMQ Nox Pro Overgrip white 3-pack,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,yes,Hero registered in catalog/soft-goods media registry.
prod-head-xtreme-soft,grips,brand-head-padel,head,Xtreme Soft,current,,padel|grips|head|xtreme-soft|current,current,published,/images/padel/products/head-xtreme-soft-overgrip-hero.jpg,PadeLMQ HEAD Xtreme Soft overgrip white,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,yes,Hero registered in catalog/soft-goods media registry.
prod-babolat-pro-response,grips,brand-babolat-padel,babolat,Pro Response,current,x3; ~0.45 mm thin tacky,padel|grips|babolat|pro-response|current|x3-0-45-mm-thin-tacky,current,published,/images/padel/products/babolat-pro-response-overgrip-hero.jpg,Babolat Pro Response X3,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-kuikma-overgrip,grips,brand-kuikma,kuikma,Kuikma Overgrip Pro,current,,padel|grips|kuikma|kuikma-overgrip-pro|current,current,published,/images/padel/products/kuikma-padel-overgrip-hero.jpg,Decathlon Kuikma Padel Overgrip Pro,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-head-hydrosorb,grips,brand-head-padel,head,Hydrosorb,current,,padel|grips|head|hydrosorb|current,current,published,/images/padel/grips/head-hydrosorb-hero.jpg,padelmq-suggest · head Hydrosorb,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-babolat-syntec-pro,grips,brand-babolat-padel,babolat,Syntec Pro,current,1 unit; ~1.9 mm replacement base,padel|grips|babolat|syntec-pro|current|1-unit-1-9-mm-replacement-base,current,published,/images/padel/products/babolat-syntec-pro-replacement-grip-hero.jpg,Babolat Syntec Pro,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-hesacore-padel,grips,brand-hesacore,hesacore,Hesacore,current,,padel|grips|hesacore|hesacore|current,current,published,/images/padel/products/hesacore-padel-grip-hero.jpg,PadeLMQ Bullpadel Hesacore Grip Tour,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,yes,Hero registered in catalog/soft-goods media registry.
prod-adidas-padel-overgrip,grips,brand-adidas-padel,adidas,Adidas Padel Overgrip,current,,padel|grips|adidas|adidas-padel-overgrip|current,current,published,/images/padel/grips/adidas-padel-overgrip-hero.jpg,padelmq-suggest · adidas Adidas Padel Overgrip,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-bullpadel-frame-protector,accessories,brand-bullpadel,bullpadel,Frame Protector,current,,padel|accessories|bullpadel|frame-protector|current,current,published,/images/padel/products/bullpadel-frame-protector-3-pack-hero.jpg,PadeLMQ Bullpadel Frame Protector black 3-pack,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,yes,Hero registered in catalog/soft-goods media registry.
prod-nox-frame-protector,accessories,brand-nox,nox,Transparent Protector,current,,padel|accessories|nox|transparent-protector|current,current,published,/images/padel/products/nox-transparent-frame-protector-hero.jpg,PadeLMQ Nox transparent protection tape,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,yes,Hero registered in catalog/soft-goods media registry.
prod-bullpadel-pascal-box,accessories,brand-bullpadel,bullpadel,Pascal Box 3B,current,manual 3-ball + manometer + pump,padel|accessories|bullpadel|pascal-box-3b|current|manual-3-ball-manometer-pump,current,published,/images/padel/products/bullpadel-pascal-box-3b-hero.jpg,PadeLMQ Bullpadel Pascal Box 3B,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,yes,Hero registered in catalog/soft-goods media registry.
prod-head-x3-pressurizer,accessories,brand-head-padel,head,X3 Pressurizer,current,,padel|accessories|head|x3-pressurizer|current,current,published,/images/padel/products/head-x3-ball-pressurizer-hero.jpg,PadelPROShop HEAD X3 PUMP pressurizer,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-bullpadel-custom-weight,accessories,brand-bullpadel,bullpadel,Protector Custom Weight,current,,padel|accessories|bullpadel|protector-custom-weight|current,current,published,/images/padel/products/bullpadel-protector-custom-weight-hero.jpg,PadeLMQ Bullpadel Protector Custom Weight 4-pack,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,yes,Hero registered in catalog/soft-goods media registry.
prod-head-wristband,accessories,brand-head-padel,head,HEAD Wristband,current,,padel|accessories|head|head-wristband|current,current,published,/images/padel/accessories/head-wristband-hero.jpg,padelmq-suggest · head HEAD Wristband,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-wilson-wristband,accessories,brand-wilson-padel,wilson,Wilson Wristband,current,terry; colorways,padel|accessories|wilson|wilson-wristband|current|terry-colorways,current,published,/images/padel/accessories/wilson-wristband-hero.jpg,padelmq-suggest · wilson Wilson Wristband,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-nox-wristband,accessories,brand-nox,nox,Nox Wristband,current,,padel|accessories|nox|nox-wristband|current,current,published,/images/padel/accessories/nox-wristband-hero.jpg,padelmq-suggest · nox Nox Wristband,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-bullpadel-wristband,accessories,brand-bullpadel,bullpadel,Bullpadel Wristband,current,,padel|accessories|bullpadel|bullpadel-wristband|current,current,published,/images/padel/accessories/bullpadel-wristband-hero.jpg,padelmq-suggest · bullpadel Bullpadel Wristband,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-head-smartsorb,accessories,brand-head-padel,head,Smartsorb,current,string-bed vibration dampener,padel|accessories|head|smartsorb|current|string-bed-vibration-dampener,current,published,/images/padel/accessories/head-smartsorb-hero.jpg,padelmq-suggest · head Smartsorb,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-4on-totalgrip,accessories,brand-4on,4on,TotalGrip,current,anti-slip grip spray 100–200 ml,padel|accessories|4on|totalgrip|current|anti-slip-grip-spray-100-200-ml,current,published,/images/padel/accessories/4on-totalgrip-hero.jpg,og:image · 4on TotalGrip,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-adidas-adidas-protector,accessories,brand-adidas-padel,adidas,Adidas Protector,current,transparent/branded,padel|accessories|adidas|adidas-protector|current|transparent-branded,current,published,/images/padel/accessories/adidas-adidas-protector-hero.jpg,padelmq-suggest · adidas Adidas Protector,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-adidas-adidas-wristband,accessories,brand-adidas-padel,adidas,Adidas Wristband,current,branded,padel|accessories|adidas|adidas-wristband|current|branded,current,published,/images/padel/accessories/adidas-adidas-wristband-hero.jpg,padelmq-suggest · adidas Adidas Wristband,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-alacran-alacran-basket,accessories,brand-alacran,alacran,Alacran Basket,current,foldable basket + EasyPick,padel|accessories|alacran|alacran-basket|current|foldable-basket-easypick,current,published,/images/padel/accessories/alacran-alacran-basket-hero.jpg,padelmq-suggest · alacran Alacran Basket,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-alacran-wide-ancha,accessories,brand-alacran,alacran,Wide / Ancha,current,red/white and other colors; 1 piece,padel|accessories|alacran|wide-ancha|current|red-white-and-other-colors-1-piece,current,published,/images/padel/accessories/alacran-wide-ancha-hero.jpg,manual-approve · alacran Wide / Ancha,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,yes,Hero registered in catalog/soft-goods media registry.
prod-babolat-babolat-protector,accessories,brand-babolat-padel,babolat,Babolat Protector,current,,padel|accessories|babolat|babolat-protector|current,current,published,/images/padel/accessories/babolat-babolat-protector-hero.jpg,padelmq-suggest · babolat Babolat Protector,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-babolat-babolat-wristband,accessories,brand-babolat-padel,babolat,Babolat Wristband,current,terry,padel|accessories|babolat|babolat-wristband|current|terry,current,published,/images/padel/accessories/babolat-babolat-wristband-hero.jpg,padelmq-suggest · babolat Babolat Wristband,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-ball-rescuer-ball-rescuer,accessories,brand-ball-rescuer,ball-rescuer,Ball Rescuer,current,can-lid adapter + Schrader; uses bicycle pump; 3/4-ball cans,padel|accessories|ball-rescuer|ball-rescuer|current|can-lid-adapter-schrader-uses-bicycle-pump-3-4-ball-cans,current,published,/images/padel/accessories/ball-rescuer-ball-rescuer-hero.jpg,og:image · ball-rescuer Ball Rescuer,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-ball-rescuer-premium,accessories,brand-ball-rescuer,ball-rescuer,Premium,current,,padel|accessories|ball-rescuer|premium|current,current,draft,,,MEDIA_MISSING,,,0,,no,Researched: no_safe_distinct_image. No authentic registered hero. Product remains draft via media publish gate. Research hints: https://www.oudetennisballen.com/gb/pascalbox-tennisballsaver-tuboplus-ball-rescuer-gamma-rivive/64-ball-rescuer-0751446339048.html
prod-black-crown-vibranium-transparent,accessories,brand-black-crown,black-crown,Vibranium Transparent,current,transparent branded,padel|accessories|black-crown|vibranium-transparent|current|transparent-branded,current,published,/images/padel/accessories/black-crown-vibranium-transparent-hero.jpg,padelmq-suggest · black-crown Vibranium Transparent,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-black-crown-black-crown-wristband,accessories,brand-black-crown,black-crown,Black Crown Wristband,current,branded,padel|accessories|black-crown|black-crown-wristband|current|branded,current,published,/images/padel/accessories/black-crown-black-crown-wristband-hero.jpg,padelmq-suggest · black-crown Black Crown Wristband,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-bounce-bounce-padel-x4,accessories,brand-bounce-tube,bounce-tube,Bounce Padel X4,current,built-in pump; audible click; 4-ball; ~24 PSI padel,padel|accessories|bounce-tube|bounce-padel-x4|current|built-in-pump-audible-click-4-ball-24-psi-padel,current,draft,,,MEDIA_MISSING,,https://cdn.shopify.com/s/files/1/0881/5132/7069/files/Bullpadel-Next-Pro-Box-24Tubes-PadeLMQ.jpg?v=1786267928,99,,no,REJECTED — shared-hero_collision. No authentic registered hero; stays draft via media publish gate. Research hints: https://www.bounce-tube.com | https://www.tennispro.nl/bal-pressurizer-stuiter-padel-x4-840175.html|https://actu-padel.com/en/top-3-padel-ball-pressurizers-for-2026-our-ranking/
prod-bullpadel-bpmu252-bpmu253,accessories,brand-bullpadel,bullpadel,BPMU252 / BPMU253,2025,papaya grey / sky-shadow blue colorways,padel|accessories|bullpadel|bpmu252-bpmu253|2025|papaya-grey-sky-shadow-blue-colorways,current,published,/images/padel/accessories/bullpadel-bpmu252-bpmu253-hero.jpg,padelmq-suggest · bullpadel BPMU252 / BPMU253,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-bullpadel-pascal-box-switch-3b,accessories,brand-bullpadel,bullpadel,Pascal Box Switch 3B,current,,padel|accessories|bullpadel|pascal-box-switch-3b|current,current,draft,,,MEDIA_MISSING,,https://cdn.shopify.com/s/files/1/0881/5132/7069/files/cargador-de-presion-pelotas-pascal-box-1000x1000.jpg?v=1772312313,99,,no,REJECTED — shared-hero_collision. No authentic registered hero; stays draft via media publish gate. Research hints: https://pascalbox.com/ | https://www.padelnuestro.com/int/padel-accessories/ball-pressurizers
prod-bullpadel-custom-weight-grip,accessories,brand-bullpadel,bullpadel,Custom Weight Grip,current,handle-end weight cap system,padel|accessories|bullpadel|custom-weight-grip|current|handle-end-weight-cap-system,current,published,/images/padel/accessories/bullpadel-custom-weight-grip-hero.jpg,og:image · bullpadel Custom Weight Grip,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-bullpadel-frame-protector-uni,accessories,brand-bullpadel,bullpadel,Frame Protector Uni,current,transparent,padel|accessories|bullpadel|frame-protector-uni|current|transparent,current,published,/images/padel/accessories/bullpadel-frame-protector-uni-hero.jpg,padelmq-suggest · bullpadel Frame Protector Uni,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-bullpadel-bullpadel-headband,accessories,brand-bullpadel,bullpadel,Bullpadel Headband,2025,colorways matching BPMU collection,padel|accessories|bullpadel|bullpadel-headband|2025|colorways-matching-bpmu-collection,current,published,/images/padel/accessories/bullpadel-bullpadel-headband-hero.jpg,padelmq-suggest · bullpadel Bullpadel Headband,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-bullpadel-metalshield,accessories,brand-bullpadel,bullpadel,Metalshield,current,OEM on Vertex/Hack Pro frames,padel|accessories|bullpadel|metalshield|current|oem-on-vertex-hack-pro-frames,current,published,/images/padel/accessories/bullpadel-metalshield-hero.jpg,padelmq-suggest · bullpadel Metalshield,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-bullpadel-pascal-box-4b,accessories,brand-bullpadel,bullpadel,Pascal Box 4B,current,manual 4-ball manometer system,padel|accessories|bullpadel|pascal-box-4b|current|manual-4-ball-manometer-system,current,draft,,,MEDIA_MISSING,,https://www.zonadepadel.com/blog/wp-content/uploads/sites/3/2026/05/Portada-Blog-Presurizadores-en.jpg,0,,no,REJECTED — low_score_0_logo_or_junk. No authentic registered hero; stays draft via media publish gate. Research hints: https://www.bullpadel.com | https://www.zonadepadel.com/blog/2026/05/padel-pressurizers-how-they-work-if-theyre-worth-it-and-which-one-to-buy-in-2026/
prod-bullpadel-pascal-box-pro,accessories,brand-bullpadel,bullpadel,Pascal Box PRO,current,club/pro automatic (~€950 class),padel|accessories|bullpadel|pascal-box-pro|current|club-pro-automatic-950-class,current,draft,,,MEDIA_MISSING,,https://cdn.shopify.com/s/files/1/0881/5132/7069/files/cargador-de-presion-pelotas-pascal-box-1000x1000.jpg?v=1772312313,99,,no,REJECTED — shared-hero_collision. No authentic registered hero; stays draft via media publish gate. Research hints: https://www.bullpadel.com | https://www.bullpadel.com/gb/6427-pascal-box-switch.html
prod-bullpadel-pascal-box-switch,accessories,brand-bullpadel,bullpadel,Pascal Box SWITCH,current,electric integrated compressor + battery + USB-C; 3-ball,padel|accessories|bullpadel|pascal-box-switch|current|electric-integrated-compressor-battery-usb-c-3-ball,current,draft,,,MEDIA_MISSING,,https://www.zonadepadel.com/blog/wp-content/uploads/sites/3/2026/05/Portada-Blog-Presurizadores-en.jpg,0,,no,REJECTED — low_score_0_logo_or_junk. No authentic registered hero; stays draft via media publish gate. Research hints: https://www.bullpadel.com/gb/6427-pascal-box-switch.html | https://www.bullpadel.com/gb/6427-pascal-box-switch.html|https://www.zonadepadel.com/blog/2026/05/padel-pressurizers-how-they-work-if-theyre-worth-it-and-which-one-to-buy-in-2026/
