review,section,media,role,HTTP,naturalWidth,rendered,fallback,duplicate,result
bullpadel-hack-04-2026,sec-sweetspot,/images/padel/products/bullpadel-hack-04/gallery/bullpadel-hack-04-texture.webp,section,200,1,true,dedicated_or_gallery,false,OK
bullpadel-hack-04-2026,sec-maneuverability,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-hack-04-2026,sec-comfort,/images/padel/products/bullpadel-hack-04/gallery/bullpadel-hack-04-profile.webp,section,200,1,true,dedicated_or_gallery,false,OK
bullpadel-hack-04-2026,sec-spin,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-hack-04-2026,sec-defense,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-hack-04-2026,sec-net,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-hack-04-2026,sec-attack,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-hack-04-2026,sec-serve,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-hack-04-2026,sec-strengths,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-hack-04-2026,sec-weaknesses,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-hack-04-2026,sec-best-for,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-hack-04-2026,sec-not-ideal,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-hack-04-2026,sec-alternatives,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-hack-04-2026,sec-comparisons,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-hack-04-2026,sec-verified-specs,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-hack-04-2026,sec-value,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-hack-04-2026,sec-methodology,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-hack-04-2026,sec-sources,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-vertex-05-hybrid-2026,sec-overview,/images/padel/products/bullpadel-vertex-05-hybrid/gallery/bullpadel-vertex-05-hybrid-angle.webp,section,200,1,true,dedicated_or_gallery,false,OK
bullpadel-vertex-05-hybrid-2026,sec-usecase,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-vertex-05-hybrid-2026,sec-tradeoffs,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-vertex-05-hybrid-2026,sec-construction,/images/padel/products/bullpadel-vertex-05-hybrid/gallery/bullpadel-vertex-05-hybrid-head.webp,construction,200,1,true,dedicated_or_gallery,false,OK
bullpadel-vertex-05-hybrid-2026,sec-shape,/images/padel/products/bullpadel-vertex-05-hybrid/gallery/bullpadel-vertex-05-hybrid-throat.webp,section,200,1,true,dedicated_or_gallery,false,OK
bullpadel-vertex-05-hybrid-2026,sec-power,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-vertex-05-hybrid-2026,sec-control,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-vertex-05-hybrid-2026,sec-sweetspot,/images/padel/products/bullpadel-vertex-05-hybrid/gallery/bullpadel-vertex-05-hybrid-texture.webp,section,200,1,true,dedicated_or_gallery,false,OK
bullpadel-vertex-05-hybrid-2026,sec-maneuverability,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-vertex-05-hybrid-2026,sec-comfort,/images/padel/products/bullpadel-vertex-05-hybrid/gallery/bullpadel-vertex-05-hybrid-profile.webp,section,200,1,true,dedicated_or_gallery,false,OK
bullpadel-vertex-05-hybrid-2026,sec-spin,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-vertex-05-hybrid-2026,sec-defense,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-vertex-05-hybrid-2026,sec-net,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-vertex-05-hybrid-2026,sec-attack,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-vertex-05-hybrid-2026,sec-serve,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-vertex-05-hybrid-2026,sec-strengths,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-vertex-05-hybrid-2026,sec-weaknesses,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-vertex-05-hybrid-2026,sec-best-for,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-vertex-05-hybrid-2026,sec-not-ideal,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-vertex-05-hybrid-2026,sec-alternatives,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-vertex-05-hybrid-2026,sec-comparisons,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-vertex-05-hybrid-2026,sec-verified-specs,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-vertex-05-hybrid-2026,sec-value,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-vertex-05-hybrid-2026,sec-methodology,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-vertex-05-hybrid-2026,sec-sources,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-indiga-ctr-2026,sec-overview,/images/padel/products/bullpadel-indiga-ctr/gallery/bullpadel-indiga-ctr-angle.jpg,section,200,1,true,dedicated_or_gallery,false,OK
bullpadel-indiga-ctr-2026,sec-usecase,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-indiga-ctr-2026,sec-tradeoffs,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-indiga-ctr-2026,sec-construction,/images/padel/products/bullpadel-indiga-ctr/gallery/bullpadel-indiga-ctr-side.jpg,construction,200,1,true,dedicated_or_gallery,false,OK
bullpadel-indiga-ctr-2026,sec-shape,/images/padel/products/bullpadel-indiga-ctr/gallery/bullpadel-indiga-ctr-throat.jpg,section,200,1,true,dedicated_or_gallery,false,OK
bullpadel-indiga-ctr-2026,sec-power,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-indiga-ctr-2026,sec-control,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-indiga-ctr-2026,sec-sweetspot,/images/padel/products/bullpadel-indiga-ctr/gallery/bullpadel-indiga-ctr-detail.jpg,section,200,1,true,dedicated_or_gallery,false,OK
bullpadel-indiga-ctr-2026,sec-maneuverability,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-indiga-ctr-2026,sec-comfort,/images/padel/products/bullpadel-indiga-ctr/gallery/bullpadel-indiga-ctr-profile.jpg,section,200,1,true,dedicated_or_gallery,false,OK
bullpadel-indiga-ctr-2026,sec-spin,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-indiga-ctr-2026,sec-defense,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-indiga-ctr-2026,sec-net,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-indiga-ctr-2026,sec-attack,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-indiga-ctr-2026,sec-serve,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-indiga-ctr-2026,sec-strengths,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-indiga-ctr-2026,sec-weaknesses,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-indiga-ctr-2026,sec-best-for,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-indiga-ctr-2026,sec-not-ideal,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-indiga-ctr-2026,sec-alternatives,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-indiga-ctr-2026,sec-comparisons,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-indiga-ctr-2026,sec-verified-specs,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-indiga-ctr-2026,sec-value,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-indiga-ctr-2026,sec-methodology,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-indiga-ctr-2026,sec-sources,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-genius-18k-2026,sec-overview,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-genius-18k-2026,sec-usecase,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-genius-18k-2026,sec-tradeoffs,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-genius-18k-2026,sec-construction,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-genius-18k-2026,sec-shape,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-genius-18k-2026,sec-power,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-genius-18k-2026,sec-control,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-genius-18k-2026,sec-sweetspot,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-genius-18k-2026,sec-maneuverability,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-genius-18k-2026,sec-comfort,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-genius-18k-2026,sec-spin,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-genius-18k-2026,sec-defense,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-genius-18k-2026,sec-net,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-genius-18k-2026,sec-attack,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-genius-18k-2026,sec-serve,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-genius-18k-2026,sec-strengths,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-genius-18k-2026,sec-weaknesses,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-genius-18k-2026,sec-best-for,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-genius-18k-2026,sec-not-ideal,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-genius-18k-2026,sec-alternatives,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-genius-18k-2026,sec-comparisons,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-genius-18k-2026,sec-verified-specs,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-genius-18k-2026,sec-value,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-genius-18k-2026,sec-methodology,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-genius-18k-2026,sec-sources,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-genius-12k-alum-xtrem-2026,sec-overview,/images/padel/products/nox-at10-12k/gallery/nox-at10-12k-angle.webp,section,200,1,true,dedicated_or_gallery,false,OK
nox-at10-genius-12k-alum-xtrem-2026,sec-usecase,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-genius-12k-alum-xtrem-2026,sec-tradeoffs,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-genius-12k-alum-xtrem-2026,sec-construction,/images/padel/products/nox-at10-12k/gallery/nox-at10-12k-head.webp,construction,200,1,true,dedicated_or_gallery,false,OK
nox-at10-genius-12k-alum-xtrem-2026,sec-shape,/images/padel/products/nox-at10-12k/gallery/nox-at10-12k-throat.webp,section,200,1,true,dedicated_or_gallery,false,OK
nox-at10-genius-12k-alum-xtrem-2026,sec-power,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-genius-12k-alum-xtrem-2026,sec-control,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-genius-12k-alum-xtrem-2026,sec-sweetspot,/images/padel/products/nox-at10-12k/gallery/nox-at10-12k-texture.webp,section,200,1,true,dedicated_or_gallery,false,OK
nox-at10-genius-12k-alum-xtrem-2026,sec-maneuverability,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-genius-12k-alum-xtrem-2026,sec-comfort,/images/padel/products/nox-at10-12k/gallery/nox-at10-12k-profile.webp,section,200,1,true,dedicated_or_gallery,false,OK
nox-at10-genius-12k-alum-xtrem-2026,sec-spin,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-genius-12k-alum-xtrem-2026,sec-defense,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-genius-12k-alum-xtrem-2026,sec-net,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-genius-12k-alum-xtrem-2026,sec-attack,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-genius-12k-alum-xtrem-2026,sec-serve,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-genius-12k-alum-xtrem-2026,sec-strengths,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-genius-12k-alum-xtrem-2026,sec-weaknesses,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-genius-12k-alum-xtrem-2026,sec-best-for,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-genius-12k-alum-xtrem-2026,sec-not-ideal,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-genius-12k-alum-xtrem-2026,sec-alternatives,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-genius-12k-alum-xtrem-2026,sec-comparisons,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-genius-12k-alum-xtrem-2026,sec-verified-specs,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-genius-12k-alum-xtrem-2026,sec-value,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-genius-12k-alum-xtrem-2026,sec-methodology,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-genius-12k-alum-xtrem-2026,sec-sources,,none,n/a,0,false,omit,false,OK_OMIT
nox-ml10-pro-cup,sec-overview,,none,n/a,0,false,omit,false,OK_OMIT
nox-ml10-pro-cup,sec-usecase,,none,n/a,0,false,omit,false,OK_OMIT
nox-ml10-pro-cup,sec-tradeoffs,,none,n/a,0,false,omit,false,OK_OMIT
nox-ml10-pro-cup,sec-construction,,none,n/a,0,false,omit,false,OK_OMIT
nox-ml10-pro-cup,sec-shape,,none,n/a,0,false,omit,false,OK_OMIT
nox-ml10-pro-cup,sec-power,,none,n/a,0,false,omit,false,OK_OMIT
nox-ml10-pro-cup,sec-control,,none,n/a,0,false,omit,false,OK_OMIT
nox-ml10-pro-cup,sec-sweetspot,,none,n/a,0,false,omit,false,OK_OMIT
nox-ml10-pro-cup,sec-maneuverability,,none,n/a,0,false,omit,false,OK_OMIT
nox-ml10-pro-cup,sec-comfort,,none,n/a,0,false,omit,false,OK_OMIT
nox-ml10-pro-cup,sec-spin,,none,n/a,0,false,omit,false,OK_OMIT
nox-ml10-pro-cup,sec-defense,,none,n/a,0,false,omit,false,OK_OMIT
nox-ml10-pro-cup,sec-net,,none,n/a,0,false,omit,false,OK_OMIT
nox-ml10-pro-cup,sec-attack,,none,n/a,0,false,omit,false,OK_OMIT
nox-ml10-pro-cup,sec-serve,,none,n/a,0,false,omit,false,OK_OMIT
nox-ml10-pro-cup,sec-strengths,,none,n/a,0,false,omit,false,OK_OMIT
nox-ml10-pro-cup,sec-weaknesses,,none,n/a,0,false,omit,false,OK_OMIT
nox-ml10-pro-cup,sec-best-for,,none,n/a,0,false,omit,false,OK_OMIT
nox-ml10-pro-cup,sec-not-ideal,,none,n/a,0,false,omit,false,OK_OMIT
nox-ml10-pro-cup,sec-alternatives,,none,n/a,0,false,omit,false,OK_OMIT
nox-ml10-pro-cup,sec-comparisons,,none,n/a,0,false,omit,false,OK_OMIT
nox-ml10-pro-cup,sec-verified-specs,,none,n/a,0,false,omit,false,OK_OMIT
nox-ml10-pro-cup,sec-value,,none,n/a,0,false,omit,false,OK_OMIT
nox-ml10-pro-cup,sec-methodology,,none,n/a,0,false,omit,false,OK_OMIT
nox-ml10-pro-cup,sec-sources,,none,n/a,0,false,omit,false,OK_OMIT
adidas-metalbone-3-5-2026,sec-overview,,none,n/a,0,false,omit,false,OK_OMIT
adidas-metalbone-3-5-2026,sec-usecase,,none,n/a,0,false,omit,false,OK_OMIT
adidas-metalbone-3-5-2026,sec-tradeoffs,,none,n/a,0,false,omit,false,OK_OMIT
adidas-metalbone-3-5-2026,sec-construction,,none,n/a,0,false,omit,false,OK_OMIT
adidas-metalbone-3-5-2026,sec-shape,,none,n/a,0,false,omit,false,OK_OMIT
adidas-metalbone-3-5-2026,sec-power,,none,n/a,0,false,omit,false,OK_OMIT
adidas-metalbone-3-5-2026,sec-control,,none,n/a,0,false,omit,false,OK_OMIT
adidas-metalbone-3-5-2026,sec-sweetspot,,none,n/a,0,false,omit,false,OK_OMIT
adidas-metalbone-3-5-2026,sec-maneuverability,,none,n/a,0,false,omit,false,OK_OMIT
adidas-metalbone-3-5-2026,sec-comfort,,none,n/a,0,false,omit,false,OK_OMIT
adidas-metalbone-3-5-2026,sec-spin,,none,n/a,0,false,omit,false,OK_OMIT
adidas-metalbone-3-5-2026,sec-defense,,none,n/a,0,false,omit,false,OK_OMIT
adidas-metalbone-3-5-2026,sec-net,,none,n/a,0,false,omit,false,OK_OMIT
adidas-metalbone-3-5-2026,sec-attack,,none,n/a,0,false,omit,false,OK_OMIT
adidas-metalbone-3-5-2026,sec-serve,,none,n/a,0,false,omit,false,OK_OMIT
adidas-metalbone-3-5-2026,sec-strengths,,none,n/a,0,false,omit,false,OK_OMIT
adidas-metalbone-3-5-2026,sec-weaknesses,,none,n/a,0,false,omit,false,OK_OMIT
adidas-metalbone-3-5-2026,sec-best-for,,none,n/a,0,false,omit,false,OK_OMIT
adidas-metalbone-3-5-2026,sec-not-ideal,,none,n/a,0,false,omit,false,OK_OMIT
adidas-metalbone-3-5-2026,sec-alternatives,,none,n/a,0,false,omit,false,OK_OMIT
adidas-metalbone-3-5-2026,sec-comparisons,,none,n/a,0,false,omit,false,OK_OMIT
adidas-metalbone-3-5-2026,sec-verified-specs,,none,n/a,0,false,omit,false,OK_OMIT
adidas-metalbone-3-5-2026,sec-value,,none,n/a,0,false,omit,false,OK_OMIT
adidas-metalbone-3-5-2026,sec-methodology,,none,n/a,0,false,omit,false,OK_OMIT
adidas-metalbone-3-5-2026,sec-sources,,none,n/a,0,false,omit,false,OK_OMIT
head-coello-pro-2026,sec-overview,/images/padel/products/head-coello-pro/gallery/head-coello-pro-angle.webp,section,200,1,true,dedicated_or_gallery,false,OK
head-coello-pro-2026,sec-usecase,,none,n/a,0,false,omit,false,OK_OMIT
head-coello-pro-2026,sec-tradeoffs,,none,n/a,0,false,omit,false,OK_OMIT
head-coello-pro-2026,sec-construction,/images/padel/products/head-coello-pro/gallery/head-coello-pro-head.webp,construction,200,1,true,dedicated_or_gallery,false,OK
head-coello-pro-2026,sec-shape,/images/padel/products/head-coello-pro/gallery/head-coello-pro-throat.webp,section,200,1,true,dedicated_or_gallery,false,OK
head-coello-pro-2026,sec-power,,none,n/a,0,false,omit,false,OK_OMIT
head-coello-pro-2026,sec-control,,none,n/a,0,false,omit,false,OK_OMIT
head-coello-pro-2026,sec-sweetspot,/images/padel/products/head-coello-pro/gallery/head-coello-pro-texture.webp,section,200,1,true,dedicated_or_gallery,false,OK
head-coello-pro-2026,sec-maneuverability,,none,n/a,0,false,omit,false,OK_OMIT
head-coello-pro-2026,sec-comfort,/images/padel/products/head-coello-pro/gallery/head-coello-pro-profile.webp,section,200,1,true,dedicated_or_gallery,false,OK
head-coello-pro-2026,sec-spin,,none,n/a,0,false,omit,false,OK_OMIT
head-coello-pro-2026,sec-defense,,none,n/a,0,false,omit,false,OK_OMIT
head-coello-pro-2026,sec-net,,none,n/a,0,false,omit,false,OK_OMIT
head-coello-pro-2026,sec-attack,,none,n/a,0,false,omit,false,OK_OMIT
head-coello-pro-2026,sec-serve,,none,n/a,0,false,omit,false,OK_OMIT
head-coello-pro-2026,sec-strengths,,none,n/a,0,false,omit,false,OK_OMIT
head-coello-pro-2026,sec-weaknesses,,none,n/a,0,false,omit,false,OK_OMIT
head-coello-pro-2026,sec-best-for,,none,n/a,0,false,omit,false,OK_OMIT
head-coello-pro-2026,sec-not-ideal,,none,n/a,0,false,omit,false,OK_OMIT
head-coello-pro-2026,sec-alternatives,,none,n/a,0,false,omit,false,OK_OMIT
head-coello-pro-2026,sec-comparisons,,none,n/a,0,false,omit,false,OK_OMIT
head-coello-pro-2026,sec-verified-specs,,none,n/a,0,false,omit,false,OK_OMIT
head-coello-pro-2026,sec-value,,none,n/a,0,false,omit,false,OK_OMIT
head-coello-pro-2026,sec-methodology,,none,n/a,0,false,omit,false,OK_OMIT
head-coello-pro-2026,sec-sources,,none,n/a,0,false,omit,false,OK_OMIT
head-gravity-pro,sec-overview,,none,n/a,0,false,omit,false,OK_OMIT
head-gravity-pro,sec-usecase,,none,n/a,0,false,omit,false,OK_OMIT
head-gravity-pro,sec-tradeoffs,,none,n/a,0,false,omit,false,OK_OMIT
head-gravity-pro,sec-construction,,none,n/a,0,false,omit,false,OK_OMIT
head-gravity-pro,sec-shape,,none,n/a,0,false,omit,false,OK_OMIT
head-gravity-pro,sec-power,,none,n/a,0,false,omit,false,OK_OMIT
head-gravity-pro,sec-control,,none,n/a,0,false,omit,false,OK_OMIT
head-gravity-pro,sec-sweetspot,,none,n/a,0,false,omit,false,OK_OMIT
head-gravity-pro,sec-maneuverability,,none,n/a,0,false,omit,false,OK_OMIT
head-gravity-pro,sec-comfort,,none,n/a,0,false,omit,false,OK_OMIT
head-gravity-pro,sec-spin,,none,n/a,0,false,omit,false,OK_OMIT
head-gravity-pro,sec-defense,,none,n/a,0,false,omit,false,OK_OMIT
head-gravity-pro,sec-net,,none,n/a,0,false,omit,false,OK_OMIT
head-gravity-pro,sec-attack,,none,n/a,0,false,omit,false,OK_OMIT
head-gravity-pro,sec-serve,,none,n/a,0,false,omit,false,OK_OMIT
head-gravity-pro,sec-strengths,,none,n/a,0,false,omit,false,OK_OMIT
head-gravity-pro,sec-weaknesses,,none,n/a,0,false,omit,false,OK_OMIT
head-gravity-pro,sec-best-for,,none,n/a,0,false,omit,false,OK_OMIT
head-gravity-pro,sec-not-ideal,,none,n/a,0,false,omit,false,OK_OMIT
head-gravity-pro,sec-alternatives,,none,n/a,0,false,omit,false,OK_OMIT
head-gravity-pro,sec-comparisons,,none,n/a,0,false,omit,false,OK_OMIT
head-gravity-pro,sec-verified-specs,,none,n/a,0,false,omit,false,OK_OMIT
head-gravity-pro,sec-value,,none,n/a,0,false,omit,false,OK_OMIT
head-gravity-pro,sec-methodology,,none,n/a,0,false,omit,false,OK_OMIT
head-gravity-pro,sec-sources,,none,n/a,0,false,omit,false,OK_OMIT
babolat-technical-viper-3-0,sec-overview,/images/padel/products/babolat-technical-viper/gallery/babolat-technical-viper-angle.webp,section,200,1,true,dedicated_or_gallery,false,OK
babolat-technical-viper-3-0,sec-usecase,,none,n/a,0,false,omit,false,OK_OMIT
babolat-technical-viper-3-0,sec-tradeoffs,,none,n/a,0,false,omit,false,OK_OMIT
babolat-technical-viper-3-0,sec-construction,/images/padel/products/babolat-technical-viper/gallery/babolat-technical-viper-head.webp,construction,200,1,true,dedicated_or_gallery,false,OK
babolat-technical-viper-3-0,sec-shape,,none,n/a,0,false,omit,false,OK_OMIT
babolat-technical-viper-3-0,sec-power,,none,n/a,0,false,omit,false,OK_OMIT
babolat-technical-viper-3-0,sec-control,,none,n/a,0,false,omit,false,OK_OMIT
babolat-technical-viper-3-0,sec-sweetspot,,none,n/a,0,false,omit,false,OK_OMIT
babolat-technical-viper-3-0,sec-maneuverability,,none,n/a,0,false,omit,false,OK_OMIT
babolat-technical-viper-3-0,sec-comfort,/images/padel/products/babolat-technical-viper/gallery/babolat-technical-viper-profile.webp,section,200,1,true,dedicated_or_gallery,false,OK
babolat-technical-viper-3-0,sec-spin,,none,n/a,0,false,omit,false,OK_OMIT
babolat-technical-viper-3-0,sec-defense,,none,n/a,0,false,omit,false,OK_OMIT
babolat-technical-viper-3-0,sec-net,,none,n/a,0,false,omit,false,OK_OMIT
babolat-technical-viper-3-0,sec-attack,,none,n/a,0,false,omit,false,OK_OMIT
babolat-technical-viper-3-0,sec-serve,,none,n/a,0,false,omit,false,OK_OMIT
babolat-technical-viper-3-0,sec-strengths,,none,n/a,0,false,omit,false,OK_OMIT
babolat-technical-viper-3-0,sec-weaknesses,,none,n/a,0,false,omit,false,OK_OMIT
babolat-technical-viper-3-0,sec-best-for,,none,n/a,0,false,omit,false,OK_OMIT
babolat-technical-viper-3-0,sec-not-ideal,,none,n/a,0,false,omit,false,OK_OMIT
babolat-technical-viper-3-0,sec-alternatives,,none,n/a,0,false,omit,false,OK_OMIT
babolat-technical-viper-3-0,sec-comparisons,,none,n/a,0,false,omit,false,OK_OMIT
babolat-technical-viper-3-0,sec-verified-specs,,none,n/a,0,false,omit,false,OK_OMIT
