slug,group,vertical,categoryId,quality,clusterClass,maxPeerSimilarity,nearestPeer,editorialReady,eligReasons
asics-gt-1000-13,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.812,hoka-arahi-7,false,content_uniqueness_hold|decisionScore=100|words=3590|quality_not_launch_ready
asics-gt-2000-14,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.785,nike-invincible-3,false,content_uniqueness_hold|decisionScore=100|words=3577|quality_not_launch_ready
asics-metaspeed-sky-paris,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.757,puma-deviate-nitro-3,false,content_uniqueness_hold|decisionScore=100|words=3563|quality_not_launch_ready
asics-novablast-4,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.814,hoka-clifton-9,false,content_uniqueness_hold|decisionScore=100|words=3562|quality_not_launch_ready
asics-novablast-6,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.855,topo-athletic-phantom-3,false,content_uniqueness_hold|decisionScore=100|words=3586|quality_not_launch_ready
asics-solution-speed-ff-3,DUPLICATIVE,Padel,cat-tennis-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.843,adidas-solematch-control-2,false,vertical_hold
asics-solution-swift-ff2-padel,DUPLICATIVE,Padel,cat-padel-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.818,head-sprint-pro-4-padel,false,vertical_hold
assaultbike-classic,DUPLICATIVE,HYROX,cat-air-bikes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.827,schwinn-airdyne-ad8,false,vertical_hold
assaultbike-elite,DUPLICATIVE,HYROX,cat-air-bikes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.872,rogue-echo-bike,false,vertical_hold
assaultrunner-elite,DUPLICATIVE,HYROX,cat-treadmills,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.765,horizon-t202-treadmill,false,content_uniqueness_hold|decisionScore=100|words=2594|quality_not_launch_ready
atx-cast-iron-plate-set,DUPLICATIVE,Fitness,cat-weight-plates,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.804,rogue-echo-bumper-plate-set,false,vertical_hold
atx-fid-bench,DUPLICATIVE,Fitness,cat-weight-benches,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.763,rogue-flat-utility-bench,false,vertical_hold
babolat-counter-viper-2026,DUPLICATIVE,Padel,cat-padel-rackets,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.869,starvie-basalto-osiris-2026,false,vertical_hold
babolat-jet-mach-3,DUPLICATIVE,Padel,cat-tennis-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.895,wilson-rush-pro-4-0,false,vertical_hold
babolat-jet-premura,DUPLICATIVE,Padel,cat-padel-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.853,nox-at10-lux,false,vertical_hold
babolat-movea-2,DUPLICATIVE,Padel,cat-padel-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.871,babolat-sensa-women,false,vertical_hold
babolat-pure-aero-2023,DUPLICATIVE,Tennis,cat-tennis-rackets,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.814,prince-textreme-tour-100p,false,vertical_hold
babolat-pure-aero-2026,DUPLICATIVE,Tennis,cat-tennis-rackets,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.857,wilson-blade-100-v9,false,vertical_hold
babolat-pure-drive-2025,DUPLICATIVE,Tennis,cat-tennis-rackets,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.846,head-radical-mp-2023,false,vertical_hold
babolat-pure-drive-gen11,DUPLICATIVE,Tennis,cat-tennis-rackets,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.781,tecnifibre-tf40-305,false,vertical_hold
babolat-sensa-women,DUPLICATIVE,Padel,cat-padel-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.889,head-sprint-pro-4-padel,false,vertical_hold
babolat-technical-viper-2026,DUPLICATIVE,Padel,cat-padel-rackets,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.868,bullpadel-hack-04-2026,false,vertical_hold
balega-blister-resist,DUPLICATIVE,Running,cat-running-socks,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.795,darn-tough-run-1-4,false,content_uniqueness_hold|decisionScore=100|words=2934|quality_not_launch_ready
balega-hidden-comfort,DUPLICATIVE,Running,cat-running-socks,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.841,drymax-run-lite-mesh,false,content_uniqueness_hold|decisionScore=100|words=2567|quality_not_launch_ready
black-crown-special-one-soft,VERTICAL_HOLD_ONLY,Padel,cat-padel-rackets,LAUNCH_READY,NEEDS_DIFFERENTIATION,0.777,varlion-lw-carbon-difusor-2026,true,vertical_hold
black-diamond-distance-22,DUPLICATIVE,Running,cat-packs-vests,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.838,ultimate-direction-fastpack-30,false,content_uniqueness_hold|decisionScore=100|words=2859|quality_not_launch_ready
black-diamond-distance-8,DUPLICATIVE,Running,cat-packs-vests,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.770,nnormal-race-vest,false,content_uniqueness_hold|decisionScore=100|words=2973|quality_not_launch_ready
blackroll-ball,DUPLICATIVE,Fitness,cat-lifting-accessories,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.805,eleiko-sport-collars,false,vertical_hold
blackroll-duoball,DUPLICATIVE,Fitness,cat-lifting-accessories,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.829,rogue-wrist-wraps,false,vertical_hold
blackroll-med,DUPLICATIVE,Fitness,cat-lifting-accessories,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.777,eleiko-sport-collars,false,vertical_hold
blackroll-standard,DUPLICATIVE,Fitness,cat-lifting-accessories,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.815,blackroll-duoball,false,vertical_hold
bowflex-selecttech-1090,DUPLICATIVE,Fitness,cat-adjustable-dumbbells,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.830,nuobell-80,false,vertical_hold
bowflex-selecttech-552,VERTICAL_HOLD_ONLY,Fitness,cat-adjustable-dumbbells,LAUNCH_READY,NEEDS_DIFFERENTIATION,0.752,rep-quickdraw-adjustable-dumbbells,true,vertical_hold
brooks-ghost-16,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.833,hoka-bondi-8,false,content_uniqueness_hold|decisionScore=100|words=3418|quality_not_launch_ready
brooks-glycerin-21,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.797,mizuno-wave-rider-28,false,content_uniqueness_hold|decisionScore=100|words=3547|quality_not_launch_ready
brooks-hyperion-max-2,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.814,saucony-ride-18,false,content_uniqueness_hold|decisionScore=100|words=3607|quality_not_launch_ready
brooks-notch-thermal-beanie,DUPLICATIVE,Running,cat-running-clothing,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.838,nike-fast-tight-men,false,content_uniqueness_hold|decisionScore=100|words=2692|quality_not_launch_ready
brooks-notch-thermal-men,DUPLICATIVE,Running,cat-running-clothing,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.753,brooks-sherpa-7-men,false,content_uniqueness_hold|decisionScore=100|words=2844|quality_not_launch_ready
brooks-sherpa-7-men,DUPLICATIVE,Running,cat-running-clothing,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.783,asics-core-split-short,false,content_uniqueness_hold|decisionScore=100|words=3045|quality_not_launch_ready
buff-coolnet-uv,DUPLICATIVE,Running,cat-running-clothing,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.759,buff-merino-lightweight,false,content_uniqueness_hold|decisionScore=100|words=2676|quality_not_launch_ready
buff-merino-lightweight,DUPLICATIVE,Running,cat-running-clothing,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.799,buff-original,false,content_uniqueness_hold|decisionScore=100|words=3012|quality_not_launch_ready
buff-original,DUPLICATIVE,Running,cat-running-clothing,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.799,buff-merino-lightweight,false,content_uniqueness_hold|decisionScore=100|words=2829|quality_not_launch_ready
bullpadel-hack-03,DUPLICATIVE,Padel,cat-padel-rackets,DUPLICATIVE,DUPLICATIVE,0.922,bullpadel-vertex-04,false,vertical_hold
bullpadel-hack-04-2026,DUPLICATIVE,Padel,cat-padel-rackets,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.868,babolat-technical-viper-2026,false,vertical_hold
bullpadel-hybrid-fly,DUPLICATIVE,Padel,cat-padel-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.855,asics-gel-dedicate-8-padel,false,vertical_hold
bullpadel-ionic-woman,DUPLICATIVE,Padel,cat-padel-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.827,head-revolt-pro-court,false,vertical_hold
bullpadel-vertex-04,DUPLICATIVE,Padel,cat-padel-rackets,DUPLICATIVE,DUPLICATIVE,0.922,bullpadel-hack-03,false,vertical_hold
bullpadel-vertex-05-2026,DUPLICATIVE,Padel,cat-padel-rackets,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.850,bullpadel-vertex-04,false,vertical_hold
camelbak-apex-pro,DUPLICATIVE,Running,cat-packs-vests,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.827,ultimate-direction-adventure-vest,false,content_uniqueness_hold|decisionScore=100|words=2932|quality_not_launch_ready
camelbak-circuit-run-vest,DUPLICATIVE,Running,cat-packs-vests,DUPLICATIVE,TEMPLATE_SIMILAR_ACCEPTABLE,0.703,camelbak-zephyr,false,content_uniqueness_hold|decisionScore=100|words=2850|quality_not_launch_ready
camelbak-quick-grip-chill,DUPLICATIVE,Running,cat-hydration,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.803,hydrapak-contour-2l,false,content_uniqueness_hold|decisionScore=100|words=2813|quality_not_launch_ready
camelbak-zephyr,DUPLICATIVE,Running,cat-packs-vests,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.770,ultraspire-alpha-6,false,content_uniqueness_hold|decisionScore=100|words=2609|quality_not_launch_ready
cep-calf-sleeves-3,DUPLICATIVE,Recovery,cat-recovery-gear,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.738,hyperice-hypervolt-go-2,false,content_uniqueness_hold|decisionScore=100|words=2748|quality_not_launch_ready
ciele-gocap-athletics,DUPLICATIVE,Running,cat-running-clothing,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.792,smartwool-thermal-merino-glove,false,content_uniqueness_hold|decisionScore=100|words=2730|quality_not_launch_ready
compressport-free-belt-pro,DUPLICATIVE,Running,cat-running-belts,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.734,naked-running-band,false,content_uniqueness_hold|decisionScore=100|words=2750|quality_not_launch_ready
concept2-bikeerg,DUPLICATIVE,HYROX,cat-air-bikes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.765,rogue-echo-bike,false,vertical_hold
concept2-rowerg,DUPLICATIVE,HYROX,cat-rowing-machines,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.786,waterrower-a1,false,vertical_hold
concept2-rowerg-dynamic,DUPLICATIVE,HYROX,cat-rowing-machines,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.862,mirafit-magnetic-rower,false,vertical_hold
concept2-skierg,DUPLICATIVE,HYROX,cat-ski-ergs,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.732,skierg2-wall-mount,false,vertical_hold
concept2-skierg-floor-stand,DUPLICATIVE,HYROX,cat-ski-ergs,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.804,concept2-skierg-with-stand,false,vertical_hold
concept2-skierg-with-stand,DUPLICATIVE,HYROX,cat-ski-ergs,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.816,skierg2-wall-mount,false,vertical_hold
coros-apex-2-pro,DUPLICATIVE,Running,cat-gps-watches,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.827,suunto-race-s,false,content_uniqueness_hold|decisionScore=100|words=2663|quality_not_launch_ready
coros-heart-rate-monitor,DUPLICATIVE,Fitness,cat-hrm,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.828,garmin-hrm-pro-plus,false,content_uniqueness_hold|decisionScore=100|words=2686|quality_not_launch_ready
coros-pace-pro,DUPLICATIVE,Running,cat-gps-watches,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.848,suunto-race-s,false,content_uniqueness_hold|decisionScore=100|words=2684|quality_not_launch_ready
craft-active-extreme-x-men,DUPLICATIVE,Running,cat-running-clothing,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.795,brooks-notch-thermal-beanie,false,content_uniqueness_hold|decisionScore=100|words=2815|quality_not_launch_ready
craft-adv-essence-short,DUPLICATIVE,Running,cat-running-clothing,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.786,salomon-bonatti-wp-women,false,content_uniqueness_hold|decisionScore=100|words=2604|quality_not_launch_ready
craft-adv-lumen-glove,DUPLICATIVE,Running,cat-running-clothing,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.828,nike-aeroswift-singlet-men,false,content_uniqueness_hold|decisionScore=100|words=2763|quality_not_launch_ready
darn-tough-run-1-4,DUPLICATIVE,Running,cat-running-socks,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.795,balega-blister-resist,false,content_uniqueness_hold|decisionScore=100|words=2767|quality_not_launch_ready
do-win-classic,DUPLICATIVE,Fitness,cat-training-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.777,reebok-lifter-pr-iii,false,vertical_hold
drop-shot-canyon-pro-2026,VERTICAL_HOLD_ONLY,Padel,cat-padel-rackets,LAUNCH_READY,NEEDS_DIFFERENTIATION,0.781,tecnifibre-wall-breaker-365,true,vertical_hold
drymax-run-lite-mesh,DUPLICATIVE,Running,cat-running-socks,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.841,balega-hidden-comfort,false,content_uniqueness_hold|decisionScore=100|words=2751|quality_not_launch_ready
dunlop-cx-200,DUPLICATIVE,Tennis,cat-tennis-rackets,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.888,wilson-blade-98-v9,false,vertical_hold
eleiko-kettlebell,DUPLICATIVE,HYROX,cat-kettlebells,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.795,rogue-echo-kettlebell,false,vertical_hold
eleiko-performance-weightlifting-bar,DUPLICATIVE,Fitness,cat-barbells,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.751,rogue-ohio-power-bar,false,vertical_hold
eleiko-sport-bumper-set,DUPLICATIVE,Fitness,cat-weight-plates,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.804,rogue-echo-bumper-plate-set,false,vertical_hold
eleiko-sport-collars,DUPLICATIVE,Fitness,cat-lifting-accessories,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.805,blackroll-ball,false,vertical_hold
eleiko-xf-bar,DUPLICATIVE,Fitness,cat-barbells,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.863,rogue-ohio-power-bar,false,vertical_hold
enervit-c2-1-carbo-gel,DUPLICATIVE,Running,cat-nutrition,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.802,styrkr-gel30,false,content_uniqueness_hold|decisionScore=100|words=2859|quality_not_launch_ready
feetures-elite-light-cushion,DUPLICATIVE,Running,cat-running-socks,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.777,darn-tough-run-1-4,false,content_uniqueness_hold|decisionScore=100|words=2579|quality_not_launch_ready
fitletic-fully-loaded,DUPLICATIVE,Running,cat-running-belts,DUPLICATIVE,TEMPLATE_SIMILAR_ACCEPTABLE,0.695,amphipod-airflow-lite-belt,false,content_uniqueness_hold|decisionScore=100|words=3007|quality_not_launch_ready
garmin-forerunner-165,DUPLICATIVE,Running,cat-gps-watches,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.882,suunto-race-s,false,content_uniqueness_hold|decisionScore=100|words=2589|quality_not_launch_ready
garmin-forerunner-255,DUPLICATIVE,Running,cat-gps-watches,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.862,garmin-forerunner-165,false,content_uniqueness_hold|decisionScore=100|words=2494|quality_not_launch_ready
garmin-forerunner-265,DUPLICATIVE,Running,cat-gps-watches,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.791,garmin-forerunner-570,false,content_uniqueness_hold|decisionScore=100|words=2599|quality_not_launch_ready
garmin-forerunner-55,DUPLICATIVE,Running,cat-gps-watches,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.779,suunto-race,false,content_uniqueness_hold|decisionScore=100|words=2596|quality_not_launch_ready
garmin-forerunner-570,DUPLICATIVE,Running,cat-gps-watches,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.844,apple-watch-ultra-2,false,content_uniqueness_hold|decisionScore=100|words=2644|quality_not_launch_ready
garmin-forerunner-965,DUPLICATIVE,Running,cat-gps-watches,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.824,suunto-race-s,false,content_uniqueness_hold|decisionScore=100|words=2471|quality_not_launch_ready
garmin-hrm-pro-plus,DUPLICATIVE,Fitness,cat-hrm,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.828,coros-heart-rate-monitor,false,content_uniqueness_hold|decisionScore=100|words=2706|quality_not_launch_ready
goodr-circle-gs,DUPLICATIVE,Running,cat-sunglasses,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.735,tifosi-rail,false,content_uniqueness_hold|decisionScore=100|words=2754|quality_not_launch_ready
goodr-ogs,DUPLICATIVE,Running,cat-sunglasses,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.801,julbo-aerolite,false,content_uniqueness_hold|decisionScore=100|words=2560|quality_not_launch_ready
gornation-gymnastic-rings,VERTICAL_HOLD_ONLY,Fitness,cat-gymnastic-rings,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.692,gravity-fitness-gymnastic-rings,true,vertical_hold
gornation-parallettes-pro,VERTICAL_HOLD_ONLY,Fitness,cat-parallettes,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.702,gravity-fitness-parallettes,true,vertical_hold
gornation-premium-pull-up-bar,DUPLICATIVE,Fitness,cat-pull-up-bars,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.796,rogue-monster-lite-pull-up-bar,false,vertical_hold
gravity-fitness-gymnastic-rings,VERTICAL_HOLD_ONLY,Fitness,cat-gymnastic-rings,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.692,gornation-gymnastic-rings,true,vertical_hold
gravity-fitness-parallettes,DUPLICATIVE,Fitness,cat-parallettes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.756,pullup-and-dip-parallettes,false,vertical_hold
