url,type,sport,quality,indexable,ready,publicationState,primaryReason,holdBucket
/brands/odlo,brand,,HOLD_INSUFFICIENT_DEPTH,no,no,published,brand_hub_insufficient_depth,HOLD_INSUFFICIENT_DEPTH
/brands/oofos,brand,,HOLD_INSUFFICIENT_DEPTH,no,no,published,brand_hub_insufficient_depth,HOLD_INSUFFICIENT_DEPTH
/brands/opove,brand,,HOLD_NO_PRODUCTS,no,no,published,brand_hub_no_products,HOLD_NO_PRODUCTS
/brands/outdoor-research,brand,,HOLD_NO_PRODUCTS,no,no,published,brand_hub_no_products,HOLD_NO_PRODUCTS
/brands/oxdog,brand,,HOLD_INSUFFICIENT_DEPTH,no,no,published,brand_hub_insufficient_depth,HOLD_INSUFFICIENT_DEPTH
/brands/powerbar,brand,,HOLD_INSUFFICIENT_DEPTH,no,no,published,brand_hub_insufficient_depth,HOLD_INSUFFICIENT_DEPTH
/brands/prince,brand,,HOLD_INSUFFICIENT_DEPTH,no,no,published,brand_hub_insufficient_depth,HOLD_INSUFFICIENT_DEPTH
/brands/proviz,brand,,HOLD_INSUFFICIENT_DEPTH,no,no,published,brand_hub_insufficient_depth,HOLD_INSUFFICIENT_DEPTH
/brands/rabbit,brand,,HOLD_INSUFFICIENT_DEPTH,no,no,published,brand_hub_insufficient_depth,HOLD_INSUFFICIENT_DEPTH
/brands/rad-roller,brand,,HOLD_NO_PRODUCTS,no,no,published,brand_hub_no_products,HOLD_NO_PRODUCTS
/brands/raidlight,brand,,HOLD_NO_PRODUCTS,no,no,published,brand_hub_no_products,HOLD_NO_PRODUCTS
/brands/renpho,brand,,HOLD_NO_PRODUCTS,no,no,published,brand_hub_no_products,HOLD_NO_PRODUCTS
/brands/road-id,brand,,HOLD_NO_PRODUCTS,no,no,published,brand_hub_no_products,HOLD_NO_PRODUCTS
/brands/roka,brand,,HOLD_INSUFFICIENT_DEPTH,no,no,published,brand_hub_insufficient_depth,HOLD_INSUFFICIENT_DEPTH
/brands/royal-padel,brand,,HOLD_INSUFFICIENT_DEPTH,no,no,published,brand_hub_insufficient_depth,HOLD_INSUFFICIENT_DEPTH
/brands/rudy-project,brand,,HOLD_INSUFFICIENT_DEPTH,no,no,published,brand_hub_insufficient_depth,HOLD_INSUFFICIENT_DEPTH
/brands/rumbleroller,brand,,HOLD_NO_PRODUCTS,no,no,published,brand_hub_no_products,HOLD_NO_PRODUCTS
/brands/salming,brand,,HOLD_INSUFFICIENT_DEPTH,no,no,published,brand_hub_insufficient_depth,HOLD_INSUFFICIENT_DEPTH
/brands/saltstick,brand,,HOLD_INSUFFICIENT_DEPTH,no,no,published,brand_hub_insufficient_depth,HOLD_INSUFFICIENT_DEPTH
/brands/samsung,brand,,HOLD_INSUFFICIENT_DEPTH,no,no,published,brand_hub_insufficient_depth,HOLD_INSUFFICIENT_DEPTH
/brands/saxx,brand,,HOLD_NO_PRODUCTS,no,no,published,brand_hub_no_products,HOLD_NO_PRODUCTS
/brands/schwinn,brand,,HOLD_INSUFFICIENT_DEPTH,no,no,published,brand_hub_insufficient_depth,HOLD_INSUFFICIENT_DEPTH
/brands/scosche,brand,,HOLD_INSUFFICIENT_DEPTH,no,no,published,brand_hub_insufficient_depth,HOLD_INSUFFICIENT_DEPTH
/brands/selkirk,brand,,HOLD_INSUFFICIENT_DEPTH,no,no,published,brand_hub_insufficient_depth,HOLD_INSUFFICIENT_DEPTH
/brands/shes-birdie,brand,,HOLD_NO_PRODUCTS,no,no,published,brand_hub_no_products,HOLD_NO_PRODUCTS
/brands/silva,brand,,HOLD_INSUFFICIENT_DEPTH,no,no,published,brand_hub_insufficient_depth,HOLD_INSUFFICIENT_DEPTH
/brands/siux,brand,,HOLD_INSUFFICIENT_DEPTH,no,no,published,brand_hub_insufficient_depth,HOLD_INSUFFICIENT_DEPTH
/brands/skratch-labs,brand,,HOLD_INSUFFICIENT_DEPTH,no,no,published,brand_hub_insufficient_depth,HOLD_INSUFFICIENT_DEPTH
/brands/smartwool,brand,,HOLD_INSUFFICIENT_DEPTH,no,no,published,brand_hub_insufficient_depth,HOLD_INSUFFICIENT_DEPTH
/brands/smith,brand,,HOLD_INSUFFICIENT_DEPTH,no,no,published,brand_hub_insufficient_depth,HOLD_INSUFFICIENT_DEPTH
/brands/sockwell,brand,,HOLD_NO_PRODUCTS,no,no,published,brand_hub_no_products,HOLD_NO_PRODUCTS
/brands/sole-fitness,brand,,HOLD_INSUFFICIENT_DEPTH,no,no,published,brand_hub_insufficient_depth,HOLD_INSUFFICIENT_DEPTH
/brands/solinco,brand,,HOLD_INSUFFICIENT_DEPTH,no,no,published,brand_hub_insufficient_depth,HOLD_INSUFFICIENT_DEPTH
/brands/sony,brand,,HOLD_NO_PRODUCTS,no,no,published,brand_hub_no_products,HOLD_NO_PRODUCTS
/brands/soundcore,brand,,HOLD_INSUFFICIENT_DEPTH,no,no,published,brand_hub_insufficient_depth,HOLD_INSUFFICIENT_DEPTH
/brands/spibelt,brand,,HOLD_INSUFFICIENT_DEPTH,no,no,published,brand_hub_insufficient_depth,HOLD_INSUFFICIENT_DEPTH
/brands/spring-energy,brand,,HOLD_INSUFFICIENT_DEPTH,no,no,published,brand_hub_insufficient_depth,HOLD_INSUFFICIENT_DEPTH
/brands/squirrels-nut-butter,brand,,HOLD_INSUFFICIENT_DEPTH,no,no,published,brand_hub_insufficient_depth,HOLD_INSUFFICIENT_DEPTH
/brands/stance,brand,,HOLD_NO_PRODUCTS,no,no,published,brand_hub_no_products,HOLD_NO_PRODUCTS
/brands/starvie,brand,,HOLD_INSUFFICIENT_DEPTH,no,no,published,brand_hub_insufficient_depth,HOLD_INSUFFICIENT_DEPTH
/brands/strength-shop,brand,,HOLD_NO_PRODUCTS,no,no,published,brand_hub_no_products,HOLD_NO_PRODUCTS
/brands/styrkr,brand,,HOLD_INSUFFICIENT_DEPTH,no,no,published,brand_hub_insufficient_depth,HOLD_INSUFFICIENT_DEPTH
/brands/swiftwick,brand,,HOLD_INSUFFICIENT_DEPTH,no,no,published,brand_hub_insufficient_depth,HOLD_INSUFFICIENT_DEPTH
/brands/tailwind,brand,,HOLD_INSUFFICIENT_DEPTH,no,no,published,brand_hub_insufficient_depth,HOLD_INSUFFICIENT_DEPTH
/brands/tecnifibre-padel,brand,,HOLD_INSUFFICIENT_DEPTH,no,no,published,brand_hub_insufficient_depth,HOLD_INSUFFICIENT_DEPTH
/brands/the-north-face,brand,,HOLD_NO_PRODUCTS,no,no,published,brand_hub_no_products,HOLD_NO_PRODUCTS
/brands/the-stick,brand,,HOLD_NO_PRODUCTS,no,no,published,brand_hub_no_products,HOLD_NO_PRODUCTS
/brands/tifosi,brand,,HOLD_INSUFFICIENT_DEPTH,no,no,published,brand_hub_insufficient_depth,HOLD_INSUFFICIENT_DEPTH
/brands/timtam,brand,,HOLD_NO_PRODUCTS,no,no,published,brand_hub_no_products,HOLD_NO_PRODUCTS
/brands/triggerpoint,brand,,HOLD_INSUFFICIENT_DEPTH,no,no,published,brand_hub_insufficient_depth,HOLD_INSUFFICIENT_DEPTH
/brands/uswe,brand,,HOLD_INSUFFICIENT_DEPTH,no,no,published,brand_hub_insufficient_depth,HOLD_INSUFFICIENT_DEPTH
/brands/varlion,brand,,HOLD_INSUFFICIENT_DEPTH,no,no,published,brand_hub_insufficient_depth,HOLD_INSUFFICIENT_DEPTH
/brands/veloforte,brand,,HOLD_INSUFFICIENT_DEPTH,no,no,published,brand_hub_insufficient_depth,HOLD_INSUFFICIENT_DEPTH
/brands/victor,brand,,HOLD_INSUFFICIENT_DEPTH,no,no,published,brand_hub_insufficient_depth,HOLD_INSUFFICIENT_DEPTH
/brands/vivobarefoot,brand,,HOLD_INSUFFICIENT_DEPTH,no,no,published,brand_hub_insufficient_depth,HOLD_INSUFFICIENT_DEPTH
/brands/waterrower,brand,,HOLD_INSUFFICIENT_DEPTH,no,no,published,brand_hub_insufficient_depth,HOLD_INSUFFICIENT_DEPTH
/brands/woodway,brand,,HOLD_INSUFFICIENT_DEPTH,no,no,published,brand_hub_insufficient_depth,HOLD_INSUFFICIENT_DEPTH
/brands/wrightsock,brand,,HOLD_INSUFFICIENT_DEPTH,no,no,published,brand_hub_insufficient_depth,HOLD_INSUFFICIENT_DEPTH
/brands/xebex,brand,,HOLD_INSUFFICIENT_DEPTH,no,no,published,brand_hub_insufficient_depth,HOLD_INSUFFICIENT_DEPTH
/brands/xero-shoes,brand,,HOLD_INSUFFICIENT_DEPTH,no,no,published,brand_hub_insufficient_depth,HOLD_INSUFFICIENT_DEPTH
/brands/zeraus,brand,,HOLD_NO_PRODUCTS,no,no,published,brand_hub_no_products,HOLD_NO_PRODUCTS
/compare/adidas-dropset-3-vs-adidas-the-total,comparison,,MEANINGFUL,no,yes,published,vertical_hold:fitness:selective,vertical_hold
/compare/adidas-powerlift-5-vs-nike-romaleos-5,comparison,,MEANINGFUL,no,yes,published,vertical_hold:fitness:selective,vertical_hold
/compare/babolat-pure-aero-2026-vs-yonex-vcore-100-2023,comparison,,MEANINGFUL,no,yes,published,vertical_hold:tennis:disabled,vertical_hold
/compare/babolat-pure-drive-2025-vs-wilson-clash-100-v2,comparison,,MEANINGFUL,no,yes,published,vertical_hold:tennis:disabled,vertical_hold
/compare/babolat-technical-viper-2026-vs-wilson-bela-pro-v2-2026,comparison,,MEANINGFUL,no,yes,published,vertical_hold:padel:disabled,vertical_hold
/compare/bullpadel-vertex-05-vs-hack-04-2026,comparison,,MEANINGFUL,no,yes,published,vertical_hold:padel:disabled,vertical_hold
/compare/bullpadel-vertex-05-vs-nox-at10-12k-2026,comparison,,MEANINGFUL,no,yes,published,vertical_hold:padel:disabled,vertical_hold
/compare/concept2-rowerg-vs-hydrow-wave,comparison,,MEANINGFUL,no,yes,published,vertical_hold:fitness:selective,vertical_hold
/compare/concept2-rowerg-vs-mirafit-magnetic-rower,comparison,,MEANINGFUL,no,yes,published,vertical_hold:fitness:selective,vertical_hold
/compare/head-coello-pro-2026-vs-siux-diablo-revolution-2026,comparison,,MEANINGFUL,no,yes,published,vertical_hold:padel:disabled,vertical_hold
/compare/inov8-f-lite-235-v3-vs-reebok-nano-x4,comparison,,MEANINGFUL,no,yes,published,vertical_hold:fitness:selective,vertical_hold
/compare/nike-free-metcon-6-vs-reebok-nano-x4,comparison,,MEANINGFUL,no,yes,published,vertical_hold:fitness:selective,vertical_hold
/compare/nike-metcon-9-vs-adidas-dropset-3,comparison,,MEANINGFUL,no,yes,published,vertical_hold:fitness:selective,vertical_hold
/compare/nike-metcon-9-vs-reebok-nano-x4,comparison,,MEANINGFUL,no,yes,published,vertical_hold:fitness:selective,vertical_hold
/compare/nike-romaleos-5-vs-adidas-adipower-3,comparison,,MEANINGFUL,no,yes,published,vertical_hold:fitness:selective,vertical_hold
/compare/nobull-trainer-vs-nike-metcon-9,comparison,,MEANINGFUL,no,yes,published,vertical_hold:fitness:selective,vertical_hold
/compare/nox-at10-12k-vs-adidas-metalbone-2026,comparison,,MEANINGFUL,no,yes,published,vertical_hold:padel:disabled,vertical_hold
/compare/nox-at10-genius-18k-2026-vs-babolat-technical-viper-2026,comparison,,MEANINGFUL,no,yes,published,vertical_hold:padel:disabled,vertical_hold
/compare/nox-at10-genius-18k-2026-vs-bullpadel-vertex-04-2026,comparison,,MEANINGFUL,no,yes,published,vertical_hold:padel:disabled,vertical_hold
/compare/nuobell-80-vs-powerblock-pro-100,comparison,,MEANINGFUL,no,yes,published,vertical_hold:fitness:selective,vertical_hold
/compare/puma-fuse-3-vs-ua-tribase-reign-6,comparison,,MEANINGFUL,no,yes,published,vertical_hold:fitness:selective,vertical_hold
/compare/reebok-nano-x4-vs-tyr-cxt-2,comparison,,MEANINGFUL,no,yes,published,vertical_hold:fitness:selective,vertical_hold
/compare/rogue-echo-bike-vs-assaultbike-elite,comparison,,MEANINGFUL,no,yes,published,vertical_hold:fitness:selective,vertical_hold
/compare/rogue-rml-390f-vs-rep-pr-4000,comparison,,MEANINGFUL,no,yes,published,vertical_hold:fitness:selective,vertical_hold
/compare/sole-f80-vs-horizon-t202,comparison,,MEANINGFUL,no,yes,published,vertical_hold:fitness:selective,vertical_hold
/compare/tyr-cxt-1-vs-tyr-cxt-2,comparison,,MEANINGFUL,no,yes,published,vertical_hold:fitness:selective,vertical_hold
/compare/wilson-blade-98-v8-vs-yonex-ezone-98-2024,comparison,,MEANINGFUL,no,yes,published,vertical_hold:tennis:disabled,vertical_hold
/compare/wilson-blade-98-v9-vs-babolat-pure-drive-gen11,comparison,,MEANINGFUL,no,yes,published,vertical_hold:tennis:disabled,vertical_hold
/compare/yonex-ezone-100-2025-vs-wilson-clash-100-v3,comparison,,MEANINGFUL,no,yes,published,vertical_hold:tennis:disabled,vertical_hold
/fitness/adjustable-dumbbells,category,fitness,no_config,no,no,published,vertical_hub_hold:fitness:selective,vertical_hold
/fitness/air-bikes,category,fitness,no_config,no,no,published,vertical_hub_hold:fitness:selective,vertical_hold
/fitness/barbells,category,fitness,no_config,no,no,published,vertical_hub_hold:fitness:selective,vertical_hold
/fitness/functional-fitness,category,fitness,no_config,no,no,published,vertical_hub_hold:fitness:selective,vertical_hold
/fitness/gym-flooring,category,fitness,no_config,no,no,published,vertical_hub_hold:fitness:selective,vertical_hold
/fitness/gym-storage,category,fitness,no_config,no,no,published,vertical_hub_hold:fitness:selective,vertical_hold
/fitness/gymnastic-rings,category,fitness,no_config,no,no,published,vertical_hub_hold:fitness:selective,vertical_hold
/fitness/kettlebells,category,fitness,no_config,no,no,published,vertical_hub_hold:fitness:selective,vertical_hold
/fitness/lifting-accessories,category,fitness,no_config,no,no,published,vertical_hub_hold:fitness:selective,vertical_hold
/fitness/parallettes,category,fitness,no_config,no,no,published,vertical_hub_hold:fitness:selective,vertical_hold
/fitness/power-racks,category,fitness,no_config,no,no,published,vertical_hub_hold:fitness:selective,vertical_hold
/fitness/pull-up-bars,category,fitness,no_config,no,no,published,vertical_hub_hold:fitness:selective,vertical_hold
/fitness/rowing-machines,category,fitness,no_config,no,no,published,vertical_hub_hold:fitness:selective,vertical_hold
/fitness/ski-ergs,category,fitness,no_config,no,no,published,vertical_hub_hold:fitness:selective,vertical_hold
/fitness/training-shoes,category,fitness,no_config,no,no,published,vertical_hub_hold:fitness:selective,vertical_hold
/fitness/treadmills,category,running,no_config,no,no,published,vertical_hub_hold:fitness:selective,vertical_hold
/fitness/weight-benches,category,fitness,no_config,no,no,published,vertical_hub_hold:fitness:selective,vertical_hold
/fitness/weight-plates,category,fitness,no_config,no,no,published,vertical_hub_hold:fitness:selective,vertical_hold
/fitness/weighted-vests,category,fitness,no_config,no,no,published,vertical_hub_hold:fitness:selective,vertical_hold
/guides/adjustable-vs-fixed-dumbbells,guide,,READY,no,yes,published,vertical_hold:fitness:selective,vertical_hold
/guides/bumper-plates-vs-iron-plates,guide,,READY,no,yes,published,vertical_hold:fitness:selective,vertical_hold
/guides/how-much-space-do-you-need-for-a-home-gym,guide,,READY,no,yes,published,vertical_hold:fitness:selective,vertical_hold
/guides/how-to-build-a-home-gym,guide,,READY,no,yes,published,vertical_hold:fitness:selective,vertical_hold
/guides/how-to-build-a-hyrox-home-gym,guide,,READY,no,yes,published,vertical_hold:hyrox:disabled,vertical_hold
/guides/how-to-choose-a-home-treadmill,guide,,READY,no,yes,published,vertical_hold:fitness:selective,vertical_hold
/guides/how-to-choose-a-hyrox-training-sled,guide,,READY,no,yes,published,vertical_hold:hyrox:disabled,vertical_hold
/guides/how-to-choose-a-hyrox-watch,guide,,READY,no,yes,published,vertical_hold:hyrox:disabled,vertical_hold
/guides/how-to-choose-a-padel-racket,guide,,READY,no,yes,published,vertical_hold:padel:disabled,vertical_hold
/guides/how-to-choose-a-power-rack,guide,,READY,no,yes,published,vertical_hold:fitness:selective,vertical_hold
/guides/how-to-choose-a-rowing-machine,guide,,READY,no,yes,published,vertical_hold:fitness:selective,vertical_hold
/guides/how-to-choose-a-tennis-racket,guide,,READY,no,yes,published,vertical_hold:tennis:disabled,vertical_hold
/guides/how-to-choose-a-weight-bench,guide,,READY,no,yes,published,vertical_hold:fitness:selective,vertical_hold
/guides/how-to-choose-adjustable-dumbbells,guide,,READY,no,yes,published,vertical_hold:fitness:selective,vertical_hold
/guides/how-to-choose-hyrox-shoes,guide,,READY,no,yes,published,vertical_hold:hyrox:disabled,vertical_hold
/guides/how-to-choose-padel-shoes,guide,,READY,no,yes,published,vertical_hold:padel:disabled,vertical_hold
/guides/how-to-choose-training-shoes,guide,,READY,no,yes,published,vertical_hold:fitness:selective,vertical_hold
/guides/hyrox-equipment-standards,guide,,READY,no,yes,published,vertical_hold:hyrox:disabled,vertical_hold
/guides/hyrox-heart-rate-monitor,guide,,READY,no,yes,published,vertical_hold:hyrox:disabled,vertical_hold
/guides/hyrox-home-training-setup,guide,,READY,no,yes,published,vertical_hold:hyrox:disabled,vertical_hold
/guides/hyrox-race-day-gear-checklist,guide,,READY,no,yes,published,vertical_hold:hyrox:disabled,vertical_hold
/guides/hyrox-race-shoes-vs-training-shoes,guide,,READY,no,yes,published,vertical_hold:hyrox:disabled,vertical_hold
/guides/padel-grips-overgrips-explained,guide,,READY,no,yes,published,vertical_hold:padel:disabled,vertical_hold
/guides/power-rack-sizing-and-hole-spacing,guide,,READY,no,yes,published,vertical_hold:fitness:selective,vertical_hold
/guides/pull-up-bar-mounting-guide,guide,,READY,no,yes,published,vertical_hold:calisthenics:disabled,vertical_hold
