issue_id,severity,url,path,page_type,issue_class,issue_subclass,rendered_excerpt,image_path,root_cause,status
RQ-00011,BLOCKER,http://127.0.0.1:3020/products/oofos-ooriginal,/products/oofos-ooriginal,product,DECISION_COPY,BROKEN,Look elsewhere if Not a running shoe.,,Rendered decision copy classified BROKEN,OPEN
RQ-00012,BLOCKER,http://127.0.0.1:3020/products/patagonia-capilene-cool-daily-men,/products/patagonia-capilene-cool-daily-men,product,DECISION_COPY,BROKEN,Look elsewhere if not a race-minimal singlet cut.,,Rendered decision copy classified BROKEN,OPEN
RQ-00013,BLOCKER,http://127.0.0.1:3020/products/patagonia-houdini-men,/products/patagonia-houdini-men,product,DECISION_COPY,BROKEN,Look elsewhere if Not a fully waterproof storm shell.,,Rendered decision copy classified BROKEN,OPEN
RQ-00014,BLOCKER,http://127.0.0.1:3020/products/saltstick-caps,/products/saltstick-caps,product,DECISION_COPY,BROKEN,Look elsewhere if not a carbohydrate fuel and not a flavour,,Rendered decision copy classified BROKEN,OPEN
RQ-00015,BLOCKER,http://127.0.0.1:3020/products/saltstick-fastchews,/products/saltstick-fastchews,product,DECISION_COPY,BROKEN,Look elsewhere if not a carbohydrate fuel — do not coun,,Rendered decision copy classified BROKEN,OPEN
RQ-00016,BLOCKER,http://127.0.0.1:3020/products/ultimate-direction-body-bottle-500,/products/ultimate-direction-body-bottle-500,product,DECISION_COPY,BROKEN,Look elsewhere if Not a handheld — needs vest or belt sleeves.,,Rendered decision copy classified BROKEN,OPEN
RQ-00017,HIGH,http://127.0.0.1:3020/authors/kitletics-editorial,/authors/kitletics-editorial,other,MACHINE_COPY_BODY,pause_if_not_a,Kitletics Editorial · Kitletics Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports…,,Visible HTML matches uniqueness-era machine templates,OPEN
RQ-00018,HIGH,http://127.0.0.1:3020/best/running-clothing-hot-weather,/best/running-clothing-hot-weather,best-guide,MACHINE_COPY_BODY,pause_if_not_a,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLE…,,Visible HTML matches uniqueness-era machine templates,OPEN
RQ-00019,HIGH,http://127.0.0.1:3020/best/running-gear-winter,/best/running-gear-winter,best-guide,MACHINE_COPY_BODY,pause_if_not_a,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLE…,,Visible HTML matches uniqueness-era machine templates,OPEN
RQ-00020,HIGH,http://127.0.0.1:3020/best/running-jackets,/best/running-jackets,best-guide,MACHINE_COPY_BODY,pause_if_not_a,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLE…,,Visible HTML matches uniqueness-era machine templates,OPEN
RQ-00021,HIGH,http://127.0.0.1:3020/best/running-race-fuel,/best/running-race-fuel,best-guide,MACHINE_COPY_BODY,pause_if_not_a,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLE…,,Visible HTML matches uniqueness-era machine templates,OPEN
RQ-00022,HIGH,http://127.0.0.1:3020/best/running-rain-jackets,/best/running-rain-jackets,best-guide,MACHINE_COPY_BODY,pause_if_not_a,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLE…,,Visible HTML matches uniqueness-era machine templates,OPEN
RQ-00023,HIGH,http://127.0.0.1:3020/best/running-recovery-gear,/best/running-recovery-gear,best-guide,MACHINE_COPY_BODY,pause_if_not_a,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLE…,,Visible HTML matches uniqueness-era machine templates,OPEN
RQ-00024,HIGH,http://127.0.0.1:3020/best/running-shorts,/best/running-shorts,best-guide,MACHINE_COPY_BODY,pause_if_not_a,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLE…,,Visible HTML matches uniqueness-era machine templates,OPEN
RQ-00025,HIGH,http://127.0.0.1:3020/best/running-tights,/best/running-tights,best-guide,MACHINE_COPY_BODY,pause_if_not_a,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLE…,,Visible HTML matches uniqueness-era machine templates,OPEN
RQ-00026,HIGH,http://127.0.0.1:3020/best/tempo-running-shoes,/best/tempo-running-shoes,best-guide,MACHINE_COPY_BODY,pause_if_not_a,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLE…,,Visible HTML matches uniqueness-era machine templates,OPEN
RQ-00027,HIGH,http://127.0.0.1:3020/brands/adidas,/brands/adidas,brand,MACHINE_COPY_BODY,pause_if_not_a,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLE…,,Visible HTML matches uniqueness-era machine templates,OPEN
RQ-00028,HIGH,http://127.0.0.1:3020/products/asics-novablast-5,/products/asics-novablast-5,product,MACHINE_COPY_BODY,look_elsewhere_if_not_a,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLE…,,Visible HTML matches uniqueness-era machine templates,OPEN
RQ-00029,HIGH,http://127.0.0.1:3020/products/asics-novablast-6/alternatives,/products/asics-novablast-6/alternatives,alternatives,CONTENT_SANITY,internal_taxonomy,"drop 8, heelStack 41.5, weight 253, midsole FF BLAST MAX",,Catalog field name heelStack appears in rendered alternatives intro,OPEN
RQ-00030,HIGH,http://127.0.0.1:3020/products/precision-ph1500,/products/precision-ph1500,product,MACHINE_COPY_BODY,look_elsewhere_if_not_a,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLE…,,Visible HTML matches uniqueness-era machine templates,OPEN
RQ-00031,HIGH,http://127.0.0.1:3020/reviews,/reviews,other,MACHINE_COPY_BODY,pause_if_not_a,Reviews · Kitletics Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools …,,Visible HTML matches uniqueness-era machine templates,OPEN
RQ-00032,HIGH,http://127.0.0.1:3020/reviews/adidas-adizero-boston-12,/reviews/adidas-adizero-boston-12,review,MACHINE_COPY_BODY,pause_if_not_a,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLE…,,Visible HTML matches uniqueness-era machine templates,OPEN
RQ-00033,HIGH,http://127.0.0.1:3020/reviews/adidas-terrex-agravic-3,/reviews/adidas-terrex-agravic-3,review,MACHINE_COPY_BODY,pause_if_not_a,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLE…,,Visible HTML matches uniqueness-era machine templates,OPEN
RQ-00034,HIGH,http://127.0.0.1:3020/reviews/asics-gel-trabuco-13,/reviews/asics-gel-trabuco-13,review,MACHINE_COPY_BODY,pause_if_not_a,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLE…,,Visible HTML matches uniqueness-era machine templates,OPEN
RQ-00035,HIGH,http://127.0.0.1:3020/reviews/asics-novablast-5,/reviews/asics-novablast-5,review,MACHINE_COPY_BODY,pause_if_not_a|look_elsewhere_if_not_a,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLE…,,Visible HTML matches uniqueness-era machine templates,OPEN
RQ-00036,HIGH,http://127.0.0.1:3020/reviews/asics-novablast-6,/reviews/asics-novablast-6,review,MACHINE_COPY_BODY,pause_if_not_a,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLE…,,Visible HTML matches uniqueness-era machine templates,OPEN
RQ-00037,HIGH,http://127.0.0.1:3020/reviews/brooks-canopy-jacket-men,/reviews/brooks-canopy-jacket-men,review,MACHINE_COPY_BODY,pause_if_not_a,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLE…,,Visible HTML matches uniqueness-era machine templates,OPEN
RQ-00038,HIGH,http://127.0.0.1:3020/reviews/brooks-hyperion-max-2,/reviews/brooks-hyperion-max-2,review,MACHINE_COPY_BODY,pause_if_not_a,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLE…,,Visible HTML matches uniqueness-era machine templates,OPEN
RQ-00039,HIGH,http://127.0.0.1:3020/reviews/brooks-method-tight-women,/reviews/brooks-method-tight-women,review,MACHINE_COPY_BODY,pause_if_not_a,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLE…,,Visible HTML matches uniqueness-era machine templates,OPEN
RQ-00040,HIGH,http://127.0.0.1:3020/reviews/mirafit-folding-treadmill,/reviews/mirafit-folding-treadmill,review,MACHINE_COPY_BODY,pause_if_not_a,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLE…,,Visible HTML matches uniqueness-era machine templates,OPEN
RQ-00041,HIGH,http://127.0.0.1:3020/reviews/nathan-zippered-stash,/reviews/nathan-zippered-stash,review,MACHINE_COPY_BODY,pause_if_not_a,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLE…,,Visible HTML matches uniqueness-era machine templates,OPEN
RQ-00042,HIGH,http://127.0.0.1:3020/reviews/nike-dri-fit-miler-men,/reviews/nike-dri-fit-miler-men,review,MACHINE_COPY_BODY,pause_if_not_a,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLE…,,Visible HTML matches uniqueness-era machine templates,OPEN
RQ-00043,HIGH,http://127.0.0.1:3020/reviews/nike-react-infinity-run-4,/reviews/nike-react-infinity-run-4,review,MACHINE_COPY_BODY,pause_if_not_a,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLE…,,Visible HTML matches uniqueness-era machine templates,OPEN
RQ-00044,HIGH,http://127.0.0.1:3020/reviews/oofos-ooriginal,/reviews/oofos-ooriginal,review,MACHINE_COPY_BODY,pause_if_not_a,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLE…,,Visible HTML matches uniqueness-era machine templates,OPEN
RQ-00045,HIGH,http://127.0.0.1:3020/reviews/patagonia-capilene-cool-daily-men,/reviews/patagonia-capilene-cool-daily-men,review,MACHINE_COPY_BODY,pause_if_not_a,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLE…,,Visible HTML matches uniqueness-era machine templates,OPEN
RQ-00046,HIGH,http://127.0.0.1:3020/reviews/patagonia-houdini-men,/reviews/patagonia-houdini-men,review,MACHINE_COPY_BODY,pause_if_not_a,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLE…,,Visible HTML matches uniqueness-era machine templates,OPEN
