url,type,sport,quality,indexable,ready,robots,publicationState,reasons,in_sitemap
/products/new-balance-fuelcell-rebel-v4,product,running,NEEDS_MINOR_WORK,no,no,"noindex,follow",published,decisionScore=70|missing:whatIsThis|missing:howDiffers|missing:canCompare|minor_work_held,no
/products/buff-original,product,running,NEEDS_MINOR_WORK,no,no,"noindex,follow",published,decisionScore=100|publish:missing required spec: fit|minor_work_held,no
/products/body-glide-original,product,running|fitness,LAUNCH_READY,no,yes,"noindex,follow",published,decisionScore=100|soft_gated_category,no
/products/buff-coolnet-uv,product,running,NEEDS_MINOR_WORK,no,no,"noindex,follow",published,decisionScore=100|publish:missing required spec: fit|minor_work_held,no
/products/buff-merino-lightweight,product,running,NEEDS_MINOR_WORK,no,no,"noindex,follow",published,decisionScore=100|publish:missing required spec: fit|minor_work_held,no
/products/buff-polar,product,running,NEEDS_MINOR_WORK,no,no,"noindex,follow",published,decisionScore=100|publish:missing required spec: fit|minor_work_held,no
/products/squirrels-nut-butter,product,running|fitness,LAUNCH_READY,no,yes,"noindex,follow",published,decisionScore=100|soft_gated_category,no
/products/2toms-sportshield,product,running|fitness,LAUNCH_READY,no,yes,"noindex,follow",published,decisionScore=100|soft_gated_category,no
/products/nox-at10-genius-18k-2026,product,padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/bullpadel-vertex-04,product,padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/babolat-technical-viper-2026,product,padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/head-coello-pro-2026,product,padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/siux-diablo-revolution-2026,product,padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/adidas-courtstabil-padel,product,padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/head-padel-pro-s-balls,product,padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/wilson-padel-overgrip-pack,product,padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/wilson-bela-pro-v2-2026,product,padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/starvie-titania-kepler-2026,product,padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/adidas-metalbone-hrd-2026,product,padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/kuikma-pr-soft-500,product,padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/drop-shot-canyon-pro-2026,product,padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/varlion-lw-carbon-difusor-2026,product,padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/nox-ml10-pro-cup-2026,product,padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/bullpadel-hack-03,product,padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/babolat-counter-viper-2026,product,padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/head-extreme-pro-padel-2026,product,padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/wilson-blade-pro-v2-padel-2026,product,padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/starvie-basalto-osiris-2026,product,padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/bullpadel-vertex-05-2026,product,padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/bullpadel-hack-04-2026,product,padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/nox-at10-genius-12k-alum-xtrem-2026,product,padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/adidas-metalbone-2026,product,padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/head-extreme-motion-2026,product,padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/tecnifibre-wall-breaker-365,product,padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/oxdog-sense-pro,product,padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/royal-padel-m27-poly-2026,product,padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/black-crown-special-one-soft,product,padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/lok-maxx-flow,product,padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/asics-gel-resolution-padel,product,padel|tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/asics-gel-challenger-court,product,padel|tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/babolat-jet-premura,product,padel|tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/joma-t-slam,product,padel|tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/head-revolt-pro-court,product,padel|tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/adidas-crazyquick-boost-padel,product,padel|tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/adidas-courtquick-padel-women,product,padel|tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/adidas-crazyquick-boost-padel-women,product,padel|tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/asics-gel-dedicate-8-padel,product,padel|tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/asics-game-ff-padel,product,padel|tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/asics-solution-swift-ff2-padel,product,padel|tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/bullpadel-hybrid-fly,product,padel|tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/bullpadel-ionic-woman,product,padel|tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/nox-at10-lux,product,padel|tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/nox-ml10-hexa,product,padel|tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/babolat-movea-2,product,padel|tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/babolat-sensa-women,product,padel|tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/joma-slam-lady,product,padel|tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/joma-spin-men,product,padel|tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/head-sprint-pro-4-padel,product,padel|tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/wilson-rush-pro-5-padel,product,padel|tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/kuikma-ps-990,product,padel|tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/oxdog-hyper-court,product,padel|tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/asics-gel-resolution-padel-women,product,padel|tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/asics-solution-swift-ff-padel-women,product,padel|tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/wilson-bela-pro-padel,product,padel|tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/joma-spin-lady,product,padel|tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/bullpadel-hack-hybrid,product,padel|tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/nox-at10-pro,product,padel|tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/babolat-jet-premura-2,product,padel|tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/tecnifibre-wall-shooter,product,padel|tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/varlion-bourne-padel,product,padel|tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/lok-padel-one,product,padel|tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:padel:disabled,no
/products/babolat-pure-drive-2025,product,tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/babolat-pure-aero-2023,product,tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/wilson-clash-100-v2,product,tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/wilson-blade-98-v8,product,tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/head-speed-mp-2024,product,tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/head-radical-mp-2023,product,tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/yonex-ezone-98-2024,product,tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/yonex-vcore-100-2023,product,tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/tecnifibre-tf40-305,product,tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/dunlop-cx-200,product,tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/prince-textreme-tour-100p,product,tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/asics-gel-resolution-9,product,tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/wilson-rush-pro-4-0,product,tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/babolat-rpm-blast-1-25,product,tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/tecnifibre-black-code-1-28,product,tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/joola-ben-johns-hyperion-cfs-16,product,pickleball,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:sport-pickleball:disabled,no
/products/joola-perseus-16,product,pickleball,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:sport-pickleball:disabled,no
/products/selkirk-ampsed-epic,product,pickleball,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:sport-pickleball:disabled,no
/products/yonex-astrox-88d-pro,product,badminton,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:sport-badminton:disabled,no
/products/yonex-nanoflare-800-pro,product,badminton,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:sport-badminton:disabled,no
/products/yonex-astrox-99-pro,product,badminton,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:sport-badminton:disabled,no
/products/yonex-arcsaber-11-pro,product,badminton,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:sport-badminton:disabled,no
/products/victor-thruster-k-falcon,product,badminton,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:sport-badminton:disabled,no
/products/wilson-blade-98-v9,product,tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/wilson-clash-100-v3,product,tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/babolat-pure-drive-gen11,product,tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/babolat-pure-aero-2026,product,tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/head-speed-mp-2026,product,tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/yonex-ezone-100-2025,product,tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/yonex-vcore-98-2026,product,tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/wilson-blade-100-v9,product,tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/tecnifibre-tfight-300s-2025,product,tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/luxilon-alu-power,product,tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/wilson-nxt,product,tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/tecnifibre-x-one-biphase,product,tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/solinco-hyper-g,product,tennis,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/nike-court-vapor-pro-3,product,tennis|padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/adidas-barricade-13,product,tennis|padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/babolat-jet-tere,product,tennis|padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/asics-gel-challenger-15,product,tennis|padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/wilson-rush-pro-5-0,product,tennis|padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/asics-solution-speed-ff-3,product,tennis|padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/asics-gel-dedicate-8,product,tennis|padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/asics-gel-resolution-9-clay,product,tennis|padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/nike-court-lite-4,product,tennis|padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/nike-court-air-zoom-vapor-cage-4,product,tennis|padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/adidas-solematch-control-2,product,tennis|padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/adidas-courtjam-control-3,product,tennis|padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/adidas-gamecourt-2,product,tennis|padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/wilson-rush-pro-ace,product,tennis|padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/babolat-propulse-fury-3,product,tennis|padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/babolat-jet-mach-3,product,tennis|padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/head-revolt-pro-4-5,product,tennis|padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/head-sprint-pro-3-5,product,tennis|padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/new-balance-996-v5,product,tennis|padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/yonex-power-cushion-eclipsion-5,product,tennis|padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/yonex-power-cushion-sonicage-3,product,tennis|padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/k-swiss-hypercourt-express-2,product,tennis|padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/k-swiss-ultrashot-3,product,tennis|padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/mizuno-wave-exceed-tour-5,product,tennis|padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/prince-t22,product,tennis|padel,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:tennis:disabled,no
/products/nike-metcon-9,product,fitness|hyrox,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:fitness:selective,no
/products/reebok-nano-x4,product,fitness|hyrox,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:fitness:selective,no
/products/nobull-trainer,product,fitness|hyrox,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:fitness:selective,no
/products/inov8-f-lite-235-v3,product,fitness|hyrox,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:fitness:selective,no
/products/tyr-cxt-1,product,fitness|hyrox,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:fitness:selective,no
/products/adidas-dropset-3,product,fitness,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:fitness:selective,no
/products/nike-romaleos-5,product,fitness,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:fitness:selective,no
/products/adidas-adipower-weightlifting-3,product,fitness,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:fitness:selective,no
/products/reebok-legacy-lifter-iii,product,fitness,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:fitness:selective,no
/products/nobull-outwork,product,fitness|hyrox,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:fitness:selective,no
/products/inov8-fastlift-360,product,fitness,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:fitness:selective,no
/products/tyr-cxt-2,product,fitness|hyrox,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:fitness:selective,no
/products/powerblock-pro-series-100,product,fitness,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:fitness:selective,no
/products/powerblock-pro-series-50,product,fitness,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:fitness:selective,no
/products/nuobell-80,product,fitness,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:fitness:selective,no
/products/nuobell-50,product,fitness,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:fitness:selective,no
/products/bowflex-selecttech-552,product,fitness,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:fitness:selective,no
/products/bowflex-selecttech-1090,product,fitness,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:fitness:selective,no
/products/rep-quickdraw-adjustable-dumbbells,product,fitness,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:fitness:selective,no
/products/powerblock-elite-exp-90,product,fitness,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:fitness:selective,no
/products/rogue-rml-390f,product,fitness,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:fitness:selective,no
/products/rep-pr-4000,product,fitness,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:fitness:selective,no
/products/mirafit-m3-power-rack,product,fitness,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:fitness:selective,no
/products/rogue-rm-4-monster-rack,product,fitness,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:fitness:selective,no
/products/rep-pr-5000,product,fitness,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:fitness:selective,no
/products/mirafit-m4-cage,product,fitness,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:fitness:selective,no
/products/rogue-sm-2c-monster-lite,product,fitness,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:fitness:selective,no
/products/rep-apollo-athlon-rack,product,fitness,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:fitness:selective,no
/products/rogue-adjustable-bench-3-0,product,fitness,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:fitness:selective,no
/products/rep-ab-5000-zero-gap,product,fitness,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:fitness:selective,no
/products/mirafit-fid-adjustable-bench,product,fitness,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:fitness:selective,no
/products/rep-fb-5000-flat-bench,product,fitness,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:fitness:selective,no
/products/rogue-flat-utility-bench,product,fitness,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:fitness:selective,no
/products/eleiko-xf-bar,product,fitness,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:fitness:selective,no
/products/rogue-ohio-bar,product,fitness,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:fitness:selective,no
/products/rogue-ohio-power-bar,product,fitness,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:fitness:selective,no
/products/rep-colorado-bar,product,fitness,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:fitness:selective,no
/products/eleiko-performance-weightlifting-bar,product,fitness,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:fitness:selective,no
/products/mirafit-olympic-barbell,product,fitness,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:fitness:selective,no
/products/rogue-echo-bumper-plate-set,product,fitness,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:fitness:selective,no
/products/rep-black-bumper-plate-set,product,fitness,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:fitness:selective,no
/products/rogue-kettlebell,product,fitness|hyrox,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:fitness:selective,no
/products/rep-fitness-kettlebell,product,fitness|hyrox,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:fitness:selective,no
/products/mirafit-cast-iron-kettlebell,product,fitness|hyrox,BLOCKED,no,no,"noindex,nofollow",published,vertical_hold:fitness:selective,no
