severity,area,path,code,detail
HIGH,uniqueness,/reviews/compressport-ultrun-s-pack,INDEXABLE_NEEDS_DIFF,Peer similarity 0.797 vs osprey-dyna-6
HIGH,uniqueness,/reviews/nathan-pinnacle-12,INDEXABLE_NEEDS_DIFF,Peer similarity 0.736 vs ultraspire-alpha-6
HIGH,uniqueness,/reviews/nathan-vaporair-2,INDEXABLE_NEEDS_DIFF,Peer similarity 0.776 vs osprey-duro-6
HIGH,uniqueness,/reviews/nathan-vaporair-4,INDEXABLE_NEEDS_DIFF,Peer similarity 0.758 vs salomon-custom-quiver
HIGH,uniqueness,/reviews/nathan-zippered-stash,INDEXABLE_NEEDS_DIFF,Peer similarity 0.784 vs osprey-duro-6
HIGH,uniqueness,/reviews/osprey-duro-6,INDEXABLE_NEEDS_DIFF,Peer similarity 0.784 vs nathan-zippered-stash
HIGH,uniqueness,/reviews/osprey-dyna-6,INDEXABLE_NEEDS_DIFF,Peer similarity 0.797 vs compressport-ultrun-s-pack
HIGH,uniqueness,/reviews/osprey-talon-velocity-20,INDEXABLE_NEEDS_DIFF,Peer similarity 0.795 vs ultimate-direction-fastpack-her-20
HIGH,uniqueness,/reviews/salomon-adv-skin-5,INDEXABLE_NEEDS_DIFF,Peer similarity 0.747 vs black-diamond-distance-15
HIGH,uniqueness,/reviews/salomon-custom-quiver,INDEXABLE_NEEDS_DIFF,Peer similarity 0.758 vs nathan-vaporair-4
HIGH,uniqueness,/reviews/salomon-xa-15,INDEXABLE_NEEDS_DIFF,Peer similarity 0.735 vs ultimate-direction-fastpack-20
HIGH,uniqueness,/reviews/ultimate-direction-fastpack-20,INDEXABLE_NEEDS_DIFF,Peer similarity 0.735 vs salomon-xa-15
HIGH,uniqueness,/reviews/ultimate-direction-fastpack-her-20,INDEXABLE_NEEDS_DIFF,Peer similarity 0.795 vs osprey-talon-velocity-20
HIGH,uniqueness,/reviews/ultimate-direction-utility-bag,INDEXABLE_NEEDS_DIFF,Peer similarity 0.786 vs ultimate-direction-fastpack-30
HIGH,uniqueness,/reviews/uswe-pace-8,INDEXABLE_NEEDS_DIFF,Peer similarity 0.724 vs salomon-adv-skin-12
HIGH,uniqueness,/reviews/blackroll-pro,INDEXABLE_NEEDS_DIFF,Peer similarity 0.775 vs hyperice-vyper-3
HIGH,uniqueness,/reviews/brazyn-morph,INDEXABLE_NEEDS_DIFF,Peer similarity 0.784 vs hyperice-hypervolt-go-2
HIGH,uniqueness,/reviews/cep-the-run-calf-sleeves,INDEXABLE_NEEDS_DIFF,Peer similarity 0.735 vs oofos-ooriginal
HIGH,uniqueness,/reviews/hyperice-normatec-3,INDEXABLE_NEEDS_DIFF,Peer similarity 0.803 vs cep-calf-sleeves-3
HIGH,uniqueness,/reviews/hyperice-normatec-go,INDEXABLE_NEEDS_DIFF,Peer similarity 0.764 vs blackroll-pro
HIGH,uniqueness,/reviews/hyperice-vyper-3,INDEXABLE_NEEDS_DIFF,Peer similarity 0.775 vs blackroll-pro
HIGH,uniqueness,/reviews/therabody-theragun-prime,INDEXABLE_NEEDS_DIFF,Peer similarity 0.741 vs therabody-theragun-pro
HIGH,uniqueness,/reviews/therabody-theragun-pro,INDEXABLE_NEEDS_DIFF,Peer similarity 0.779 vs oofos-oolala
HIGH,uniqueness,/reviews/triggerpoint-grid-travel,INDEXABLE_NEEDS_DIFF,Peer similarity 0.730 vs hyperice-normatec-go
HIGH,uniqueness,/reviews/triggerpoint-grid-x,INDEXABLE_NEEDS_DIFF,Peer similarity 0.761 vs therabody-theragun-mini-2
HIGH,uniqueness,/reviews/garmin-hrm-200,INDEXABLE_NEEDS_DIFF,Peer similarity 0.785 vs garmin-hrm-pro-plus
HIGH,uniqueness,/reviews/scosche-rhythm24,INDEXABLE_NEEDS_DIFF,Peer similarity 0.735 vs wahoo-trackr
HIGH,uniqueness,/reviews/polar-verity-sense,INDEXABLE_NEEDS_DIFF,Peer similarity 0.767 vs scosche-rhythm-plus-2
HIGH,uniqueness,/reviews/scosche-rhythm-plus-2,INDEXABLE_NEEDS_DIFF,Peer similarity 0.767 vs polar-verity-sense
