issue_id,severity,url,path,page_type,issue_class,issue_subclass,rendered_excerpt,image_path,root_cause,status
RQ-00018,BLOCKER,http://127.0.0.1:3020/authors/kitletics-editorial,/authors/kitletics-editorial,other,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Kitletics Editorial · Kitletics,/images/running/products/gt-2000-14-hero.jpg:running_shoes is authentic but the wrong content type for unknown,WRONG_CONTENT_TYPE:/images/running/products/gt-2000-14-hero.jpg:running_shoes is authentic but the wrong content type for unknown,OPEN
RQ-00019,BLOCKER,http://127.0.0.1:3020/authors/kitletics-editorial,/authors/kitletics-editorial,other,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Kitletics Editorial · Kitletics,/images/running/products/metaspeed-sky-paris-hero.jpg:running_shoes is authentic but the wrong content type for unknown,WRONG_CONTENT_TYPE:/images/running/products/metaspeed-sky-paris-hero.jpg:running_shoes is authentic but the wrong content type for unknown,OPEN
RQ-00020,BLOCKER,http://127.0.0.1:3020/authors/kitletics-editorial,/authors/kitletics-editorial,other,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Kitletics Editorial · Kitletics,/images/running/products/novablast-4-hero.jpg:running_shoes is authentic but the wrong content type for unknown,WRONG_CONTENT_TYPE:/images/running/products/novablast-4-hero.jpg:running_shoes is authentic but the wrong content type for unknown,OPEN
RQ-00021,BLOCKER,http://127.0.0.1:3020/authors/kitletics-editorial,/authors/kitletics-editorial,other,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Kitletics Editorial · Kitletics,/images/running/products/novablast-6-hero.jpg:running_shoes is authentic but the wrong content type for unknown,WRONG_CONTENT_TYPE:/images/running/products/novablast-6-hero.jpg:running_shoes is authentic but the wrong content type for unknown,OPEN
RQ-00022,BLOCKER,http://127.0.0.1:3020/authors/kitletics-editorial,/authors/kitletics-editorial,other,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Kitletics Editorial · Kitletics,/images/running/products/ghost-16-hero.png:running_shoes is authentic but the wrong content type for unknown,WRONG_CONTENT_TYPE:/images/running/products/ghost-16-hero.png:running_shoes is authentic but the wrong content type for unknown,OPEN
RQ-00023,BLOCKER,http://127.0.0.1:3020/authors/kitletics-editorial,/authors/kitletics-editorial,other,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Kitletics Editorial · Kitletics,/images/running/products/glycerin-21-hero.jpg:running_shoes is authentic but the wrong content type for unknown,WRONG_CONTENT_TYPE:/images/running/products/glycerin-21-hero.jpg:running_shoes is authentic but the wrong content type for unknown,OPEN
RQ-00024,BLOCKER,http://127.0.0.1:3020/authors/kitletics-editorial,/authors/kitletics-editorial,other,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Kitletics Editorial · Kitletics,/images/running/products/hyperion-max-2-hero.png:running_shoes is authentic but the wrong content type for unknown,WRONG_CONTENT_TYPE:/images/running/products/hyperion-max-2-hero.png:running_shoes is authentic but the wrong content type for unknown,OPEN
RQ-00025,BLOCKER,http://127.0.0.1:3020/best,/best,other,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Best Gear Guides · Kitletics,/images/home/guide-running-shoes.jpg:running_shoes is authentic but the wrong content type for unknown,WRONG_CONTENT_TYPE:/images/home/guide-running-shoes.jpg:running_shoes is authentic but the wrong content type for unknown,OPEN
RQ-00026,BLOCKER,http://127.0.0.1:3020/best,/best,other,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Best Gear Guides · Kitletics,/images/running/products/bondi-9-hero.jpg:running_shoes is authentic but the wrong content type for unknown,WRONG_CONTENT_TYPE:/images/running/products/bondi-9-hero.jpg:running_shoes is authentic but the wrong content type for unknown,OPEN
RQ-00027,BLOCKER,http://127.0.0.1:3020/best,/best,other,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Best Gear Guides · Kitletics,/images/running/products/vaporfly-4-hero.jpg:running_shoes is authentic but the wrong content type for unknown,WRONG_CONTENT_TYPE:/images/running/products/vaporfly-4-hero.jpg:running_shoes is authentic but the wrong content type for unknown,OPEN
RQ-00028,BLOCKER,http://127.0.0.1:3020/best,/best,other,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Best Gear Guides · Kitletics,/images/running/products/kayano-32-hero.jpg:running_shoes is authentic but the wrong content type for unknown,WRONG_CONTENT_TYPE:/images/running/products/kayano-32-hero.jpg:running_shoes is authentic but the wrong content type for unknown,OPEN
RQ-00029,BLOCKER,http://127.0.0.1:3020/best,/best,other,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Best Gear Guides · Kitletics,/images/running/category/hero-trail.jpg:running_shoes is authentic but the wrong content type for unknown,WRONG_CONTENT_TYPE:/images/running/category/hero-trail.jpg:running_shoes is authentic but the wrong content type for unknown,OPEN
RQ-00030,BLOCKER,http://127.0.0.1:3020/best,/best,other,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Best Gear Guides · Kitletics,/images/running/products/nimbus-27-hero.jpg:running_shoes is authentic but the wrong content type for unknown,WRONG_CONTENT_TYPE:/images/running/products/nimbus-27-hero.jpg:running_shoes is authentic but the wrong content type for unknown,OPEN
RQ-00031,BLOCKER,http://127.0.0.1:3020/best,/best,other,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Best Gear Guides · Kitletics,/images/running/best-hub/best-gps-watches-running.jpg:gps_watch is authentic but the wrong content type for unknown,WRONG_CONTENT_TYPE:/images/running/best-hub/best-gps-watches-running.jpg:gps_watch is authentic but the wrong content type for unknown,OPEN
RQ-00032,BLOCKER,http://127.0.0.1:3020/best,/best,other,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Best Gear Guides · Kitletics,/images/watches/products/garmin-forerunner-165-hero.jpg:gps_watch is authentic but the wrong content type for unknown,WRONG_CONTENT_TYPE:/images/watches/products/garmin-forerunner-165-hero.jpg:gps_watch is authentic but the wrong content type for unknown,OPEN
RQ-00033,BLOCKER,http://127.0.0.1:3020/best,/best,other,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Best Gear Guides · Kitletics,/images/watches/products/garmin-forerunner-970-hero.jpg:gps_watch is authentic but the wrong content type for unknown,WRONG_CONTENT_TYPE:/images/watches/products/garmin-forerunner-970-hero.jpg:gps_watch is authentic but the wrong content type for unknown,OPEN
RQ-00034,BLOCKER,http://127.0.0.1:3020/best,/best,other,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Best Gear Guides · Kitletics,/images/watches/products/garmin-fenix-8-hero.jpg:gps_watch is authentic but the wrong content type for unknown,WRONG_CONTENT_TYPE:/images/watches/products/garmin-fenix-8-hero.jpg:gps_watch is authentic but the wrong content type for unknown,OPEN
RQ-00035,BLOCKER,http://127.0.0.1:3020/best,/best,other,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Best Gear Guides · Kitletics,/images/watches/products/garmin-enduro-3-hero.jpg:gps_watch is authentic but the wrong content type for unknown,WRONG_CONTENT_TYPE:/images/watches/products/garmin-enduro-3-hero.jpg:gps_watch is authentic but the wrong content type for unknown,OPEN
RQ-00036,BLOCKER,http://127.0.0.1:3020/best,/best,other,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Best Gear Guides · Kitletics,/images/watches/products/coros-pace-3-hero.jpg:gps_watch is authentic but the wrong content type for unknown,WRONG_CONTENT_TYPE:/images/watches/products/coros-pace-3-hero.jpg:gps_watch is authentic but the wrong content type for unknown,OPEN
RQ-00037,BLOCKER,http://127.0.0.1:3020/best,/best,other,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Best Gear Guides · Kitletics,/images/watches/products/garmin-forerunner-265-hero.jpg:gps_watch is authentic but the wrong content type for unknown,WRONG_CONTENT_TYPE:/images/watches/products/garmin-forerunner-265-hero.jpg:gps_watch is authentic but the wrong content type for unknown,OPEN
RQ-00038,BLOCKER,http://127.0.0.1:3020/best,/best,other,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Best Gear Guides · Kitletics,/images/watches/products/garmin-forerunner-265s-hero.jpg:gps_watch is authentic but the wrong content type for unknown,WRONG_CONTENT_TYPE:/images/watches/products/garmin-forerunner-265s-hero.jpg:gps_watch is authentic but the wrong content type for unknown,OPEN
RQ-00039,BLOCKER,http://127.0.0.1:3020/best,/best,other,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Best Gear Guides · Kitletics,/images/running/best-hub/best-hrm-running.jpg:hrm is authentic but the wrong content type for unknown,WRONG_CONTENT_TYPE:/images/running/best-hub/best-hrm-running.jpg:hrm is authentic but the wrong content type for unknown,OPEN
RQ-00040,BLOCKER,http://127.0.0.1:3020/best,/best,other,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Best Gear Guides · Kitletics,/images/hrm/products/polar-h10-hero.png:hrm is authentic but the wrong content type for unknown,WRONG_CONTENT_TYPE:/images/hrm/products/polar-h10-hero.png:hrm is authentic but the wrong content type for unknown,OPEN
RQ-00041,BLOCKER,http://127.0.0.1:3020/best,/best,other,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Best Gear Guides · Kitletics,/images/hrm/products/garmin-hrm-600-hero.jpg:hrm is authentic but the wrong content type for unknown,WRONG_CONTENT_TYPE:/images/hrm/products/garmin-hrm-600-hero.jpg:hrm is authentic but the wrong content type for unknown,OPEN
RQ-00042,BLOCKER,http://127.0.0.1:3020/best,/best,other,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Best Gear Guides · Kitletics,/images/running/best-hub/best-hydration-vests.jpg:hydration is authentic but the wrong content type for unknown,WRONG_CONTENT_TYPE:/images/running/best-hub/best-hydration-vests.jpg:hydration is authentic but the wrong content type for unknown,OPEN
RQ-00043,BLOCKER,http://127.0.0.1:3020/best,/best,other,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Best Gear Guides · Kitletics,/images/running/best-hub/best-running-belts.jpg:belt is authentic but the wrong content type for unknown,WRONG_CONTENT_TYPE:/images/running/best-hub/best-running-belts.jpg:belt is authentic but the wrong content type for unknown,OPEN
RQ-00044,BLOCKER,http://127.0.0.1:3020/best,/best,other,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Best Gear Guides · Kitletics,/images/packs/products/black-diamond-distance-15-hero.jpg:pack is authentic but the wrong content type for unknown,WRONG_CONTENT_TYPE:/images/packs/products/black-diamond-distance-15-hero.jpg:pack is authentic but the wrong content type for unknown,OPEN
RQ-00045,BLOCKER,http://127.0.0.1:3020/best,/best,other,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Best Gear Guides · Kitletics,/images/packs/products/black-diamond-distance-22-hero.jpg:pack is authentic but the wrong content type for unknown,WRONG_CONTENT_TYPE:/images/packs/products/black-diamond-distance-22-hero.jpg:pack is authentic but the wrong content type for unknown,OPEN
RQ-00046,BLOCKER,http://127.0.0.1:3020/best,/best,other,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Best Gear Guides · Kitletics,/images/packs/products/compressport-ultrun-s-pack-hero.jpg:pack is authentic but the wrong content type for unknown,WRONG_CONTENT_TYPE:/images/packs/products/compressport-ultrun-s-pack-hero.jpg:pack is authentic but the wrong content type for unknown,OPEN
RQ-00047,BLOCKER,http://127.0.0.1:3020/best,/best,other,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Best Gear Guides · Kitletics,/images/hydration/products/hydrapak-skyflask-speed-500-hero.jpg:hydration is authentic but the wrong content type for unknown,WRONG_CONTENT_TYPE:/images/hydration/products/hydrapak-skyflask-speed-500-hero.jpg:hydration is authentic but the wrong content type for unknown,OPEN
RQ-00048,BLOCKER,http://127.0.0.1:3020/best,/best,other,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Best Gear Guides · Kitletics,/images/running/best-hub/best-running-headphones.jpg:headphones is authentic but the wrong content type for unknown,WRONG_CONTENT_TYPE:/images/running/best-hub/best-running-headphones.jpg:headphones is authentic but the wrong content type for unknown,OPEN
RQ-00049,BLOCKER,http://127.0.0.1:3020/best,/best,other,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Best Gear Guides · Kitletics,/images/running/best-hub/best-running-socks.jpg:socks is authentic but the wrong content type for unknown,WRONG_CONTENT_TYPE:/images/running/best-hub/best-running-socks.jpg:socks is authentic but the wrong content type for unknown,OPEN
RQ-00050,BLOCKER,http://127.0.0.1:3020/best,/best,other,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Best Gear Guides · Kitletics,/images/clothing/products/patagonia-capilene-cool-daily-men-hero.jpg:clothing is authentic but the wrong content type for unknown,WRONG_CONTENT_TYPE:/images/clothing/products/patagonia-capilene-cool-daily-men-hero.jpg:clothing is authentic but the wrong content type for unknown,OPEN
RQ-00051,BLOCKER,http://127.0.0.1:3020/best,/best,other,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Best Gear Guides · Kitletics,/images/clothing/products/adidas-own-the-run-tee-men-hero.jpg:clothing is authentic but the wrong content type for unknown,WRONG_CONTENT_TYPE:/images/clothing/products/adidas-own-the-run-tee-men-hero.jpg:clothing is authentic but the wrong content type for unknown,OPEN
RQ-00052,BLOCKER,http://127.0.0.1:3020/best,/best,other,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Best Gear Guides · Kitletics,/images/clothing/products/brooks-chaser-5-women-hero.jpg:clothing is authentic but the wrong content type for unknown,WRONG_CONTENT_TYPE:/images/clothing/products/brooks-chaser-5-women-hero.jpg:clothing is authentic but the wrong content type for unknown,OPEN
RQ-00053,BLOCKER,http://127.0.0.1:3020/best,/best,other,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Best Gear Guides · Kitletics,/images/running/best-hub/best-running-headlamps.jpg:headlamp is authentic but the wrong content type for unknown,WRONG_CONTENT_TYPE:/images/running/best-hub/best-running-headlamps.jpg:headlamp is authentic but the wrong content type for unknown,OPEN
RQ-00054,BLOCKER,http://127.0.0.1:3020/best,/best,other,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Best Gear Guides · Kitletics,/images/running/accessories/oakley-radar-ev-path-hero.png:sunglasses is authentic but the wrong content type for unknown,WRONG_CONTENT_TYPE:/images/running/accessories/oakley-radar-ev-path-hero.png:sunglasses is authentic but the wrong content type for unknown,OPEN
RQ-00055,BLOCKER,http://127.0.0.1:3020/best,/best,other,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Best Gear Guides · Kitletics,/images/clothing/products/brooks-canopy-jacket-men-hero.jpg:clothing is authentic but the wrong content type for unknown,WRONG_CONTENT_TYPE:/images/clothing/products/brooks-canopy-jacket-men-hero.jpg:clothing is authentic but the wrong content type for unknown,OPEN
RQ-00056,BLOCKER,http://127.0.0.1:3020/best,/best,other,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Best Gear Guides · Kitletics,/images/running/accessories/flipbelt-classic-hero.jpg:belt is authentic but the wrong content type for unknown,WRONG_CONTENT_TYPE:/images/running/accessories/flipbelt-classic-hero.jpg:belt is authentic but the wrong content type for unknown,OPEN
RQ-00057,BLOCKER,http://127.0.0.1:3020/best,/best,other,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Best Gear Guides · Kitletics,/images/running/accessories/therabody-theragun-mini-2-hero.jpg:recovery is authentic but the wrong content type for unknown,WRONG_CONTENT_TYPE:/images/running/accessories/therabody-theragun-mini-2-hero.jpg:recovery is authentic but the wrong content type for unknown,OPEN
RQ-00058,HIGH,http://127.0.0.1:3020/best/carbon-plated-running-shoes,/best/carbon-plated-running-shoes,best-guide,CONTENT_SANITY,raw_catalog_key,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLE…,,Raw camelCase catalog key in visible HTML,OPEN
RQ-00059,BLOCKER,http://127.0.0.1:3020/best/handheld-running-bottles,/best/handheld-running-bottles,best-guide,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Best Handheld Running Bottles | Kitletics · Kitletics,/images/running/best-hub/best-running-belts.jpg:belt is authentic but the wrong content type for hydration,WRONG_CONTENT_TYPE:/images/running/best-hub/best-running-belts.jpg:belt is authentic but the wrong content type for hydration,OPEN
RQ-00060,BLOCKER,http://127.0.0.1:3020/best/hydration-marathon-training,/best/hydration-marathon-training,best-guide,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Best Hydration for Marathon Training | Kitletics · Kitletics,/images/packs/products/black-diamond-distance-15-hero.jpg:pack is authentic but the wrong content type for running_shoes,WRONG_CONTENT_TYPE:/images/packs/products/black-diamond-distance-15-hero.jpg:pack is authentic but the wrong content type for running_shoes,OPEN
RQ-00061,BLOCKER,http://127.0.0.1:3020/best/hydration-marathon-training,/best/hydration-marathon-training,best-guide,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Best Hydration for Marathon Training | Kitletics · Kitletics,/images/packs/products/osprey-duro-lt-hero.jpg:pack is authentic but the wrong content type for running_shoes,WRONG_CONTENT_TYPE:/images/packs/products/osprey-duro-lt-hero.jpg:pack is authentic but the wrong content type for running_shoes,OPEN
RQ-00062,BLOCKER,http://127.0.0.1:3020/best/hydration-marathon-training,/best/hydration-marathon-training,best-guide,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Best Hydration for Marathon Training | Kitletics · Kitletics,/images/packs/products/nathan-vaporair-4-hero.jpg:pack is authentic but the wrong content type for running_shoes,WRONG_CONTENT_TYPE:/images/packs/products/nathan-vaporair-4-hero.jpg:pack is authentic but the wrong content type for running_shoes,OPEN
RQ-00063,BLOCKER,http://127.0.0.1:3020/best/hydration-marathon-training,/best/hydration-marathon-training,best-guide,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Best Hydration for Marathon Training | Kitletics · Kitletics,/images/running/accessories/flipbelt-classic-hero.jpg:belt is authentic but the wrong content type for running_shoes,WRONG_CONTENT_TYPE:/images/running/accessories/flipbelt-classic-hero.jpg:belt is authentic but the wrong content type for running_shoes,OPEN
RQ-00064,BLOCKER,http://127.0.0.1:3020/best/hydration-marathon-training,/best/hydration-marathon-training,best-guide,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Best Hydration for Marathon Training | Kitletics · Kitletics,/images/hydration/products/hydrapak-skyflask-speed-500-hero.jpg:hydration is authentic but the wrong content type for running_shoes,WRONG_CONTENT_TYPE:/images/hydration/products/hydrapak-skyflask-speed-500-hero.jpg:hydration is authentic but the wrong content type for running_shoes,OPEN
RQ-00065,BLOCKER,http://127.0.0.1:3020/best/hydration-marathon-training,/best/hydration-marathon-training,best-guide,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Best Hydration for Marathon Training | Kitletics · Kitletics,/images/packs/products/salomon-adv-skin-5-hero.jpg:pack is authentic but the wrong content type for running_shoes,WRONG_CONTENT_TYPE:/images/packs/products/salomon-adv-skin-5-hero.jpg:pack is authentic but the wrong content type for running_shoes,OPEN
RQ-00066,BLOCKER,http://127.0.0.1:3020/best/hydration-marathon-training,/best/hydration-marathon-training,best-guide,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Best Hydration for Marathon Training | Kitletics · Kitletics,/images/packs/products/osprey-duro-6-hero.jpg:pack is authentic but the wrong content type for running_shoes,WRONG_CONTENT_TYPE:/images/packs/products/osprey-duro-6-hero.jpg:pack is authentic but the wrong content type for running_shoes,OPEN
RQ-00067,BLOCKER,http://127.0.0.1:3020/best/hydration-marathon-training,/best/hydration-marathon-training,best-guide,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Best Hydration for Marathon Training | Kitletics · Kitletics,/images/packs/products/osprey-dyna-lt-hero.jpg:pack is authentic but the wrong content type for running_shoes,WRONG_CONTENT_TYPE:/images/packs/products/osprey-dyna-lt-hero.jpg:pack is authentic but the wrong content type for running_shoes,OPEN
RQ-00068,BLOCKER,http://127.0.0.1:3020/best/hydration-marathon-training,/best/hydration-marathon-training,best-guide,IMAGE_SEMANTIC,WRONG_CONTENT_TYPE,Best Hydration for Marathon Training | Kitletics · Kitletics,/images/packs/products/compressport-ultrun-s-pack-hero.jpg:pack is authentic but the wrong content type for running_shoes,WRONG_CONTENT_TYPE:/images/packs/products/compressport-ultrun-s-pack-hero.jpg:pack is authentic but the wrong content type for running_shoes,OPEN
