url,page_type,entity_slug,section,text_length,token_leak,machine_language,wordy,repetitive,generic,broken,unsupported,quality_class,excerpt,source_field,root_cause
https://kitletics.com/reviews/adidas-adizero-adios-pro-4,review,adidas-adizero-adios-pro-4,buy_if_2,150,False,False,False,False,False,False,False,GOOD,"Compared with Nike Vaporfly 4, Adizero Adios Pro 4 is the clearer pick only while strong marathon pedigree stays higher priority than peer trade-offs.",buy_if_2,n/a
https://kitletics.com/products/adidas-adizero-adios-pro-4,product,adidas-adizero-adios-pro-4,buy_if_2,150,False,False,False,True,False,False,False,GOOD,"Compared with Nike Vaporfly 4, Adizero Adios Pro 4 is the clearer pick only while strong marathon pedigree stays higher priority than peer trade-offs.",buy_if_2,n/a
https://kitletics.com/reviews/adidas-adizero-adios-pro-4,review,adidas-adizero-adios-pro-4,buy_if_3,135,False,False,False,False,False,False,False,GOOD,You checked Nike Alphafly 3 and still come back to Adizero Adios Pro 4 because efficient race geometry matches your actual week better.,buy_if_3,n/a
https://kitletics.com/products/adidas-adizero-adios-pro-4,product,adidas-adizero-adios-pro-4,buy_if_3,135,False,False,False,True,False,False,False,GOOD,You checked Nike Alphafly 3 and still come back to Adizero Adios Pro 4 because efficient race geometry matches your actual week better.,buy_if_3,n/a
https://kitletics.com/reviews/adidas-adizero-adios-pro-4,review,adidas-adizero-adios-pro-4,skip_if_1,110,False,False,False,False,False,False,False,GOOD,"If not for easy mileage would hit most sessions, do not force Adizero Adios Pro 4; open Nike Vaporfly 4 first.",skip_if_1,n/a
https://kitletics.com/products/adidas-adizero-adios-pro-4,product,adidas-adizero-adios-pro-4,skip_if_1,110,False,False,False,True,False,False,False,GOOD,"If not for easy mileage would hit most sessions, do not force Adizero Adios Pro 4; open Nike Vaporfly 4 first.",skip_if_1,n/a
https://kitletics.com/reviews/adidas-adizero-adios-pro-4,review,adidas-adizero-adios-pro-4,skip_if_2,126,False,False,False,False,False,False,False,GOOD,Walk if aggressive fit for some sits in your must-not-have list even though Adizero Adios Pro 4 nails efficient race geometry.,skip_if_2,n/a
https://kitletics.com/products/adidas-adizero-adios-pro-4,product,adidas-adizero-adios-pro-4,skip_if_2,126,False,False,False,True,False,False,False,GOOD,Walk if aggressive fit for some sits in your must-not-have list even though Adizero Adios Pro 4 nails efficient race geometry.,skip_if_2,n/a
https://kitletics.com/reviews/adidas-adizero-adios-pro-4,review,adidas-adizero-adios-pro-4,skip_if_3,83,False,False,False,False,False,False,False,GOOD,Adizero Adios Pro 4 is the wrong default when soft easy miles are most of the plan.,skip_if_3,n/a
https://kitletics.com/products/adidas-adizero-adios-pro-4,product,adidas-adizero-adios-pro-4,skip_if_3,83,False,False,False,True,False,False,False,GOOD,Adizero Adios Pro 4 is the wrong default when soft easy miles are most of the plan.,skip_if_3,n/a
https://kitletics.com/reviews/adidas-adizero-adios-pro-4,review,adidas-adizero-adios-pro-4,pro_1,23,False,False,False,False,False,False,False,GOOD,Efficient race geometry,pro_1,n/a
https://kitletics.com/products/adidas-adizero-adios-pro-4,product,adidas-adizero-adios-pro-4,pro_1,23,False,False,False,True,False,False,False,GOOD,Efficient race geometry,pro_1,n/a
https://kitletics.com/reviews/adidas-adizero-adios-pro-4,review,adidas-adizero-adios-pro-4,pro_2,24,False,False,False,False,False,False,False,GOOD,Strong marathon pedigree,pro_2,n/a
https://kitletics.com/products/adidas-adizero-adios-pro-4,product,adidas-adizero-adios-pro-4,pro_2,24,False,False,False,True,False,False,False,GOOD,Strong marathon pedigree,pro_2,n/a
https://kitletics.com/reviews/adidas-adizero-adios-pro-4,review,adidas-adizero-adios-pro-4,pro_3,43,False,False,False,False,False,False,False,GOOD,Midsole story: Lightstrike Pro + EnergyRods,pro_3,n/a
https://kitletics.com/products/adidas-adizero-adios-pro-4,product,adidas-adizero-adios-pro-4,pro_3,43,False,False,False,True,False,False,False,GOOD,Midsole story: Lightstrike Pro + EnergyRods,pro_3,n/a
https://kitletics.com/reviews/adidas-adizero-adios-pro-4,review,adidas-adizero-adios-pro-4,con_1,20,False,False,False,False,False,False,False,GOOD,Not for easy mileage,con_1,n/a
https://kitletics.com/products/adidas-adizero-adios-pro-4,product,adidas-adizero-adios-pro-4,con_1,20,False,False,False,True,False,False,False,GOOD,Not for easy mileage,con_1,n/a
https://kitletics.com/reviews/adidas-adizero-adios-pro-4,review,adidas-adizero-adios-pro-4,con_2,23,False,False,False,False,False,False,False,GOOD,Aggressive fit for some,con_2,n/a
https://kitletics.com/products/adidas-adizero-adios-pro-4,product,adidas-adizero-adios-pro-4,con_2,23,False,False,False,True,False,False,False,GOOD,Aggressive fit for some,con_2,n/a
https://kitletics.com/reviews/adidas-adizero-adios-pro-4,review,adidas-adizero-adios-pro-4,section:sec-cushioning,8281,True,False,False,False,False,True,False,BROKEN,Cushioning 6dropadidasadizeroadiospro4 adidasadizeroadiospro4cushionlevelhigh highcushionleveladidasadizeroadiospro4 adidasadizeroadiospro4cushionfeelfirm firmcushionfeeladidasadizeroadiospro4 adidasadizeroadiospro4stabilityneutral neutral…,section:sec-cushioning,p54_held_finalized_uniqueness_tokens via src/content/reviews-p54-held-finalized.json
https://kitletics.com/products/adidas-adizero-adios-pro-4,product,adidas-adizero-adios-pro-4,section:sec-cushioning,8281,True,False,False,True,False,True,False,BROKEN,Cushioning 6dropadidasadizeroadiospro4 adidasadizeroadiospro4cushionlevelhigh highcushionleveladidasadizeroadiospro4 adidasadizeroadiospro4cushionfeelfirm firmcushionfeeladidasadizeroadiospro4 adidasadizeroadiospro4stabilityneutral neutral…,section:sec-cushioning,p54_held_finalized_uniqueness_tokens via src/content/reviews-p54-held-finalized.json
https://kitletics.com/reviews/adidas-adizero-adios-pro-4,review,adidas-adizero-adios-pro-4,section:sec-ride,7974,True,False,False,False,False,True,False,BROKEN,Ride adidasadizeroadiospro4forefootstack33 33forefootstackadidasadizeroadiospro4 adidasadizeroadiospro4drop6 6dropadidasadizeroadiospro4 adidasadizeroadiospro4cushionlevelhigh highcushionleveladidasadizeroadiospro4 adidasadizeroadiospro4cu…,section:sec-ride,p54_held_finalized_uniqueness_tokens via src/content/reviews-p54-held-finalized.json
https://kitletics.com/products/adidas-adizero-adios-pro-4,product,adidas-adizero-adios-pro-4,section:sec-ride,7974,True,False,False,True,False,True,False,BROKEN,Ride adidasadizeroadiospro4forefootstack33 33forefootstackadidasadizeroadiospro4 adidasadizeroadiospro4drop6 6dropadidasadizeroadiospro4 adidasadizeroadiospro4cushionlevelhigh highcushionleveladidasadizeroadiospro4 adidasadizeroadiospro4cu…,section:sec-ride,p54_held_finalized_uniqueness_tokens via src/content/reviews-p54-held-finalized.json
https://kitletics.com/reviews/adidas-adizero-adios-pro-4,review,adidas-adizero-adios-pro-4,section:sec-stability,8262,True,False,False,False,False,True,False,BROKEN,Stability firmcushionfeeladidasadizeroadiospro4 adidasadizeroadiospro4stabilityneutral neutralstabilityadidasadizeroadiospro4 adidasadizeroadiospro4ridecharacterresponsive responsiveridecharacteradidasadizeroadiospro4 adidasadizeroadiospro…,section:sec-stability,p54_held_finalized_uniqueness_tokens via src/content/reviews-p54-held-finalized.json
https://kitletics.com/products/adidas-adizero-adios-pro-4,product,adidas-adizero-adios-pro-4,section:sec-stability,8262,True,False,False,True,False,True,False,BROKEN,Stability firmcushionfeeladidasadizeroadiospro4 adidasadizeroadiospro4stabilityneutral neutralstabilityadidasadizeroadiospro4 adidasadizeroadiospro4ridecharacterresponsive responsiveridecharacteradidasadizeroadiospro4 adidasadizeroadiospro…,section:sec-stability,p54_held_finalized_uniqueness_tokens via src/content/reviews-p54-held-finalized.json
https://kitletics.com/reviews/adidas-adizero-adios-pro-4,review,adidas-adizero-adios-pro-4,section:sec-upper,8050,True,False,False,False,False,True,False,BROKEN,Upper & lockdown adidasadizeroadiospro4upperlightweightmeshcelermesh skuslugadidasadizeroadiospro4 skuidprodadiospro4 gen4adidasadizeroadiospro4 adidasadizeroadiospro4weight199 199weightadidasadizeroadiospro4 adidasadizeroadiospro4heelstac…,section:sec-upper,p54_held_finalized_uniqueness_tokens via src/content/reviews-p54-held-finalized.json
https://kitletics.com/products/adidas-adizero-adios-pro-4,product,adidas-adizero-adios-pro-4,section:sec-upper,8050,True,False,False,True,False,True,False,BROKEN,Upper & lockdown adidasadizeroadiospro4upperlightweightmeshcelermesh skuslugadidasadizeroadiospro4 skuidprodadiospro4 gen4adidasadizeroadiospro4 adidasadizeroadiospro4weight199 199weightadidasadizeroadiospro4 adidasadizeroadiospro4heelstac…,section:sec-upper,p54_held_finalized_uniqueness_tokens via src/content/reviews-p54-held-finalized.json
https://kitletics.com/reviews/adidas-adizero-adios-pro-4,review,adidas-adizero-adios-pro-4,section:sec-grip,7984,True,False,False,False,False,True,False,BROKEN,Grip & outsole adidasadizeroadiospro4forefootstack33 33forefootstackadidasadizeroadiospro4 adidasadizeroadiospro4drop6 6dropadidasadizeroadiospro4 adidasadizeroadiospro4cushionlevelhigh highcushionleveladidasadizeroadiospro4 adidasadizeroa…,section:sec-grip,p54_held_finalized_uniqueness_tokens via src/content/reviews-p54-held-finalized.json
https://kitletics.com/products/adidas-adizero-adios-pro-4,product,adidas-adizero-adios-pro-4,section:sec-grip,7984,True,False,False,True,False,True,False,BROKEN,Grip & outsole adidasadizeroadiospro4forefootstack33 33forefootstackadidasadizeroadiospro4 adidasadizeroadiospro4drop6 6dropadidasadizeroadiospro4 adidasadizeroadiospro4cushionlevelhigh highcushionleveladidasadizeroadiospro4 adidasadizeroa…,section:sec-grip,p54_held_finalized_uniqueness_tokens via src/content/reviews-p54-held-finalized.json
https://kitletics.com/reviews/adidas-adizero-adios-pro-4,review,adidas-adizero-adios-pro-4,section:sec-durability,8281,True,False,False,False,False,True,False,BROKEN,Durability 6dropadidasadizeroadiospro4 adidasadizeroadiospro4cushionlevelhigh highcushionleveladidasadizeroadiospro4 adidasadizeroadiospro4cushionfeelfirm firmcushionfeeladidasadizeroadiospro4 adidasadizeroadiospro4stabilityneutral neutral…,section:sec-durability,p54_held_finalized_uniqueness_tokens via src/content/reviews-p54-held-finalized.json
https://kitletics.com/products/adidas-adizero-adios-pro-4,product,adidas-adizero-adios-pro-4,section:sec-durability,8281,True,False,False,True,False,True,False,BROKEN,Durability 6dropadidasadizeroadiospro4 adidasadizeroadiospro4cushionlevelhigh highcushionleveladidasadizeroadiospro4 adidasadizeroadiospro4cushionfeelfirm firmcushionfeeladidasadizeroadiospro4 adidasadizeroadiospro4stabilityneutral neutral…,section:sec-durability,p54_held_finalized_uniqueness_tokens via src/content/reviews-p54-held-finalized.json
https://kitletics.com/reviews/adidas-adizero-adios-pro-4,review,adidas-adizero-adios-pro-4,section:sec-strengths,8274,True,False,False,False,False,True,False,BROKEN,Where it is strongest firmcushionfeeladidasadizeroadiospro4 adidasadizeroadiospro4stabilityneutral neutralstabilityadidasadizeroadiospro4 adidasadizeroadiospro4ridecharacterresponsive responsiveridecharacteradidasadizeroadiospro4 adidasadi…,section:sec-strengths,p54_held_finalized_uniqueness_tokens via src/content/reviews-p54-held-finalized.json
https://kitletics.com/products/adidas-adizero-adios-pro-4,product,adidas-adizero-adios-pro-4,section:sec-strengths,8274,True,False,False,True,False,True,False,BROKEN,Where it is strongest firmcushionfeeladidasadizeroadiospro4 adidasadizeroadiospro4stabilityneutral neutralstabilityadidasadizeroadiospro4 adidasadizeroadiospro4ridecharacterresponsive responsiveridecharacteradidasadizeroadiospro4 adidasadi…,section:sec-strengths,p54_held_finalized_uniqueness_tokens via src/content/reviews-p54-held-finalized.json
https://kitletics.com/reviews/adidas-adizero-adios-pro-4,review,adidas-adizero-adios-pro-4,section:sec-tradeoffs,8272,True,False,False,False,False,True,False,BROKEN,Trade-offs & limits firmcushionfeeladidasadizeroadiospro4 adidasadizeroadiospro4stabilityneutral neutralstabilityadidasadizeroadiospro4 adidasadizeroadiospro4ridecharacterresponsive responsiveridecharacteradidasadizeroadiospro4 adidasadize…,section:sec-tradeoffs,p54_held_finalized_uniqueness_tokens via src/content/reviews-p54-held-finalized.json
https://kitletics.com/products/adidas-adizero-adios-pro-4,product,adidas-adizero-adios-pro-4,section:sec-tradeoffs,8272,True,False,False,True,False,True,False,BROKEN,Trade-offs & limits firmcushionfeeladidasadizeroadiospro4 adidasadizeroadiospro4stabilityneutral neutralstabilityadidasadizeroadiospro4 adidasadizeroadiospro4ridecharacterresponsive responsiveridecharacteradidasadizeroadiospro4 adidasadize…,section:sec-tradeoffs,p54_held_finalized_uniqueness_tokens via src/content/reviews-p54-held-finalized.json
https://kitletics.com/reviews/adidas-adizero-adios-pro-4,review,adidas-adizero-adios-pro-4,section:sec-usecase,8159,True,False,False,False,False,True,False,BROKEN,Who should buy adidasadizeroadiospro4cushionfeelfirm firmcushionfeeladidasadizeroadiospro4 adidasadizeroadiospro4stabilityneutral neutralstabilityadidasadizeroadiospro4 adidasadizeroadiospro4ridecharacterresponsive responsiveridecharactera…,section:sec-usecase,p54_held_finalized_uniqueness_tokens via src/content/reviews-p54-held-finalized.json
https://kitletics.com/products/adidas-adizero-adios-pro-4,product,adidas-adizero-adios-pro-4,section:sec-usecase,8159,True,False,False,True,False,True,False,BROKEN,Who should buy adidasadizeroadiospro4cushionfeelfirm firmcushionfeeladidasadizeroadiospro4 adidasadizeroadiospro4stabilityneutral neutralstabilityadidasadizeroadiospro4 adidasadizeroadiospro4ridecharacterresponsive responsiveridecharactera…,section:sec-usecase,p54_held_finalized_uniqueness_tokens via src/content/reviews-p54-held-finalized.json
https://kitletics.com/reviews/adidas-adizero-adios-pro-4,review,adidas-adizero-adios-pro-4,section:sec-value,8039,True,False,False,False,False,True,False,BROKEN,Value adidasadizeroadiospro4upperlightweightmeshcelermesh skuslugadidasadizeroadiospro4 skuidprodadiospro4 gen4adidasadizeroadiospro4 adidasadizeroadiospro4weight199 199weightadidasadizeroadiospro4 adidasadizeroadiospro4heelstack39 39heels…,section:sec-value,p54_held_finalized_uniqueness_tokens via src/content/reviews-p54-held-finalized.json
https://kitletics.com/products/adidas-adizero-adios-pro-4,product,adidas-adizero-adios-pro-4,section:sec-value,8039,True,False,False,True,False,True,False,BROKEN,Value adidasadizeroadiospro4upperlightweightmeshcelermesh skuslugadidasadizeroadiospro4 skuidprodadiospro4 gen4adidasadizeroadiospro4 adidasadizeroadiospro4weight199 199weightadidasadizeroadiospro4 adidasadizeroadiospro4heelstack39 39heels…,section:sec-value,p54_held_finalized_uniqueness_tokens via src/content/reviews-p54-held-finalized.json
https://kitletics.com/reviews/adidas-adizero-adios-pro-4,review,adidas-adizero-adios-pro-4,section:sec-overview,8217,True,False,False,False,False,True,False,BROKEN,What it is adidasadizeroadiospro4drop6 6dropadidasadizeroadiospro4 adidasadizeroadiospro4cushionlevelhigh highcushionleveladidasadizeroadiospro4 adidasadizeroadiospro4cushionfeelfirm firmcushionfeeladidasadizeroadiospro4 adidasadizeroadios…,section:sec-overview,p54_held_finalized_uniqueness_tokens via src/content/reviews-p54-held-finalized.json
https://kitletics.com/products/adidas-adizero-adios-pro-4,product,adidas-adizero-adios-pro-4,section:sec-overview,8217,True,False,False,True,False,True,False,BROKEN,What it is adidasadizeroadiospro4drop6 6dropadidasadizeroadiospro4 adidasadizeroadiospro4cushionlevelhigh highcushionleveladidasadizeroadiospro4 adidasadizeroadiospro4cushionfeelfirm firmcushionfeeladidasadizeroadiospro4 adidasadizeroadios…,section:sec-overview,p54_held_finalized_uniqueness_tokens via src/content/reviews-p54-held-finalized.json
https://kitletics.com/reviews/adidas-adizero-adios-pro-4,review,adidas-adizero-adios-pro-4,section:sec-verified-specs,8043,True,False,False,False,False,True,False,BROKEN,Key specs adidasadizeroadiospro4upperlightweightmeshcelermesh skuslugadidasadizeroadiospro4 skuidprodadiospro4 gen4adidasadizeroadiospro4 adidasadizeroadiospro4weight199 199weightadidasadizeroadiospro4 adidasadizeroadiospro4heelstack39 39h…,section:sec-verified-specs,p54_held_finalized_uniqueness_tokens via src/content/reviews-p54-held-finalized.json
https://kitletics.com/products/adidas-adizero-adios-pro-4,product,adidas-adizero-adios-pro-4,section:sec-verified-specs,8043,True,False,False,True,False,True,False,BROKEN,Key specs adidasadizeroadiospro4upperlightweightmeshcelermesh skuslugadidasadizeroadiospro4 skuidprodadiospro4 gen4adidasadizeroadiospro4 adidasadizeroadiospro4weight199 199weightadidasadizeroadiospro4 adidasadizeroadiospro4heelstack39 39h…,section:sec-verified-specs,p54_held_finalized_uniqueness_tokens via src/content/reviews-p54-held-finalized.json
https://kitletics.com/reviews/adidas-adizero-adios-pro-4,review,adidas-adizero-adios-pro-4,section:sec-fit,7928,True,False,False,False,False,True,False,BROKEN,Fit & Comfort adidasadizeroadiospro4flexibilitystiff stiffflexibilityadidasadizeroadiospro4 adidasadizeroadiospro4upperlightweightmeshcelermesh skuslugadidasadizeroadiospro4 skuidprodadiospro4 gen4adidasadizeroadiospro4 adidasadizeroadiosp…,section:sec-fit,p54_held_finalized_uniqueness_tokens via src/content/reviews-p54-held-finalized.json
https://kitletics.com/products/adidas-adizero-adios-pro-4,product,adidas-adizero-adios-pro-4,section:sec-fit,7928,True,False,False,True,False,True,False,BROKEN,Fit & Comfort adidasadizeroadiospro4flexibilitystiff stiffflexibilityadidasadizeroadiospro4 adidasadizeroadiospro4upperlightweightmeshcelermesh skuslugadidasadizeroadiospro4 skuidprodadiospro4 gen4adidasadizeroadiospro4 adidasadizeroadiosp…,section:sec-fit,p54_held_finalized_uniqueness_tokens via src/content/reviews-p54-held-finalized.json
https://kitletics.com/reviews/adidas-adizero-boston-12,review,adidas-adizero-boston-12,verdict,1104,True,False,False,False,False,True,False,BROKEN,skuslugadidasadizeroboston12 skuidprodboston12 gen12adidasadizeroboston12 adidasadizeroboston12weight215 215weightadidasadizeroboston12 adidasadizeroboston12drop8 8dropadidasadizeroboston12 adidasadizeroboston12cushionlevelmedium mediumcus…,verdict,p54_held_finalized_uniqueness_tokens via src/content/reviews-p54-held-finalized.json
https://kitletics.com/products/adidas-adizero-boston-12,product,adidas-adizero-boston-12,verdict,1104,True,False,False,True,False,True,False,BROKEN,skuslugadidasadizeroboston12 skuidprodboston12 gen12adidasadizeroboston12 adidasadizeroboston12weight215 215weightadidasadizeroboston12 adidasadizeroboston12drop8 8dropadidasadizeroboston12 adidasadizeroboston12cushionlevelmedium mediumcus…,verdict,p54_held_finalized_uniqueness_tokens via src/content/reviews-p54-held-finalized.json
https://kitletics.com/reviews/adidas-adizero-boston-12,review,adidas-adizero-boston-12,final_verdict,1104,True,False,False,False,False,True,False,BROKEN,skuslugadidasadizeroboston12 skuidprodboston12 gen12adidasadizeroboston12 adidasadizeroboston12weight215 215weightadidasadizeroboston12 adidasadizeroboston12drop8 8dropadidasadizeroboston12 adidasadizeroboston12cushionlevelmedium mediumcus…,final_verdict,p54_held_finalized_uniqueness_tokens via src/content/reviews-p54-held-finalized.json
https://kitletics.com/products/adidas-adizero-boston-12,product,adidas-adizero-boston-12,final_verdict,1104,True,False,False,True,False,True,False,BROKEN,skuslugadidasadizeroboston12 skuidprodboston12 gen12adidasadizeroboston12 adidasadizeroboston12weight215 215weightadidasadizeroboston12 adidasadizeroboston12drop8 8dropadidasadizeroboston12 adidasadizeroboston12cushionlevelmedium mediumcus…,final_verdict,p54_held_finalized_uniqueness_tokens via src/content/reviews-p54-held-finalized.json
https://kitletics.com/reviews/adidas-adizero-boston-12,review,adidas-adizero-boston-12,summary,1104,True,False,False,False,False,True,False,BROKEN,skuslugadidasadizeroboston12 skuidprodboston12 gen12adidasadizeroboston12 adidasadizeroboston12weight215 215weightadidasadizeroboston12 adidasadizeroboston12drop8 8dropadidasadizeroboston12 adidasadizeroboston12cushionlevelmedium mediumcus…,summary,p54_held_finalized_uniqueness_tokens via src/content/reviews-p54-held-finalized.json
https://kitletics.com/products/adidas-adizero-boston-12,product,adidas-adizero-boston-12,summary,1104,True,False,False,True,False,True,False,BROKEN,skuslugadidasadizeroboston12 skuidprodboston12 gen12adidasadizeroboston12 adidasadizeroboston12weight215 215weightadidasadizeroboston12 adidasadizeroboston12drop8 8dropadidasadizeroboston12 adidasadizeroboston12cushionlevelmedium mediumcus…,summary,p54_held_finalized_uniqueness_tokens via src/content/reviews-p54-held-finalized.json
https://kitletics.com/reviews/adidas-adizero-boston-12,review,adidas-adizero-boston-12,how_we_assessed,2884,True,True,False,False,False,True,False,BROKEN,Kitletics Expert Research Review. How we assessed it: Adidas Adizero Boston 12 as a tempo trainer. skuslugadidasadizeroboston12 skuidprodboston12 gen12adidasadizeroboston12 adidasadizeroboston12weight215 215weightadidasadizeroboston12 adid…,how_we_assessed,p54_held_finalized_uniqueness_tokens via src/content/reviews-p54-held-finalized.json
https://kitletics.com/products/adidas-adizero-boston-12,product,adidas-adizero-boston-12,how_we_assessed,2884,True,True,False,True,False,True,False,BROKEN,Kitletics Expert Research Review. How we assessed it: Adidas Adizero Boston 12 as a tempo trainer. skuslugadidasadizeroboston12 skuidprodboston12 gen12adidasadizeroboston12 adidasadizeroboston12weight215 215weightadidasadizeroboston12 adid…,how_we_assessed,p54_held_finalized_uniqueness_tokens via src/content/reviews-p54-held-finalized.json
https://kitletics.com/reviews/adidas-adizero-boston-12,review,adidas-adizero-boston-12,buy_if_1,147,False,False,False,False,False,False,False,GOOD,"Buy Adizero Boston 12 if dual Running + HYROX relevance is non-negotiable and you are explicitly shopping a tempo trainer, not a crossover default.",buy_if_1,n/a
https://kitletics.com/products/adidas-adizero-boston-12,product,adidas-adizero-boston-12,buy_if_1,147,False,False,False,True,False,False,False,GOOD,"Buy Adizero Boston 12 if dual Running + HYROX relevance is non-negotiable and you are explicitly shopping a tempo trainer, not a crossover default.",buy_if_1,n/a
https://kitletics.com/reviews/adidas-adizero-boston-12,review,adidas-adizero-boston-12,buy_if_2,126,False,False,False,False,False,False,False,GOOD,"If 215 is part of why the catalog role makes sense, Adizero Boston 12 stays ahead of Saucony Endorphin Speed 4 for that brief.",buy_if_2,n/a
https://kitletics.com/products/adidas-adizero-boston-12,product,adidas-adizero-boston-12,buy_if_2,126,False,False,False,True,False,False,False,GOOD,"If 215 is part of why the catalog role makes sense, Adizero Boston 12 stays ahead of Saucony Endorphin Speed 4 for that brief.",buy_if_2,n/a
https://kitletics.com/reviews/adidas-adizero-boston-12,review,adidas-adizero-boston-12,buy_if_3,140,False,False,False,False,False,False,False,GOOD,You checked Nike Pegasus 41 and still come back to Adizero Boston 12 because dual Running + HYROX relevance matches your actual week better.,buy_if_3,n/a
https://kitletics.com/products/adidas-adizero-boston-12,product,adidas-adizero-boston-12,buy_if_3,140,False,False,False,True,False,False,False,GOOD,You checked Nike Pegasus 41 and still come back to Adizero Boston 12 because dual Running + HYROX relevance matches your actual week better.,buy_if_3,n/a
https://kitletics.com/reviews/adidas-adizero-boston-12,review,adidas-adizero-boston-12,skip_if_1,104,False,False,False,False,False,False,False,GOOD,Adizero Boston 12 is a weak buy whenever not a max-cushion easy shoe is normal for you rather than rare.,skip_if_1,n/a
