url,pageType,sport,publicationStatus,qualityStatus,launchEligibility,robots,canonical,inSitemap,inboundLinks,reason
/running/hydration,Category,running,published,N/A,INDEXABLE,"index,follow",/running/hydration,yes,,category_under_indexable_sport
/running/packs,Category,running,published,N/A,INDEXABLE,"index,follow",/running/packs,yes,,category_under_indexable_sport
/running/headphones,Category,running,published,N/A,INDEXABLE,"index,follow",/running/headphones,yes,,category_under_indexable_sport
/running/lights,Category,running,published,N/A,INDEXABLE,"index,follow",/running/lights,yes,,category_under_indexable_sport
/running/safety,Category,running,published,N/A,INDEXABLE,"index,follow",/running/safety,yes,,category_under_indexable_sport
/running/belts,Category,running,published,N/A,INDEXABLE,"index,follow",/running/belts,yes,,category_under_indexable_sport
/running/recovery,Category,running,published,N/A,INDEXABLE,"index,follow",/running/recovery,yes,,category_under_indexable_sport
/running/shoes/race,Subcategory,running,published,N/A,INDEXABLE,"index,follow",/running/shoes/race,yes,,use_case_listing
/running/shoes/stability,Subcategory,running,published,N/A,INDEXABLE,"index,follow",/running/shoes/stability,yes,,use_case_listing
/running/shoes/trail,Subcategory,running,published,N/A,INDEXABLE,"index,follow",/running/shoes/trail,yes,,use_case_listing
/running/shoes/heavy-runners,Subcategory,running,published,N/A,INDEXABLE,"index,follow",/running/shoes/heavy-runners,yes,,use_case_listing
/products/asics-novablast-5,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/asics-novablast-5,yes,,decisionScore=100
/products/asics-novablast-5/alternatives,Alternatives,sport-running,published,N/A,INDEXABLE,"index,follow",/products/asics-novablast-5/alternatives,yes,,alternatives_ok
/products/asics-novablast-4,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/asics-novablast-4,yes,,decisionScore=100
/products/asics-gel-nimbus-27,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/asics-gel-nimbus-27,yes,,decisionScore=100
/products/asics-gel-nimbus-27/alternatives,Alternatives,sport-running,published,N/A,INDEXABLE,"index,follow",/products/asics-gel-nimbus-27/alternatives,yes,,alternatives_ok
/products/nike-pegasus-41,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/nike-pegasus-41,yes,,decisionScore=100
/products/brooks-ghost-16,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/brooks-ghost-16,yes,,decisionScore=100
/products/brooks-ghost-16/alternatives,Alternatives,sport-running,published,N/A,INDEXABLE,"index,follow",/products/brooks-ghost-16/alternatives,yes,,alternatives_ok
/products/hoka-clifton-9,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/hoka-clifton-9,yes,,decisionScore=100
/products/saucony-endorphin-speed-4,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/saucony-endorphin-speed-4,yes,,decisionScore=100
/products/saucony-endorphin-speed-4/alternatives,Alternatives,sport-running,published,N/A,INDEXABLE,"index,follow",/products/saucony-endorphin-speed-4/alternatives,yes,,alternatives_ok
/products/adidas-adizero-boston-12,Product,"sport-running,sport-hyrox",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/adidas-adizero-boston-12,yes,,decisionScore=100
/products/adidas-adizero-boston-12/alternatives,Alternatives,"sport-running,sport-hyrox",published,N/A,INDEXABLE,"index,follow",/products/adidas-adizero-boston-12/alternatives,yes,,alternatives_ok
/products/garmin-forerunner-965,Product,"sport-running,sport-cycling,sport-swimming",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/garmin-forerunner-965,yes,,decisionScore=100
/products/garmin-forerunner-965/alternatives,Alternatives,"sport-running,sport-cycling,sport-swimming",published,N/A,INDEXABLE,"index,follow",/products/garmin-forerunner-965/alternatives,yes,,alternatives_ok
/products/garmin-forerunner-255,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/garmin-forerunner-255,yes,,decisionScore=100
/products/coros-pace-3,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/coros-pace-3,yes,,decisionScore=100
/products/coros-pace-3/alternatives,Alternatives,sport-running,published,N/A,INDEXABLE,"index,follow",/products/coros-pace-3/alternatives,yes,,alternatives_ok
/products/garmin-hrm-pro-plus,Product,"sport-running,sport-cycling,sport-training",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/garmin-hrm-pro-plus,yes,,decisionScore=100
/products/garmin-hrm-pro-plus/alternatives,Alternatives,"sport-running,sport-cycling,sport-training",published,N/A,INDEXABLE,"index,follow",/products/garmin-hrm-pro-plus/alternatives,yes,,alternatives_ok
/products/salomon-adv-skin-12,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/salomon-adv-skin-12,yes,,decisionScore=100
/products/salomon-adv-skin-12/alternatives,Alternatives,sport-running,published,N/A,INDEXABLE,"index,follow",/products/salomon-adv-skin-12/alternatives,yes,,alternatives_ok
/products/asics-novablast-6,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/asics-novablast-6,yes,,decisionScore=100
/products/asics-novablast-6/alternatives,Alternatives,sport-running,published,N/A,INDEXABLE,"index,follow",/products/asics-novablast-6/alternatives,yes,,alternatives_ok
/products/asics-superblast-2,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/asics-superblast-2,yes,,decisionScore=100
/products/asics-gel-kayano-32,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/asics-gel-kayano-32,yes,,decisionScore=100
/products/asics-gel-kayano-32/alternatives,Alternatives,sport-running,published,N/A,INDEXABLE,"index,follow",/products/asics-gel-kayano-32/alternatives,yes,,alternatives_ok
/products/asics-gel-cumulus-27,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/asics-gel-cumulus-27,yes,,decisionScore=100
/products/asics-gel-cumulus-27/alternatives,Alternatives,sport-running,published,N/A,INDEXABLE,"index,follow",/products/asics-gel-cumulus-27/alternatives,yes,,alternatives_ok
/products/asics-metaspeed-sky-paris,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/asics-metaspeed-sky-paris,yes,,decisionScore=100
/products/asics-metaspeed-sky-paris/alternatives,Alternatives,sport-running,published,N/A,INDEXABLE,"index,follow",/products/asics-metaspeed-sky-paris/alternatives,yes,,alternatives_ok
/products/asics-gt-2000-14,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/asics-gt-2000-14,yes,,decisionScore=100
/products/asics-gt-2000-14/alternatives,Alternatives,sport-running,published,N/A,INDEXABLE,"index,follow",/products/asics-gt-2000-14/alternatives,yes,,alternatives_ok
/products/nike-pegasus-42,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/nike-pegasus-42,yes,,decisionScore=100
/products/nike-pegasus-42/alternatives,Alternatives,sport-running,published,N/A,INDEXABLE,"index,follow",/products/nike-pegasus-42/alternatives,yes,,alternatives_ok
/products/nike-vomero-18,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/nike-vomero-18,yes,,decisionScore=100
/products/nike-invincible-3,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/nike-invincible-3,yes,,decisionScore=100
/products/nike-vaporfly-4,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/nike-vaporfly-4,yes,,decisionScore=100
/products/nike-vaporfly-4/alternatives,Alternatives,sport-running,published,N/A,INDEXABLE,"index,follow",/products/nike-vaporfly-4/alternatives,yes,,alternatives_ok
/products/nike-alphafly-3,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/nike-alphafly-3,yes,,decisionScore=100
/products/nike-alphafly-3/alternatives,Alternatives,sport-running,published,N/A,INDEXABLE,"index,follow",/products/nike-alphafly-3/alternatives,yes,,alternatives_ok
/products/nike-structure-26,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/nike-structure-26,yes,,decisionScore=100
/products/nike-structure-plus,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/nike-structure-plus,yes,,decisionScore=100
/products/brooks-ghost-18,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/brooks-ghost-18,yes,,decisionScore=100
/products/brooks-ghost-18/alternatives,Alternatives,sport-running,published,N/A,INDEXABLE,"index,follow",/products/brooks-ghost-18/alternatives,yes,,alternatives_ok
/products/brooks-glycerin-22,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/brooks-glycerin-22,yes,,decisionScore=100
/products/brooks-glycerin-21,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/brooks-glycerin-21,yes,,decisionScore=100
/products/brooks-adrenaline-gts-25,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/brooks-adrenaline-gts-25,yes,,decisionScore=100
/products/brooks-adrenaline-gts-25/alternatives,Alternatives,sport-running,published,N/A,INDEXABLE,"index,follow",/products/brooks-adrenaline-gts-25/alternatives,yes,,alternatives_ok
/products/brooks-hyperion-max-2,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/brooks-hyperion-max-2,yes,,decisionScore=100
/products/hoka-clifton-10,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/hoka-clifton-10,yes,,decisionScore=100
/products/hoka-clifton-10/alternatives,Alternatives,sport-running,published,N/A,INDEXABLE,"index,follow",/products/hoka-clifton-10/alternatives,yes,,alternatives_ok
/products/hoka-bondi-9,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/hoka-bondi-9,yes,,decisionScore=100
/products/hoka-bondi-9/alternatives,Alternatives,sport-running,published,N/A,INDEXABLE,"index,follow",/products/hoka-bondi-9/alternatives,yes,,alternatives_ok
/products/hoka-bondi-8,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/hoka-bondi-8,yes,,decisionScore=100
/products/hoka-mach-6,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/hoka-mach-6,yes,,decisionScore=100
/products/hoka-speedgoat-6,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/hoka-speedgoat-6,yes,,decisionScore=100
/products/hoka-speedgoat-6/alternatives,Alternatives,sport-running,published,N/A,INDEXABLE,"index,follow",/products/hoka-speedgoat-6/alternatives,yes,,alternatives_ok
/products/hoka-clifton-pro,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/hoka-clifton-pro,yes,,decisionScore=100
/products/saucony-endorphin-speed-5,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/saucony-endorphin-speed-5,yes,,decisionScore=100
/products/saucony-endorphin-speed-5/alternatives,Alternatives,sport-running,published,N/A,INDEXABLE,"index,follow",/products/saucony-endorphin-speed-5/alternatives,yes,,alternatives_ok
/products/saucony-endorphin-pro-4,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/saucony-endorphin-pro-4,yes,,decisionScore=100
/products/saucony-endorphin-pro-4/alternatives,Alternatives,sport-running,published,N/A,INDEXABLE,"index,follow",/products/saucony-endorphin-pro-4/alternatives,yes,,alternatives_ok
/products/saucony-endorphin-pro-3,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/saucony-endorphin-pro-3,yes,,decisionScore=100
/products/saucony-ride-18,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/saucony-ride-18,yes,,decisionScore=100
/products/saucony-ride-18/alternatives,Alternatives,sport-running,published,N/A,INDEXABLE,"index,follow",/products/saucony-ride-18/alternatives,yes,,alternatives_ok
/products/saucony-triumph-22,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/saucony-triumph-22,yes,,decisionScore=100
/products/saucony-peregrine-15,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/saucony-peregrine-15,yes,,decisionScore=100
/products/saucony-peregrine-15/alternatives,Alternatives,sport-running,published,N/A,INDEXABLE,"index,follow",/products/saucony-peregrine-15/alternatives,yes,,alternatives_ok
/products/new-balance-fresh-foam-x-1080-v14,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/new-balance-fresh-foam-x-1080-v14,yes,,decisionScore=100
/products/new-balance-fresh-foam-x-1080-v14/alternatives,Alternatives,sport-running,published,N/A,INDEXABLE,"index,follow",/products/new-balance-fresh-foam-x-1080-v14/alternatives,yes,,alternatives_ok
/products/new-balance-fresh-foam-x-1080-v13,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/new-balance-fresh-foam-x-1080-v13,yes,,decisionScore=100
/products/new-balance-fuelcell-supercomp-elite-v4,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/new-balance-fuelcell-supercomp-elite-v4,yes,,decisionScore=100
/products/new-balance-fuelcell-rebel-v5,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/new-balance-fuelcell-rebel-v5,yes,,decisionScore=100
/products/new-balance-fuelcell-supercomp-trainer-v3,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/new-balance-fuelcell-supercomp-trainer-v3,yes,,decisionScore=100
/products/adidas-adizero-evo-sl,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/adidas-adizero-evo-sl,yes,,decisionScore=100
/products/adidas-adizero-adios-pro-4,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/adidas-adizero-adios-pro-4,yes,,decisionScore=100
/products/on-cloudmonster-2,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/on-cloudmonster-2,yes,,decisionScore=100
/products/on-cloudsurfer-next,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/on-cloudsurfer-next,yes,,decisionScore=100
/products/altra-torin-8,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/altra-torin-8,yes,,decisionScore=100
/products/altra-escalante-4,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/altra-escalante-4,yes,,decisionScore=100
/products/altra-lone-peak-8,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/altra-lone-peak-8,yes,,decisionScore=100
/products/salomon-aero-glide-2,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/salomon-aero-glide-2,yes,,decisionScore=100
/products/salomon-sense-ride-5,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/salomon-sense-ride-5,yes,,decisionScore=100
/products/salomon-pulsar-trail-2,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/salomon-pulsar-trail-2,yes,,decisionScore=100
/products/topo-athletic-specter-2,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/topo-athletic-specter-2,yes,,decisionScore=100
/products/topo-athletic-phantom-3,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/topo-athletic-phantom-3,yes,,decisionScore=100
/products/puma-deviate-nitro-3,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/puma-deviate-nitro-3,yes,,decisionScore=100
/products/puma-magnify-nitro-2,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/puma-magnify-nitro-2,yes,,decisionScore=100
/products/mizuno-wave-rider-28,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/mizuno-wave-rider-28,yes,,decisionScore=100
/products/mizuno-wave-rebellion-pro-3,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/mizuno-wave-rebellion-pro-3,yes,,decisionScore=100
/products/inov8-trailfly-ultra-g-300-max,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/inov8-trailfly-ultra-g-300-max,yes,,decisionScore=100
/products/brooks-cascadia-18,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/brooks-cascadia-18,yes,,decisionScore=100
/products/nike-pegasus-trail-5,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/nike-pegasus-trail-5,yes,,decisionScore=100
/products/asics-gel-trabuco-13,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/asics-gel-trabuco-13,yes,,decisionScore=100
/products/saucony-xodus-ultra-3,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/saucony-xodus-ultra-3,yes,,decisionScore=100
/products/new-balance-fresh-foam-x-hierro-v9,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/new-balance-fresh-foam-x-hierro-v9,yes,,decisionScore=100
/products/adidas-terrex-agravic-3,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/adidas-terrex-agravic-3,yes,,decisionScore=100
/products/salomon-ultra-glide-2,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/salomon-ultra-glide-2,yes,,decisionScore=100
/products/topo-athletic-terraventure-5,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/topo-athletic-terraventure-5,yes,,decisionScore=100
/products/saucony-guide-18,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/saucony-guide-18,yes,,decisionScore=100
/products/hoka-arahi-7,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/hoka-arahi-7,yes,,decisionScore=100
/products/hoka-gaviota-5,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/hoka-gaviota-5,yes,,decisionScore=100
/products/new-balance-fresh-foam-x-860-v14,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/new-balance-fresh-foam-x-860-v14,yes,,decisionScore=100
/products/asics-gt-1000-13,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/asics-gt-1000-13,yes,,decisionScore=100
/products/brooks-glycerin-gts-22,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/brooks-glycerin-gts-22,yes,,decisionScore=100
/products/nike-react-infinity-run-4,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/nike-react-infinity-run-4,yes,,decisionScore=100
/products/altra-paradigm-7,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/altra-paradigm-7,yes,,decisionScore=100
/products/altra-experience-flow,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/altra-experience-flow,yes,,decisionScore=100
/products/adidas-adizero-boston-13,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/adidas-adizero-boston-13,yes,,decisionScore=100
/products/adidas-ultraboost-5,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/adidas-ultraboost-5,yes,,decisionScore=100
/products/on-cloudsurfer-2,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/on-cloudsurfer-2,yes,,decisionScore=100
/products/on-cloudmonster-hyper,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/on-cloudmonster-hyper,yes,,decisionScore=100
/products/salomon-genesis,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/salomon-genesis,yes,,decisionScore=100
/products/garmin-forerunner-970,Product,"sport-running,sport-cycling,sport-swimming",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/garmin-forerunner-970,yes,,decisionScore=100
/products/garmin-forerunner-970/alternatives,Alternatives,"sport-running,sport-cycling,sport-swimming",published,N/A,INDEXABLE,"index,follow",/products/garmin-forerunner-970/alternatives,yes,,alternatives_ok
/products/garmin-forerunner-570,Product,"sport-running,sport-cycling,sport-swimming",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/garmin-forerunner-570,yes,,decisionScore=100
/products/garmin-forerunner-570/alternatives,Alternatives,"sport-running,sport-cycling,sport-swimming",published,N/A,INDEXABLE,"index,follow",/products/garmin-forerunner-570/alternatives,yes,,alternatives_ok
/products/garmin-forerunner-265,Product,"sport-running,sport-cycling,sport-swimming",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/garmin-forerunner-265,yes,,decisionScore=100
/products/garmin-forerunner-165,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/garmin-forerunner-165,yes,,decisionScore=100
/products/garmin-forerunner-55,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/garmin-forerunner-55,yes,,decisionScore=100
/products/coros-pace-pro,Product,"sport-running,sport-cycling",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/coros-pace-pro,yes,,decisionScore=100
/products/coros-pace-pro/alternatives,Alternatives,"sport-running,sport-cycling",published,N/A,INDEXABLE,"index,follow",/products/coros-pace-pro/alternatives,yes,,alternatives_ok
/products/coros-apex-2-pro,Product,"sport-running,sport-cycling",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/coros-apex-2-pro,yes,,decisionScore=100
/products/polar-vantage-v3,Product,"sport-running,sport-cycling,sport-swimming",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/polar-vantage-v3,yes,,decisionScore=100
/products/polar-pacer-pro,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/polar-pacer-pro,yes,,decisionScore=100
/products/suunto-race,Product,"sport-running,sport-cycling",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/suunto-race,yes,,decisionScore=100
/products/suunto-race-s,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/suunto-race-s,yes,,decisionScore=100
/products/apple-watch-ultra-2,Product,"sport-running,sport-cycling,sport-swimming,sport-training",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/apple-watch-ultra-2,yes,,decisionScore=100
/products/garmin-hrm-600,Product,"sport-running,sport-cycling,sport-training,sport-hyrox",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/garmin-hrm-600,yes,,decisionScore=100
/products/garmin-hrm-600/alternatives,Alternatives,"sport-running,sport-cycling,sport-training,sport-hyrox",published,N/A,INDEXABLE,"index,follow",/products/garmin-hrm-600/alternatives,yes,,alternatives_ok
/products/polar-h10,Product,"sport-running,sport-cycling,sport-training,sport-hyrox",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/polar-h10,yes,,decisionScore=100
/products/polar-h10/alternatives,Alternatives,"sport-running,sport-cycling,sport-training,sport-hyrox",published,N/A,INDEXABLE,"index,follow",/products/polar-h10/alternatives,yes,,alternatives_ok
/products/polar-verity-sense,Product,"sport-running,sport-training,sport-swimming,sport-hyrox",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/polar-verity-sense,yes,,decisionScore=100
/products/polar-verity-sense/alternatives,Alternatives,"sport-running,sport-training,sport-swimming,sport-hyrox",published,N/A,INDEXABLE,"index,follow",/products/polar-verity-sense/alternatives,yes,,alternatives_ok
/products/wahoo-tickr,Product,"sport-running,sport-cycling,sport-training",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/wahoo-tickr,yes,,decisionScore=100
/products/wahoo-tickr-x,Product,"sport-running,sport-cycling,sport-training",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/wahoo-tickr-x,yes,,decisionScore=100
/products/coros-heart-rate-monitor,Product,"sport-running,sport-training",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/coros-heart-rate-monitor,yes,,decisionScore=100
/products/coros-heart-rate-monitor/alternatives,Alternatives,"sport-running,sport-training",published,N/A,INDEXABLE,"index,follow",/products/coros-heart-rate-monitor/alternatives,yes,,alternatives_ok
/products/garmin-fenix-8,Product,"sport-running,sport-cycling,sport-swimming",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/garmin-fenix-8,yes,,decisionScore=100
/products/garmin-fenix-8/alternatives,Alternatives,"sport-running,sport-cycling,sport-swimming",published,N/A,INDEXABLE,"index,follow",/products/garmin-fenix-8/alternatives,yes,,alternatives_ok
/products/garmin-enduro-3,Product,"sport-running,sport-cycling",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/garmin-enduro-3,yes,,decisionScore=100
/products/garmin-enduro-3/alternatives,Alternatives,"sport-running,sport-cycling",published,N/A,INDEXABLE,"index,follow",/products/garmin-enduro-3/alternatives,yes,,alternatives_ok
/products/garmin-instinct-3,Product,"sport-running,sport-cycling",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/garmin-instinct-3,yes,,decisionScore=100
/products/garmin-instinct-3/alternatives,Alternatives,"sport-running,sport-cycling",published,N/A,INDEXABLE,"index,follow",/products/garmin-instinct-3/alternatives,yes,,alternatives_ok
