URL,page_type,sport,publication_status,quality_status,launch_eligibility,robots,canonical,HTTP_status,in_sitemap,inbound_internal_links,reason
/brands/beats,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/beats,,no,0,brand_hub_not_indexable
/brands/biolite,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/biolite,,no,0,brand_hub_not_indexable
/brands/black-crown,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/black-crown,,no,0,brand_hub_not_indexable
/brands/black-diamond,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/black-diamond,200,yes,0,brand_hub_ok
/brands/blackroll,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/blackroll,200,yes,0,brand_hub_ok
/brands/body-glide,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/body-glide,,no,0,brand_hub_not_indexable
/brands/bombas,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/bombas,,no,0,brand_hub_not_indexable
/brands/bose,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/bose,,no,0,brand_hub_not_indexable
/brands/bowflex,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/bowflex,200,yes,0,brand_hub_ok
/brands/brazyn,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/brazyn,,no,0,brand_hub_not_indexable
/brands/brooks,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/brooks,200,yes,0,brand_hub_ok
/brands/buff,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/buff,200,yes,0,brand_hub_ok
/brands/bullpadel,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/bullpadel,200,yes,0,brand_hub_ok
/brands/camelbak,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/camelbak,200,yes,0,brand_hub_ok
/brands/cep,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/cep,200,yes,0,brand_hub_ok
/brands/ciele,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/ciele,,no,0,brand_hub_not_indexable
/brands/clif-bar,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/clif-bar,200,yes,0,brand_hub_ok
/brands/compressport,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/compressport,200,yes,0,brand_hub_ok
/brands/concept2,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/concept2,200,yes,0,brand_hub_ok
/brands/coros,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/coros,200,yes,0,brand_hub_ok
/brands/craft,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/craft,200,yes,0,brand_hub_ok
/brands/darn-tough,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/darn-tough,,no,0,brand_hub_not_indexable
/brands/decathlon,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/decathlon,,no,0,brand_hub_not_indexable
/brands/dirty-girl,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/dirty-girl,,no,0,brand_hub_not_indexable
/brands/do-win,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/do-win,,no,0,brand_hub_not_indexable
/brands/domyos,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/domyos,,no,0,brand_hub_not_indexable
/brands/drop-shot,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/drop-shot,,no,0,brand_hub_not_indexable
/brands/drymax,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/drymax,,no,0,brand_hub_not_indexable
/brands/dunlop,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/dunlop,,no,0,brand_hub_not_indexable
/brands/eleiko,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/eleiko,200,yes,0,brand_hub_ok
/brands/enervit,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/enervit,,no,0,brand_hub_not_indexable
/brands/feetures,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/feetures,,no,0,brand_hub_not_indexable
/brands/fenix,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/fenix,,no,0,brand_hub_not_indexable
/brands/fitletic,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/fitletic,,no,0,brand_hub_not_indexable
/brands/flipbelt,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/flipbelt,,no,0,brand_hub_not_indexable
/brands/garmin,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/garmin,200,yes,0,brand_hub_ok
/brands/goodr,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/goodr,200,yes,0,brand_hub_ok
/brands/gornation,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/gornation,200,yes,0,brand_hub_ok
/brands/gravity-fitness,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/gravity-fitness,200,yes,0,brand_hub_ok
/brands/gu-energy,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/gu-energy,200,yes,0,brand_hub_ok
/brands/head,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/head,200,yes,0,brand_hub_ok
/brands/high5,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/high5,200,yes,0,brand_hub_ok
/brands/hilly,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/hilly,,no,0,brand_hub_not_indexable
/brands/hoka,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/hoka,200,yes,0,brand_hub_ok
/brands/honey-stinger,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/honey-stinger,,no,0,brand_hub_not_indexable
/brands/horizon-fitness,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/horizon-fitness,,no,0,brand_hub_not_indexable
/brands/huawei,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/huawei,,no,0,brand_hub_not_indexable
/brands/huma,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/huma,,no,0,brand_hub_not_indexable
/brands/hydrapak,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/hydrapak,200,yes,0,brand_hub_ok
/brands/hydrow,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/hydrow,,no,0,brand_hub_not_indexable
/brands/hyperice,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/hyperice,200,yes,0,brand_hub_ok
/brands/injinji,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/injinji,,no,0,brand_hub_not_indexable
/brands/inov-8,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/inov-8,200,yes,0,brand_hub_ok
/brands/jabra,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/jabra,,no,0,brand_hub_not_indexable
/brands/janji,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/janji,200,yes,0,brand_hub_ok
/brands/joma,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/joma,200,yes,0,brand_hub_ok
/brands/joola,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/joola,200,yes,0,brand_hub_ok
/brands/julbo,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/julbo,200,yes,0,brand_hub_ok
/brands/k-swiss,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/k-swiss,200,yes,0,brand_hub_ok
/brands/knog,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/knog,,no,0,brand_hub_not_indexable
/brands/kuikma,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/kuikma,200,yes,0,brand_hub_ok
/brands/ledlenser,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/ledlenser,,no,0,brand_hub_not_indexable
/brands/leki,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/leki,,no,0,brand_hub_not_indexable
/brands/li-ning,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/li-ning,,no,0,brand_hub_not_indexable
/brands/lok,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/lok,200,yes,0,brand_hub_ok
/brands/lululemon,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/lululemon,,no,0,brand_hub_not_indexable
/brands/luxilon,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/luxilon,,no,0,brand_hub_not_indexable
/brands/maurten,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/maurten,200,yes,0,brand_hub_ok
/brands/mirafit,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/mirafit,200,yes,0,brand_hub_ok
/brands/mizuno,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/mizuno,200,yes,0,brand_hub_ok
/brands/naak,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/naak,200,yes,0,brand_hub_ok
/brands/naked,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/naked,,no,0,brand_hub_not_indexable
/brands/nathan,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/nathan,200,yes,0,brand_hub_ok
/brands/neversecond,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/neversecond,200,yes,0,brand_hub_ok
/brands/new-balance,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/new-balance,200,yes,0,brand_hub_ok
/brands/night-runner,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/night-runner,,no,0,brand_hub_not_indexable
/brands/nike,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/nike,200,yes,0,brand_hub_ok
/brands/nite-ize,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/nite-ize,,no,0,brand_hub_not_indexable
/brands/nitecore,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/nitecore,,no,0,brand_hub_not_indexable
/brands/nnormal,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/nnormal,,no,0,brand_hub_not_indexable
/brands/nobull,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/nobull,200,yes,0,brand_hub_ok
/brands/nox,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/nox,200,yes,0,brand_hub_ok
/brands/nuobell,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/nuobell,200,yes,0,brand_hub_ok
/brands/nuun,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/nuun,,no,0,brand_hub_not_indexable
/brands/oakley,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/oakley,200,yes,0,brand_hub_ok
/brands/odlo,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/odlo,200,yes,0,brand_hub_ok
/brands/on,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/on,200,yes,0,brand_hub_ok
/brands/oofos,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/oofos,200,yes,0,brand_hub_ok
/brands/opove,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/opove,,no,0,brand_hub_not_indexable
/brands/osprey,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/osprey,200,yes,0,brand_hub_ok
/brands/outdoor-research,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/outdoor-research,,no,0,brand_hub_not_indexable
/brands/oxdog,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/oxdog,200,yes,0,brand_hub_ok
/brands/patagonia,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/patagonia,200,yes,0,brand_hub_ok
/brands/petzl,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/petzl,200,yes,0,brand_hub_ok
/brands/polar,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/polar,200,yes,0,brand_hub_ok
/brands/powerbar,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/powerbar,,no,0,brand_hub_not_indexable
/brands/powerblock,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/powerblock,200,yes,0,brand_hub_ok
/brands/precision-fuel-hydration,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/precision-fuel-hydration,200,yes,0,brand_hub_ok
/brands/prince,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/prince,200,yes,0,brand_hub_ok
/brands/proviz,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/proviz,,no,0,brand_hub_not_indexable
/brands/pullup-and-dip,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/pullup-and-dip,200,yes,0,brand_hub_ok
/brands/puma,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/puma,200,yes,0,brand_hub_ok
/brands/rabbit,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/rabbit,,no,0,brand_hub_not_indexable
/brands/rad-roller,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/rad-roller,,no,0,brand_hub_not_indexable
/brands/raidlight,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/raidlight,,no,0,brand_hub_not_indexable
/brands/reebok,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/reebok,200,yes,0,brand_hub_ok
/brands/renpho,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/renpho,,no,0,brand_hub_not_indexable
/brands/rep-fitness,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/rep-fitness,200,yes,0,brand_hub_ok
/brands/road-id,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/road-id,,no,0,brand_hub_not_indexable
/brands/rogue,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/rogue,200,yes,0,brand_hub_ok
/brands/roka,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/roka,,no,0,brand_hub_not_indexable
/brands/royal-padel,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/royal-padel,,no,0,brand_hub_not_indexable
/brands/rudy-project,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/rudy-project,,no,0,brand_hub_not_indexable
/brands/rumbleroller,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/rumbleroller,,no,0,brand_hub_not_indexable
/brands/salming,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/salming,200,yes,0,brand_hub_ok
/brands/salomon,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/salomon,200,yes,0,brand_hub_ok
/brands/saltstick,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/saltstick,200,yes,0,brand_hub_ok
/brands/samsung,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/samsung,,no,0,brand_hub_not_indexable
/brands/saucony,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/saucony,200,yes,0,brand_hub_ok
/brands/saxx,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/saxx,,no,0,brand_hub_not_indexable
/brands/schwinn,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/schwinn,,no,0,brand_hub_not_indexable
/brands/science-in-sport,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/science-in-sport,200,yes,0,brand_hub_ok
/brands/scosche,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/scosche,200,yes,0,brand_hub_ok
/brands/selkirk,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/selkirk,,no,0,brand_hub_not_indexable
/brands/shes-birdie,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/shes-birdie,,no,0,brand_hub_not_indexable
/brands/shokz,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/shokz,200,yes,0,brand_hub_ok
/brands/silva,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/silva,,no,0,brand_hub_not_indexable
/brands/siux,Brand,,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/brands/siux,,no,0,brand_hub_not_indexable
/brands/skratch-labs,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/skratch-labs,200,yes,0,brand_hub_ok
/brands/smartwool,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/smartwool,200,yes,0,brand_hub_ok
/brands/smith,Brand,,published,N/A,INDEXABLE,"index,follow",/brands/smith,200,yes,0,brand_hub_ok
