url,page_type,section,content_title,entity_slug,image_path,alt,expected_subject,association,reuse_count,classification,reason,provenance,recommended_action
https://kitletics.com/authors/kitletics-editorial,author,rendered_img,Kitletics Editorial · Kitletics,kitletics-editorial,/images/packs/products/kiprun-proteam-10-hero.jpg,,unknown,,6,UNKNOWN,subject not independently verified from filename,production HTML img/_next/image,keep
https://kitletics.com/authors/kitletics-editorial,author,rendered_img,Kitletics Editorial · Kitletics,kitletics-editorial,/images/running/products/adidas-adizero-boston-13-hero.jpg,,unknown,,21,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/authors/kitletics-editorial,author,rendered_img,Kitletics Editorial · Kitletics,kitletics-editorial,/images/running/products/adidas-terrex-agravic-3-hero.jpg,,unknown,,15,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/authors/kitletics-editorial,author,rendered_img,Kitletics Editorial · Kitletics,kitletics-editorial,/images/running/products/adidas-ultraboost-5-hero.jpg,,unknown,,16,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/authors/kitletics-editorial,author,rendered_img,Kitletics Editorial · Kitletics,kitletics-editorial,/images/running/products/adios-pro-4-hero.jpg,,unknown,,30,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/authors/kitletics-editorial,author,rendered_img,Kitletics Editorial · Kitletics,kitletics-editorial,/images/running/products/adizero-evo-sl-hero.jpg,,unknown,,22,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/authors/kitletics-editorial,author,rendered_img,Kitletics Editorial · Kitletics,kitletics-editorial,/images/running/products/altra-experience-flow-hero.jpg,,unknown,,14,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/authors/kitletics-editorial,author,rendered_img,Kitletics Editorial · Kitletics,kitletics-editorial,/images/running/products/altra-paradigm-7-hero.jpg,,unknown,,19,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/authors/kitletics-editorial,author,rendered_img,Kitletics Editorial · Kitletics,kitletics-editorial,/images/running/products/asics-gel-trabuco-13-hero.jpg,,unknown,,17,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/authors/kitletics-editorial,author,rendered_img,Kitletics Editorial · Kitletics,kitletics-editorial,/images/running/products/asics-gt-1000-13-hero.jpg,,unknown,,14,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/authors/kitletics-editorial,author,rendered_img,Kitletics Editorial · Kitletics,kitletics-editorial,/images/running/products/boston-12-hero.jpg,,unknown,,28,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/authors/kitletics-editorial,author,rendered_img,Kitletics Editorial · Kitletics,kitletics-editorial,/images/running/products/cumulus-27-hero.jpg,,unknown,,19,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/authors/kitletics-editorial,author,rendered_img,Kitletics Editorial · Kitletics,kitletics-editorial,/images/running/products/escalante-4-hero.jpg,,unknown,,16,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/authors/kitletics-editorial,author,rendered_img,Kitletics Editorial · Kitletics,kitletics-editorial,/images/running/products/ghost-16-hero.png,,unknown,,24,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/authors/kitletics-editorial,author,rendered_img,Kitletics Editorial · Kitletics,kitletics-editorial,/images/running/products/glycerin-21-hero.jpg,,unknown,,11,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/authors/kitletics-editorial,author,rendered_img,Kitletics Editorial · Kitletics,kitletics-editorial,/images/running/products/gt-2000-14-hero.jpg,,unknown,,29,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/authors/kitletics-editorial,author,rendered_img,Kitletics Editorial · Kitletics,kitletics-editorial,/images/running/products/hyperion-max-2-hero.png,,unknown,,13,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/authors/kitletics-editorial,author,rendered_img,Kitletics Editorial · Kitletics,kitletics-editorial,/images/running/products/lone-peak-8-hero.jpg,,unknown,,21,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/authors/kitletics-editorial,author,rendered_img,Kitletics Editorial · Kitletics,kitletics-editorial,/images/running/products/metaspeed-sky-paris-hero.jpg,,unknown,,21,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best,best_guide,rendered_img,Best Gear Guides · Kitletics,best,/images/brands/heroes/running-urban.jpg,,unknown,generic urban atmosphere,235,GENERIC_BUT_RELEVANT,generic urban atmosphere,production HTML img/_next/image,keep
https://kitletics.com/best,best_guide,rendered_img,Best Gear Guides · Kitletics,best,/images/brands/heroes/urban-dusk.jpg,,unknown,New York City skyline at dusk,92,GENERIC_BUT_RELEVANT,New York City skyline at dusk,production HTML img/_next/image,keep
https://kitletics.com/best,best_guide,rendered_img,Best Gear Guides · Kitletics,best,/images/home/guide-how-to-choose.jpg,,unknown,padel racket on blue court,114,WRONG_CONTENT_TYPE,padel racket used as generic how-to-choose art,production HTML img/_next/image,replace_with_topic_correct_hero
https://kitletics.com/best,best_guide,rendered_img,Best Gear Guides · Kitletics,best,/images/home/guide-running-shoes.jpg,,unknown,,75,UNKNOWN,subject not independently verified from filename,production HTML img/_next/image,keep
https://kitletics.com/best,best_guide,rendered_img,Best Gear Guides · Kitletics,best,/images/home/hero-gear-composite.png,,unknown,,26,UNKNOWN,subject not independently verified from filename,production HTML img/_next/image,keep
https://kitletics.com/best,best_guide,rendered_img,Best Gear Guides · Kitletics,best,/images/running/best-hub/best-beginners-running.jpg,,unknown,,6,GENERIC_BUT_RELEVANT,shared best-hub photography,production HTML img/_next/image,keep
https://kitletics.com/best,best_guide,rendered_img,Best Gear Guides · Kitletics,best,/images/running/best-hub/best-gps-watches-running.jpg,,unknown,,35,GENERIC_BUT_RELEVANT,shared best-hub photography,production HTML img/_next/image,keep
https://kitletics.com/best,best_guide,rendered_img,Best Gear Guides · Kitletics,best,/images/running/best-hub/best-hrm-running.jpg,,unknown,,10,GENERIC_BUT_RELEVANT,shared best-hub photography,production HTML img/_next/image,keep
https://kitletics.com/best,best_guide,rendered_img,Best Gear Guides · Kitletics,best,/images/running/best-hub/best-hydration-vests.jpg,,unknown,,12,GENERIC_BUT_RELEVANT,shared best-hub photography,production HTML img/_next/image,keep
https://kitletics.com/best,best_guide,rendered_img,Best Gear Guides · Kitletics,best,/images/running/best-hub/best-marathon-running.jpg,,unknown,,5,GENERIC_BUT_RELEVANT,shared best-hub photography,production HTML img/_next/image,keep
https://kitletics.com/best,best_guide,rendered_img,Best Gear Guides · Kitletics,best,/images/running/best-hub/best-running-belts.jpg,,unknown,,9,GENERIC_BUT_RELEVANT,shared best-hub photography,production HTML img/_next/image,keep
https://kitletics.com/best,best_guide,rendered_img,Best Gear Guides · Kitletics,best,/images/running/best-hub/best-running-headlamps.jpg,,unknown,,14,GENERIC_BUT_RELEVANT,shared best-hub photography,production HTML img/_next/image,keep
https://kitletics.com/best,best_guide,rendered_img,Best Gear Guides · Kitletics,best,/images/running/best-hub/best-running-headphones.jpg,,unknown,,17,GENERIC_BUT_RELEVANT,shared best-hub photography,production HTML img/_next/image,keep
https://kitletics.com/best,best_guide,rendered_img,Best Gear Guides · Kitletics,best,/images/running/best-hub/best-running-socks.jpg,,unknown,,19,GENERIC_BUT_RELEVANT,shared best-hub photography,production HTML img/_next/image,keep
https://kitletics.com/best,best_guide,rendered_img,Best Gear Guides · Kitletics,best,/images/running/best-hub/best-wide-feet-running.jpg,,unknown,,3,GENERIC_BUT_RELEVANT,shared best-hub photography,production HTML img/_next/image,keep
https://kitletics.com/best,best_guide,rendered_img,Best Gear Guides · Kitletics,best,/images/running/category/hero-trail.jpg,,unknown,,12,UNKNOWN,subject not independently verified from filename,production HTML img/_next/image,keep
https://kitletics.com/best,best_guide,rendered_img,Best Gear Guides · Kitletics,best,/images/running/category/use-daily.jpg,,unknown,,63,UNKNOWN,subject not independently verified from filename,production HTML img/_next/image,keep
https://kitletics.com/best,best_guide,rendered_img,Best Gear Guides · Kitletics,best,/images/running/category/use-long.jpg,,unknown,,14,UNKNOWN,subject not independently verified from filename,production HTML img/_next/image,keep
https://kitletics.com/best,best_guide,rendered_img,Best Gear Guides · Kitletics,best,/images/running/category/use-race.jpg,,unknown,,16,UNKNOWN,subject not independently verified from filename,production HTML img/_next/image,keep
https://kitletics.com/best,best_guide,rendered_img,Best Gear Guides · Kitletics,best,/images/running/category/use-recovery.jpg,,unknown,,80,UNKNOWN,subject not independently verified from filename,production HTML img/_next/image,keep
https://kitletics.com/best/carbon-plated-running-shoes,best_guide,rendered_img,Best Carbon-Plated Running Shoes | Kitletics · Kitletics,carbon-plated-running-shoes,/images/running/category/use-race.jpg,,running,,16,UNKNOWN,subject not independently verified from filename,production HTML img/_next/image,keep
https://kitletics.com/best/carbon-plated-running-shoes,best_guide,rendered_img,Best Carbon-Plated Running Shoes | Kitletics · Kitletics,carbon-plated-running-shoes,/images/running/category/use-tempo.jpg,,running,,14,UNKNOWN,subject not independently verified from filename,production HTML img/_next/image,keep
https://kitletics.com/best/carbon-plated-running-shoes,best_guide,rendered_img,Best Carbon-Plated Running Shoes | Kitletics · Kitletics,carbon-plated-running-shoes,/images/running/guides/daily-vs-long.jpg,,running,,99,UNKNOWN,subject not independently verified from filename,production HTML img/_next/image,keep
https://kitletics.com/best/carbon-plated-running-shoes,best_guide,rendered_img,Best Carbon-Plated Running Shoes | Kitletics · Kitletics,carbon-plated-running-shoes,/images/running/products/adios-pro-4-hero.jpg,,running,,30,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/carbon-plated-running-shoes,best_guide,rendered_img,Best Carbon-Plated Running Shoes | Kitletics · Kitletics,carbon-plated-running-shoes,/images/running/products/alphafly-3-hero.png,,running,,23,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/carbon-plated-running-shoes,best_guide,rendered_img,Best Carbon-Plated Running Shoes | Kitletics · Kitletics,carbon-plated-running-shoes,/images/running/products/alphafly-3-hero.png-1,,running,,3,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/carbon-plated-running-shoes,best_guide,rendered_img,Best Carbon-Plated Running Shoes | Kitletics · Kitletics,carbon-plated-running-shoes,/images/running/products/deviate-nitro-3-hero.jpg,,running,,13,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/carbon-plated-running-shoes,best_guide,rendered_img,Best Carbon-Plated Running Shoes | Kitletics · Kitletics,carbon-plated-running-shoes,/images/running/products/endorphin-pro-3-hero.jpg,,running,,15,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/carbon-plated-running-shoes,best_guide,rendered_img,Best Carbon-Plated Running Shoes | Kitletics · Kitletics,carbon-plated-running-shoes,/images/running/products/endorphin-pro-4-hero.jpg,,running,,33,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/carbon-plated-running-shoes,best_guide,rendered_img,Best Carbon-Plated Running Shoes | Kitletics · Kitletics,carbon-plated-running-shoes,/images/running/products/endorphin-pro-4-hero.jpg-2,,running,,2,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/carbon-plated-running-shoes,best_guide,rendered_img,Best Carbon-Plated Running Shoes | Kitletics · Kitletics,carbon-plated-running-shoes,/images/running/products/endorphin-speed-5-hero.jpg,,running,,49,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/carbon-plated-running-shoes,best_guide,rendered_img,Best Carbon-Plated Running Shoes | Kitletics · Kitletics,carbon-plated-running-shoes,/images/running/products/hyperion-max-2-hero.png,,running,,13,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/carbon-plated-running-shoes,best_guide,rendered_img,Best Carbon-Plated Running Shoes | Kitletics · Kitletics,carbon-plated-running-shoes,/images/running/products/metaspeed-sky-paris-hero.jpg,,running,,21,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/carbon-plated-running-shoes,best_guide,rendered_img,Best Carbon-Plated Running Shoes | Kitletics · Kitletics,carbon-plated-running-shoes,/images/running/products/metaspeed-sky-paris-hero.jpg-3,,running,,2,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/carbon-plated-running-shoes,best_guide,rendered_img,Best Carbon-Plated Running Shoes | Kitletics · Kitletics,carbon-plated-running-shoes,/images/running/products/novablast-4-hero.jpg,,running,,26,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/carbon-plated-running-shoes,best_guide,rendered_img,Best Carbon-Plated Running Shoes | Kitletics · Kitletics,carbon-plated-running-shoes,/images/running/products/novablast-4/gallery/outsole.webp,,running,,10,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/carbon-plated-running-shoes,best_guide,rendered_img,Best Carbon-Plated Running Shoes | Kitletics · Kitletics,carbon-plated-running-shoes,/images/running/products/novablast-4/gallery/side.jpg,,running,,10,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/carbon-plated-running-shoes,best_guide,rendered_img,Best Carbon-Plated Running Shoes | Kitletics · Kitletics,carbon-plated-running-shoes,/images/running/products/novablast-5-hero.jpg,,running,,51,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/carbon-plated-running-shoes,best_guide,rendered_img,Best Carbon-Plated Running Shoes | Kitletics · Kitletics,carbon-plated-running-shoes,/images/running/products/novablast-5/gallery/outsole.webp,,running,,17,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/carbon-plated-running-shoes,best_guide,rendered_img,Best Carbon-Plated Running Shoes | Kitletics · Kitletics,carbon-plated-running-shoes,/images/running/products/novablast-5/gallery/side.jpg,,running,,17,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/carbon-plated-running-shoes,best_guide,rendered_img,Best Carbon-Plated Running Shoes | Kitletics · Kitletics,carbon-plated-running-shoes,/images/running/products/sc-elite-v4-hero.jpg,,running,,11,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/carbon-plated-running-shoes,best_guide,rendered_img,Best Carbon-Plated Running Shoes | Kitletics · Kitletics,carbon-plated-running-shoes,/images/running/products/sc-trainer-v3-hero.jpg,,running,,13,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/carbon-plated-running-shoes,best_guide,rendered_img,Best Carbon-Plated Running Shoes | Kitletics · Kitletics,carbon-plated-running-shoes,/images/running/products/sc-trainer-v3/gallery/detail-3.jpg,,running,,9,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/carbon-plated-running-shoes,best_guide,rendered_img,Best Carbon-Plated Running Shoes | Kitletics · Kitletics,carbon-plated-running-shoes,/images/running/products/sc-trainer-v3/gallery/outsole-5.jpg,,running,,9,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/carbon-plated-running-shoes,best_guide,rendered_img,Best Carbon-Plated Running Shoes | Kitletics · Kitletics,carbon-plated-running-shoes,/images/running/products/sc-trainer-v3/gallery/rear-4.jpg,,running,,9,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/carbon-plated-running-shoes,best_guide,rendered_img,Best Carbon-Plated Running Shoes | Kitletics · Kitletics,carbon-plated-running-shoes,/images/running/products/sc-trainer-v3/gallery/side-2.jpg,,running,,9,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/carbon-plated-running-shoes,best_guide,rendered_img,Best Carbon-Plated Running Shoes | Kitletics · Kitletics,carbon-plated-running-shoes,/images/running/products/superblast-2-hero.jpg,,running,,23,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/carbon-plated-running-shoes,best_guide,rendered_img,Best Carbon-Plated Running Shoes | Kitletics · Kitletics,carbon-plated-running-shoes,/images/running/products/vaporfly-4-hero.jpg,,running,,39,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/carbon-plated-running-shoes,best_guide,rendered_img,Best Carbon-Plated Running Shoes | Kitletics · Kitletics,carbon-plated-running-shoes,/images/running/products/vaporfly-4-hero.jpg-0,,running,,3,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/daily-trainers,best_guide,rendered_img,Best Daily Trainers | Kitletics · Kitletics,daily-trainers,/images/home/guide-running-shoes.jpg,,unknown,,75,UNKNOWN,subject not independently verified from filename,production HTML img/_next/image,keep
https://kitletics.com/best/daily-trainers,best_guide,rendered_img,Best Daily Trainers | Kitletics · Kitletics,daily-trainers,/images/running/category/use-daily.jpg,,unknown,,63,UNKNOWN,subject not independently verified from filename,production HTML img/_next/image,keep
https://kitletics.com/best/daily-trainers,best_guide,rendered_img,Best Daily Trainers | Kitletics · Kitletics,daily-trainers,/images/running/category/use-long.jpg,,unknown,,14,UNKNOWN,subject not independently verified from filename,production HTML img/_next/image,keep
https://kitletics.com/best/daily-trainers,best_guide,rendered_img,Best Daily Trainers | Kitletics · Kitletics,daily-trainers,/images/running/guides/daily-vs-long.jpg,,unknown,,99,UNKNOWN,subject not independently verified from filename,production HTML img/_next/image,keep
https://kitletics.com/best/daily-trainers,best_guide,rendered_img,Best Daily Trainers | Kitletics · Kitletics,daily-trainers,/images/running/products/1080-v14-hero.jpg,,unknown,,20,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/daily-trainers,best_guide,rendered_img,Best Daily Trainers | Kitletics · Kitletics,daily-trainers,/images/running/products/1080-v14/gallery/detail-6.jpg,,unknown,,11,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/daily-trainers,best_guide,rendered_img,Best Daily Trainers | Kitletics · Kitletics,daily-trainers,/images/running/products/1080-v14/gallery/outsole-4.jpg,,unknown,,11,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/daily-trainers,best_guide,rendered_img,Best Daily Trainers | Kitletics · Kitletics,daily-trainers,/images/running/products/1080-v14/gallery/rear-5.jpg,,unknown,,11,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/daily-trainers,best_guide,rendered_img,Best Daily Trainers | Kitletics · Kitletics,daily-trainers,/images/running/products/1080-v14/gallery/side-3.jpg,,unknown,,11,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/daily-trainers,best_guide,rendered_img,Best Daily Trainers | Kitletics · Kitletics,daily-trainers,/images/running/products/clifton-10-hero.jpg,,unknown,,64,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/daily-trainers,best_guide,rendered_img,Best Daily Trainers | Kitletics · Kitletics,daily-trainers,/images/running/products/clifton-10-hero.jpg-3,,unknown,,2,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/daily-trainers,best_guide,rendered_img,Best Daily Trainers | Kitletics · Kitletics,daily-trainers,/images/running/products/cloudmonster-2-hero.jpg,,unknown,,16,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/daily-trainers,best_guide,rendered_img,Best Daily Trainers | Kitletics · Kitletics,daily-trainers,/images/running/products/cumulus-27-hero.jpg,,unknown,,19,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/daily-trainers,best_guide,rendered_img,Best Daily Trainers | Kitletics · Kitletics,daily-trainers,/images/running/products/cumulus-27/gallery/outsole.webp,,unknown,,9,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/daily-trainers,best_guide,rendered_img,Best Daily Trainers | Kitletics · Kitletics,daily-trainers,/images/running/products/cumulus-27/gallery/side.webp,,unknown,,9,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/daily-trainers,best_guide,rendered_img,Best Daily Trainers | Kitletics · Kitletics,daily-trainers,/images/running/products/ghost-18-hero.png,,unknown,,80,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/daily-trainers,best_guide,rendered_img,Best Daily Trainers | Kitletics · Kitletics,daily-trainers,/images/running/products/ghost-18-hero.png-1,,unknown,,3,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/daily-trainers,best_guide,rendered_img,Best Daily Trainers | Kitletics · Kitletics,daily-trainers,/images/running/products/glycerin-22-hero.jpg,,unknown,,28,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/daily-trainers,best_guide,rendered_img,Best Daily Trainers | Kitletics · Kitletics,daily-trainers,/images/running/products/nimbus-27-hero.jpg,,unknown,,40,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/daily-trainers,best_guide,rendered_img,Best Daily Trainers | Kitletics · Kitletics,daily-trainers,/images/running/products/nimbus-27/gallery/outsole.webp,,unknown,,15,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/daily-trainers,best_guide,rendered_img,Best Daily Trainers | Kitletics · Kitletics,daily-trainers,/images/running/products/nimbus-27/gallery/side.jpg,,unknown,,15,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/daily-trainers,best_guide,rendered_img,Best Daily Trainers | Kitletics · Kitletics,daily-trainers,/images/running/products/novablast-6-hero.jpg,,unknown,,80,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/daily-trainers,best_guide,rendered_img,Best Daily Trainers | Kitletics · Kitletics,daily-trainers,/images/running/products/novablast-6-hero.jpg-0,,unknown,,6,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/daily-trainers,best_guide,rendered_img,Best Daily Trainers | Kitletics · Kitletics,daily-trainers,/images/running/products/novablast-6/gallery/outsole.webp,,unknown,,34,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/daily-trainers,best_guide,rendered_img,Best Daily Trainers | Kitletics · Kitletics,daily-trainers,/images/running/products/novablast-6/gallery/side.jpg,,unknown,,32,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/daily-trainers,best_guide,rendered_img,Best Daily Trainers | Kitletics · Kitletics,daily-trainers,/images/running/products/pegasus-42-hero.jpg,,unknown,,33,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
https://kitletics.com/best/daily-trainers,best_guide,rendered_img,Best Daily Trainers | Kitletics · Kitletics,daily-trainers,/images/running/products/pegasus-42-hero.jpg-2,,unknown,,2,LIKELY_CORRECT,running product packshot,production HTML img/_next/image,keep
