URL,type,sport,quality,indexable,canonical,inbound_links,publication_state,launch_disposition,reason
/products/coros-pace-3,Product,running,LAUNCH_READY,yes,/products/coros-pace-3,1,published,INDEXABLE,decisionScore=100
/products/coros-pace-3/alternatives,Alternatives,running,N/A,yes,/products/coros-pace-3/alternatives,0,published,INDEXABLE,alternatives_ok
/products/garmin-hrm-pro-plus,Product,running|cycling|fitness,LAUNCH_READY,yes,/products/garmin-hrm-pro-plus,3,published,INDEXABLE,decisionScore=100
/products/garmin-hrm-pro-plus/alternatives,Alternatives,running|cycling|fitness,N/A,yes,/products/garmin-hrm-pro-plus/alternatives,0,published,INDEXABLE,alternatives_ok
/products/salomon-adv-skin-12,Product,running,LAUNCH_READY,yes,/products/salomon-adv-skin-12,9,published,INDEXABLE,decisionScore=100
/products/salomon-adv-skin-12/alternatives,Alternatives,running,N/A,yes,/products/salomon-adv-skin-12/alternatives,0,published,INDEXABLE,alternatives_ok
/products/asics-novablast-6,Product,running,LAUNCH_READY,yes,/products/asics-novablast-6,12,published,INDEXABLE,decisionScore=100
/products/asics-novablast-6/alternatives,Alternatives,running,N/A,yes,/products/asics-novablast-6/alternatives,0,published,INDEXABLE,alternatives_ok
/products/asics-superblast-2,Product,running,LAUNCH_READY,yes,/products/asics-superblast-2,4,published,INDEXABLE,decisionScore=100
/products/asics-gel-kayano-32,Product,running,LAUNCH_READY,yes,/products/asics-gel-kayano-32,7,published,INDEXABLE,decisionScore=100
/products/asics-gel-kayano-32/alternatives,Alternatives,running,N/A,yes,/products/asics-gel-kayano-32/alternatives,0,published,INDEXABLE,alternatives_ok
/products/asics-gel-cumulus-27,Product,running,LAUNCH_READY,yes,/products/asics-gel-cumulus-27,4,published,INDEXABLE,decisionScore=100
/products/asics-gel-cumulus-27/alternatives,Alternatives,running,N/A,yes,/products/asics-gel-cumulus-27/alternatives,0,published,INDEXABLE,alternatives_ok
/products/asics-metaspeed-sky-paris,Product,running,LAUNCH_READY,yes,/products/asics-metaspeed-sky-paris,3,published,INDEXABLE,decisionScore=100
/products/asics-metaspeed-sky-paris/alternatives,Alternatives,running,N/A,yes,/products/asics-metaspeed-sky-paris/alternatives,0,published,INDEXABLE,alternatives_ok
/products/asics-gt-2000-14,Product,running,LAUNCH_READY,yes,/products/asics-gt-2000-14,2,published,INDEXABLE,decisionScore=100
/products/asics-gt-2000-14/alternatives,Alternatives,running,N/A,yes,/products/asics-gt-2000-14/alternatives,0,published,INDEXABLE,alternatives_ok
/products/nike-pegasus-42,Product,running,LAUNCH_READY,yes,/products/nike-pegasus-42,5,published,INDEXABLE,decisionScore=100
/products/nike-pegasus-42/alternatives,Alternatives,running,N/A,yes,/products/nike-pegasus-42/alternatives,0,published,INDEXABLE,alternatives_ok
/products/nike-vomero-18,Product,running,LAUNCH_READY,yes,/products/nike-vomero-18,3,published,INDEXABLE,decisionScore=100
/products/nike-invincible-3,Product,running,LAUNCH_READY,yes,/products/nike-invincible-3,1,published,INDEXABLE,decisionScore=100
/products/nike-vaporfly-4,Product,running,LAUNCH_READY,yes,/products/nike-vaporfly-4,6,published,INDEXABLE,decisionScore=100
/products/nike-vaporfly-4/alternatives,Alternatives,running,N/A,yes,/products/nike-vaporfly-4/alternatives,0,published,INDEXABLE,alternatives_ok
/products/nike-alphafly-3,Product,running,LAUNCH_READY,yes,/products/nike-alphafly-3,5,published,INDEXABLE,decisionScore=100
/products/nike-alphafly-3/alternatives,Alternatives,running,N/A,yes,/products/nike-alphafly-3/alternatives,0,published,INDEXABLE,alternatives_ok
/products/nike-structure-26,Product,running,LAUNCH_READY,yes,/products/nike-structure-26,2,published,INDEXABLE,decisionScore=100
/products/nike-structure-plus,Product,running,LAUNCH_READY,yes,/products/nike-structure-plus,2,published,INDEXABLE,decisionScore=100
/products/brooks-ghost-18,Product,running,LAUNCH_READY,yes,/products/brooks-ghost-18,8,published,INDEXABLE,decisionScore=100
/products/brooks-ghost-18/alternatives,Alternatives,running,N/A,yes,/products/brooks-ghost-18/alternatives,0,published,INDEXABLE,alternatives_ok
/products/brooks-glycerin-22,Product,running,LAUNCH_READY,yes,/products/brooks-glycerin-22,6,published,INDEXABLE,decisionScore=100
/products/brooks-glycerin-21,Product,running,LAUNCH_READY,yes,/products/brooks-glycerin-21,1,published,INDEXABLE,decisionScore=100
/products/brooks-adrenaline-gts-25,Product,running,LAUNCH_READY,yes,/products/brooks-adrenaline-gts-25,5,published,INDEXABLE,decisionScore=100
/products/brooks-adrenaline-gts-25/alternatives,Alternatives,running,N/A,yes,/products/brooks-adrenaline-gts-25/alternatives,0,published,INDEXABLE,alternatives_ok
/products/brooks-hyperion-max-2,Product,running,LAUNCH_READY,yes,/products/brooks-hyperion-max-2,2,published,INDEXABLE,decisionScore=100
/products/hoka-clifton-10,Product,running,LAUNCH_READY,yes,/products/hoka-clifton-10,10,published,INDEXABLE,decisionScore=100
/products/hoka-clifton-10/alternatives,Alternatives,running,N/A,yes,/products/hoka-clifton-10/alternatives,0,published,INDEXABLE,alternatives_ok
/products/hoka-bondi-9,Product,running,LAUNCH_READY,yes,/products/hoka-bondi-9,5,published,INDEXABLE,decisionScore=100
/products/hoka-bondi-9/alternatives,Alternatives,running,N/A,yes,/products/hoka-bondi-9/alternatives,0,published,INDEXABLE,alternatives_ok
/products/hoka-bondi-8,Product,running,LAUNCH_READY,yes,/products/hoka-bondi-8,1,published,INDEXABLE,decisionScore=100
/products/hoka-mach-6,Product,running,LAUNCH_READY,yes,/products/hoka-mach-6,2,published,INDEXABLE,decisionScore=100
/products/hoka-speedgoat-6,Product,running,LAUNCH_READY,yes,/products/hoka-speedgoat-6,4,published,INDEXABLE,decisionScore=100
/products/hoka-speedgoat-6/alternatives,Alternatives,running,N/A,yes,/products/hoka-speedgoat-6/alternatives,0,published,INDEXABLE,alternatives_ok
/products/hoka-clifton-pro,Product,running,LAUNCH_READY,yes,/products/hoka-clifton-pro,1,published,INDEXABLE,decisionScore=100
/products/saucony-endorphin-speed-5,Product,running,LAUNCH_READY,yes,/products/saucony-endorphin-speed-5,6,published,INDEXABLE,decisionScore=100
/products/saucony-endorphin-speed-5/alternatives,Alternatives,running,N/A,yes,/products/saucony-endorphin-speed-5/alternatives,0,published,INDEXABLE,alternatives_ok
/products/saucony-endorphin-pro-4,Product,running,LAUNCH_READY,yes,/products/saucony-endorphin-pro-4,3,published,INDEXABLE,decisionScore=100
/products/saucony-endorphin-pro-4/alternatives,Alternatives,running,N/A,yes,/products/saucony-endorphin-pro-4/alternatives,0,published,INDEXABLE,alternatives_ok
/products/saucony-endorphin-pro-3,Product,running,LAUNCH_READY,yes,/products/saucony-endorphin-pro-3,1,published,INDEXABLE,decisionScore=100
/products/saucony-ride-18,Product,running,LAUNCH_READY,yes,/products/saucony-ride-18,3,published,INDEXABLE,decisionScore=100
/products/saucony-ride-18/alternatives,Alternatives,running,N/A,yes,/products/saucony-ride-18/alternatives,0,published,INDEXABLE,alternatives_ok
/products/saucony-triumph-22,Product,running,LAUNCH_READY,yes,/products/saucony-triumph-22,2,published,INDEXABLE,decisionScore=100
/products/saucony-peregrine-15,Product,running,LAUNCH_READY,yes,/products/saucony-peregrine-15,3,published,INDEXABLE,decisionScore=100
/products/saucony-peregrine-15/alternatives,Alternatives,running,N/A,yes,/products/saucony-peregrine-15/alternatives,0,published,INDEXABLE,alternatives_ok
/products/new-balance-fresh-foam-x-1080-v14,Product,running,LAUNCH_READY,yes,/products/new-balance-fresh-foam-x-1080-v14,3,published,INDEXABLE,decisionScore=100
/products/new-balance-fresh-foam-x-1080-v14/alternatives,Alternatives,running,N/A,yes,/products/new-balance-fresh-foam-x-1080-v14/alternatives,0,published,INDEXABLE,alternatives_ok
/products/new-balance-fresh-foam-x-1080-v13,Product,running,LAUNCH_READY,yes,/products/new-balance-fresh-foam-x-1080-v13,1,published,INDEXABLE,decisionScore=100
/products/new-balance-fuelcell-supercomp-elite-v4,Product,running,LAUNCH_READY,yes,/products/new-balance-fuelcell-supercomp-elite-v4,1,published,INDEXABLE,decisionScore=100
/products/new-balance-fuelcell-rebel-v5,Product,running,LAUNCH_READY,yes,/products/new-balance-fuelcell-rebel-v5,2,published,INDEXABLE,decisionScore=100
/products/new-balance-fuelcell-supercomp-trainer-v3,Product,running,LAUNCH_READY,yes,/products/new-balance-fuelcell-supercomp-trainer-v3,5,published,INDEXABLE,decisionScore=100
/products/adidas-adizero-evo-sl,Product,running,LAUNCH_READY,yes,/products/adidas-adizero-evo-sl,2,published,INDEXABLE,decisionScore=100
/products/adidas-adizero-adios-pro-4,Product,running,LAUNCH_READY,yes,/products/adidas-adizero-adios-pro-4,4,published,INDEXABLE,decisionScore=100
/products/on-cloudmonster-2,Product,running,LAUNCH_READY,yes,/products/on-cloudmonster-2,2,published,INDEXABLE,decisionScore=100
/products/on-cloudsurfer-next,Product,running,LAUNCH_READY,yes,/products/on-cloudsurfer-next,1,published,INDEXABLE,decisionScore=100
/products/altra-torin-8,Product,running,LAUNCH_READY,yes,/products/altra-torin-8,3,published,INDEXABLE,decisionScore=100
/products/altra-escalante-4,Product,running,LAUNCH_READY,yes,/products/altra-escalante-4,1,published,INDEXABLE,decisionScore=100
/products/altra-lone-peak-8,Product,running,LAUNCH_READY,yes,/products/altra-lone-peak-8,2,published,INDEXABLE,decisionScore=100
/products/salomon-aero-glide-2,Product,running,LAUNCH_READY,yes,/products/salomon-aero-glide-2,1,published,INDEXABLE,decisionScore=100
/products/salomon-sense-ride-5,Product,running,LAUNCH_READY,yes,/products/salomon-sense-ride-5,2,published,INDEXABLE,decisionScore=100
/products/salomon-pulsar-trail-2,Product,running,LAUNCH_READY,yes,/products/salomon-pulsar-trail-2,2,published,INDEXABLE,decisionScore=100
/products/topo-athletic-specter-2,Product,running,LAUNCH_READY,yes,/products/topo-athletic-specter-2,1,published,INDEXABLE,decisionScore=100
/products/topo-athletic-phantom-3,Product,running,LAUNCH_READY,yes,/products/topo-athletic-phantom-3,1,published,INDEXABLE,decisionScore=100
/products/puma-deviate-nitro-3,Product,running,LAUNCH_READY,yes,/products/puma-deviate-nitro-3,2,published,INDEXABLE,decisionScore=100
/products/puma-magnify-nitro-2,Product,running,LAUNCH_READY,yes,/products/puma-magnify-nitro-2,1,published,INDEXABLE,decisionScore=100
/products/mizuno-wave-rider-28,Product,running,LAUNCH_READY,yes,/products/mizuno-wave-rider-28,2,published,INDEXABLE,decisionScore=100
/products/mizuno-wave-rebellion-pro-3,Product,running,LAUNCH_READY,yes,/products/mizuno-wave-rebellion-pro-3,1,published,INDEXABLE,decisionScore=100
/products/inov8-trailfly-ultra-g-300-max,Product,running,LAUNCH_READY,yes,/products/inov8-trailfly-ultra-g-300-max,2,published,INDEXABLE,decisionScore=100
/products/brooks-cascadia-18,Product,running,LAUNCH_READY,yes,/products/brooks-cascadia-18,1,published,INDEXABLE,decisionScore=100
/products/nike-pegasus-trail-5,Product,running,LAUNCH_READY,yes,/products/nike-pegasus-trail-5,1,published,INDEXABLE,decisionScore=100
/products/asics-gel-trabuco-13,Product,running,LAUNCH_READY,yes,/products/asics-gel-trabuco-13,1,published,INDEXABLE,decisionScore=100
/products/saucony-xodus-ultra-3,Product,running,LAUNCH_READY,yes,/products/saucony-xodus-ultra-3,1,published,INDEXABLE,decisionScore=100
/products/new-balance-fresh-foam-x-hierro-v9,Product,running,LAUNCH_READY,yes,/products/new-balance-fresh-foam-x-hierro-v9,1,published,INDEXABLE,decisionScore=100
/products/adidas-terrex-agravic-3,Product,running,LAUNCH_READY,yes,/products/adidas-terrex-agravic-3,1,published,INDEXABLE,decisionScore=100
/products/salomon-ultra-glide-2,Product,running,LAUNCH_READY,yes,/products/salomon-ultra-glide-2,1,published,INDEXABLE,decisionScore=100
/products/topo-athletic-terraventure-5,Product,running,LAUNCH_READY,yes,/products/topo-athletic-terraventure-5,1,published,INDEXABLE,decisionScore=100
/products/saucony-guide-18,Product,running,LAUNCH_READY,yes,/products/saucony-guide-18,1,published,INDEXABLE,decisionScore=100
/products/hoka-arahi-7,Product,running,LAUNCH_READY,yes,/products/hoka-arahi-7,1,published,INDEXABLE,decisionScore=100
/products/hoka-gaviota-5,Product,running,LAUNCH_READY,yes,/products/hoka-gaviota-5,1,published,INDEXABLE,decisionScore=100
/products/new-balance-fresh-foam-x-860-v14,Product,running,LAUNCH_READY,yes,/products/new-balance-fresh-foam-x-860-v14,1,published,INDEXABLE,decisionScore=100
/products/asics-gt-1000-13,Product,running,LAUNCH_READY,yes,/products/asics-gt-1000-13,1,published,INDEXABLE,decisionScore=100
/products/brooks-glycerin-gts-22,Product,running,LAUNCH_READY,yes,/products/brooks-glycerin-gts-22,1,published,INDEXABLE,decisionScore=100
/products/nike-react-infinity-run-4,Product,running,LAUNCH_READY,yes,/products/nike-react-infinity-run-4,1,published,INDEXABLE,decisionScore=100
/products/altra-paradigm-7,Product,running,LAUNCH_READY,yes,/products/altra-paradigm-7,1,published,INDEXABLE,decisionScore=100
/products/altra-experience-flow,Product,running,LAUNCH_READY,yes,/products/altra-experience-flow,1,published,INDEXABLE,decisionScore=100
/products/adidas-adizero-boston-13,Product,running,LAUNCH_READY,yes,/products/adidas-adizero-boston-13,1,published,INDEXABLE,decisionScore=100
/products/adidas-ultraboost-5,Product,running,LAUNCH_READY,yes,/products/adidas-ultraboost-5,1,published,INDEXABLE,decisionScore=100
/products/on-cloudsurfer-2,Product,running,LAUNCH_READY,yes,/products/on-cloudsurfer-2,1,published,INDEXABLE,decisionScore=100
/products/on-cloudmonster-hyper,Product,running,LAUNCH_READY,yes,/products/on-cloudmonster-hyper,1,published,INDEXABLE,decisionScore=100
/products/salomon-genesis,Product,running,LAUNCH_READY,yes,/products/salomon-genesis,1,published,INDEXABLE,decisionScore=100
/products/garmin-forerunner-970,Product,running|cycling|swimming,LAUNCH_READY,yes,/products/garmin-forerunner-970,7,published,INDEXABLE,decisionScore=100
/products/garmin-forerunner-970/alternatives,Alternatives,running|cycling|swimming,N/A,yes,/products/garmin-forerunner-970/alternatives,0,published,INDEXABLE,alternatives_ok
/products/garmin-forerunner-570,Product,running|cycling|swimming,LAUNCH_READY,yes,/products/garmin-forerunner-570,3,published,INDEXABLE,decisionScore=100
/products/garmin-forerunner-570/alternatives,Alternatives,running|cycling|swimming,N/A,yes,/products/garmin-forerunner-570/alternatives,0,published,INDEXABLE,alternatives_ok
/products/garmin-forerunner-265,Product,running|cycling|swimming,LAUNCH_READY,yes,/products/garmin-forerunner-265,1,published,INDEXABLE,decisionScore=100
/products/garmin-forerunner-165,Product,running,LAUNCH_READY,yes,/products/garmin-forerunner-165,7,published,INDEXABLE,decisionScore=100
/products/garmin-forerunner-55,Product,running,LAUNCH_READY,yes,/products/garmin-forerunner-55,1,published,INDEXABLE,decisionScore=100
/products/coros-pace-pro,Product,running|cycling,LAUNCH_READY,yes,/products/coros-pace-pro,4,published,INDEXABLE,decisionScore=100
/products/coros-pace-pro/alternatives,Alternatives,running|cycling,N/A,yes,/products/coros-pace-pro/alternatives,0,published,INDEXABLE,alternatives_ok
/products/coros-apex-2-pro,Product,running|cycling,LAUNCH_READY,yes,/products/coros-apex-2-pro,1,published,INDEXABLE,decisionScore=100
/products/polar-vantage-v3,Product,running|cycling|swimming,LAUNCH_READY,yes,/products/polar-vantage-v3,1,published,INDEXABLE,decisionScore=100
/products/polar-pacer-pro,Product,running,LAUNCH_READY,yes,/products/polar-pacer-pro,1,published,INDEXABLE,decisionScore=100
/products/suunto-race,Product,running|cycling,LAUNCH_READY,yes,/products/suunto-race,1,published,INDEXABLE,decisionScore=100
/products/suunto-race-s,Product,running,LAUNCH_READY,yes,/products/suunto-race-s,1,published,INDEXABLE,decisionScore=100
/products/apple-watch-ultra-2,Product,running|cycling|swimming|fitness,LAUNCH_READY,yes,/products/apple-watch-ultra-2,2,published,INDEXABLE,decisionScore=100
/products/garmin-hrm-600,Product,running|cycling|fitness|hyrox,LAUNCH_READY,yes,/products/garmin-hrm-600,6,published,INDEXABLE,decisionScore=100
/products/garmin-hrm-600/alternatives,Alternatives,running|cycling|fitness|hyrox,N/A,yes,/products/garmin-hrm-600/alternatives,0,published,INDEXABLE,alternatives_ok
/products/polar-h10,Product,running|cycling|fitness|hyrox,LAUNCH_READY,yes,/products/polar-h10,9,published,INDEXABLE,decisionScore=100
/products/polar-h10/alternatives,Alternatives,running|cycling|fitness|hyrox,N/A,yes,/products/polar-h10/alternatives,0,published,INDEXABLE,alternatives_ok
/products/polar-verity-sense,Product,running|fitness|swimming|hyrox,LAUNCH_READY,yes,/products/polar-verity-sense,3,published,INDEXABLE,decisionScore=100
/products/polar-verity-sense/alternatives,Alternatives,running|fitness|swimming|hyrox,N/A,yes,/products/polar-verity-sense/alternatives,0,published,INDEXABLE,alternatives_ok
/products/wahoo-tickr,Product,running|cycling|fitness,LAUNCH_READY,yes,/products/wahoo-tickr,1,published,INDEXABLE,decisionScore=100
/products/wahoo-tickr-x,Product,running|cycling|fitness,LAUNCH_READY,yes,/products/wahoo-tickr-x,1,published,INDEXABLE,decisionScore=100
/products/coros-heart-rate-monitor,Product,running|fitness,LAUNCH_READY,yes,/products/coros-heart-rate-monitor,4,published,INDEXABLE,decisionScore=100
/products/coros-heart-rate-monitor/alternatives,Alternatives,running|fitness,N/A,yes,/products/coros-heart-rate-monitor/alternatives,0,published,INDEXABLE,alternatives_ok
/products/garmin-fenix-8,Product,running|cycling|swimming,LAUNCH_READY,yes,/products/garmin-fenix-8,8,published,INDEXABLE,decisionScore=100
/products/garmin-fenix-8/alternatives,Alternatives,running|cycling|swimming,N/A,yes,/products/garmin-fenix-8/alternatives,0,published,INDEXABLE,alternatives_ok
/products/garmin-enduro-3,Product,running|cycling,LAUNCH_READY,yes,/products/garmin-enduro-3,4,published,INDEXABLE,decisionScore=100
/products/garmin-enduro-3/alternatives,Alternatives,running|cycling,N/A,yes,/products/garmin-enduro-3/alternatives,0,published,INDEXABLE,alternatives_ok
/products/garmin-instinct-3,Product,running|cycling,LAUNCH_READY,yes,/products/garmin-instinct-3,2,published,INDEXABLE,decisionScore=100
/products/garmin-instinct-3/alternatives,Alternatives,running|cycling,N/A,yes,/products/garmin-instinct-3/alternatives,0,published,INDEXABLE,alternatives_ok
/products/garmin-vivoactive-6,Product,running|cycling|swimming|fitness,LAUNCH_READY,yes,/products/garmin-vivoactive-6,5,published,INDEXABLE,decisionScore=100
/products/garmin-vivoactive-6/alternatives,Alternatives,running|cycling|swimming|fitness,N/A,yes,/products/garmin-vivoactive-6/alternatives,0,published,INDEXABLE,alternatives_ok
/products/garmin-forerunner-265s,Product,running|cycling|swimming,LAUNCH_READY,yes,/products/garmin-forerunner-265s,3,published,INDEXABLE,decisionScore=100
/products/garmin-forerunner-265s/alternatives,Alternatives,running|cycling|swimming,N/A,yes,/products/garmin-forerunner-265s/alternatives,0,published,INDEXABLE,alternatives_ok
/products/garmin-epix-pro-gen-2,Product,running|cycling|swimming,LAUNCH_READY,yes,/products/garmin-epix-pro-gen-2,1,published,INDEXABLE,decisionScore=100
/products/garmin-epix-pro-gen-2/alternatives,Alternatives,running|cycling|swimming,N/A,yes,/products/garmin-epix-pro-gen-2/alternatives,0,published,INDEXABLE,alternatives_ok
/products/coros-apex-4,Product,running|cycling,LAUNCH_READY,yes,/products/coros-apex-4,5,published,INDEXABLE,decisionScore=100
/products/coros-apex-4/alternatives,Alternatives,running|cycling,N/A,yes,/products/coros-apex-4/alternatives,0,published,INDEXABLE,alternatives_ok
/products/coros-pace-4,Product,running|cycling|swimming,LAUNCH_READY,yes,/products/coros-pace-4,8,published,INDEXABLE,decisionScore=100
/products/coros-pace-4/alternatives,Alternatives,running|cycling|swimming,N/A,yes,/products/coros-pace-4/alternatives,0,published,INDEXABLE,alternatives_ok
/products/coros-vertix-2s,Product,running|cycling,LAUNCH_READY,yes,/products/coros-vertix-2s,2,published,INDEXABLE,decisionScore=100
/products/coros-vertix-2s/alternatives,Alternatives,running|cycling,N/A,yes,/products/coros-vertix-2s/alternatives,0,published,INDEXABLE,alternatives_ok
/products/suunto-vertical-2,Product,running|cycling,LAUNCH_READY,yes,/products/suunto-vertical-2,4,published,INDEXABLE,decisionScore=100
/products/suunto-vertical-2/alternatives,Alternatives,running|cycling,N/A,yes,/products/suunto-vertical-2/alternatives,0,published,INDEXABLE,alternatives_ok
/products/suunto-run,Product,running,LAUNCH_READY,yes,/products/suunto-run,4,published,INDEXABLE,decisionScore=100
/products/suunto-run/alternatives,Alternatives,running,N/A,yes,/products/suunto-run/alternatives,0,published,INDEXABLE,alternatives_ok
/products/polar-grit-x2,Product,running|cycling,LAUNCH_READY,yes,/products/polar-grit-x2,3,published,INDEXABLE,decisionScore=100
/products/polar-grit-x2/alternatives,Alternatives,running|cycling,N/A,yes,/products/polar-grit-x2/alternatives,0,published,INDEXABLE,alternatives_ok
/products/polar-pacer,Product,running,LAUNCH_READY,yes,/products/polar-pacer,1,published,INDEXABLE,decisionScore=100
/products/polar-pacer/alternatives,Alternatives,running,N/A,yes,/products/polar-pacer/alternatives,0,published,INDEXABLE,alternatives_ok
/products/apple-watch-ultra-3,Product,running|cycling|swimming|fitness,LAUNCH_READY,yes,/products/apple-watch-ultra-3,5,published,INDEXABLE,decisionScore=100
