url,type,sport,quality,indexable,ready,robots,publicationState,reasons,in_sitemap
/best/running-race-fuel,best,,LAUNCH_READY,yes,yes,"index,follow",published,contextualDepth=high|editorial_ready,yes
/best/running-rain-jackets,best,,LAUNCH_READY,yes,yes,"index,follow",published,contextualDepth=high|editorial_ready,yes
/best/running-recovery-gear,best,,LAUNCH_READY,yes,yes,"index,follow",published,contextualDepth=high|editorial_ready,yes
/best/running-safety-visibility,best,,LAUNCH_READY,yes,yes,"index,follow",published,contextualDepth=high|editorial_ready,yes
/best/running-shoes,best,,LAUNCH_READY,yes,yes,"index,follow",published,contextualDepth=high|editorial_ready,yes
/best/running-shoes-beginners,best,,LAUNCH_READY,yes,yes,"index,follow",published,contextualDepth=high|editorial_ready,yes
/best/running-shoes-heavy-runners,best,,LAUNCH_READY,yes,yes,"index,follow",published,contextualDepth=high|editorial_ready,yes
/best/running-shoes-long-runs,best,,LAUNCH_READY,yes,yes,"index,follow",published,contextualDepth=high|editorial_ready,yes
/best/running-shoes-wide-feet,best,,LAUNCH_READY,yes,yes,"index,follow",published,contextualDepth=high|editorial_ready,yes
/best/running-shorts,best,,LAUNCH_READY,yes,yes,"index,follow",published,contextualDepth=high|editorial_ready,yes
/best/running-socks,best,,LAUNCH_READY,yes,yes,"index,follow",published,contextualDepth=high|editorial_ready,yes
/best/running-sunglasses,best,,LAUNCH_READY,yes,yes,"index,follow",published,contextualDepth=high|editorial_ready,yes
/best/running-tights,best,,LAUNCH_READY,yes,yes,"index,follow",published,contextualDepth=high|editorial_ready,yes
/best/running-watches,best,,LAUNCH_READY,yes,yes,"index,follow",published,contextualDepth=high|editorial_ready,yes
/best/running-watches-beginners,best,,LAUNCH_READY,yes,yes,"index,follow",published,contextualDepth=high|editorial_ready,yes
/best/running-watches-budget,best,,LAUNCH_READY,yes,yes,"index,follow",published,contextualDepth=high|editorial_ready,yes
/best/running-watches-marathon,best,,LAUNCH_READY,yes,yes,"index,follow",published,contextualDepth=high|editorial_ready,yes
/best/running-watches-music,best,,LAUNCH_READY,yes,yes,"index,follow",published,contextualDepth=high|editorial_ready,yes
/best/running-watches-small-wrists,best,,LAUNCH_READY,yes,yes,"index,follow",published,contextualDepth=high|editorial_ready,yes
/best/running-watches-trail,best,,LAUNCH_READY,yes,yes,"index,follow",published,contextualDepth=high|editorial_ready,yes
/best/running-watches-ultra,best,,LAUNCH_READY,yes,yes,"index,follow",published,contextualDepth=high|editorial_ready,yes
/best/stability-running-shoes,best,,LAUNCH_READY,yes,yes,"index,follow",published,contextualDepth=high|editorial_ready,yes
/best/tempo-running-shoes,best,,LAUNCH_READY,yes,yes,"index,follow",published,contextualDepth=high|editorial_ready,yes
/best/trail-running-shoes,best,,LAUNCH_READY,yes,yes,"index,follow",published,contextualDepth=high|editorial_ready,yes
/brands,sitemap,,,yes,no,"index,follow",published,,yes
/brands/adidas,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/adidas-padel,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/altra,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/amphipod,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/apple,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/asics,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/assault-fitness,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/babolat,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/black-diamond,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/blackroll,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/brooks,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/buff,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/bullpadel,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/camelbak,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/cep,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/concept2,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/coros,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/craft,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/eleiko,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/garmin,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/gu-energy,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/head,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/hoka,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/hydrapak,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/hyperice,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/janji,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/julbo,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/maurten,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/mirafit,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/nathan,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/new-balance,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/nike,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/nox,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/oakley,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/on,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/osprey,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/patagonia,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/petzl,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/polar,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/precision-fuel-hydration,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/rep-fitness,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/rogue,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/salomon,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/saucony,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/science-in-sport,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/shokz,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/suunto,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/tecnifibre,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/therabody,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/topo-athletic,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/tracksmith,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/ultimate-direction,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/ultraspire,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/wahoo,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/wilson,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/brands/yonex,brand,,N/A,yes,yes,"index,follow",published,brand_hub_ok,yes
/compare,sitemap,,,yes,no,"index,follow",published,,yes
/compare/apple-watch-ultra-3-vs-apple-watch-ultra-2,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/asics-gel-kayano-32-vs-brooks-adrenaline-gts-25,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/asics-novablast-4-vs-asics-novablast-5,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/asics-novablast-5-vs-asics-gel-nimbus-27,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/asics-novablast-5-vs-brooks-ghost-16,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/asics-novablast-6-vs-asics-gel-nimbus-27,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/asics-novablast-6-vs-asics-novablast-5,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/asics-novablast-6-vs-brooks-ghost-18,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/asics-novablast-6-vs-hoka-clifton-10,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/black-diamond-distance-22-vs-ultimate-direction-fastpack-20,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/black-diamond-spot-400-r-vs-petzl-actik-core,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/brooks-ghost-18-vs-nike-pegasus-42,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/camelbak-zephyr-pro-vs-camelbak-apex-pro,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/clif-bloks-vs-gu-chews,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/coros-apex-4-vs-garmin-fenix-8,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/coros-hrm-vs-polar-verity-sense,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/coros-pace-4-vs-garmin-forerunner-165,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/coros-pace-pro-vs-coros-pace-4,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/feetures-elite-vs-darn-tough-run,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/flipbelt-classic-vs-naked-running-band,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/garmin-fenix-8-vs-garmin-forerunner-970,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/garmin-forerunner-970-vs-coros-pace-pro,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/garmin-forerunner-970-vs-garmin-forerunner-965,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/garmin-hrm-600-vs-hrm-pro-plus,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/garmin-hrm-600-vs-polar-h10,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/garmin-hrm-pro-plus-vs-polar-h10,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/garmin-vivoactive-6-vs-garmin-forerunner-165,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/hoka-speedgoat-6-vs-saucony-peregrine-15,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/hydrapak-softflask-speed-500-vs-hydrapak-skyflask-speed-500,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/julbo-ultimate-vs-smith-shift-mag,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/maurten-drink-mix-320-vs-tailwind-endurance,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/maurten-gel-100-vs-precision-pf30-gel,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/maurten-gel-100-vs-sis-go-isotonic-gel,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/nathan-peak-vs-ultimate-direction-race-belt,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/nathan-streak-vs-proviz-reflect360,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/nathan-vaporair-4-vs-salomon-adv-skin-5,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/nike-miler-vs-patagonia-capilene-cool,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/nike-vaporfly-4-vs-nike-alphafly-3,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/normatec-3-vs-normatec-go,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/nuun-sport-vs-precision-ph1500,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/oakley-encoder-vs-oakley-radar-ev-path,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/osprey-duro-6-vs-osprey-dyna-6,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/osprey-duro-lt-vs-ultimate-direction-race-vest-6,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/patagonia-houdini-vs-brooks-canopy,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/patagonia-strider-pro-vs-rabbit-fuel-n-fly,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/petzl-swift-rl-vs-biolite-headlamp-800,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/petzl-swift-rl-vs-petzl-nao-rl,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/polar-grit-x2-vs-garmin-fenix-8,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/polar-h10-vs-polar-h9,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/salomon-adv-skin-12-vs-nathan-vaporair-2,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/salomon-adv-skin-12-vs-salomon-adv-skin-5,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/salomon-adv-skin-12-vs-ultimate-direction-race-vest-6,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/salomon-bonatti-vs-janji-rainrunner,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/salomon-xa-15-vs-osprey-duro-15,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/saucony-endorphin-speed-5-vs-adidas-adizero-boston-12,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/shokz-openrun-pro-2-vs-airpods-pro-2,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/shokz-openrun-pro-2-vs-bose-ultra-open,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/sis-beta-fuel-gel-vs-neversecond-c30-gel,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/suunto-vertical-2-vs-garmin-enduro-3,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/theragun-mini-vs-hypervolt-go-2,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/tracksmith-session-short-vs-janji-multi-short,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/tracksmith-twilight-half-vs-nike-fast-tight,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/ultimate-direction-fastpack-20-vs-osprey-talon-velocity-20,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/ultimate-direction-fastpack-20-vs-salomon-adv-skin-12,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/compare/wahoo-trackr-vs-polar-h10,comparison,,MEANINGFUL,yes,yes,"index,follow",published,meaningful_decision_page|editorial_ready,yes
/contact,sitemap,,,yes,no,"index,follow",published,,yes
/editorial-policy,sitemap,,,yes,no,"index,follow",published,,yes
/evidence-policy,sitemap,,,yes,no,"index,follow",published,,yes
/gear,sitemap,,,yes,no,"index,follow",published,,yes
/guides,sitemap,,,yes,no,"index,follow",published,,yes
/guides/beginner-running-gear-stack,guide,,complete,yes,yes,"index,follow",published,guide_complete|editorial_ready,yes
/guides/beginner-vs-advanced-running-watch,guide,,complete,yes,yes,"index,follow",published,guide_complete|editorial_ready,yes
/guides/caffeine-in-running-fuel-explained,guide,,complete,yes,yes,"index,follow",published,guide_complete|editorial_ready,yes
/guides/carbon-vs-nylon-plates,guide,,complete,yes,yes,"index,follow",published,guide_complete|editorial_ready,yes
/guides/first-marathon-gear-checklist,guide,,complete,yes,yes,"index,follow",published,guide_complete|editorial_ready,yes
/guides/gel-vs-drink-mix-vs-chews,guide,,complete,yes,yes,"index,follow",published,guide_complete|editorial_ready,yes
/guides/handheld-bottles-for-running,guide,,complete,yes,yes,"index,follow",published,guide_complete|editorial_ready,yes
/guides/hot-weather-running-apparel,guide,,complete,yes,yes,"index,follow",published,guide_complete|editorial_ready,yes
/guides/how-to-carry-fuel-on-long-runs,guide,,complete,yes,yes,"index,follow",published,guide_complete|editorial_ready,yes
/guides/how-to-choose-heart-rate-monitor,guide,,complete,yes,yes,"index,follow",published,guide_complete|editorial_ready,yes
/guides/how-to-choose-running-belt,guide,,complete,yes,yes,"index,follow",published,guide_complete|editorial_ready,yes
/guides/how-to-choose-running-headlamp,guide,,complete,yes,yes,"index,follow",published,guide_complete|editorial_ready,yes
/guides/how-to-choose-running-hydration-vest,guide,,complete,yes,yes,"index,follow",published,guide_complete|editorial_ready,yes
/guides/how-to-choose-running-shoes,guide,,complete,yes,yes,"index,follow",published,thin-faq|editorial_ready,yes
/guides/how-to-choose-running-socks,guide,,complete,yes,yes,"index,follow",published,guide_complete|editorial_ready,yes
/guides/how-to-choose-running-watch,guide,,complete,yes,yes,"index,follow",published,guide_complete|editorial_ready,yes
/guides/hydration-for-marathon-training,guide,,complete,yes,yes,"index,follow",published,guide_complete|editorial_ready,yes
/guides/hydration-vest-vs-running-belt,guide,,complete,yes,yes,"index,follow",published,guide_complete|editorial_ready,yes
/guides/maps-navigation-running-watches,guide,,complete,yes,yes,"index,follow",published,guide_complete|editorial_ready,yes
/guides/multi-band-gps-running-watches,guide,,complete,yes,yes,"index,follow",published,guide_complete|editorial_ready,yes
/guides/open-ear-vs-in-ear-running-headphones,guide,,complete,yes,yes,"index,follow",published,guide_complete|editorial_ready,yes
/guides/optical-wrist-hr-vs-chest-strap,guide,,complete,yes,yes,"index,follow",published,guide_complete|editorial_ready,yes
/guides/recovery-sandals-for-runners,guide,,complete,yes,yes,"index,follow",published,guide_complete|editorial_ready,yes
/guides/road-vs-trail-running-shoes,guide,,complete,yes,yes,"index,follow",published,guide_complete|editorial_ready,yes
/guides/running-gels-explained,guide,,complete,yes,yes,"index,follow",published,guide_complete|editorial_ready,yes
/guides/running-shoe-cushioning,guide,,complete,yes,yes,"index,follow",published,guide_complete|editorial_ready,yes
/guides/running-shoe-drop,guide,,complete,yes,yes,"index,follow",published,guide_complete|editorial_ready,yes
/guides/running-shoe-rotation,guide,,complete,yes,yes,"index,follow",published,guide_complete|editorial_ready,yes
/guides/running-shoe-terminology,guide,,complete,yes,yes,"index,follow",published,guide_complete|editorial_ready,yes
/guides/running-watch-battery-life-explained,guide,,complete,yes,yes,"index,follow",published,guide_complete|editorial_ready,yes
/guides/shoe-jobs-by-session-type,guide,,complete,yes,yes,"index,follow",published,guide_complete|editorial_ready,yes
/guides/stability-shoes-explained,guide,,complete,yes,yes,"index,follow",published,guide_complete|editorial_ready,yes
/guides/trail-race-kit-essentials,guide,,complete,yes,yes,"index,follow",published,guide_complete|editorial_ready,yes
/guides/what-is-a-daily-trainer,guide,,complete,yes,yes,"index,follow",published,guide_complete|editorial_ready,yes
/guides/when-to-use-a-massage-gun,guide,,complete,yes,yes,"index,follow",published,guide_complete|editorial_ready,yes
/how-we-review,sitemap,,,yes,no,"index,follow",published,,yes
/methodology,sitemap,,,yes,no,"index,follow",published,,yes
/privacy,sitemap,,,yes,no,"index,follow",published,,yes
/products/100-percent-s3,product,running|cycling,LAUNCH_READY,yes,yes,"index,follow",published,decisionScore=100,yes
/products/226ers-high-energy-gel,product,running|cycling,LAUNCH_READY,yes,yes,"index,follow",published,decisionScore=100,yes
/products/adidas-adizero-adios-pro-4,product,running,LAUNCH_READY,yes,yes,"index,follow",published,decisionScore=100,yes
/products/adidas-adizero-adios-pro-4/alternatives,alternatives,running,N/A,yes,yes,"index,follow",published,alternatives_ok|editorial_ready,yes
/products/adidas-adizero-boston-12,product,running|hyrox,LAUNCH_READY,yes,yes,"index,follow",published,decisionScore=100,yes
/products/adidas-adizero-boston-12/alternatives,alternatives,running|hyrox,N/A,yes,yes,"index,follow",published,alternatives_ok|editorial_ready,yes
/products/adidas-adizero-boston-13,product,running,LAUNCH_READY,yes,yes,"index,follow",published,decisionScore=100,yes
/products/adidas-adizero-boston-13/alternatives,alternatives,running,N/A,yes,yes,"index,follow",published,alternatives_ok|editorial_ready,yes
/products/adidas-adizero-evo-sl,product,running,LAUNCH_READY,yes,yes,"index,follow",published,decisionScore=100,yes
/products/adidas-own-the-run-short-men,product,running,LAUNCH_READY,yes,yes,"index,follow",published,decisionScore=100,yes
/products/adidas-own-the-run-tee-men,product,running,LAUNCH_READY,yes,yes,"index,follow",published,decisionScore=100,yes
/products/adidas-terrex-agravic-3,product,running,LAUNCH_READY,yes,yes,"index,follow",published,decisionScore=100,yes
/products/adidas-terrex-agravic-3/alternatives,alternatives,running,N/A,yes,yes,"index,follow",published,alternatives_ok|editorial_ready,yes
/products/adidas-ultraboost-5,product,running,LAUNCH_READY,yes,yes,"index,follow",published,decisionScore=100,yes
/products/adidas-ultraboost-5/alternatives,alternatives,running,N/A,yes,yes,"index,follow",published,alternatives_ok|editorial_ready,yes
/products/altra-escalante-4,product,running,LAUNCH_READY,yes,yes,"index,follow",published,decisionScore=80,yes
/products/altra-experience-flow,product,running,LAUNCH_READY,yes,yes,"index,follow",published,decisionScore=100,yes
/products/altra-experience-flow/alternatives,alternatives,running,N/A,yes,yes,"index,follow",published,alternatives_ok|editorial_ready,yes
/products/altra-lone-peak-8,product,running,LAUNCH_READY,yes,yes,"index,follow",published,decisionScore=80,yes
/products/altra-lone-peak-8/alternatives,alternatives,running,N/A,yes,yes,"index,follow",published,alternatives_ok|editorial_ready,yes
/products/altra-paradigm-7,product,running,LAUNCH_READY,yes,yes,"index,follow",published,decisionScore=100,yes
/products/altra-paradigm-7/alternatives,alternatives,running,N/A,yes,yes,"index,follow",published,alternatives_ok|editorial_ready,yes
/products/altra-torin-8,product,running,LAUNCH_READY,yes,yes,"index,follow",published,decisionScore=100,yes
/products/amazfit-active-2,product,running|fitness,LAUNCH_READY,yes,yes,"index,follow",published,decisionScore=100,yes
/products/amazfit-active-2/alternatives,alternatives,running|fitness,N/A,yes,yes,"index,follow",published,alternatives_ok|editorial_ready,yes
/products/amazfit-t-rex-3-pro,product,running|cycling,LAUNCH_READY,yes,yes,"index,follow",published,decisionScore=100,yes
/products/amazfit-t-rex-3-pro/alternatives,alternatives,running|cycling,N/A,yes,yes,"index,follow",published,alternatives_ok|editorial_ready,yes
/products/amphipod-airflow-lite-belt,product,running,LAUNCH_READY,yes,yes,"index,follow",published,decisionScore=100,yes
/products/amphipod-hydraform-ergo-lite-handheld,product,running,LAUNCH_READY,yes,yes,"index,follow",published,decisionScore=100,yes
