URL,type,sport,quality,disposition,publication_state,hold_class,reason
/products/maurten-drink-mix-160,Product,running|cycling,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:nutrition-fuel
/products/maurten-drink-mix-320,Product,running|cycling,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:nutrition-fuel
/products/sis-beta-fuel-drink,Product,running|cycling,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:nutrition-fuel
/products/tailwind-endurance-fuel,Product,running|cycling,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:nutrition-fuel
/products/precision-pf30-drink-mix,Product,running|cycling,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:nutrition-fuel
/products/neversecond-c30-sports-drink,Product,running|cycling,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:nutrition-fuel
/products/styrkr-mix90,Product,running|cycling,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:nutrition-fuel
/products/skratch-sport-hydration-mix,Product,running|cycling,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:nutrition-fuel
/products/precision-ph1500,Product,running|cycling,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:nutrition-fuel
/products/nuun-sport,Product,running|cycling,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:nutrition-fuel
/products/high5-zero,Product,running|cycling,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:nutrition-fuel
/products/saltstick-caps,Product,running|cycling,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:nutrition-fuel
/products/high5-energy-gel,Product,running|cycling,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:nutrition-fuel
/products/226ers-high-energy-gel,Product,running|cycling,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:nutrition-fuel
/products/enervit-c2-1-carbo-gel,Product,running|cycling,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:nutrition-fuel
/products/styrkr-gel30,Product,running|cycling,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:nutrition-fuel
/products/naak-ultra-energy-drink-mix,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:nutrition-fuel
/products/veloforte-energy-bar,Product,running|cycling,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:nutrition-fuel
/products/tracksmith-session-short-men,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/tracksmith-session-short-women,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/janji-multi-short-men,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/janji-pace-short-women,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/patagonia-strider-pro-men,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/patagonia-trailfarer-short-women,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/rabbit-fuel-n-fly-men,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/brooks-sherpa-7-men,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/brooks-chaser-5-women,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/nb-rc-essential-short-men,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/adidas-own-the-run-short-men,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/on-performance-short-men,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/tracksmith-twilight-half-men,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/tracksmith-turnover-tight-women,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/brooks-method-tight-women,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/nike-fast-tight-men,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/on-performance-tight-women,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/craft-adv-essence-tight-men,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/patagonia-endless-run-tight-women,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/brooks-canopy-jacket-men,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/brooks-notch-thermal-men,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/patagonia-houdini-men,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/nike-impossibly-light-men,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/on-weather-jacket-men,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/craft-adv-essence-light-wind-men,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/salomon-bonatti-wp-men,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/salomon-bonatti-wp-women,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/janji-rainrunner-men,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/nike-dri-fit-miler-men,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/nike-dri-fit-miler-women,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/tracksmith-van-cortlandt-tee-men,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/janji-run-tee-men,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/patagonia-capilene-cool-daily-men,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/adidas-own-the-run-tee-men,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/nike-aeroswift-singlet-men,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/tracksmith-brighton-ls-men,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/patagonia-capilene-thermal-crew-men,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/odlo-active-warm-eco-men,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/patagonia-capilene-midweight-zip-men,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/odlo-active-warm-eco-bottom-men,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/craft-active-extreme-x-men,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/patagonia-nano-puff-vest-men,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/craft-adv-essence-light-wind-vest-men,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/nike-swoosh-medium-support,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/ciele-gocap-athletics,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/brooks-notch-thermal-beanie,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/nike-aerobill-cap,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/smartwool-thermal-merino-glove,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/nike-therma-fit-glove,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/craft-adv-lumen-glove,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/asics-core-split-short,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/nike-dri-fit-stride-short,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/craft-adv-essence-short,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/oakley-encoder,Product,running|cycling,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:sunglasses
/products/goodr-ogs,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:sunglasses
/products/julbo-aerolite,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:sunglasses
/products/buff-original,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/body-glide-original,Product,running|fitness,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:accessories
/products/buff-coolnet-uv,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/buff-merino-lightweight,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/buff-polar,Product,running,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:running-clothing
/products/squirrels-nut-butter,Product,running|fitness,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:accessories
/products/2toms-sportshield,Product,running|fitness,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,published,public_noindex,soft_gated_category:accessories
/products/nox-at10-genius-18k-2026,Product,padel,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/bullpadel-vertex-04,Product,padel,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/babolat-technical-viper-2026,Product,padel,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/head-coello-pro-2026,Product,padel,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/siux-diablo-revolution-2026,Product,padel,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/adidas-courtstabil-padel,Product,padel,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/head-padel-pro-s-balls,Product,padel,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/wilson-padel-overgrip-pack,Product,padel,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/wilson-bela-pro-v2-2026,Product,padel,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/starvie-titania-kepler-2026,Product,padel,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/adidas-metalbone-hrd-2026,Product,padel,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/kuikma-pr-soft-500,Product,padel,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/drop-shot-canyon-pro-2026,Product,padel,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/varlion-lw-carbon-difusor-2026,Product,padel,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/nox-ml10-pro-cup-2026,Product,padel,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/bullpadel-hack-03,Product,padel,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/babolat-counter-viper-2026,Product,padel,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/head-extreme-pro-padel-2026,Product,padel,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/wilson-blade-pro-v2-padel-2026,Product,padel,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/starvie-basalto-osiris-2026,Product,padel,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/bullpadel-vertex-05-2026,Product,padel,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/bullpadel-hack-04-2026,Product,padel,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/nox-at10-genius-12k-alum-xtrem-2026,Product,padel,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/adidas-metalbone-2026,Product,padel,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/head-extreme-motion-2026,Product,padel,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/tecnifibre-wall-breaker-365,Product,padel,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/oxdog-sense-pro,Product,padel,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/royal-padel-m27-poly-2026,Product,padel,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/black-crown-special-one-soft,Product,padel,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/lok-maxx-flow,Product,padel,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/asics-gel-resolution-padel,Product,padel|tennis,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/asics-gel-challenger-court,Product,padel|tennis,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/babolat-jet-premura,Product,padel|tennis,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/joma-t-slam,Product,padel|tennis,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/head-revolt-pro-court,Product,padel|tennis,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/adidas-crazyquick-boost-padel,Product,padel|tennis,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/adidas-courtquick-padel-women,Product,padel|tennis,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/adidas-crazyquick-boost-padel-women,Product,padel|tennis,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/asics-gel-dedicate-8-padel,Product,padel|tennis,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/asics-game-ff-padel,Product,padel|tennis,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/asics-solution-swift-ff2-padel,Product,padel|tennis,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/bullpadel-hybrid-fly,Product,padel|tennis,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/bullpadel-ionic-woman,Product,padel|tennis,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/nox-at10-lux,Product,padel|tennis,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/nox-ml10-hexa,Product,padel|tennis,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/babolat-movea-2,Product,padel|tennis,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/babolat-sensa-women,Product,padel|tennis,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/joma-slam-lady,Product,padel|tennis,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/joma-spin-men,Product,padel|tennis,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/head-sprint-pro-4-padel,Product,padel|tennis,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/wilson-rush-pro-5-padel,Product,padel|tennis,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/kuikma-ps-990,Product,padel|tennis,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/oxdog-hyper-court,Product,padel|tennis,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/asics-gel-resolution-padel-women,Product,padel|tennis,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/asics-solution-swift-ff-padel-women,Product,padel|tennis,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/wilson-bela-pro-padel,Product,padel|tennis,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/joma-spin-lady,Product,padel|tennis,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/bullpadel-hack-hybrid,Product,padel|tennis,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/nox-at10-pro,Product,padel|tennis,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/babolat-jet-premura-2,Product,padel|tennis,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/tecnifibre-wall-shooter,Product,padel|tennis,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/varlion-bourne-padel,Product,padel|tennis,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/lok-padel-one,Product,padel|tennis,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:padel:disabled
/products/babolat-pure-drive-2025,Product,tennis,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:tennis:disabled
/products/babolat-pure-aero-2023,Product,tennis,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:tennis:disabled
/products/wilson-clash-100-v2,Product,tennis,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:tennis:disabled
/products/wilson-blade-98-v8,Product,tennis,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:tennis:disabled
/products/head-speed-mp-2024,Product,tennis,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:tennis:disabled
/products/head-radical-mp-2023,Product,tennis,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:tennis:disabled
/products/yonex-ezone-98-2024,Product,tennis,BLOCKED,HIDDEN_404,published,hidden,vertical_hold:tennis:disabled
