category,subcategory,brand,product,model,generation,gender,variant,manufacturer_url,manufacturer_status,retailer_urls,NL_available,EU_available,current_status,existing_in_kitletics,kitletics_product_id,evidence,research_status
balls,fast,Siux,Siux Neo Speed / Neo S,Neo Speed (Neo S),current,unisex,speed,https://padel-magazine.co.uk/siux-obtains-approval-from-the-fip-for-its-neo-and-neo-speed-balls/,current,https://padellocus.com/en/product/siux-neo-speed-padel-balls/ | https://www.padelnuestro.com/uk/padel-balls-uk,limited,yes,CURRENT,no,,FIP Neo Speed for sea-level/humid/fast play; also marketed as Neo S in 2026 guides,verified
balls,competition,StarVie,StarVie Padel Master,Padel Master,previous,unisex,competition,https://www.zonadepadel.com/star-vie/7644-box-starvie-padel-master-ball-24-x-3.html,unknown,https://www.zonadepadel.com/star-vie/7644-box-starvie-padel-master-ball-24-x-3.html | https://padelpointcy.com/product/starvie-padel-master-ball-box-pack-of-24/,unknown,limited,PREVIOUS_GENERATION,no,,Former National Padel Series ball; Zona marks deprecated; weak 2026 manufacturer presence,likely
balls,competition,Drop Shot,Drop Shot Tournament Pro,Tournament Pro,current,unisex,competition,https://padelproshop.com/en-mtcy/products/can-of-drop-shot-padel-balls-tournament-pro,unknown,https://padelproshop.com/en-mtcy/products/can-of-drop-shot-padel-balls-tournament-pro,unknown,yes,CURRENT,no,,Active EU specialist listing; manufacturer PDP not strongly confirmed in this pass,needs_verify
balls,club,Joma,Joma Tournament,Tournament,previous,unisex,club/value,https://www.joma-sport.com/en_US/sport/padel/,discontinued,https://www.zonadepadel.com/joma/7208-jar-balls-joma-tournament-yellow.html | https://padel-spain.es/gb/630-joma,no,limited,DISCONTINUED,no,,Zona deprecated; Joma Sport padel site focuses on rackets/shoes not balls in 2026,verified
balls,fast,Varlion,Varlion Summum Pro W,Summum Pro W,current,unisex,speed/cold/sea-level,https://www.varlion.com/gb/padel/balls/summum-pro-w-ball-box-24-units.html,current,https://www.ongoal.se/en/products/varlion-summum-pro-w | https://www.smashout.gr/en/balls/varlion-padel-ball-summum-pro-w-detail,limited,yes,CURRENT,no,,Official Varlion box listing in stock; higher pressure for cold/sea-level; used at some Premier Padel events historically,verified
balls,competition,Slazenger,Slazenger Challenge No.1,Challenge No.1,current,unisex,competition,https://www.slazenger.com/slazenger-padel-balls-3-balls-738846,limited,https://www.lovellsports.com/products/slazenger-padel-balls-3-ball | https://padelshop.com/collections/slazenger-padel-balls,limited,yes,CURRENT_LIMITED,no,,FIP Challenge No.1; official site often OOS; NL Padelshop collection page exists but stock thin,verified
balls,club,Prince,Prince Padel Club,Padel Club,current/limited,unisex,club,https://megango.com/ball-padel-club-3-pcs-prince.html,unknown,https://megango.com/ball-padel-club-3-pcs-prince.html,unknown,limited,CURRENT_LIMITED,no,,EU retailer listing for club artificial-grass ball; weak manufacturer confirmation,needs_verify
balls,competition,RS,RS Champions Choice,Champions Choice,current,unisex,tournament,https://rs-sports.com/en-us/products/rs-champions-choice-x-1,current,https://rs-sports.com/en-us/products/rs-champions-choice-24 | https://rs-sports.com/en-us/products/rs-champions-choice-x-1,limited,yes,CURRENT,no,,Official RS Sports; Simon Vasquez/Söderling tournament ball; Nordics/EU brand,verified
balls,competition,RS,RS Nova X,Nova X,current,unisex,mid-speed,https://rs-sports.com/en-global/products/rs-padel-nova-x,current,https://rs-sports.com/en-us/products/rs-padel-nova-x-3 | https://rs-sports.com/en-us/products/rs-padel-nova-x-3x24,limited,yes,CURRENT,no,,Official mid-speed between Tour X and Champions Choice,verified
balls,club,RS,RS Padel Tour X,Padel Tour X,previous/current,unisex,entry/club,https://rs-sports.com/en-global/products/rs-padel-nova-x,unknown,https://rs-sports.com/en-us/products/rs-padel-nova-x-3,limited,yes,PREVIOUS_GENERATION,no,,Referenced as predecessor to Nova X on official Nova X copy; confirm current SKU availability,needs_verify
balls,fast,Volt,Volt Premium,Premium,current,unisex,fast/competition-training,https://www.voltpadel.com/shop/products/p/premium-padel-balls,current,https://padelshop.com/nl/collections/padelballen | https://www.voltpadel.com/shop/products/p/premium-padel-balls,yes,yes,CURRENT,no,,Official Volt Premium; NL Padelshop lists Volt in ball assortment,verified
balls,competition,Black Crown,Black Crown Pro,Pro,current,unisex,match/fast,https://www.padelmq.com/en-nl/products/black-crown-pro-padel-balls-tube,current,https://padelshop.com/nl/collections/padelballen | https://www.padelmq.com/en-nl/products/black-crown-pro-padel-balls-tube,yes,yes,CURRENT,no,,NL Padelshop + BE PadeLMQ; 2026 comparison multipurpose/fast match ball,verified
balls,control,Black Crown,Black Crown One,One,current,unisex,control/durability,https://www.padelmq.com/en/products/black-crown-one-padel-ball-box,current,https://www.padelmq.com/en/products/black-crown-one-padel-ball-box | https://padel-magazine.co.uk/Guide-and-comparison-2025%3A-How-to-choose-your-padel-ball-from-32-options/,yes,yes,CURRENT,no,,Distinct control/durability sibling of Black Crown Pro; club boxes available,verified
balls,fast,Oxdog,Oxdog BOOST+,BOOST+,current,unisex,speed,https://www.oxdog.net/en/articles/2.36.1241/boost-padel-ball-tube,current,https://padelshop.com/nl/collections/padelballen | https://www.padelmq.com/en/products/oxdog-boost-padel-ball-tube,yes,yes,CURRENT,no,,Official Oxdog BOOST+; NL stock; speed/power focus,verified
balls,club,Oxdog,Oxdog Boost,Boost,current,unisex,durability/club,https://www.oxdog.net/en/articles/2.36.1241/boost-padel-ball-tube,current,https://padel-magazine.co.uk/Guide-and-comparison-2025%3A-How-to-choose-your-padel-ball-from-32-options/,limited,yes,CURRENT,no,,2026 comparison lists Boost separately from BOOST+ as durability standout; confirm discrete manufacturer SKU,likely
balls,competition,Osaka,Osaka Pro Tour,Pro Tour,current,unisex,all-round,https://padel-magazine.co.uk/Guide-and-comparison-2025%3A-How-to-choose-your-padel-ball-from-32-options/,unknown,,unknown,limited,CURRENT,no,,Included in Jul 2026 32-ball market test; manufacturer/retailer URLs need verify,needs_verify
balls,club,Osaka,Osaka Vision,Vision,current,unisex,training/feel,https://padel-magazine.co.uk/Guide-and-comparison-2025%3A-How-to-choose-your-padel-ball-from-32-options/,unknown,,unknown,limited,CURRENT,no,,2026 comparison slow/progression category; URLs need verify,needs_verify
balls,competition,Pallap,Pallap Competition 01,Competition 01,current,unisex,competition,https://padel-magazine.co.uk/Guide-and-comparison-2025%3A-How-to-choose-your-padel-ball-from-32-options/,unknown,,unknown,limited,CURRENT,no,,Niche EU brand in 2026 comparison; commercially smaller than HEAD/Wilson,needs_verify
balls,premium,Fila,Fila Premium / Premium Pro,Premium,current,unisex,premium,https://padel-magazine.co.uk/Guide-and-comparison-2025%3A-How-to-choose-your-padel-ball-from-32-options/,unknown,,unknown,limited,CURRENT,no,,2026 comparison (yellow/white variants noted as colorways not distinct products),needs_verify
balls,training,Babolat,Babolat Soft / Short,Soft,unknown,unisex,beginner/training,https://padel-magazine.co.uk/Guide-and-comparison-2025%3A-How-to-choose-your-padel-ball-from-32-options/,unknown,,unknown,unknown,UNKNOWN,no,,Named in 2026 guide as slow learning ball; exact commercial naming/status unclear vs Court/Ace,needs_verify
