id,severity,gate,url,template,entity,component,issue,rootCause
RQ-00025-X,MEDIUM,cross-surface,https://kitletics.com/products/asics-gel-trabuco-13,product,product:asics-gel-trabuco-13,decision.bestFor[0],bestFor:GENERIC,Rendered bestFor on product:asics-gel-trabuco-13 classified GENERIC · 2 surfaces
RQ-00028-X,MEDIUM,cross-surface,https://kitletics.com/products/asics-metaspeed-sky-paris,product,product:asics-metaspeed-sky-paris,decision.bestFor[0],bestFor:GENERIC,Rendered bestFor on product:asics-metaspeed-sky-paris classified GENERIC · 2 surfaces
RQ-00030-X,MEDIUM,cross-surface,https://kitletics.com/products/brooks-cascadia-18,product,product:brooks-cascadia-18,decision.bestFor[0],bestFor:GENERIC,Rendered bestFor on product:brooks-cascadia-18 classified GENERIC · 2 surfaces
RQ-00033-X,MEDIUM,cross-surface,https://kitletics.com/products/brooks-glycerin-21,product,product:brooks-glycerin-21,decision.bestFor[0],bestFor:GENERIC,Rendered bestFor on product:brooks-glycerin-21 classified GENERIC · 2 surfaces
RQ-00036-X,MEDIUM,cross-surface,https://kitletics.com/products/hoka-clifton-9,product,product:hoka-clifton-9,decision.bestFor[0],bestFor:GENERIC,Rendered bestFor on product:hoka-clifton-9 classified GENERIC · 2 surfaces
RQ-00038-X,MEDIUM,cross-surface,https://kitletics.com/products/hoka-mach-6,product,product:hoka-mach-6,decision.bestFor[0],bestFor:GENERIC,Rendered bestFor on product:hoka-mach-6 classified GENERIC · 2 surfaces
RQ-00040-X,MEDIUM,cross-surface,https://kitletics.com/products/mizuno-wave-rebellion-pro-3,product,product:mizuno-wave-rebellion-pro-3,decision.bestFor[0],bestFor:GENERIC,Rendered bestFor on product:mizuno-wave-rebellion-pro-3 classified GENERIC · 2 surfaces
RQ-00042-X,MEDIUM,cross-surface,https://kitletics.com/products/new-balance-fresh-foam-x-1080-v13,product,product:new-balance-fresh-foam-x-1080-v13,decision.bestFor[2],bestFor:GENERIC,Rendered bestFor on product:new-balance-fresh-foam-x-1080-v13 classified GENERIC · 2 surfaces
RQ-00043-X,MEDIUM,cross-surface,https://kitletics.com/products/new-balance-fresh-foam-x-1080-v14,product,product:new-balance-fresh-foam-x-1080-v14,decision.bestFor[0],bestFor:GENERIC,Rendered bestFor on product:new-balance-fresh-foam-x-1080-v14 classified GENERIC · 2 surfaces
RQ-00045-X,MEDIUM,cross-surface,https://kitletics.com/products/new-balance-fresh-foam-x-hierro-v9,product,product:new-balance-fresh-foam-x-hierro-v9,decision.bestFor[0],bestFor:GENERIC,Rendered bestFor on product:new-balance-fresh-foam-x-hierro-v9 classified GENERIC · 2 surfaces
RQ-00047-X,MEDIUM,cross-surface,https://kitletics.com/products/new-balance-fuelcell-rebel-v5,product,product:new-balance-fuelcell-rebel-v5,decision.bestFor[0],bestFor:GENERIC,Rendered bestFor on product:new-balance-fuelcell-rebel-v5 classified GENERIC · 2 surfaces
RQ-00049-X,MEDIUM,cross-surface,https://kitletics.com/products/new-balance-fuelcell-supercomp-elite-v4,product,product:new-balance-fuelcell-supercomp-elite-v4,decision.bestFor[0],bestFor:GENERIC,Rendered bestFor on product:new-balance-fuelcell-supercomp-elite-v4 classified GENERIC · 2 surfaces
RQ-00051-X,MEDIUM,cross-surface,https://kitletics.com/products/nike-pegasus-41,product,product:nike-pegasus-41,decision.bestFor[0],bestFor:GENERIC,Rendered bestFor on product:nike-pegasus-41 classified GENERIC · 2 surfaces
RQ-00053-X,MEDIUM,cross-surface,https://kitletics.com/products/nike-pegasus-trail-5,product,product:nike-pegasus-trail-5,decision.bestFor[0],bestFor:GENERIC,Rendered bestFor on product:nike-pegasus-trail-5 classified GENERIC · 2 surfaces
RQ-00056-X,MEDIUM,cross-surface,https://kitletics.com/products/on-cloudmonster-2,product,product:on-cloudmonster-2,decision.bestFor[0],bestFor:GENERIC,Rendered bestFor on product:on-cloudmonster-2 classified GENERIC · 2 surfaces
RQ-00058-X,MEDIUM,cross-surface,https://kitletics.com/products/on-cloudmonster-hyper,product,product:on-cloudmonster-hyper,decision.bestFor[0],bestFor:GENERIC,Rendered bestFor on product:on-cloudmonster-hyper classified GENERIC · 2 surfaces
RQ-00060-X,MEDIUM,cross-surface,https://kitletics.com/products/on-cloudsurfer-2,product,product:on-cloudsurfer-2,decision.bestFor[0],bestFor:GENERIC,Rendered bestFor on product:on-cloudsurfer-2 classified GENERIC · 2 surfaces
RQ-00062-X,MEDIUM,cross-surface,https://kitletics.com/products/on-cloudsurfer-next,product,product:on-cloudsurfer-next,decision.bestFor[0],bestFor:GENERIC,Rendered bestFor on product:on-cloudsurfer-next classified GENERIC · 2 surfaces
RQ-00064-X,MEDIUM,cross-surface,https://kitletics.com/products/puma-magnify-nitro-2,product,product:puma-magnify-nitro-2,decision.bestFor[0],bestFor:GENERIC,Rendered bestFor on product:puma-magnify-nitro-2 classified GENERIC · 2 surfaces
RQ-00066-X,MEDIUM,cross-surface,https://kitletics.com/products/salomon-aero-glide-2,product,product:salomon-aero-glide-2,decision.bestFor[0],bestFor:GENERIC,Rendered bestFor on product:salomon-aero-glide-2 classified GENERIC · 2 surfaces
RQ-00068-X,MEDIUM,cross-surface,https://kitletics.com/products/salomon-genesis,product,product:salomon-genesis,decision.bestFor[0],bestFor:GENERIC,Rendered bestFor on product:salomon-genesis classified GENERIC · 2 surfaces
RQ-00071-X,MEDIUM,cross-surface,https://kitletics.com/products/salomon-ultra-glide-2,product,product:salomon-ultra-glide-2,decision.bestFor[0],bestFor:GENERIC,Rendered bestFor on product:salomon-ultra-glide-2 classified GENERIC · 2 surfaces
RQ-00073-X,MEDIUM,cross-surface,https://kitletics.com/products/saucony-endorphin-pro-3,product,product:saucony-endorphin-pro-3,decision.bestFor[0],bestFor:GENERIC,Rendered bestFor on product:saucony-endorphin-pro-3 classified GENERIC · 2 surfaces
RQ-00075-X,MEDIUM,cross-surface,https://kitletics.com/products/saucony-endorphin-pro-4,product,product:saucony-endorphin-pro-4,decision.bestFor[0],bestFor:GENERIC,Rendered bestFor on product:saucony-endorphin-pro-4 classified GENERIC · 2 surfaces
RQ-00077-X,MEDIUM,cross-surface,https://kitletics.com/products/saucony-endorphin-speed-4,product,product:saucony-endorphin-speed-4,decision.bestFor[0],bestFor:GENERIC,Rendered bestFor on product:saucony-endorphin-speed-4 classified GENERIC · 2 surfaces
RQ-00079-X,MEDIUM,cross-surface,https://kitletics.com/products/saucony-ride-18,product,product:saucony-ride-18,decision.bestFor[0],bestFor:GENERIC,Rendered bestFor on product:saucony-ride-18 classified GENERIC · 2 surfaces
RQ-00081-X,MEDIUM,cross-surface,https://kitletics.com/products/saucony-xodus-ultra-3,product,product:saucony-xodus-ultra-3,decision.bestFor[0],bestFor:GENERIC,Rendered bestFor on product:saucony-xodus-ultra-3 classified GENERIC · 2 surfaces
RQ-00084-X,MEDIUM,cross-surface,https://kitletics.com/products/topo-athletic-phantom-3,product,product:topo-athletic-phantom-3,decision.bestFor[0],bestFor:GENERIC,Rendered bestFor on product:topo-athletic-phantom-3 classified GENERIC · 2 surfaces
RQ-00086-X,MEDIUM,cross-surface,https://kitletics.com/products/topo-athletic-specter-2,product,product:topo-athletic-specter-2,decision.bestFor[0],bestFor:GENERIC,Rendered bestFor on product:topo-athletic-specter-2 classified GENERIC · 2 surfaces
RQ-00088-X,MEDIUM,cross-surface,https://kitletics.com/products/topo-athletic-terraventure-5,product,product:topo-athletic-terraventure-5,decision.bestFor[0],bestFor:GENERIC,Rendered bestFor on product:topo-athletic-terraventure-5 classified GENERIC · 2 surfaces
RQ-00179,HIGH,content-sanity,https://kitletics.com/about,static,page:/about,body,machine_filler,Machine filler on /about
RQ-00180,HIGH,content-sanity,https://kitletics.com/best/race-shoes,best-guide,best-guide:race-shoes,body,machine_filler,Machine filler on /best/race-shoes
RQ-00181,HIGH,content-sanity,https://kitletics.com/best/running-anti-chafe,best-guide,best-guide:running-anti-chafe,body,machine_filler,Machine filler on /best/running-anti-chafe
RQ-00182,HIGH,content-sanity,https://kitletics.com/best/running-rain-jackets,best-guide,best-guide:running-rain-jackets,body,machine_filler,Machine filler on /best/running-rain-jackets
RQ-00183,HIGH,content-sanity,https://kitletics.com/best/running-recovery-gear,best-guide,best-guide:running-recovery-gear,body,awkward_skip_line,Awkward uniqueness-era skip line on /best/running-recovery-gear
RQ-00184,HIGH,content-sanity,https://kitletics.com/best/running-shoes-wide-feet,best-guide,best-guide:running-shoes-wide-feet,body,duplicate_paragraph,Duplicate paragraph on best-guide:running-shoes-wide-feet
RQ-00185,HIGH,content-sanity,https://kitletics.com/best/running-shorts,best-guide,best-guide:running-shorts,body,machine_filler,Machine filler on /best/running-shorts
RQ-00186,HIGH,content-sanity,https://kitletics.com/best/running-sunglasses,best-guide,best-guide:running-sunglasses,body,machine_filler,Machine filler on /best/running-sunglasses
RQ-00187,HIGH,content-sanity,https://kitletics.com/best/tempo-running-shoes,best-guide,best-guide:tempo-running-shoes,body,awkward_skip_line,Awkward uniqueness-era skip line on /best/tempo-running-shoes
RQ-00188,HIGH,content-sanity,https://kitletics.com/brands/adidas,brand-hub,brand:adidas,body,machine_filler,Machine filler on /brands/adidas
RQ-00189,HIGH,content-sanity,https://kitletics.com/brands/adidas-padel,brand-hub,brand:adidas-padel,body,duplicate_paragraph,Duplicate paragraph on brand:adidas-padel
RQ-00190,HIGH,content-sanity,https://kitletics.com/brands/adidas-padel,brand-hub,brand:adidas-padel,body,machine_filler,Machine filler on /brands/adidas-padel
RQ-00191,HIGH,content-sanity,https://kitletics.com/brands/altra,brand-hub,brand:altra,body,duplicate_paragraph,Duplicate paragraph on brand:altra
RQ-00192,HIGH,content-sanity,https://kitletics.com/brands/altra,brand-hub,brand:altra,body,machine_filler,Machine filler on /brands/altra
RQ-00193,HIGH,content-sanity,https://kitletics.com/brands/amazfit,brand-hub,brand:amazfit,body,duplicate_paragraph,Duplicate paragraph on brand:amazfit
RQ-00194,HIGH,content-sanity,https://kitletics.com/brands/amphipod,brand-hub,brand:amphipod,body,duplicate_paragraph,Duplicate paragraph on brand:amphipod
RQ-00195,HIGH,content-sanity,https://kitletics.com/brands/apple,brand-hub,brand:apple,body,duplicate_paragraph,Duplicate paragraph on brand:apple
RQ-00196,HIGH,content-sanity,https://kitletics.com/brands/asics,brand-hub,brand:asics,body,machine_filler,Machine filler on /brands/asics
RQ-00197,HIGH,content-sanity,https://kitletics.com/brands/asics-racket,brand-hub,brand:asics-racket,body,duplicate_paragraph,Duplicate paragraph on brand:asics-racket
RQ-00198,HIGH,content-sanity,https://kitletics.com/brands/asics-racket,brand-hub,brand:asics-racket,body,machine_filler,Machine filler on /brands/asics-racket
RQ-00199,HIGH,content-sanity,https://kitletics.com/brands/assault-fitness,brand-hub,brand:assault-fitness,body,duplicate_paragraph,Duplicate paragraph on brand:assault-fitness
RQ-00200,HIGH,content-sanity,https://kitletics.com/brands/babolat,brand-hub,brand:babolat,body,duplicate_paragraph,Duplicate paragraph on brand:babolat
RQ-00201,HIGH,content-sanity,https://kitletics.com/brands/babolat,brand-hub,brand:babolat,body,machine_filler,Machine filler on /brands/babolat
RQ-00202,HIGH,content-sanity,https://kitletics.com/brands/black-diamond,brand-hub,brand:black-diamond,body,duplicate_paragraph,Duplicate paragraph on brand:black-diamond
RQ-00203,HIGH,content-sanity,https://kitletics.com/brands/blackroll,brand-hub,brand:blackroll,body,duplicate_paragraph,Duplicate paragraph on brand:blackroll
RQ-00204,HIGH,content-sanity,https://kitletics.com/brands/brooks,brand-hub,brand:brooks,body,duplicate_paragraph,Duplicate paragraph on brand:brooks
RQ-00205,HIGH,content-sanity,https://kitletics.com/brands/brooks,brand-hub,brand:brooks,body,machine_filler,Machine filler on /brands/brooks
RQ-00206,HIGH,content-sanity,https://kitletics.com/brands/buff,brand-hub,brand:buff,body,duplicate_paragraph,Duplicate paragraph on brand:buff
RQ-00207,HIGH,content-sanity,https://kitletics.com/brands/bullpadel,brand-hub,brand:bullpadel,body,duplicate_paragraph,Duplicate paragraph on brand:bullpadel
RQ-00208,HIGH,content-sanity,https://kitletics.com/brands/camelbak,brand-hub,brand:camelbak,body,duplicate_paragraph,Duplicate paragraph on brand:camelbak
RQ-00209,HIGH,content-sanity,https://kitletics.com/brands/cep,brand-hub,brand:cep,body,duplicate_paragraph,Duplicate paragraph on brand:cep
RQ-00210,HIGH,content-sanity,https://kitletics.com/brands/concept2,brand-hub,brand:concept2,body,duplicate_paragraph,Duplicate paragraph on brand:concept2
RQ-00211,HIGH,content-sanity,https://kitletics.com/brands/craft,brand-hub,brand:craft,body,duplicate_paragraph,Duplicate paragraph on brand:craft
RQ-00212,HIGH,content-sanity,https://kitletics.com/brands/decathlon,brand-hub,brand:decathlon,body,duplicate_paragraph,Duplicate paragraph on brand:decathlon
RQ-00213,HIGH,content-sanity,https://kitletics.com/brands/eleiko,brand-hub,brand:eleiko,body,duplicate_paragraph,Duplicate paragraph on brand:eleiko
RQ-00214,HIGH,content-sanity,https://kitletics.com/brands/gornation,brand-hub,brand:gornation,body,duplicate_paragraph,Duplicate paragraph on brand:gornation
RQ-00215,HIGH,content-sanity,https://kitletics.com/brands/gravity-fitness,brand-hub,brand:gravity-fitness,body,duplicate_paragraph,Duplicate paragraph on brand:gravity-fitness
RQ-00216,HIGH,content-sanity,https://kitletics.com/brands/gu-energy,brand-hub,brand:gu-energy,body,duplicate_paragraph,Duplicate paragraph on brand:gu-energy
RQ-00217,HIGH,content-sanity,https://kitletics.com/brands/head,brand-hub,brand:head,body,duplicate_paragraph,Duplicate paragraph on brand:head
RQ-00218,HIGH,content-sanity,https://kitletics.com/brands/hoka,brand-hub,brand:hoka,body,duplicate_paragraph,Duplicate paragraph on brand:hoka
RQ-00219,HIGH,content-sanity,https://kitletics.com/brands/hoka,brand-hub,brand:hoka,body,machine_filler,Machine filler on /brands/hoka
RQ-00220,HIGH,content-sanity,https://kitletics.com/brands/hydrapak,brand-hub,brand:hydrapak,body,duplicate_paragraph,Duplicate paragraph on brand:hydrapak
RQ-00221,HIGH,content-sanity,https://kitletics.com/brands/hyperice,brand-hub,brand:hyperice,body,duplicate_paragraph,Duplicate paragraph on brand:hyperice
RQ-00222,HIGH,content-sanity,https://kitletics.com/brands/inov-8,brand-hub,brand:inov-8,body,machine_filler,Machine filler on /brands/inov-8
RQ-00223,HIGH,content-sanity,https://kitletics.com/brands/janji,brand-hub,brand:janji,body,duplicate_paragraph,Duplicate paragraph on brand:janji
RQ-00224,HIGH,content-sanity,https://kitletics.com/brands/joma,brand-hub,brand:joma,body,machine_filler,Machine filler on /brands/joma
RQ-00225,HIGH,content-sanity,https://kitletics.com/brands/julbo,brand-hub,brand:julbo,body,duplicate_paragraph,Duplicate paragraph on brand:julbo
RQ-00226,HIGH,content-sanity,https://kitletics.com/brands/maurten,brand-hub,brand:maurten,body,duplicate_paragraph,Duplicate paragraph on brand:maurten
RQ-00227,HIGH,content-sanity,https://kitletics.com/brands/mirafit,brand-hub,brand:mirafit,body,duplicate_paragraph,Duplicate paragraph on brand:mirafit
RQ-00228,HIGH,content-sanity,https://kitletics.com/brands/mizuno,brand-hub,brand:mizuno,body,duplicate_paragraph,Duplicate paragraph on brand:mizuno
RQ-00229,HIGH,content-sanity,https://kitletics.com/brands/mizuno,brand-hub,brand:mizuno,body,machine_filler,Machine filler on /brands/mizuno
RQ-00230,HIGH,content-sanity,https://kitletics.com/brands/nathan,brand-hub,brand:nathan,body,duplicate_paragraph,Duplicate paragraph on brand:nathan
RQ-00231,HIGH,content-sanity,https://kitletics.com/brands/new-balance,brand-hub,brand:new-balance,body,duplicate_paragraph,Duplicate paragraph on brand:new-balance
RQ-00232,HIGH,content-sanity,https://kitletics.com/brands/new-balance,brand-hub,brand:new-balance,body,machine_filler,Machine filler on /brands/new-balance
RQ-00233,HIGH,content-sanity,https://kitletics.com/brands/nike,brand-hub,brand:nike,body,machine_filler,Machine filler on /brands/nike
RQ-00234,HIGH,content-sanity,https://kitletics.com/brands/nnormal,brand-hub,brand:nnormal,body,duplicate_paragraph,Duplicate paragraph on brand:nnormal
RQ-00235,HIGH,content-sanity,https://kitletics.com/brands/nnormal,brand-hub,brand:nnormal,body,machine_filler,Machine filler on /brands/nnormal
RQ-00236,HIGH,content-sanity,https://kitletics.com/brands/nobull,brand-hub,brand:nobull,body,duplicate_paragraph,Duplicate paragraph on brand:nobull
RQ-00237,HIGH,content-sanity,https://kitletics.com/brands/nobull,brand-hub,brand:nobull,body,machine_filler,Machine filler on /brands/nobull
RQ-00238,HIGH,content-sanity,https://kitletics.com/brands/nox,brand-hub,brand:nox,body,duplicate_paragraph,Duplicate paragraph on brand:nox
RQ-00239,HIGH,content-sanity,https://kitletics.com/brands/oakley,brand-hub,brand:oakley,body,duplicate_paragraph,Duplicate paragraph on brand:oakley
RQ-00240,HIGH,content-sanity,https://kitletics.com/brands/on,brand-hub,brand:on,body,duplicate_paragraph,Duplicate paragraph on brand:on
RQ-00241,HIGH,content-sanity,https://kitletics.com/brands/on,brand-hub,brand:on,body,machine_filler,Machine filler on /brands/on
RQ-00242,HIGH,content-sanity,https://kitletics.com/brands/osprey,brand-hub,brand:osprey,body,duplicate_paragraph,Duplicate paragraph on brand:osprey
RQ-00243,HIGH,content-sanity,https://kitletics.com/brands/patagonia,brand-hub,brand:patagonia,body,duplicate_paragraph,Duplicate paragraph on brand:patagonia
RQ-00244,HIGH,content-sanity,https://kitletics.com/brands/petzl,brand-hub,brand:petzl,body,duplicate_paragraph,Duplicate paragraph on brand:petzl
RQ-00245,HIGH,content-sanity,https://kitletics.com/brands/polar,brand-hub,brand:polar,body,duplicate_paragraph,Duplicate paragraph on brand:polar
RQ-00246,HIGH,content-sanity,https://kitletics.com/brands/powerblock,brand-hub,brand:powerblock,body,duplicate_paragraph,Duplicate paragraph on brand:powerblock
RQ-00247,HIGH,content-sanity,https://kitletics.com/brands/precision-fuel-hydration,brand-hub,brand:precision-fuel-hydration,body,duplicate_paragraph,Duplicate paragraph on brand:precision-fuel-hydration
RQ-00248,HIGH,content-sanity,https://kitletics.com/brands/pullup-and-dip,brand-hub,brand:pullup-and-dip,body,duplicate_paragraph,Duplicate paragraph on brand:pullup-and-dip
RQ-00249,HIGH,content-sanity,https://kitletics.com/brands/puma,brand-hub,brand:puma,body,duplicate_paragraph,Duplicate paragraph on brand:puma
RQ-00250,HIGH,content-sanity,https://kitletics.com/brands/puma,brand-hub,brand:puma,body,machine_filler,Machine filler on /brands/puma
RQ-00251,HIGH,content-sanity,https://kitletics.com/brands/reebok,brand-hub,brand:reebok,body,duplicate_paragraph,Duplicate paragraph on brand:reebok
RQ-00252,HIGH,content-sanity,https://kitletics.com/brands/reebok,brand-hub,brand:reebok,body,machine_filler,Machine filler on /brands/reebok
RQ-00253,HIGH,content-sanity,https://kitletics.com/brands/rep-fitness,brand-hub,brand:rep-fitness,body,duplicate_paragraph,Duplicate paragraph on brand:rep-fitness
RQ-00254,HIGH,content-sanity,https://kitletics.com/brands/salomon,brand-hub,brand:salomon,body,duplicate_paragraph,Duplicate paragraph on brand:salomon
RQ-00255,HIGH,content-sanity,https://kitletics.com/brands/salomon,brand-hub,brand:salomon,body,machine_filler,Machine filler on /brands/salomon
RQ-00256,HIGH,content-sanity,https://kitletics.com/brands/samsung,brand-hub,brand:samsung,body,duplicate_paragraph,Duplicate paragraph on brand:samsung
RQ-00257,HIGH,content-sanity,https://kitletics.com/brands/samsung,brand-hub,brand:samsung,body,machine_filler,Machine filler on /brands/samsung
RQ-00258,HIGH,content-sanity,https://kitletics.com/brands/saucony,brand-hub,brand:saucony,body,duplicate_paragraph,Duplicate paragraph on brand:saucony
RQ-00259,HIGH,content-sanity,https://kitletics.com/brands/saucony,brand-hub,brand:saucony,body,machine_filler,Machine filler on /brands/saucony
RQ-00260,HIGH,content-sanity,https://kitletics.com/brands/science-in-sport,brand-hub,brand:science-in-sport,body,duplicate_paragraph,Duplicate paragraph on brand:science-in-sport
RQ-00261,HIGH,content-sanity,https://kitletics.com/brands/shokz,brand-hub,brand:shokz,body,duplicate_paragraph,Duplicate paragraph on brand:shokz
RQ-00262,HIGH,content-sanity,https://kitletics.com/brands/suunto,brand-hub,brand:suunto,body,duplicate_paragraph,Duplicate paragraph on brand:suunto
RQ-00263,HIGH,content-sanity,https://kitletics.com/brands/therabody,brand-hub,brand:therabody,body,duplicate_paragraph,Duplicate paragraph on brand:therabody
RQ-00264,HIGH,content-sanity,https://kitletics.com/brands/topo-athletic,brand-hub,brand:topo-athletic,body,duplicate_paragraph,Duplicate paragraph on brand:topo-athletic
RQ-00265,HIGH,content-sanity,https://kitletics.com/brands/topo-athletic,brand-hub,brand:topo-athletic,body,machine_filler,Machine filler on /brands/topo-athletic
RQ-00266,HIGH,content-sanity,https://kitletics.com/brands/tracksmith,brand-hub,brand:tracksmith,body,duplicate_paragraph,Duplicate paragraph on brand:tracksmith
RQ-00267,HIGH,content-sanity,https://kitletics.com/brands/tyr,brand-hub,brand:tyr,body,machine_filler,Machine filler on /brands/tyr
RQ-00268,HIGH,content-sanity,https://kitletics.com/brands/ultimate-direction,brand-hub,brand:ultimate-direction,body,duplicate_paragraph,Duplicate paragraph on brand:ultimate-direction
RQ-00269,HIGH,content-sanity,https://kitletics.com/brands/ultraspire,brand-hub,brand:ultraspire,body,duplicate_paragraph,Duplicate paragraph on brand:ultraspire
RQ-00270,HIGH,content-sanity,https://kitletics.com/brands/under-armour,brand-hub,brand:under-armour,body,duplicate_paragraph,Duplicate paragraph on brand:under-armour
RQ-00271,HIGH,content-sanity,https://kitletics.com/brands/under-armour,brand-hub,brand:under-armour,body,machine_filler,Machine filler on /brands/under-armour
RQ-00272,HIGH,content-sanity,https://kitletics.com/brands/wahoo,brand-hub,brand:wahoo,body,duplicate_paragraph,Duplicate paragraph on brand:wahoo
RQ-00273,HIGH,content-sanity,https://kitletics.com/brands/wilson,brand-hub,brand:wilson,body,duplicate_paragraph,Duplicate paragraph on brand:wilson
RQ-00274,HIGH,content-sanity,https://kitletics.com/brands/yonex,brand-hub,brand:yonex,body,duplicate_paragraph,Duplicate paragraph on brand:yonex
RQ-00275,HIGH,content-sanity,https://kitletics.com/compare/asics-novablast-4-vs-asics-novablast-5,comparison,page:asics-novablast-4-vs-asics-novablast-5,body,template_repetition,Scaffold phrases (6) including is built for a specific job in the category — use that job as your first filter
RQ-00276,HIGH,content-sanity,https://kitletics.com/compare/asics-novablast-6-vs-hoka-clifton-10,comparison,page:asics-novablast-6-vs-hoka-clifton-10,body,internal_taxonomy,Catalog field names in rendered copy on /compare/asics-novablast-6-vs-hoka-clifton-10
RQ-00277,HIGH,content-sanity,https://kitletics.com/compare/black-diamond-distance-22-vs-ultimate-direction-fastpack-20,comparison,page:black-diamond-distance-22-vs-ultimate-direction-fastpack-20,body,template_repetition,Scaffold phrases (5) including is built for a specific job in the category — use that job as your first filter
RQ-00278,HIGH,content-sanity,https://kitletics.com/compare/black-diamond-spot-400-r-vs-petzl-actik-core,comparison,page:black-diamond-spot-400-r-vs-petzl-actik-core,body,duplicate_paragraph,Duplicate paragraph on page:black-diamond-spot-400-r-vs-petzl-actik-core
RQ-00279,HIGH,content-sanity,https://kitletics.com/compare/black-diamond-spot-400-r-vs-petzl-actik-core,comparison,page:black-diamond-spot-400-r-vs-petzl-actik-core,body,template_repetition,Scaffold phrases (6) including is built for a specific job in the category — use that job as your first filter
RQ-00280,HIGH,content-sanity,https://kitletics.com/compare/camelbak-zephyr-pro-vs-camelbak-apex-pro,comparison,page:camelbak-zephyr-pro-vs-camelbak-apex-pro,body,template_repetition,Scaffold phrases (5) including is built for a specific job in the category — use that job as your first filter
RQ-00281,HIGH,content-sanity,https://kitletics.com/compare/clif-bloks-vs-gu-chews,comparison,page:clif-bloks-vs-gu-chews,body,duplicate_paragraph,Duplicate paragraph on page:clif-bloks-vs-gu-chews
RQ-00282,HIGH,content-sanity,https://kitletics.com/compare/coros-hrm-vs-polar-verity-sense,comparison,page:coros-hrm-vs-polar-verity-sense,body,template_repetition,Scaffold phrases (6) including is built for a specific job in the category — use that job as your first filter
RQ-00283,HIGH,content-sanity,https://kitletics.com/compare/coros-pace-pro-vs-coros-pace-4,comparison,page:coros-pace-pro-vs-coros-pace-4,body,template_repetition,Scaffold phrases (6) including is built for a specific job in the category — use that job as your first filter
RQ-00284,HIGH,content-sanity,https://kitletics.com/compare/feetures-elite-vs-darn-tough-run,comparison,page:feetures-elite-vs-darn-tough-run,body,template_repetition,Scaffold phrases (9) including is built for a specific job in the category — use that job as your first filter
RQ-00285,HIGH,content-sanity,https://kitletics.com/compare/flipbelt-classic-vs-naked-running-band,comparison,page:flipbelt-classic-vs-naked-running-band,body,template_repetition,Scaffold phrases (9) including is built for a specific job in the category — use that job as your first filter
